factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
q158_rsv_30h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,high|low|close,30,4h,-0.02070369,1h,-0.147428,72h,0.00405625,11.7299,0.5055,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_qtlu_30h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,30,4h,0.02273452,4h,0.131921,72h,-0.00428608,-11.4463,0.5583,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_qtld_30h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,30,24h,0.04888856,24h,0.311975,72h,-0.0048769,-12.9002,0.628,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_rank_close_30h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,30,4h,-0.03205854,4h,-0.230925,72h,0.0045766,13.567,0.4596,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
