factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha6,wq101,conditional,1h,0.00935846,0.00935846,0.10987014,0.10987014,0.085177,0.085177,0.085177,11.3631,0.5371,0.5371,17797,185.7,3304968,0.003405,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#6: -correlation(open, volume, 10); daily equity formula adapted to ten 1h bars",open|volume,10,"WorldQuant 101 Alpha#6: -correlation(open, volume, 10); daily equity formula adapted to ten 1h bars",-3.34e-06,2.351e-05,-2.685e-05,-0.8987,0.4997,0.00018078,-0.37039382,0.00062624,-0.0010539,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha6,wq101,conditional,4h,0.0156276,0.0156276,0.11106018,0.11106018,0.140713,0.140713,0.140713,18.7708,0.5607,0.5607,17795,185.7,3304968,0.003405,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#6: -correlation(open, volume, 10); daily equity formula adapted to ten 1h bars",open|volume,10,"WorldQuant 101 Alpha#6: -correlation(open, volume, 10); daily equity formula adapted to ten 1h bars",-2.651e-05,4.393e-05,-7.044e-05,-1.19,0.5035,0.00073521,-0.30120029,0.00254685,-0.00341032,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha6,wq101,conditional,24h,0.02346183,0.02346183,0.1118191,0.1118191,0.209819,0.209819,0.209819,27.9737,0.5881,0.5881,17775,185.7,3304968,0.003405,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#6: -correlation(open, volume, 10); daily equity formula adapted to ten 1h bars",open|volume,10,"WorldQuant 101 Alpha#6: -correlation(open, volume, 10); daily equity formula adapted to ten 1h bars",-6.999e-05,0.00037046,-0.00044046,-2.8797,0.5042,0.00216864,-0.22314539,0.00751238,-0.01627304,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha6,wq101,conditional,72h,0.02181073,0.02181073,0.10834121,0.10834121,0.201315,0.201315,0.201315,26.8037,0.5821,0.5821,17727,185.7,3304968,0.003405,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#6: -correlation(open, volume, 10); daily equity formula adapted to ten 1h bars",open|volume,10,"WorldQuant 101 Alpha#6: -correlation(open, volume, 10); daily equity formula adapted to ten 1h bars",-2.045e-05,0.00098129,-0.00100174,-3.2275,0.5106,0.00646311,-0.16659163,0.02238888,-0.04437257,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha9,wq101,conditional,1h,0.01638734,0.01638734,0.11280387,0.11280387,0.145273,0.145273,0.145273,19.3818,0.5659,0.5659,17800,186.2,3314929,0.000401,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#9: conditional sign of delta(close,1) using 5-bar min/max of close delta; lookback=6 includes delta warmup",close,6,"WorldQuant 101 Alpha#9: conditional sign of delta(close,1) using 5-bar min/max of close delta; lookback=6 includes delta warmup",3.437e-05,-2.401e-05,5.837e-05,1.9632,0.5119,0.00019626,0.55660394,0.00067986,-0.00049117,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha9,wq101,conditional,4h,0.01360764,0.01360764,0.11443287,0.11443287,0.118914,0.118914,0.118914,15.8642,0.553,0.553,17798,186.2,3314929,0.000401,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#9: conditional sign of delta(close,1) using 5-bar min/max of close delta; lookback=6 includes delta warmup",close,6,"WorldQuant 101 Alpha#9: conditional sign of delta(close,1) using 5-bar min/max of close delta; lookback=6 includes delta warmup",2.407e-05,-6.281e-05,8.688e-05,1.4463,0.5089,0.00030108,0.21642816,0.00104296,-0.0009917,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha9,wq101,conditional,24h,0.00525294,0.00525294,0.11590142,0.11590142,0.045322,0.045322,0.045322,6.043,0.5157,0.5157,17778,186.2,3314929,0.000401,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#9: conditional sign of delta(close,1) using 5-bar min/max of close delta; lookback=6 includes delta warmup",close,6,"WorldQuant 101 Alpha#9: conditional sign of delta(close,1) using 5-bar min/max of close delta; lookback=6 includes delta warmup",9.171e-05,0.00015514,-6.344e-05,-0.4131,0.4999,0.00086468,-0.04738774,0.00299535,-0.00735502,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha9,wq101,conditional,72h,0.001689,0.001689,0.11393954,0.11393954,0.014824,0.014824,0.014824,1.9738,0.5058,0.5058,17730,186.2,3314929,0.000401,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#9: conditional sign of delta(close,1) using 5-bar min/max of close delta; lookback=6 includes delta warmup",close,6,"WorldQuant 101 Alpha#9: conditional sign of delta(close,1) using 5-bar min/max of close delta; lookback=6 includes delta warmup",3.558e-05,0.00043002,-0.00039444,-1.3547,0.4951,0.00178541,-0.06428165,0.00618484,-0.01628614,0.28,25,per_bar_mean_x_bars_per_year
wq101_alpha21,wq101,conditional,1h,0.00783107,0.00783107,0.10433365,0.10433365,0.075058,0.075058,0.075058,9.9692,0.5286,0.5286,17641,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#21: close mean/std state with volume/adv20 branch; daily equity formula adapted to 1h bars,close|volume,20,WorldQuant 101 Alpha#21: close mean/std state with volume/adv20 branch; daily equity formula adapted to 1h bars,2.805e-05,1.1e-06,2.695e-05,1.1062,0.5011,0.00016742,0.2323212,0.00057998,-0.00048386,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha21,wq101,conditional,4h,0.00740976,0.00740976,0.10470951,0.10470951,0.070765,0.070765,0.070765,9.3984,0.5287,0.5287,17639,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#21: close mean/std state with volume/adv20 branch; daily equity formula adapted to 1h bars,close|volume,20,WorldQuant 101 Alpha#21: close mean/std state with volume/adv20 branch; daily equity formula adapted to 1h bars,-4.7e-06,-5.38e-05,4.91e-05,0.9861,0.5055,0.00033895,0.13487976,0.00117415,-0.00134428,0.56,25,per_bar_mean_x_bars_per_year
