quarter,quarter_start,quarter_end,window_days,is_full_window,market_cost_bps,listed_asset_count,eq_ret_3m,btc_ret_3m,breadth_pos,ew_vol_ann,ew_efficiency,dispersion,mean_total_return,median_total_return,positive_asset_ratio,active_asset_ratio,mean_trades_per_asset,direction_bucket,efficiency_bucket,vol_bucket,dispersion_bucket,regime_combo
2025Q4,2025-10-01,2025-12-31,92,1,10.0,18,-0.2807821498414723,-0.2321677573947331,0.1111111111111111,0.9298163093571592,0.0116124565290214,1.4312362611499818,0.4108533197220498,0.4061679168531418,1.0,1.0,75.27777777777777,bear,mid,high_vol,high_disp,bear | mid
2026Q1,2026-01-01,2026-03-26,85,1,10.0,18,-0.2563673557238357,-0.1921178952169203,0.0,0.7180589110306901,0.0128124438229587,0.0842031785042548,0.125003177371292,0.0676492716144595,0.8888888888888888,1.0,70.66666666666667,bear,mid,mid_vol,low_disp,bear | mid
