asset,mode,market_cost_bps,trades,total_return,win_rate,avg_net_ret,avg_hold_minutes,tp_hit_rate,sl_hit_rate,timeout_rate,same_bar_conflict_rate,confirmed_at_close_ratio,preview_only_ratio,avg_lead_minutes,avg_entry_improve_bps
AVAX-USD,official_close,15.0,40,-0.0984357840979582,0.425,-0.0025555127528587,42.675,0.4,0.5,0.1,0.0,1.0,0.0,,
AVAX-USD,official_close,20.0,40,-0.126878105232926,0.4,-0.0033527740422191,42.675,0.4,0.5,0.1,0.0,1.0,0.0,,
AVAX-USD,preview_unclosed15m,6.0,69,-0.1431506204793073,0.3478260869565217,-0.0022138045923012,37.2463768115942,0.2898550724637681,0.5942028985507246,0.1159420289855072,0.0,0.5652173913043478,0.4347826086956521,5.051282051282051,11.420182031245227
AVAX-USD,preview_unclosed15m,10.0,69,-0.1826851784721125,0.3188405797101449,-0.0028955752917885,37.2463768115942,0.2898550724637681,0.5942028985507246,0.1159420289855072,0.0,0.5652173913043478,0.4347826086956521,5.051282051282051,11.420182031245227
AVAX-USD,preview_unclosed15m,15.0,69,-0.229568678687334,0.3188405797101449,-0.0037474706294259,37.2463768115942,0.2898550724637681,0.5942028985507246,0.1159420289855072,0.0,0.5652173913043478,0.4347826086956521,5.051282051282051,11.420182031245227
AVAX-USD,preview_unclosed15m,20.0,69,-0.2737842962295428,0.3043478260869565,-0.0045990125929283,37.2463768115942,0.2898550724637681,0.5942028985507246,0.1159420289855072,0.0,0.5652173913043478,0.4347826086956521,5.051282051282051,11.420182031245227
LINK-USD,official_close,6.0,38,-0.0397324211814368,0.4210526315789473,-0.0010448869457193,37.42105263157895,0.3947368421052631,0.5,0.1052631578947368,0.0,1.0,0.0,,
LINK-USD,official_close,10.0,38,-0.0628977158383834,0.3947368421052631,-0.0016854062261636,37.42105263157895,0.3947368421052631,0.5,0.1052631578947368,0.0,1.0,0.0,,
LINK-USD,official_close,15.0,38,-0.0910825606525702,0.3947368421052631,-0.0024857842711537,37.42105263157895,0.3947368421052631,0.5,0.1052631578947368,0.0,1.0,0.0,,
LINK-USD,official_close,20.0,38,-0.1184331857573788,0.3947368421052631,-0.0032858611432936,37.42105263157895,0.3947368421052631,0.5,0.1052631578947368,0.0,1.0,0.0,,
LINK-USD,preview_unclosed15m,6.0,62,-0.0466342283836528,0.4354838709677419,-0.0007487878626773,38.62903225806452,0.4032258064516129,0.5,0.0967741935483871,0.0,0.6129032258064516,0.3870967741935484,5.421052631578948,9.312020047934194
LINK-USD,preview_unclosed15m,10.0,62,-0.0836788214295569,0.4354838709677419,-0.0013861461274508,38.62903225806452,0.4032258064516129,0.5,0.0967741935483871,0.0,0.6129032258064516,0.3870967741935484,5.421052631578948,9.312020047934194
LINK-USD,preview_unclosed15m,15.0,62,-0.1279864337896166,0.4354838709677419,-0.0021825765960127,38.62903225806452,0.4032258064516129,0.5,0.0967741935483871,0.0,0.6129032258064516,0.3870967741935484,5.421052631578948,9.312020047934194
