factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_open_close_4h,alpha158_price,conditional,1h,LONG_SHORT,Long-Short,1.572e-05,,,17803,DIRECTION_UNKNOWN,4.07e-05,2.498e-05,1.572e-05,0.3822,0.5123,0.00024836,0.12496396,0.00086036,-0.00093043,0.48,25,per_bar_mean_x_bars_per_year
q158_open_close_4h,alpha158_price,conditional,4h,LONG_SHORT,Long-Short,-0.00010134,,,17800,DIRECTION_UNKNOWN,6.589e-05,0.00016722,-0.00010134,-1.2425,0.5019,0.00071819,-0.23735342,0.00248788,-0.00442583,0.4,25,per_bar_mean_x_bars_per_year
q158_open_close_4h,alpha158_price,conditional,24h,LONG_SHORT,Long-Short,-0.00103957,,,17780,DIRECTION_UNKNOWN,-1.288e-05,0.00102669,-0.00103957,-5.2058,0.4911,0.00248764,-0.460512,0.00861744,-0.02985505,0.28,25,per_bar_mean_x_bars_per_year
q158_open_close_4h,alpha158_price,conditional,72h,LONG_SHORT,Long-Short,-0.00286027,,,17732,DIRECTION_UNKNOWN,9.543e-05,0.0029557,-0.00286027,-7.7335,0.4823,0.00602332,-0.35595542,0.02086539,-0.06962277,0.4,25,per_bar_mean_x_bars_per_year
q158_high_close_4h,alpha158_price,conditional,1h,LONG_SHORT,Long-Short,5.73e-06,,,17803,DIRECTION_UNKNOWN,2.026e-05,1.453e-05,5.73e-06,0.1365,0.5076,0.00027341,0.07323702,0.00094712,-0.00110678,0.56,25,per_bar_mean_x_bars_per_year
q158_high_close_4h,alpha158_price,conditional,4h,LONG_SHORT,Long-Short,-3.524e-05,,,17800,DIRECTION_UNKNOWN,9.894e-05,0.00013418,-3.524e-05,-0.4262,0.5017,0.00079228,-0.05203531,0.00274454,-0.00396728,0.48,25,per_bar_mean_x_bars_per_year
q158_high_close_4h,alpha158_price,conditional,24h,LONG_SHORT,Long-Short,-0.00041215,,,17780,DIRECTION_UNKNOWN,0.00035398,0.00076614,-0.00041215,-2.0382,0.4908,0.00247645,-0.21417495,0.00857867,-0.01639592,0.4,25,per_bar_mean_x_bars_per_year
q158_high_close_4h,alpha158_price,conditional,72h,LONG_SHORT,Long-Short,-0.0010956,,,17732,DIRECTION_UNKNOWN,0.0010029,0.0020985,-0.0010956,-2.9133,0.4825,0.00600237,-0.13532702,0.02079281,-0.03189159,0.52,25,per_bar_mean_x_bars_per_year
q158_low_close_4h,alpha158_price,conditional,1h,LONG_SHORT,Long-Short,3.6e-06,,,17803,DIRECTION_UNKNOWN,3.343e-05,2.983e-05,3.6e-06,0.088,0.5074,0.00025719,0.03221095,0.00089095,-0.0011648,0.48,25,per_bar_mean_x_bars_per_year
q158_low_close_4h,alpha158_price,conditional,4h,LONG_SHORT,Long-Short,-0.00016288,,,17800,DIRECTION_UNKNOWN,4.035e-05,0.00020324,-0.00016288,-2.0128,0.5047,0.00075074,-0.37777134,0.00260063,-0.00656442,0.44,25,per_bar_mean_x_bars_per_year
q158_low_close_4h,alpha158_price,conditional,24h,LONG_SHORT,Long-Short,-0.00137577,,,17780,DIRECTION_UNKNOWN,-0.00014445,0.00123132,-0.00137577,-6.8463,0.4986,0.00268104,-0.57662231,0.0092874,-0.04043989,0.32,25,per_bar_mean_x_bars_per_year
q158_low_close_4h,alpha158_price,conditional,72h,LONG_SHORT,Long-Short,-0.0037911,,,17732,DIRECTION_UNKNOWN,-0.00022649,0.00356461,-0.0037911,-10.0868,0.4878,0.00805608,-0.47955285,0.02790709,-0.10268552,0.44,25,per_bar_mean_x_bars_per_year
q158_close_close_4h,alpha158_price,conditional,1h,LONG_SHORT,Long-Short,6.93e-06,,,17803,DIRECTION_UNKNOWN,2.407e-05,1.714e-05,6.93e-06,0.1684,0.5105,0.00028534,0.08494682,0.00098844,-0.00136542,0.52,25,per_bar_mean_x_bars_per_year
q158_close_close_4h,alpha158_price,conditional,4h,LONG_SHORT,Long-Short,-6.484e-05,,,17800,DIRECTION_UNKNOWN,7.971e-05,0.00014455,-6.484e-05,-0.8001,0.5078,0.00074599,-0.14490592,0.00258418,-0.00470681,0.48,25,per_bar_mean_x_bars_per_year
q158_close_close_4h,alpha158_price,conditional,24h,LONG_SHORT,Long-Short,-0.00086345,,,17780,DIRECTION_UNKNOWN,0.00010342,0.00096687,-0.00086345,-4.3631,0.4927,0.00218921,-0.3842022,0.00758365,-0.02673052,0.28,25,per_bar_mean_x_bars_per_year
q158_close_close_4h,alpha158_price,conditional,72h,LONG_SHORT,Long-Short,-0.00248796,,,17732,DIRECTION_UNKNOWN,0.00032419,0.00281215,-0.00248796,-6.7828,0.4871,0.00568493,-0.3148763,0.01969319,-0.06297783,0.4,25,per_bar_mean_x_bars_per_year
