factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_open_close_4h,alpha158_price,conditional,1h,0.03234357,0.03234357,0.16115416,0.16115416,0.2007,0.2007,0.2007,26.7782,0.5863,0.5863,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block",open|close,5,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block",4.07e-05,2.498e-05,1.572e-05,0.3822,0.5123,0.00024836,0.12496396,0.00086036,-0.00093043,0.48,25,per_bar_mean_x_bars_per_year
q158_open_close_4h,alpha158_price,conditional,4h,0.03205704,0.03205704,0.16055425,0.16055425,0.199665,0.199665,0.199665,26.6386,0.5879,0.5879,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block",open|close,5,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block",6.589e-05,0.00016722,-0.00010134,-1.2425,0.5019,0.00071819,-0.23735342,0.00248788,-0.00442583,0.4,25,per_bar_mean_x_bars_per_year
q158_open_close_4h,alpha158_price,conditional,24h,0.02105083,0.02105083,0.16025257,0.16025257,0.13136,0.13136,0.13136,17.5158,0.5598,0.5598,17780,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block",open|close,5,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block",-1.288e-05,0.00102669,-0.00103957,-5.2058,0.4911,0.00248764,-0.460512,0.00861744,-0.02985505,0.28,25,per_bar_mean_x_bars_per_year
q158_open_close_4h,alpha158_price,conditional,72h,0.010626,0.010626,0.15170681,0.15170681,0.070043,0.070043,0.070043,9.327,0.5333,0.5333,17732,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block",open|close,5,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block",9.543e-05,0.0029557,-0.00286027,-7.7335,0.4823,0.00602332,-0.35595542,0.02086539,-0.06962277,0.4,25,per_bar_mean_x_bars_per_year
q158_high_close_4h,alpha158_price,conditional,1h,0.02341446,0.02341446,0.16804946,0.16804946,0.139331,0.139331,0.139331,18.5901,0.5621,0.5621,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block",high|close,5,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block",2.026e-05,1.453e-05,5.73e-06,0.1365,0.5076,0.00027341,0.07323702,0.00094712,-0.00110678,0.56,25,per_bar_mean_x_bars_per_year
q158_high_close_4h,alpha158_price,conditional,4h,0.02005902,0.02005902,0.16595261,0.16595261,0.120872,0.120872,0.120872,16.1263,0.5572,0.5572,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block",high|close,5,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block",9.894e-05,0.00013418,-3.524e-05,-0.4262,0.5017,0.00079228,-0.05203531,0.00274454,-0.00396728,0.48,25,per_bar_mean_x_bars_per_year
q158_high_close_4h,alpha158_price,conditional,24h,0.00102007,0.00102007,0.16341093,0.16341093,0.006242,0.006242,0.006242,0.8324,0.5067,0.5067,17780,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block",high|close,5,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block",0.00035398,0.00076614,-0.00041215,-2.0382,0.4908,0.00247645,-0.21417495,0.00857867,-0.01639592,0.4,25,per_bar_mean_x_bars_per_year
q158_high_close_4h,alpha158_price,conditional,72h,-0.01065414,-0.01065414,0.1551535,0.1551535,-0.068668,-0.068668,-0.068668,-9.144,0.4684,0.4684,17732,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block",high|close,5,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block",0.0010029,0.0020985,-0.0010956,-2.9133,0.4825,0.00600237,-0.13532702,0.02079281,-0.03189159,0.52,25,per_bar_mean_x_bars_per_year
q158_low_close_4h,alpha158_price,conditional,1h,0.03922969,0.03922969,0.15773577,0.15773577,0.248705,0.248705,0.248705,33.1833,0.6072,0.6072,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 LOW4: Ref(low,4) / close; four-bar lagged low normalized by current close from Alpha158 price feature block",low|close,5,"Alpha158 LOW4: Ref(low,4) / close; four-bar lagged low normalized by current close from Alpha158 price feature block",3.343e-05,2.983e-05,3.6e-06,0.088,0.5074,0.00025719,0.03221095,0.00089095,-0.0011648,0.48,25,per_bar_mean_x_bars_per_year
q158_low_close_4h,alpha158_price,conditional,4h,0.04222499,0.04222499,0.1580535,0.1580535,0.267156,0.267156,0.267156,35.6431,0.6152,0.6152,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 LOW4: Ref(low,4) / close; four-bar lagged low normalized by current close from Alpha158 price feature block",low|close,5,"Alpha158 LOW4: Ref(low,4) / close; four-bar lagged low normalized by current close from Alpha158 price feature block",4.035e-05,0.00020324,-0.00016288,-2.0128,0.5047,0.00075074,-0.37777134,0.00260063,-0.00656442,0.44,25,per_bar_mean_x_bars_per_year
