factor_id,family,expected_direction,formula_proxy,required_columns,lookback_window,data_availability,coverage,missing_rate,best_horizon,best_adj_ic,best_adj_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,ic_win_rate,monthly_stability_summary,quantile_monotonicity_summary,rankic_longshort_consistency,redundancy_level,nearest_existing_factors,decision_bucket,recommended_action,caveats
wq101_alpha47,wq101,conditional,"WorldQuant 101 Alpha#47: rank(1/close)*volume/adv20*high*rank(high-close)/(sum(high,5)/5)-rank(vwap-delay(vwap,5)); panel rank semantics preserved",high|close|volume|quote_volume,20,EXISTS,3302102,1.7e-05,72h,-0.01268019,-0.105973,72h,-0.00071426,-2.3925,0.5214,UNSTABLE (5/25 months positive),NON_MONOTONIC (3 sign changes),CONSISTENT,UNKNOWN,,CONDITIONAL_DIRECTION_REVIEW,Keep for diagnostic. Do not promote without direction analysis.,Conditional direction — no expected sign to adjust IC.
wq101_alpha61,wq101,conditional,"WorldQuant 101 Alpha#61: rank(vwap-ts_min(vwap,16)) < rank(correlation(vwap,adv180,18)); boolean panel formula",volume|quote_volume,197,EXISTS,3254491,0.014435,72h,-0.01904629,-0.16867,72h,0.00073326,2.9185,0.4942,UNSTABLE (5/25 months positive),NEARLY_MONOTONIC,DIVERGENT,UNKNOWN,,CONDITIONAL_DIRECTION_REVIEW,Keep for diagnostic. Do not promote without direction analysis.,Conditional direction — no expected sign to adjust IC.
wq101_alpha65,wq101,conditional,"WorldQuant 101 Alpha#65: -1*(rank(correlation(open/vwap blend,sum(adv60,9),6)) < rank(open-ts_min(open,14))); boolean panel formula",open|volume|quote_volume,73,EXISTS,3287235,0.004519,72h,-0.01342693,-0.122762,24h,0.00015654,1.2868,0.4995,UNSTABLE (6/25 months positive),NON_MONOTONIC (3 sign changes),DIVERGENT,UNKNOWN,,CONDITIONAL_DIRECTION_REVIEW,Keep for diagnostic. Do not promote without direction analysis.,Conditional direction — no expected sign to adjust IC.
wq101_alpha68,wq101,conditional,"WorldQuant 101 Alpha#68: -1*(ts_rank(correlation(rank(high),rank(adv15),9),14) < rank(delta(close/low blend,1))); boolean panel formula",high|low|close|volume,37,EXISTS,967060,0.707143,1h,0.0113255,0.065268,72h,0.00240065,3.3905,0.5237,STABLE (24/25 months positive),NON_MONOTONIC (2 sign changes),CONSISTENT,UNKNOWN,,CONDITIONAL_DIRECTION_REVIEW,Keep for diagnostic. Do not promote without direction analysis.,Conditional direction — no expected sign to adjust IC.
wq101_alpha74,wq101,conditional,"WorldQuant 101 Alpha#74: -1*(rank(correlation(close,sum(adv30,37),15)) < rank(correlation(rank(high/vwap blend),rank(volume),11))); boolean panel formula",high|close|volume|quote_volume,80,EXISTS,2587031,0.216563,24h,0.01045119,0.100504,72h,0.002291,7.534,0.5414,STABLE (22/25 months positive),NON_MONOTONIC (3 sign changes),CONSISTENT,UNKNOWN,,CONDITIONAL_DIRECTION_REVIEW,Keep for diagnostic. Do not promote without direction analysis.,Conditional direction — no expected sign to adjust IC.
wq101_alpha75,wq101,conditional,"WorldQuant 101 Alpha#75: rank(correlation(vwap,volume,4)) < rank(correlation(rank(low),rank(adv50),12)); boolean panel formula",low|volume|quote_volume,61,EXISTS,2363750,0.0,24h,0.0112691,0.104995,72h,-0.00091678,-2.9408,0.5465,STABLE (24/25 months positive),NON_MONOTONIC (3 sign changes),DIVERGENT,UNKNOWN,,CONDITIONAL_DIRECTION_REVIEW,Keep for diagnostic. Do not promote without direction analysis.,Conditional direction — no expected sign to adjust IC.
