bucket,n,price_1d_mean,price_1d_median,price_1d_winrate,long_total_1d_mean,short_total_1d_mean,funding_1d_mean,price_3d_mean,price_3d_median,price_3d_winrate,long_total_3d_mean,short_total_3d_mean,funding_3d_mean,price_5d_mean,price_5d_median,price_5d_winrate,long_total_5d_mean,short_total_5d_mean,funding_5d_mean,price_10d_mean,price_10d_median,price_10d_winrate,long_total_10d_mean,short_total_10d_mean,funding_10d_mean,mae_5d_median,mae_5d_p10,mfe_5d_median,mfe_5d_p90,mae_10d_median,mae_10d_p10,mfe_10d_median,mfe_10d_p90
G_neg_extreme_no_data,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G_neg_extreme_unknown,3,0.005692078667532734,0.0068365444375388,1.0,0.0204506153341994,-0.0204506153341994,-0.014758536666666667,,,,,,-0.01913673,,,,,,-0.01913673,,,,,,-0.01913673,0.0068365444375388,0.001694507251516,0.0098306936100491,0.2545453804870813,0.0068365444375388,0.001694507251516,0.0098306936100491,0.2545453804870813
G_neg_moderate_immediate_reversal,3510,-0.04512285932450549,-0.033396341509715696,0.0,-0.044247892845873014,0.044247892845873014,-0.0008749664786324718,-0.044264242818265395,-0.0380018958629562,0.287018544935806,-0.04189507277832246,0.04189507277832246,-0.002369722179487167,-0.04539476137336986,-0.0430754504622958,0.30417381360777584,-0.04167108166496506,0.04167108166496506,-0.003719738310541297,-0.0479965882496472,-0.0507621877635663,0.3385894495412844,-0.04124590240102335,0.04124590240102335,-0.006744335960113947,-0.07823141252094096,-0.20027557778823438,-0.00253133455783035,0.10881859441617377,-0.10935906037898416,-0.2730638727559514,0.0205647474215706,0.18875000007123593
G_neg_moderate_stall_t2,1631,0.05324362046043548,0.0321574532157453,1.0,0.054490568670122794,-0.054490568670122794,-0.0012469482096873013,0.011307505753132252,0.00275675857459495,0.5214723926380368,0.014228896090555563,-0.014228896090555563,-0.0029261735438381254,0.014089521534328133,0.001559267778467,0.507985257985258,0.018608856534328134,-0.018608856534328134,-0.004517339589209061,0.014719180175714922,-0.0013509295227525499,0.4938423645320197,0.021867981474976008,-0.021867981474976008,-0.0071590834457387975,-0.0276617954070981,-0.1313314037626627,0.0531337047353759,0.1898817345597898,-0.057283950617284,-0.2167737255314916,0.0777045579352004,0.2781139452615899
G_neg_moderate_stall_t3,830,0.04595830784588222,0.02975510095075315,1.0,0.04694268697841235,-0.04694268697841235,-0.000984379132530113,0.049142321091663596,0.0324115205445929,0.7542168674698795,0.05142731435672385,-0.05142731435672385,-0.0022849932650602298,0.047164939788997044,0.0285009775540839,0.6602409638554216,0.05067610336731029,-0.05067610336731029,-0.003511163578313239,0.04342359268548213,0.0252983758656584,0.5958986731001207,0.04942549455520469,-0.04942549455520469,-0.006001153506024082,0.0034221058379996496,-0.07750516927024208,0.08479405545888385,0.240165485393709,-0.02328081947850645,-0.1643624335798776,0.11614538846927255,0.30945689689372
G_neg_moderate_continuation,593,0.047625742309807026,0.0266249865258165,1.0,0.048338808093955424,-0.048338808093955424,-0.0007130657841483914,0.14899970622635839,0.1067520132149495,1.0,0.1506507354843685,-0.1506507354843685,-0.0016510292580101062,0.13803852630692987,0.10663448376070525,0.8918918918918919,0.14065121355355148,-0.14065121355355148,-0.0026012422428330416,0.15218813861742767,0.11249382899852076,0.7989864864864865,0.156939235441752,-0.156939235441752,-0.004736045733558169,0.0231362467866325,-0.0066753480080499385,0.1381209727707337,0.3622578744850146,0.0144583085759555,-0.06620908377820228,0.1954022988505745,0.4674284089958755
G_neg_moderate_no_data,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G_neg_moderate_unknown,4,0.08564687952556665,0.01613030605353865,1.0,0.08901919952556665,-0.08901919952556665,-0.00337232,,,,,,-0.00337232,,,,,,-0.00337232,,,,,,-0.00337232,0.01613030605353865,0.0057709526855984905,0.01613030605353865,0.22113606514315728,0.01613030605353865,0.0057709526855984905,0.01613030605353865,0.22113606514315728
G_mid_immediate_reversal,5415,-0.0425070800615663,-0.0312056737588651,0.0,-0.04257193225547212,0.04257193225547212,6.485219390581833e-05,-0.042607322135216105,-0.036786739020048045,0.27323213624583487,-0.0426343307431391,0.0426343307431391,2.8376583564175783e-05,-0.044127411136019375,-0.03854330465145775,0.3102744807121662,-0.04411208835041107,0.04411208835041107,-1.3053085872574763e-05,-0.047655163152816454,-0.049911381093170754,0.32476722532588453,-0.04744260566492074,0.04744260566492074,-0.00020387172114496566,-0.0769580221028263,-0.20711214542271209,-0.0014567606939478,0.11143066367284522,-0.1089768718149745,-0.2804142919076868,0.0178241129981502,0.1980566799495613
G_mid_stall_t2,2387,0.050263721860084515,0.0292479108635097,1.0,0.05023837397152147,-0.05023837397152147,2.534788856305148e-05,0.0007188831482550042,-0.0024117140396211,0.4868035190615836,0.0008083971113886441,-0.0008083971113886441,-8.951396313363896e-05,-0.006340228934702139,-0.0104299329132322,0.4469156525388166,-0.006106195065629542,0.006106195065629542,-0.00023263332216170765,-0.013909152551527706,-0.0221343873517786,0.4381595609962009,-0.013340107967314958,0.013340107967314958,-0.0005523380561374068,-0.0366693971955861,-0.14832750312432197,0.0460624071322437,0.15992134488028537,-0.0722652291979086,-0.23375146719011583,0.0669213452486527,0.24327782169135884
G_mid_stall_t3,1090,0.05494046666437134,0.02924721435484175,1.0,0.054927555609325475,-0.054927555609325475,1.2911055045873113e-05,0.056364714083977974,0.031666183899296846,0.7825688073394496,0.05625272497388623,-0.05625272497388623,0.00011198911009174555,0.05134684794181694,0.0331619081397409,0.6657483930211203,0.05117638627974164,-0.05117638627974164,0.00017105080733944948,0.04260306466087684,0.01876067597160445,0.5582255083179297,0.04290699406013748,-0.04290699406013748,-0.0003093553027522915,0.0045529803637198,-0.08591404222656951,0.0820720869550483,0.2368350844451777,-0.02686127452960935,-0.18546099016211462,0.1082170436824091,0.32059560398821035
G_mid_continuation,856,0.041612148092371445,0.0241314898725094,1.0,0.0415143456858294,-0.0415143456858294,9.780240654205829e-05,0.1528927955873494,0.10263966642631644,1.0,0.15274246674389144,-0.15274246674389144,0.00015032884345794604,0.14422002752149043,0.09572235448618199,0.8866822429906542,0.1442520216686867,-0.1442520216686867,-3.199414719626193e-05,0.13220129128448663,0.0722148861323187,0.735981308411215,0.13271982939196325,-0.13271982939196325,-0.0005185381074766353,0.02075229184676835,-0.00879751733287005,0.1339802630954437,0.35742938621625064,0.0084224160539191,-0.11636893643516155,0.1667543229359029,0.48418349376652237
G_mid_no_data,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G_mid_unknown,1,0.0395522388059701,0.0395522388059701,1.0,0.0387317188059701,-0.0387317188059701,0.0008205199999999,,,,,,0.0008205199999999,,,,,,0.0008205199999999,,,,,,0.0008205199999999,0.0395522388059701,0.0395522388059701,0.0395522388059701,0.0395522388059701,0.0395522388059701,0.0395522388059701,0.0395522388059701,0.0395522388059701
G_pos_moderate_immediate_reversal,7262,-0.042637354960504026,-0.032595233878461596,0.0,-0.042896523189642,0.042896523189642,0.0002591682291379776,-0.046595882242277974,-0.0412998874842808,0.2567176519222819,-0.04729126383108878,0.04729126383108878,0.0006960896158083162,-0.04952068044978877,-0.0455396198123792,0.29688361831218973,-0.05057272444179098,0.05057272444179098,0.0010524969540071571,-0.05505457146374657,-0.0602342590629636,0.31688096225632517,-0.05702042196423045,0.05702042196423045,0.001966286674469841,-0.08224294574714311,-0.20807997665608344,-0.00389746222713025,0.1020873813107759,-0.11524567229428626,-0.2848536069519305,0.015783005982328152,0.1861450915241681
G_pos_moderate_stall_t2,3268,0.04945439755784778,0.0319351684074792,1.0,0.049247996948912645,-0.049247996948912645,0.0002064006089351281,0.003460922641079523,-0.00053510947889335,0.4938800489596083,0.002745202194323099,-0.002745202194323099,0.0007157204467564247,0.0022029690784570025,-0.00464223572722045,0.47764849969381507,0.0010447059339377127,-0.0010447059339377127,0.0011539471205630316,-0.008132637251824518,-0.022654201824445448,0.44022072348252606,-0.010173839210745427,0.010173839210745427,0.002030509648102813,-0.035040374778049554,-0.14077631766863885,0.0507021001192354,0.17346148248177992,-0.07073510897885095,-0.23532253476369472,0.0700160143368681,0.25603665990779795
G_pos_moderate_stall_t3,1529,0.047335724470408326,0.0294348642649819,1.0,0.04708950525523501,-0.04708950525523501,0.0002462192151733149,0.052171329148234205,0.0321216617210682,0.7743623283191629,0.05139569766360373,-0.05139569766360373,0.0007756314846304753,0.05315882352065383,0.0346468401486987,0.6677567037279267,0.051868320185140426,-0.051868320185140426,0.0012905033355134037,0.05117993529660079,0.02372922270457925,0.5812581913499345,0.04880544019830459,-0.04880544019830459,0.0023724604643557846,0.0049423393739704,-0.07910938604455976,0.0861896838602329,0.24531905628784853,-0.0254411673006172,-0.17523937677053814,0.1158696466475217,0.33615553210878707
G_pos_moderate_continuation,1179,0.04753915853924333,0.0278645507934525,1.0,0.04728009596926878,-0.04728009596926878,0.000259062569974554,0.1528400275748264,0.1059424018590755,1.0,0.1521320143772013,-0.1521320143772013,0.0007080131976251046,0.14537278611739587,0.0994545341845906,0.8862478777589134,0.14416623177953508,-0.14416623177953508,0.001215635708227306,0.14541642936302582,0.09345123695741335,0.7368421052631579,0.1429234335395963,-0.1429234335395963,0.002500986064461403,0.0229162637787661,-0.01000304484319046,0.141232053575524,0.389864514858131,0.0116279069767439,-0.0961024911916505,0.1788034471329134,0.5527878374567456
G_pos_moderate_no_data,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G_pos_moderate_unknown,2,0.09982612901547165,0.09982612901547165,1.0,0.09894990901547165,-0.09894990901547165,0.00087622,,,,,,0.00169285,,,,,,0.00169285,,,,,,0.00169285,0.09982612901547165,0.03865393951199641,0.1252081483273682,0.20668595328036068,0.09982612901547165,0.03865393951199641,0.1252081483273682,0.20668595328036068
G_pos_extreme_immediate_reversal,936,-0.06006298287991381,-0.0441471154471526,0.0,-0.061541284482477907,0.061541284482477907,0.0014783016025640943,-0.05763647443160559,-0.0563358508899785,0.24171122994652405,-0.061483941554600255,0.061483941554600255,0.0038442673931623787,-0.051296566919514675,-0.061425787319924055,0.3111587982832618,-0.057209846876596214,0.057209846876596214,0.0058966697222222015,-0.043528237397303715,-0.09814506436598665,0.3282608695652174,-0.05327889008208633,0.05327889008208633,0.009743406848290581,-0.10693517486027945,-0.251916022822938,-0.007764303729418149,0.17430575396778475,-0.15721656804505418,-0.3142021049846624,0.013807129688745,0.3246336888042862
G_pos_extreme_stall_t2,411,0.07934158491130879,0.0413003036454415,1.0,0.07781429067773214,-0.07781429067773214,0.0015272942335766342,0.018620508753395465,0.0016809645258519,0.5279805352798054,0.014330762403030502,-0.014330762403030502,0.004289746350364951,0.026504532940367406,-0.01096921240579045,0.4658536585365854,0.020115847184269845,-0.020115847184269845,0.006383538369829665,0.04897306123182932,-0.0122269318552331,0.4594594594594595,0.039056961305539394,-0.039056961305539394,0.009887897956204364,-0.0479704797047969,-0.1669004207573632,0.0704062788550321,0.3475191024277009,-0.1023186237845924,-0.262929829466033,0.1127812257564004,0.4744745786224595
G_pos_extreme_stall_t3,165,0.07005889389893183,0.0489703666499246,1.0,0.0685779253534773,-0.0685779253534773,0.0014809685454545338,0.0897581279131566,0.0623575651484624,0.793939393939394,0.08564087276164144,-0.08564087276164144,0.004117255151515138,0.0701831535607166,0.0528644356211005,0.6727272727272727,0.0648313630758681,-0.0648313630758681,0.005351790484848465,0.13455262154418796,0.049671101333485554,0.6172839506172839,0.12449767821085463,-0.12449767821085463,0.010126357878787864,0.0099415422422459,-0.09078469434273025,0.1367221735319896,0.3477126349768867,-0.0390970562814582,-0.19605185663482183,0.1868431296224211,0.6123257441617476
G_pos_extreme_continuation,121,0.08233703429842384,0.0425884955752211,1.0,0.08045078735627509,-0.08045078735627509,0.0018862469421487536,0.29993037573697423,0.2011707172495553,1.0,0.29460982367085853,-0.29460982367085853,0.00532055206611569,0.33660339483637464,0.19463457464498296,0.8666666666666667,0.3303435302530413,-0.3303435302530413,0.006282432396694208,0.340920635668636,0.1890400882677454,0.7226890756302521,0.3371443357526696,-0.3371443357526696,0.0039016462809917185,0.0386893966872201,-0.0167224080267557,0.2701421800947867,1.0030045067601403,0.0209695189129635,-0.1332225124673474,0.3107608171143639,1.1360619469026552
G_pos_extreme_no_data,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G_pos_extreme_unknown,5,0.12925882967424687,0.0573264352469959,1.0,0.1268309716742469,-0.1268309716742469,0.002427858,,,,,,0.0034479379999999803,,,,,,0.0034479379999999803,,,,,,0.0034479379999999803,0.0573264352469959,0.042514576782140816,0.1018260869565215,0.4601235066217062,0.0573264352469959,0.042514576782140816,0.1018260869565215,0.4601235066217062
G_neg_extreme_relaxed_immediate_reversal,983,-0.07055948563740538,-0.0542398777692895,0.0,-0.06041529041868716,0.06041529041868716,-0.0101441952187182,-0.061976742021050774,-0.073170731707317,0.23139653414882771,-0.04273392594561755,0.04273392594561755,-0.01920879249237028,-0.05367428536009553,-0.07995381062355661,0.24180327868852458,-0.027664556620341448,0.027664556620341448,-0.02587559537131229,-0.07557139320918171,-0.09964832436905244,0.2717842323651452,-0.034893801456069684,0.034893801456069684,-0.04012992366225838,-0.1196958077709611,-0.2613713655898535,-0.0216306156405989,0.16193826176888662,-0.1578947368421053,-0.33576201471258477,-0.0086663456909003,0.26349755241566036
G_neg_extreme_relaxed_stall_relaxed,440,0.10986831362189053,0.050833007174648503,1.0,0.12299870882643599,-0.12299870882643599,-0.013130395204545446,0.0292453432820544,0.00132695291293145,0.5045454545454545,0.05580923157750894,-0.05580923157750894,-0.026563888295454533,0.0444114883959691,-0.00778757832595015,0.4748858447488584,0.07775263812199648,-0.07775263812199648,-0.03343052774999998,0.04009207587178943,-0.0221169036334912,0.43908045977011495,0.08827968069937563,-0.08827968069937563,-0.04797161259090906,-0.0366301042935631,-0.16607199222402896,0.07445794362950706,0.39446776704564973,-0.08266028857881125,-0.25382033962128503,0.10173231623981091,0.529010397279569
G_neg_extreme_relaxed_continuation,217,0.06998895563287419,0.0325513196480937,1.0,0.08182597954992489,-0.08182597954992489,-0.011837023917050675,0.14935930799083838,0.0986709716293801,0.8657407407407407,0.17925388590750505,-0.17925388590750505,-0.029970261981566798,0.13926381808491486,0.0773026315789473,0.7674418604651163,0.18045727868956601,-0.18045727868956601,-0.04168531700460828,0.18689403819152015,0.0683610867659947,0.627906976744186,0.24281235135431078,-0.24281235135431078,-0.05627445663594467,0.0166900639525815,-0.09876568263100122,0.1518948655256724,0.546656188758146,-0.0118365788468881,-0.19577447118848126,0.1962174940898344,0.7222839152400352
G_neg_extreme_relaxed_no_data,3,0.0051198457825296995,0.0051198457825296995,1.0,0.0106659307825297,-0.0106659307825297,-0.005546085,,,,,,-0.005546085,,,,,,-0.005546085,,,,,,-0.005546085,0.0051198457825296995,0.00135116752051418,0.0051198457825296995,0.00888852404454522,0.0051198457825296995,0.00135116752051418,0.0051198457825296995,0.00888852404454522
G_neg_moderate_relaxed_immediate_reversal,3510,-0.04512285932450549,-0.033396341509715696,0.0,-0.044247892845873014,0.044247892845873014,-0.0008749664786324718,-0.044264242818265395,-0.0380018958629562,0.287018544935806,-0.04189507277832246,0.04189507277832246,-0.002369722179487167,-0.04539476137336986,-0.0430754504622958,0.30417381360777584,-0.04167108166496506,0.04167108166496506,-0.003719738310541297,-0.0479965882496472,-0.0507621877635663,0.3385894495412844,-0.04124590240102335,0.04124590240102335,-0.006744335960113947,-0.07823141252094096,-0.20027557778823438,-0.00253133455783035,0.10881859441617377,-0.10935906037898416,-0.2730638727559514,0.0205647474215706,0.18875000007123593
G_neg_moderate_relaxed_stall_relaxed,1895,0.05752861504799803,0.0357657455733086,1.0,0.058768252367259244,-0.058768252367259244,-0.0012396373192612071,0.022358878779037392,0.01093546089334635,0.571805702217529,0.025151524359818805,-0.025151524359818805,-0.00279683035883904,0.022613677275961416,0.0089647886585273,0.5406976744186046,0.02687997833304387,-0.02687997833304387,-0.004264984216358826,0.023483329608920207,0.00635211259555085,0.5190677966101694,0.030279513565487998,-0.030279513565487998,-0.006806336200527692,-0.0219529467306631,-0.12410732480470954,0.0604320894394923,0.20500157409923142,-0.0515665796344646,-0.20400898436411222,0.0858930602957905,0.297972475385254
G_neg_moderate_relaxed_continuation,1159,0.03814588451838811,0.0237817673117277,1.0,0.03894359159345282,-0.03894359159345282,-0.0007977070750647033,0.0907924678761174,0.0629581716257008,0.8507333908541846,0.09281852506334777,-0.09281852506334777,-0.0020260571872303583,0.08723520833362453,0.061436143579644206,0.7599309153713298,0.0904706249139354,-0.0904706249139354,-0.0032290234685073216,0.09132321408945683,0.0562152739949886,0.6819360414866033,0.0969988268552304,-0.0969988268552304,-0.0056668598188093075,0.0110309027496144,-0.05169673037146373,0.1091167584858716,0.30403079560710294,-0.0007451564828613,-0.13329336851973775,0.1408088072091269,0.3912282718394943
G_neg_moderate_relaxed_no_data,9,0.08564687952556665,0.01613030605353865,1.0,0.08901919952556665,-0.08901919952556665,-0.00337232,,,,,,-0.00337232,,,,,,-0.00337232,,,,,,-0.00337232,0.01613030605353865,0.0057709526855984905,0.01613030605353865,0.22113606514315728,0.01613030605353865,0.0057709526855984905,0.01613030605353865,0.22113606514315728
G_neg_extreme_vol_collapse,567,-0.04505182856384107,-0.0371727748691099,0.24338624338624337,-0.038301938281654124,0.038301938281654124,-0.0067498902821869385,-0.04589525331855669,-0.0500239731500719,0.29307282415630553,-0.03304647798995989,0.03304647798995989,-0.01278658400352732,-0.044999158318085763,-0.0602108342326646,0.2903225806451613,-0.026483584841383266,0.026483584841383266,-0.018567078112874762,-0.05258891796281971,-0.07244412263271925,0.3010948905109489,-0.02301439316354965,0.02301439316354965,-0.029201415961199274,-0.0969314807346849,-0.23290514221060898,-0.0044609665427508,0.16699459311211629,-0.1292941911305434,-0.3047144491195703,0.0125889436234263,0.25703913706770437
G_neg_extreme_vol_contraction,437,-0.028893237733014658,-0.028162431627778,0.3340961098398169,-0.019627563202122212,0.019627563202122212,-0.009265674530892437,-0.025705945406284143,-0.0432426720365428,0.3440366972477064,-0.006934918410871304,0.006934918410871304,-0.01883406359267733,-0.025341327087288524,-0.0584827586206897,0.33793103448275863,-7.820788437956448e-06,7.820788437956448e-06,-0.025351533752860388,-0.04324637094268221,-0.0723930084274445,0.3425925925925926,-0.003639990178793323,0.003639990178793323,-0.03939742091533179,-0.0906015037593984,-0.25672082268467805,0.0119760479041917,0.24495749223995772,-0.1327364335807175,-0.32715069874657826,0.0323686214775322,0.33732228205997483
G_neg_extreme_vol_stable,302,0.0072190924606998835,-0.0024993753123437497,0.4867549668874172,0.018367339447454847,-0.018367339447454847,-0.011148246986754958,-0.0013908394219628011,-0.01670821875588625,0.423841059602649,0.025332539783335203,-0.025332539783335203,-0.026723379205298,0.02687985764654934,-0.0203903479776428,0.41333333333333333,0.06095905957988267,-0.06095905957988267,-0.034191416688741705,0.01146432149243484,-0.0324854428440085,0.431438127090301,0.06264932323156526,-0.06264932323156526,-0.05107701993377481,-0.07451852043040424,-0.22054022824884525,0.04116260193295054,0.34855605386069527,-0.11722594198311226,-0.29943533169623443,0.06780627437714935,0.43990683754852944
G_neg_extreme_vol_expansion,336,0.08979313225552094,0.050420792198969694,0.6785714285714286,0.11088178106504476,-0.11088178106504476,-0.0210886488095238,0.06487271121545916,0.01809590717241575,0.5744047619047619,0.10515263219760203,-0.10515263219760203,-0.04027992098214284,0.07463363281171273,0.008050146894233251,0.5238095238095238,0.1260324037640937,-0.1260324037640937,-0.05139877095238094,0.08610380694441777,-0.0210284212255627,0.43582089552238806,0.15648032121307448,-0.15648032121307448,-0.07017481532738093,-0.036198174174788655,-0.21584964897872783,0.1186593003882975,0.5432877581540867,-0.09279479102960855,-0.320797949989797,0.1465007228870053,0.687524322220781
G_mid_vol_collapse,1038,-0.01851110243036054,-0.0101629779731502,0.26396917148362237,-0.018629739520919307,0.018629739520919307,0.00011863709055876811,-0.00786526283166187,-0.0115299909314676,0.3240115718418515,-0.007967306785374505,0.007967306785374505,0.00010223466281310292,-0.015438471061002936,-0.0152537400997359,0.32657004830917874,-0.015432970568249311,0.015432970568249311,-4.833198458574086e-06,-0.02256831896639546,-0.0244333235207536,0.33138969873663754,-0.021946681512556777,0.021946681512556777,-0.0005949758670520211,-0.051442993081718597,-0.18337676353335836,0.0051175964398882,0.13992514608482629,-0.0829701161173121,-0.2628024773618682,0.0198256615325933,0.24301903777001663
G_mid_vol_contraction,2670,-0.013380485821417647,-0.00939846274331655,0.37790262172284644,-0.013486732982466334,0.013486732982466334,0.0001062471610486903,-0.015072688940371367,-0.0129207110973989,0.42466266866566715,-0.015284302718482311,0.015284302718482311,0.0002113967902621739,-0.01671496324471504,-0.018207520355226048,0.4118529632408102,-0.016898168556042873,0.016898168556042873,0.00018318346067415742,-0.025561438275845207,-0.02929845366553495,0.4017319277108434,-0.025719663392562077,0.025719663392562077,0.00015904705243445852,-0.052932485596065906,-0.17863374964234568,0.02446095596023085,0.14569899854627685,-0.08657551743734884,-0.2535548370986027,0.048601489809985646,0.23043303003854596
G_mid_vol_stable,3184,-0.008685075284998579,-0.0062939131044632505,0.44095477386934673,-0.008762324100953353,0.008762324100953353,7.724881595477468e-05,-0.011548821869284394,-0.00982436956372475,0.4461925739458779,-0.011592821079479485,0.011592821079479485,4.4548853643218485e-05,-0.01580713339594323,-0.01448078963068045,0.4337957124842371,-0.01582945580451826,0.01582945580451826,2.3293486180905443e-05,-0.019089973793588396,-0.0294850498338872,0.4121557454890788,-0.01893996068500973,0.01893996068500973,-0.000148365383165828,-0.05220463451188265,-0.18509201290227575,0.03015179534589925,0.15393857988623535,-0.08459057363201886,-0.2569387914581349,0.0541444910001036,0.23419754998039544
