factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
rev_2h,reversal,positive,COMPUTED,False,close,2,1h,0.03607475,1h,0.223519,72h,-0.00199394,-5.5245,0.6018,3315727,0.00016,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC and long-short spread point in opposite directions. Direction semantics need review.
mom_vol_adjusted_20h,momentum,positive,COMPUTED,False,close,21,4h,-0.02642087,4h,-0.187619,72h,0.00527704,15.2588,0.4593,3302072,0.004278,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC and long-short spread point in opposite directions. Direction semantics need review.
range_breakout_vol_confirm_20h,breakout,positive,NO_VALID_FACTOR_VALUES,False,high|low|close|volume,20,,,,,,,,,0,1.0,KNOWN,N/A,METADATA_REVIEW,Needs manual review for classification.
volume_pressure_20h,volume_price,positive,COMPUTED,False,close|volume,21,24h,-0.01636181,24h,-0.12211,72h,0.00357792,10.5088,0.4658,3310939,0.001604,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
xs_rank_mom_accel,cross_sectional_normalized,positive,COMPUTED,False,close,25,4h,-0.02441933,4h,-0.157533,72h,0.00102717,2.8196,0.4651,3309609,0.002005,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC and long-short spread point in opposite directions. Direction semantics need review.
