asset,symbol,entry_mode,exit_config,market_cost_bps,net_ret,gross_ret,exit_reason,confirmed_at_close,preview_only,lead_minutes,delay_penalty_bps,delay_pct_of_tp175
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,0.019160592606600746,0.021201975355336078,fixed_hold,1,0,14.0,-19.503406661756095,-21.214995388428818
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,0.0017047814233575043,0.0037112001123822402,fixed_hold,1,0,0.0,-7.748951170147844,-10.422090020322868
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,-0.00017776035229000176,0.0018248875980184653,fixed_hold,1,0,4.0,39.5838837044904,41.03544598747087
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,0.0014650838856604675,0.003471022459557105,fixed_hold,1,0,11.0,-2.840548182976299,-3.704892650330268
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,0.0047648313863530856,0.006777379367709058,fixed_hold,1,0,13.0,-13.279904034931844,-14.489278204758236
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,-0.003557709277980381,-0.0015618313789067528,fixed_hold,1,0,9.0,-8.591459253284306,-12.280212706488367
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,0.0015253357565878645,0.003531395015223371,fixed_hold,1,0,14.0,35.313950152231484,58.82248045888049
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,-0.005156241594811983,-0.0031635655623711845,fixed_hold,1,0,9.0,12.736242662021446,23.913416938671322
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,-0.0034561957916660058,-0.0014601145606728538,fixed_hold,1,0,5.0,15.961624538676222,21.19295716800473
BTC-USD,BTCUSDT,preview_unclosed15m_delay1m,fixed_hold_120m,10.0,0.0018232182267639008,0.003829874145180101,fixed_hold,1,0,6.0,-0.45071882610270286,-0.9245799891573241
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.0020985080482898155,0.0031016096579477015,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.001619579617528677,0.0026222018193479135,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,-0.00493670209569852,-0.002943586324761771,stop_loss,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.002808602594971177,0.003812415009981196,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.003118240518203308,0.004122362881084474,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.0028701628578038374,0.0038740368946984516,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.0006430698733086437,0.0016447145878967229,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.0073861231082166245,0.008394517625842424,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.0020379070173355274,0.0030409479653008553,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,-0.004309110677070738,-0.00231473783800884,stop_loss,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.004971796896047209,0.005977774670717917,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.0012942729713556478,0.0022965695408965203,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,-0.007171631833985281,-0.005182992636265205,stop_loss,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,-0.006340042835211612,-0.004349737961396372,stop_loss,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,-0.0055655696776867325,-0.003573713531035194,stop_loss,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.003602033682752248,0.004606640323075228,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.010604981425538673,0.011616598023562408,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,-0.00971827809607173,-0.007734739841013916,stop_loss,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,-0.006134338619350643,-0.0041436217191672675,stop_loss,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,-0.0008120440125989337,0.0011893334649976106,timeout,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.008911377955542976,0.009921299254797789,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.005829869934465659,0.0068367066411068045,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.0038520507723207587,0.004856907680000799,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.007275239386881349,0.008283522909790952,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.003688922871006417,0.004693616487494001,take_profit,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.0033858372782145096,0.005395623128848892,timeout,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,-0.007699081084865056,-0.005711498370106982,stop_loss,1,0,0.0,0.0,0.0
BTC-USD,BTCUSDT,official_close,atr_tp1.25_sl1.00_to120,10.0,0.002136130563691774,0.0031392698335251934,take_profit,1,0,0.0,0.0,0.0
