factor_id,family,expected_direction,formula_proxy,required_columns,lookback_window,data_availability,coverage,missing_rate,best_horizon,best_adj_ic,best_adj_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,ic_win_rate,monthly_stability_summary,quantile_monotonicity_summary,rankic_longshort_consistency,redundancy_level,nearest_existing_factors,decision_bucket,recommended_action,caveats
q158_sump_20h,alpha158_rolling_direction,positive,"Alpha158 SUMP20: Sum(max(close-Ref(close,1),0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); positive close-move share",close,21,EXISTS,3310939,0.001604,4h,-0.02674994,-0.191513,72h,0.00448354,12.7533,0.4564,UNSTABLE (1/25 months positive),NON_MONOTONIC (2 sign changes),DIVERGENT,NEAR_DUPLICATE,"mom_vol_adjusted_20h (|ρ|=0.998, NEAR_DUPLICATE); q158_sumd_20h (|ρ|=0.996, NEAR_DUPLICATE); q158_sumn_20h (|ρ|=0.984, NEAR_DUPLICATE)",REVIEW_REQUIRED,Do not promote. Investigate direction semantics.,RankIC-longshort divergence. Direction semantics need review.
q158_sumn_20h,alpha158_rolling_direction,negative,"Alpha158 SUMN20: Sum(max(Ref(close,1)-close,0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); negative close-move share",close,21,EXISTS,3310939,0.001604,4h,-0.02631445,-0.18628,72h,0.00537897,15.6346,0.4633,UNSTABLE (1/25 months positive),NON_MONOTONIC (2 sign changes),DIVERGENT,NEAR_DUPLICATE,"mom_vol_adjusted_20h (|ρ|=0.998, NEAR_DUPLICATE); q158_sumd_20h (|ρ|=0.996, NEAR_DUPLICATE); q158_sump_20h (|ρ|=0.984, NEAR_DUPLICATE)",REVIEW_REQUIRED,Do not promote. Investigate direction semantics.,RankIC-longshort divergence. Direction semantics need review.
q158_vma_20h,alpha158_rolling_volume,conditional,"Alpha158 VMA20: Mean(volume,20)/(volume+eps); rolling average volume normalized by current volume",volume,20,EXISTS,3311205,0.001524,1h,0.00722455,0.064018,72h,-0.00039806,-1.2932,0.5306,STABLE (22/25 months positive),NEARLY_MONOTONIC,DIVERGENT,NEAR_DUPLICATE,"range_breakout_vol_confirm_20h (|ρ|=0.973, NEAR_DUPLICATE); vol_zscore_20h (|ρ|=0.936, HIGH_REDUNDANCY); qvol_zscore_20h (|ρ|=0.934, HIGH_REDUNDANCY)",REDUNDANT_WITH_EXISTING,Do not promote. Resolve redundancy first.,Redundancy level: NEAR_DUPLICATE. Consider dropping one factor.
q158_vstd_20h,alpha158_rolling_volume,conditional,"Alpha158 VSTD20: Std(volume,20)/(volume+eps); rolling volume dispersion normalized by current volume",volume,20,EXISTS,3311205,0.001524,1h,0.00667041,0.060192,72h,0.00059145,1.9826,0.5289,STABLE (21/25 months positive),NEARLY_MONOTONIC,CONSISTENT,HIGH_REDUNDANCY,"q158_vma_20h (|ρ|=0.870, HIGH_REDUNDANCY); range_breakout_vol_confirm_20h (|ρ|=0.832, MODERATE_REDUNDANCY); vol_zscore_20h (|ρ|=0.727, MODERATE_REDUNDANCY)",REDUNDANT_WITH_EXISTING,Do not promote. Resolve redundancy first.,Redundancy level: HIGH_REDUNDANCY. Consider dropping one factor.
q158_wvma_20h,alpha158_rolling_volume,negative,"Alpha158 WVMA20: Std(abs(close/Ref(close,1)-1)*volume,20)/(Mean(abs(close/Ref(close,1)-1)*volume,20)+eps); volume-weighted absolute-return volatility ratio",close|volume,21,EXISTS,3310939,0.001604,4h,0.00443001,0.040286,24h,-0.00061585,-4.1854,0.5269,MODERATE (19/25 months positive),NON_MONOTONIC (2 sign changes),DIVERGENT,MODERATE_REDUNDANCY,"realized_kurt_20h (|ρ|=0.712, MODERATE_REDUNDANCY); wvma_20h (|ρ|=0.621, LOW_REDUNDANCY); vol_of_vol_20h (|ρ|=0.521, LOW_REDUNDANCY)",REVIEW_REQUIRED,Do not promote. Investigate direction semantics.,RankIC-longshort divergence. Direction semantics need review.
q158_vsump_20h,alpha158_rolling_volume,conditional,"Alpha158 VSUMP20: Sum(max(volume-Ref(volume,1),0),20)/(Sum(abs(volume-Ref(volume,1)),20)+eps); positive volume-change share",volume,21,EXISTS,3310939,0.001604,24h,-0.00656136,-0.058073,72h,0.00105068,3.3156,0.4832,UNSTABLE (9/25 months positive),NEARLY_MONOTONIC,DIVERGENT,NEAR_DUPLICATE,"q158_vsumd_20h (|ρ|=0.996, NEAR_DUPLICATE); q158_vsumn_20h (|ρ|=0.984, NEAR_DUPLICATE); range_breakout_vol_confirm_20h (|ρ|=0.718, MODERATE_REDUNDANCY)",REDUNDANT_WITH_EXISTING,Do not promote. Resolve redundancy first.,Redundancy level: NEAR_DUPLICATE. Consider dropping one factor.
q158_vsumn_20h,alpha158_rolling_volume,conditional,"Alpha158 VSUMN20: Sum(max(Ref(volume,1)-volume,0),20)/(Sum(abs(volume-Ref(volume,1)),20)+eps); negative volume-change share",volume,21,EXISTS,3310939,0.001604,4h,0.00586669,0.052012,72h,-0.00186563,-5.9638,0.5247,MODERATE (17/25 months positive),NEARLY_MONOTONIC,DIVERGENT,NEAR_DUPLICATE,"q158_vsumd_20h (|ρ|=0.996, NEAR_DUPLICATE); q158_vsump_20h (|ρ|=0.984, NEAR_DUPLICATE); range_breakout_vol_confirm_20h (|ρ|=0.718, MODERATE_REDUNDANCY)",REDUNDANT_WITH_EXISTING,Do not promote. Resolve redundancy first.,Redundancy level: NEAR_DUPLICATE. Consider dropping one factor.
q158_vsumd_20h,alpha158_rolling_volume,conditional,"Alpha158 VSUMD20: (Sum(max(volume-Ref(volume,1),0),20)-Sum(max(Ref(volume,1)-volume,0),20))/(Sum(abs(volume-Ref(volume,1)),20)+eps); signed volume-change dominance",volume,21,EXISTS,3310939,0.001604,24h,-0.00601603,-0.053146,72h,0.00152554,4.8689,0.4876,MIXED (11/25 months positive),NEARLY_MONOTONIC,DIVERGENT,NEAR_DUPLICATE,"q158_vsumn_20h (|ρ|=0.996, NEAR_DUPLICATE); q158_vsump_20h (|ρ|=0.996, NEAR_DUPLICATE); range_breakout_vol_confirm_20h (|ρ|=0.718, MODERATE_REDUNDANCY)",REDUNDANT_WITH_EXISTING,Do not promote. Resolve redundancy first.,Redundancy level: NEAR_DUPLICATE. Consider dropping one factor.
