factor_id,family,expected_direction,formula_proxy,required_columns,lookback_window,data_availability,coverage,missing_rate,best_horizon,best_adj_ic,best_adj_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,ic_win_rate,monthly_stability_summary,quantile_monotonicity_summary,rankic_longshort_consistency,redundancy_level,nearest_existing_factors,decision_bucket,recommended_action,caveats
q158_qtlu_20h,alpha158_rolling,conditional,"Alpha158 QTLU20: Quantile(close,20,0.8) / close; 1h adaptation of upper rolling close quantile",close,20,EXISTS,3311205,0.001524,4h,0.02235871,0.133584,72h,-0.00374028,-10.098,0.5609,STABLE (22/25 months positive),NEARLY_MONOTONIC,DIVERGENT,HIGH_REDUNDANCY,"vwap_dev_20h (|ρ|=0.924, HIGH_REDUNDANCY); bb_zscore_20h (|ρ|=0.900, HIGH_REDUNDANCY); q158_rank_close_20h (|ρ|=0.886, HIGH_REDUNDANCY)",REDUNDANT_WITH_EXISTING,Do not promote. Resolve redundancy first.,Redundancy level: HIGH_REDUNDANCY. Consider dropping one factor.
q158_qtld_20h,alpha158_rolling,conditional,"Alpha158 QTLD20: Quantile(close,20,0.2) / close; 1h adaptation of lower rolling close quantile",close,20,EXISTS,3311205,0.001524,24h,0.04672086,0.295505,72h,-0.00454209,-12.0549,0.6253,STABLE (24/25 months positive),NON_MONOTONIC (3 sign changes),DIVERGENT,HIGH_REDUNDANCY,"bb_zscore_20h (|ρ|=0.916, HIGH_REDUNDANCY); q158_rank_close_20h (|ρ|=0.905, HIGH_REDUNDANCY); vwap_dev_20h (|ρ|=0.889, HIGH_REDUNDANCY)",REDUNDANT_WITH_EXISTING,Do not promote. Resolve redundancy first.,Redundancy level: HIGH_REDUNDANCY. Consider dropping one factor.
q158_rank_close_20h,alpha158_rolling,conditional,"Alpha158 RANK20: Rank(close,20); current close percentile within the past 20 one-hour bars",close,20,EXISTS,3311205,0.001524,4h,-0.03161128,-0.231173,72h,0.00391874,11.8306,0.4625,UNSTABLE (0/25 months positive),NON_MONOTONIC (2 sign changes),DIVERGENT,NEAR_DUPLICATE,"bb_zscore_20h (|ρ|=0.979, NEAR_DUPLICATE); breakout_dist_20h (|ρ|=0.913, HIGH_REDUNDANCY); q158_rsv_20h (|ρ|=0.912, HIGH_REDUNDANCY)",REDUNDANT_WITH_EXISTING,Do not promote. Resolve redundancy first.,Redundancy level: NEAR_DUPLICATE. Consider dropping one factor.
q158_cntp_20h,alpha158_rolling,positive,"Alpha158 CNTP20: Mean(close > Ref(close,1),20); fraction of up bars over the past 20 one-hour bars",close,21,EXISTS,3310939,0.001604,4h,-0.01198144,-0.104504,72h,0.00371283,11.8085,0.4968,UNSTABLE (5/25 months positive),NEARLY_MONOTONIC,DIVERGENT,HIGH_REDUNDANCY,"q158_cntn_20h (|ρ|=0.922, HIGH_REDUNDANCY); mom_vol_adjusted_20h (|ρ|=0.710, MODERATE_REDUNDANCY); q158_sumd_20h (|ρ|=0.699, LOW_REDUNDANCY)",REVIEW_REQUIRED,Do not promote. Investigate direction semantics.,RankIC-longshort divergence. Direction semantics need review.
q158_cntn_20h,alpha158_rolling,negative,"Alpha158 CNTN20: Mean(close < Ref(close,1),20); fraction of down bars over the past 20 one-hour bars",close,21,EXISTS,3310939,0.001604,4h,-0.00974907,-0.082969,72h,0.00404646,13.1454,0.5052,UNSTABLE (5/25 months positive),NON_MONOTONIC (3 sign changes),DIVERGENT,HIGH_REDUNDANCY,"q158_cntp_20h (|ρ|=0.922, HIGH_REDUNDANCY); mom_vol_adjusted_20h (|ρ|=0.708, MODERATE_REDUNDANCY); q158_sumd_20h (|ρ|=0.698, LOW_REDUNDANCY)",REVIEW_REQUIRED,Do not promote. Investigate direction semantics.,RankIC-longshort divergence. Direction semantics need review.
q158_sumd_20h,alpha158_rolling,positive,"Alpha158 SUMD20: (Sum(up moves,20)-Sum(down moves,20))/(Sum(abs moves,20)+eps); signed move dominance",close,21,EXISTS,3310939,0.001604,4h,-0.0266345,-0.188159,72h,0.00499311,14.4216,0.4601,UNSTABLE (1/25 months positive),NON_MONOTONIC (2 sign changes),DIVERGENT,NEAR_DUPLICATE,"mom_vol_adjusted_20h (|ρ|=0.998, NEAR_DUPLICATE); mom_20h (|ρ|=0.963, NEAR_DUPLICATE); trend_efficiency_24h (|ρ|=0.921, HIGH_REDUNDANCY)",REVIEW_REQUIRED,Do not promote. Investigate direction semantics.,RankIC-longshort divergence. Direction semantics need review.
