factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status
q158_qtlu_20h,alpha158_rolling,conditional,1h,0,Q1,4.253e-05,0.00020169,3310936,17788,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,1h,1,Q2,-5.338e-05,0.00013681,3310936,17788,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,1h,2,Q3,-4.283e-05,0.00012053,3310936,17788,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,1h,3,Q4,-1.141e-05,0.00019537,3310936,17788,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,1h,4,Q5,2.1e-07,0.00020418,3310936,17788,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,4h,0,Q1,0.00020382,0.00077128,3310129,17785,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,4h,1,Q2,-0.00013208,0.0005324,3310129,17785,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,4h,2,Q3,-0.00016227,0.0004537,3310129,17785,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,4h,3,Q4,-0.00013437,0.00044457,3310129,17785,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,4h,4,Q5,-5.248e-05,0.00058079,3310129,17785,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,24h,0,Q1,0.00095556,0.00125382,3304786,17765,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,24h,1,Q2,-0.00080084,0.0010731,3304786,17765,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,24h,2,Q3,-0.00080847,0.0009863,3304786,17765,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,24h,3,Q4,-0.00066522,0.00102912,3304786,17765,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,24h,4,Q5,-4.595e-05,0.00069474,3304786,17765,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,72h,0,Q1,0.00315726,0.00342114,3292018,17717,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,72h,1,Q2,-0.00209451,-0.00070905,3292018,17717,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,72h,2,Q3,-0.00254585,-0.00134154,3292018,17717,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,72h,3,Q4,-0.00231224,-0.00207112,3292018,17717,DIRECTION_UNKNOWN
q158_qtlu_20h,alpha158_rolling,conditional,72h,4,Q5,-0.00058302,0.00012871,3292018,17717,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,1h,0,Q1,6.268e-05,0.00022822,3310936,17788,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,1h,1,Q2,-6.624e-05,0.00013769,3310936,17788,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,1h,2,Q3,-5.364e-05,0.00013387,3310936,17788,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,1h,3,Q4,-1.733e-05,0.0001619,3310936,17788,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,1h,4,Q5,9.44e-06,0.00020428,3310936,17788,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,4h,0,Q1,0.00024408,0.000743,3310129,17785,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,4h,1,Q2,-0.00014488,0.00059592,3310129,17785,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,4h,2,Q3,-0.00014949,0.00044121,3310129,17785,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,4h,3,Q4,-0.00013315,0.00048925,3310129,17785,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,4h,4,Q5,-9.303e-05,0.00043837,3310129,17785,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,24h,0,Q1,0.00100095,0.00110599,3304786,17765,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,24h,1,Q2,-0.00067823,0.00107495,3304786,17765,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,24h,2,Q3,-0.00060582,0.00113024,3304786,17765,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,24h,3,Q4,-0.00070397,0.00089965,3304786,17765,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,24h,4,Q5,-0.00037688,0.00108105,3304786,17765,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,72h,0,Q1,0.00343348,0.00188746,3292018,17717,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,72h,1,Q2,-0.00213543,-0.0007699,3292018,17717,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,72h,2,Q3,-0.00222756,-0.0013089,3292018,17717,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,72h,3,Q4,-0.00233446,-0.00168029,3292018,17717,DIRECTION_UNKNOWN
q158_qtld_20h,alpha158_rolling,conditional,72h,4,Q5,-0.00110861,0.00035741,3292018,17717,DIRECTION_UNKNOWN
q158_rank_close_20h,alpha158_rolling,conditional,1h,0,Q1,2.52e-06,0.0002205,3310936,17788,DIRECTION_UNKNOWN
q158_rank_close_20h,alpha158_rolling,conditional,1h,1,Q2,-2.114e-05,0.00015732,3310936,17788,DIRECTION_UNKNOWN
