factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
q158_qtlu_20h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,20,4h,0.02235871,1h,0.133584,72h,-0.00374028,-10.098,0.5609,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_qtld_20h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,20,24h,0.04672086,24h,0.295505,72h,-0.00454209,-12.0549,0.6253,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_rank_close_20h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,20,4h,-0.03161128,4h,-0.231173,72h,0.00391874,11.8306,0.4625,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_cntp_20h,alpha158_rolling,positive,COMPUTED,False,close,21,4h,-0.01198144,4h,-0.104504,72h,0.00371283,11.8085,0.4968,3310939,0.001604,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
q158_cntn_20h,alpha158_rolling,negative,COMPUTED,False,close,21,4h,-0.00974907,4h,-0.082969,72h,0.00404646,13.1454,0.5052,3310939,0.001604,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
q158_sumd_20h,alpha158_rolling,positive,COMPUTED,False,close,21,4h,-0.0266345,4h,-0.188159,72h,0.00499311,14.4216,0.4601,3310939,0.001604,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC and long-short spread point in opposite directions. Direction semantics need review.
