asset,symbol,bucket_start,live_preview_ts,live_preview_dir,live_signal_price,live_fast_slope,live_slow_slope,live_prev15_close,live_prev15_fast,offline_preview_ts,offline_preview_dir,offline_signal_price,preview_atr14,preview_slope_strength,offline_fast_slope,offline_slow_slope,status
BEAT-USD,BEATUSDT,2026-03-24T17:00:00Z,2026-03-24T17:03:00Z,short,0.6451,-0.0004993207768843044,-0.0002056026728347593,0.6485,0.6485,2026-03-24T17:03:00Z,short,0.6451,,0.0007049234497190637,-0.0004993207768843044,-0.0002056026728347593,match
BEAT-USD,BEATUSDT,2026-03-25T06:15:00Z,2026-03-25T06:25:00Z,short,0.6184,-0.00045784995190312205,-0.0008785272484758133,0.6256,0.6217884845471137,2026-03-25T06:25:00Z,short,0.6184,0.01533571428571431,0.0013363772003789354,-0.00045784995190312205,-0.0008785272484758133,match
BEAT-USD,BEATUSDT,2026-03-25T11:00:00Z,2026-03-25T11:12:00Z,short,0.6204,-0.0004372071294157509,-0.0006806974656471398,0.626,0.623522028570828,2026-03-25T11:12:00Z,short,0.6204,0.009257142857142861,0.0011179045950628907,-0.0004372071294157509,-0.0006806974656471398,match
BEAT-USD,BEATUSDT,2026-03-25T15:15:00Z,2026-03-25T15:17:00Z,short,0.6195,-0.0006111830728159351,-0.0006693492374103549,0.6274,0.6238725784678087,2026-03-25T15:17:00Z,short,0.6195,0.009407142857142867,0.00128053231022629,-0.0006111830728159351,-0.0006693492374103549,match
BEAT-USD,BEATUSDT,2026-03-25T16:00:00Z,2026-03-25T16:15:00Z,short,0.621,-0.00042549090343213525,-0.0005669807350925371,0.6265,0.624045258069514,2026-03-25T16:15:00Z,short,0.621,0.008528571428571441,0.0009924716385246724,-0.00042549090343213525,-0.0005669807350925371,match
BEAT-USD,BEATUSDT,2026-03-25T16:45:00Z,2026-03-25T16:49:00Z,short,0.6205,-0.000501829554265254,-0.0005980988554946665,0.6243,0.6238357342599903,2026-03-25T16:49:00Z,short,0.6205,0.008050000000000017,0.0010999284097599205,-0.000501829554265254,-0.0005980988554946665,match
BEAT-USD,BEATUSDT,2026-03-25T17:00:00Z,2026-03-25T17:09:00Z,short,0.6207,-0.00047871794078702123,-0.0005716778898308128,0.6243,0.6238799500447532,2026-03-25T17:09:00Z,short,0.6207,0.008514285714285736,0.001050395830617834,-0.00047871794078702123,-0.0005716778898308128,match
BEAT-USD,BEATUSDT,2026-03-25T18:00:00Z,2026-03-25T18:06:00Z,short,0.6214,-0.00043790946307253886,-0.0005245261297337489,0.6284,0.6246637189747313,2026-03-25T18:06:00Z,short,0.6214,0.008750000000000011,0.0009624355928062878,-0.00043790946307253886,-0.0005245261297337489,match
BEAT-USD,BEATUSDT,2026-03-26T04:00:00Z,2026-03-26T04:05:00Z,short,0.6255,-0.00047893380147134845,-0.00022239365887011253,0.632,0.6289793760344364,2026-03-26T04:05:00Z,short,0.6255,0.01710000000000001,0.000701327460341461,-0.00047893380147134845,-0.00022239365887011253,match
BEAT-USD,BEATUSDT,2026-03-26T06:15:00Z,2026-03-26T06:20:00Z,long,0.643,0.0015753108108060854,0.0007645830273108611,0.6274,0.6320480779307918,2026-03-26T06:20:00Z,long,0.643,0.02048571428571429,0.0023398938381169465,0.0015753108108060854,0.0007645830273108611,match
BEAT-USD,BEATUSDT,2026-03-26T14:30:00Z,2026-03-26T14:39:00Z,short,0.598,-0.0004885126153307828,-0.0011212246826712846,0.6055,0.601503834544826,2026-03-26T14:39:00Z,short,0.598,0.021078571428571443,0.0016097372980020674,-0.0004885126153307828,-0.0011212246826712846,match
BEAT-USD,BEATUSDT,2026-03-27T12:15:00Z,2026-03-27T12:17:00Z,short,0.5366,-0.00042239619165218567,-0.0024576620236440583,0.5406,0.5391437939957804,2026-03-27T12:17:00Z,short,0.5366,0.016278571428571458,0.002880058215296244,-0.00042239619165218567,-0.0024576620236440583,match
