factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_open_close_2h,alpha158_price,conditional,1h,LONG_SHORT,Long-Short,2.797e-05,,,17805,DIRECTION_UNKNOWN,3.793e-05,9.96e-06,2.797e-05,0.6767,0.5142,0.00031477,0.23334672,0.0010904,-0.00117164,0.52,25,per_bar_mean_x_bars_per_year
q158_open_close_2h,alpha158_price,conditional,4h,LONG_SHORT,Long-Short,-6.241e-05,,,17802,DIRECTION_UNKNOWN,6.391e-05,0.00012632,-6.241e-05,-0.7769,0.5042,0.00081253,-0.13821851,0.00281469,-0.00498626,0.52,25,per_bar_mean_x_bars_per_year
q158_open_close_2h,alpha158_price,conditional,24h,LONG_SHORT,Long-Short,-0.00081443,,,17782,DIRECTION_UNKNOWN,0.0001662,0.00098063,-0.00081443,-4.1589,0.4913,0.00202781,-0.3590003,0.00702452,-0.02424102,0.32,25,per_bar_mean_x_bars_per_year
q158_open_close_2h,alpha158_price,conditional,72h,LONG_SHORT,Long-Short,-0.00219152,,,17734,DIRECTION_UNKNOWN,0.0005621,0.00275363,-0.00219152,-5.9988,0.4897,0.00506706,-0.28107188,0.01755279,-0.05512202,0.44,25,per_bar_mean_x_bars_per_year
q158_high_close_2h,alpha158_price,conditional,1h,LONG_SHORT,Long-Short,5.08e-05,,,17805,DIRECTION_UNKNOWN,4.863e-05,-2.17e-06,5.08e-05,1.1969,0.5096,0.00030262,0.48300636,0.0010483,-0.000611,0.52,25,per_bar_mean_x_bars_per_year
q158_high_close_2h,alpha158_price,conditional,4h,LONG_SHORT,Long-Short,-3.646e-05,,,17802,DIRECTION_UNKNOWN,7.29e-05,0.00010936,-3.646e-05,-0.4439,0.4984,0.00085773,-0.06964786,0.00297127,-0.00393161,0.52,25,per_bar_mean_x_bars_per_year
q158_high_close_2h,alpha158_price,conditional,24h,LONG_SHORT,Long-Short,7.3e-07,,,17782,DIRECTION_UNKNOWN,0.0005389,0.00053817,7.3e-07,0.0037,0.4917,0.00220608,-0.03804449,0.0076421,-0.012321,0.48,25,per_bar_mean_x_bars_per_year
q158_high_close_2h,alpha158_price,conditional,72h,LONG_SHORT,Long-Short,0.00012408,,,17734,DIRECTION_UNKNOWN,0.00158675,0.00146267,0.00012408,0.3308,0.487,0.00616012,0.0116438,0.0213393,-0.01980058,0.6,25,per_bar_mean_x_bars_per_year
q158_low_close_2h,alpha158_price,conditional,1h,LONG_SHORT,Long-Short,3.606e-05,,,17805,DIRECTION_UNKNOWN,6.677e-05,3.071e-05,3.606e-05,0.8774,0.5176,0.00031378,0.29305197,0.00108697,-0.00122138,0.48,25,per_bar_mean_x_bars_per_year
q158_low_close_2h,alpha158_price,conditional,4h,LONG_SHORT,Long-Short,-8.746e-05,,,17802,DIRECTION_UNKNOWN,7.322e-05,0.00016069,-8.746e-05,-1.0939,0.5093,0.00076053,-0.22079623,0.00263454,-0.00520669,0.4,25,per_bar_mean_x_bars_per_year
