factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_open_close_2h,alpha158_price,conditional,1h,0.03437562,0.03437562,0.16206526,0.16206526,0.21211,0.21211,0.21211,28.3022,0.5964,0.5964,17804,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 OPEN2: Ref(open,2) / close; two-bar lagged open normalized by current close from Alpha158 price feature block",open|close,3,"Alpha158 OPEN2: Ref(open,2) / close; two-bar lagged open normalized by current close from Alpha158 price feature block",3.793e-05,9.96e-06,2.797e-05,0.6767,0.5142,0.00031477,0.23334672,0.0010904,-0.00117164,0.52,25,per_bar_mean_x_bars_per_year
q158_open_close_2h,alpha158_price,conditional,4h,0.03185702,0.03185702,0.15933112,0.15933112,0.199942,0.199942,0.199942,26.6771,0.5854,0.5854,17802,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 OPEN2: Ref(open,2) / close; two-bar lagged open normalized by current close from Alpha158 price feature block",open|close,3,"Alpha158 OPEN2: Ref(open,2) / close; two-bar lagged open normalized by current close from Alpha158 price feature block",6.391e-05,0.00012632,-6.241e-05,-0.7769,0.5042,0.00081253,-0.13821851,0.00281469,-0.00498626,0.52,25,per_bar_mean_x_bars_per_year
q158_open_close_2h,alpha158_price,conditional,24h,0.01724537,0.01724537,0.15714945,0.15714945,0.109739,0.109739,0.109739,14.6336,0.5471,0.5471,17782,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 OPEN2: Ref(open,2) / close; two-bar lagged open normalized by current close from Alpha158 price feature block",open|close,3,"Alpha158 OPEN2: Ref(open,2) / close; two-bar lagged open normalized by current close from Alpha158 price feature block",0.0001662,0.00098063,-0.00081443,-4.1589,0.4913,0.00202781,-0.3590003,0.00702452,-0.02424102,0.32,25,per_bar_mean_x_bars_per_year
q158_open_close_2h,alpha158_price,conditional,72h,0.00799521,0.00799521,0.14892033,0.14892033,0.053688,0.053688,0.053688,7.1496,0.5247,0.5247,17734,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 OPEN2: Ref(open,2) / close; two-bar lagged open normalized by current close from Alpha158 price feature block",open|close,3,"Alpha158 OPEN2: Ref(open,2) / close; two-bar lagged open normalized by current close from Alpha158 price feature block",0.0005621,0.00275363,-0.00219152,-5.9988,0.4897,0.00506706,-0.28107188,0.01755279,-0.05512202,0.44,25,per_bar_mean_x_bars_per_year
q158_high_close_2h,alpha158_price,conditional,1h,0.02251194,0.02251194,0.17026996,0.17026996,0.132213,0.132213,0.132213,17.6414,0.5593,0.5593,17804,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 HIGH2: Ref(high,2) / close; two-bar lagged high normalized by current close from Alpha158 price feature block",high|close,3,"Alpha158 HIGH2: Ref(high,2) / close; two-bar lagged high normalized by current close from Alpha158 price feature block",4.863e-05,-2.17e-06,5.08e-05,1.1969,0.5096,0.00030262,0.48300636,0.0010483,-0.000611,0.52,25,per_bar_mean_x_bars_per_year
q158_high_close_2h,alpha158_price,conditional,4h,0.01459978,0.01459978,0.16642272,0.16642272,0.087727,0.087727,0.087727,11.7049,0.5386,0.5386,17802,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 HIGH2: Ref(high,2) / close; two-bar lagged high normalized by current close from Alpha158 price feature block",high|close,3,"Alpha158 HIGH2: Ref(high,2) / close; two-bar lagged high normalized by current close from Alpha158 price feature block",7.29e-05,0.00010936,-3.646e-05,-0.4439,0.4984,0.00085773,-0.06964786,0.00297127,-0.00393161,0.52,25,per_bar_mean_x_bars_per_year
q158_high_close_2h,alpha158_price,conditional,24h,-0.00906396,-0.00906396,0.16210142,0.16210142,-0.055915,-0.055915,-0.055915,-7.4563,0.4777,0.4777,17782,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 HIGH2: Ref(high,2) / close; two-bar lagged high normalized by current close from Alpha158 price feature block",high|close,3,"Alpha158 HIGH2: Ref(high,2) / close; two-bar lagged high normalized by current close from Alpha158 price feature block",0.0005389,0.00053817,7.3e-07,0.0037,0.4917,0.00220608,-0.03804449,0.0076421,-0.012321,0.48,25,per_bar_mean_x_bars_per_year
q158_high_close_2h,alpha158_price,conditional,72h,-0.02060879,-0.02060879,0.15463334,0.15463334,-0.133275,-0.133275,-0.133275,-17.7481,0.4401,0.4401,17734,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 HIGH2: Ref(high,2) / close; two-bar lagged high normalized by current close from Alpha158 price feature block",high|close,3,"Alpha158 HIGH2: Ref(high,2) / close; two-bar lagged high normalized by current close from Alpha158 price feature block",0.00158675,0.00146267,0.00012408,0.3308,0.487,0.00616012,0.0116438,0.0213393,-0.01980058,0.6,25,per_bar_mean_x_bars_per_year
q158_low_close_2h,alpha158_price,conditional,1h,0.04484056,0.04484056,0.15909263,0.15909263,0.281852,0.281852,0.281852,37.608,0.6212,0.6212,17804,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 LOW2: Ref(low,2) / close; two-bar lagged low normalized by current close from Alpha158 price feature block",low|close,3,"Alpha158 LOW2: Ref(low,2) / close; two-bar lagged low normalized by current close from Alpha158 price feature block",6.677e-05,3.071e-05,3.606e-05,0.8774,0.5176,0.00031378,0.29305197,0.00108697,-0.00122138,0.48,25,per_bar_mean_x_bars_per_year
q158_low_close_2h,alpha158_price,conditional,4h,0.04533069,0.04533069,0.15778968,0.15778968,0.287286,0.287286,0.287286,38.3308,0.6242,0.6242,17802,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 LOW2: Ref(low,2) / close; two-bar lagged low normalized by current close from Alpha158 price feature block",low|close,3,"Alpha158 LOW2: Ref(low,2) / close; two-bar lagged low normalized by current close from Alpha158 price feature block",7.322e-05,0.00016069,-8.746e-05,-1.0939,0.5093,0.00076053,-0.22079623,0.00263454,-0.00520669,0.4,25,per_bar_mean_x_bars_per_year
