factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
vwap_dev_20h,alpha158_ohlcv,conditional,DIRECTION_UNKNOWN,False,close|volume,20,4h,-0.02727757,4h,-0.167271,72h,0.00425839,11.2876,0.4944,3302338,0.004198,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
wvma_20h,alpha158_ohlcv,negative,COMPUTED,False,close|volume,21,72h,0.07627881,72h,0.443653,72h,-0.00518251,-13.3039,0.6932,3302072,0.004278,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC and long-short spread point in opposite directions. Direction semantics need review.
vol_ret_corr_20h,alpha158_ohlcv,conditional,DIRECTION_UNKNOWN,False,close|volume,21,24h,-0.03767071,24h,-0.32549,72h,0.00215926,7.1073,0.4227,3302072,0.004278,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
intraday_ret,alpha158_ohlcv,conditional,DIRECTION_UNKNOWN,False,open|close,1,1h,-0.03655527,1h,-0.230325,72h,0.00139889,3.8874,0.4865,3316259,0.0,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
klow_close,alpha158_ohlcv,positive,COMPUTED,False,open|low|close,1,72h,-0.05476646,72h,-0.371644,72h,0.00290741,7.7675,0.4233,3316259,0.0,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC and long-short spread point in opposite directions. Direction semantics need review.
ksft_5h,alpha158_ohlcv,conditional,DIRECTION_UNKNOWN,False,close,6,24h,-0.00740877,72h,-0.070872,72h,0.00029119,1.0517,0.4791,3314929,0.000401,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
