factor_id,horizon,n_months,rolling_ic_3m_mean_latest,rolling_ic_3m_min,rolling_ic_3m_max,rolling_ls_3m_mean_latest,rolling_ic_6m_mean_latest,rolling_ic_6m_min,rolling_ic_6m_max,rolling_ls_6m_mean_latest,ic_positive_month_rate,ls_positive_month_rate,recent_6m_ic_mean,full_period_ic_mean,recent_vs_full_ic_delta,recent_6m_ls_mean,full_period_ls_mean,recent_vs_full_ls_delta,stability_score,stability_class,main_stability_note_zh,main_stability_note_en
q158_ksft_range,72h,25,-0.001987,-0.009392,0.012012,0.00255291,-0.002374,-0.004981,0.007423,0.00127392,0.36,0.44,-0.002374,0.000386,-0.00276,0.00127392,0.00034388,0.00093004,68.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kup_open,1h,25,-0.006187,-0.029604,-0.001445,-0.00062422,-0.005576,-0.025471,-0.005576,-0.00045068,0.12,0.24,-0.005576,-0.011602,0.006026,-0.00045068,-0.00025163,-0.00019905,58.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_kup_open,24h,25,-0.033654,-0.068146,-0.033654,-0.00566361,-0.037754,-0.06231,-0.037754,-0.00312205,0.0,0.4,-0.037754,-0.047757,0.010002,-0.00312205,-0.00169486,-0.00142719,53.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kup_open,4h,25,-0.022952,-0.037076,-0.020408,-0.00114013,-0.023225,-0.034157,-0.022121,-0.00072648,0.0,0.32,-0.023225,-0.025926,0.002702,-0.00072648,-0.00046479,-0.00026169,56.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_kup_open,72h,25,-0.044079,-0.085902,-0.031584,-0.0131399,-0.048246,-0.069834,-0.044748,-0.00742946,0.04,0.36,-0.048246,-0.055259,0.007013,-0.00742946,-0.0046373,-0.00279216,53.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_rsv_20h,1h,25,-0.024923,-0.030233,-0.010063,6.144e-05,-0.023128,-0.02598,-0.016192,0.00015372,0.04,0.64,-0.023128,-0.021618,-0.00151,0.00015372,4.287e-05,0.00011085,63.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rsv_20h,24h,25,-0.007114,-0.035779,0.014104,0.00621236,-0.014029,-0.025798,-0.000259,0.0038644,0.36,0.68,-0.014029,-0.007903,-0.006126,0.0038644,0.00145119,0.00241321,71.3,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rsv_20h,4h,25,-0.026154,-0.031263,-0.007256,0.00034088,-0.024079,-0.029435,-0.014235,0.00057858,0.12,0.68,-0.024079,-0.020734,-0.003344,0.00057858,0.00027782,0.00030075,65.5,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rsv_20h,72h,25,0.004854,-0.02274,0.025685,0.01429164,0.002878,-0.010365,0.012768,0.00928361,0.44,0.64,0.002878,0.001673,0.001205,0.00928361,0.00383786,0.00544575,76.0,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_cntn_20h,1h,25,0.007225,0.001072,0.013206,2.636e-05,0.008791,0.004097,0.010617,2.822e-05,0.84,0.48,0.008791,0.007777,0.001014,2.822e-05,2.543e-05,2.79e-06,84.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_cntn_20h,24h,25,0.005086,-0.022748,0.035001,0.00256804,0.012669,-0.013473,0.017282,0.00110413,0.56,0.72,0.012669,0.000931,0.011738,0.00110413,0.00157155,-0.00046742,81.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_cntn_20h,4h,25,0.011157,0.001229,0.027497,0.00029274,0.015721,0.003079,0.018837,0.00019341,0.8,0.56,0.015721,0.009283,0.006438,0.00019341,0.00025448,-6.107e-05,85.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_cntn_20h,72h,25,0.007182,-0.023866,0.019088,0.00623656,0.006106,-0.015631,0.008491,0.00418972,0.4,0.72,0.006106,-0.001848,0.007954,0.00418972,0.00414216,4.756e-05,76.4,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_cntp_20h,1h,25,-0.009597,-0.015261,-0.001634,8.123e-05,-0.010783,-0.012562,-0.005403,7.642e-05,0.12,0.52,-0.010783,-0.009697,-0.001087,7.642e-05,4.819e-05,2.823e-05,63.5,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_cntp_20h,24h,25,-0.006268,-0.03561,0.019264,0.00369987,-0.012614,-0.0187,0.010613,0.00201343,0.44,0.64,-0.012614,-0.003481,-0.009132,0.00201343,0.00163058,0.00038286,71.4,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_cntp_20h,4h,25,-0.013611,-0.029401,-0.002559,0.00060224,-0.017441,-0.020274,-0.004877,0.00043024,0.2,0.56,-0.017441,-0.011517,-0.005925,0.00043024,0.00033409,9.615e-05,64.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_cntp_20h,72h,25,-0.008233,-0.018801,0.02336,0.00972622,-0.00613,-0.012111,0.011554,0.00687792,0.36,0.6,-0.00613,-0.001482,-0.004648,0.00687792,0.00388687,0.00299105,70.5,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_qtld_20h,1h,25,0.035175,0.027956,0.052877,-0.00017503,0.034889,0.032631,0.045819,-0.00013872,1.0,0.32,0.034889,0.038459,-0.00357,-0.00013872,-6.175e-05,-7.697e-05,84.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_qtld_20h,24h,25,0.040375,0.026464,0.067324,-0.00652695,0.047594,0.038035,0.063534,-0.00386818,0.96,0.36,0.047594,0.045354,0.002241,-0.00386818,-0.00168511,-0.00218306,86.0,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_qtld_20h,4h,25,0.045401,0.034087,0.059421,-0.00084355,0.044895,0.038259,0.051905,-0.00068469,1.0,0.28,0.044895,0.045072,-0.000177,-0.00068469,-0.00036545,-0.00031924,85.5,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_qtld_20h,72h,25,0.031441,0.021731,0.062529,-0.0131311,0.030338,0.027292,0.049857,-0.0088908,0.96,0.4,0.030338,0.036605,-0.006268,-0.0088908,-0.00473499,-0.00415581,83.7,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_qtlu_20h,1h,25,0.022402,0.007142,0.034663,-8.317e-05,0.021669,0.015427,0.029138,-0.00011709,0.92,0.4,0.021669,0.022197,-0.000528,-0.00011709,-4.582e-05,-7.127e-05,85.3,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_qtlu_20h,24h,25,0.00855,-0.024245,0.0356,-0.00498881,0.015153,-0.004286,0.027993,-0.0027523,0.68,0.32,0.015153,0.00773,0.007423,-0.0027523,-0.0013874,-0.00136489,76.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_qtlu_20h,4h,25,0.023843,0.004947,0.03728,-0.00048532,0.023594,0.014542,0.030656,-0.00047969,0.88,0.32,0.023594,0.022042,0.001552,-0.00047969,-0.00027685,-0.00020283,82.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_qtlu_20h,72h,25,-0.009617,-0.045081,0.01407,-0.00817553,-0.010931,-0.016954,0.005297,-0.00628723,0.44,0.36,-0.010931,-0.009353,-0.001578,-0.00628723,-0.00396577,-0.00232146,69.6,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_rank_close_20h,1h,25,-0.030828,-0.037837,-0.015393,3.24e-05,-0.029284,-0.03432,-0.021574,8.534e-05,0.0,0.64,-0.029284,-0.028178,-0.001106,8.534e-05,2.498e-05,6.037e-05,62.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rank_close_20h,24h,25,-0.024157,-0.046722,0.002207,0.00521857,-0.028485,-0.040253,-0.012259,0.00332951,0.16,0.68,-0.028485,-0.02169,-0.006795,0.00332951,0.00171594,0.00161357,65.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rank_close_20h,4h,25,-0.037268,-0.042495,-0.014941,0.00034194,-0.035152,-0.039339,-0.022914,0.00043101,0.0,0.64,-0.035152,-0.031355,-0.003798,0.00043101,0.00024363,0.00018738,60.9,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rank_close_20h,72h,25,-0.010976,-0.030183,0.010197,0.01234242,-0.0102,-0.022527,-0.000764,0.00849796,0.2,0.72,-0.0102,-0.010969,0.000769,0.00849796,0.00428059,0.00421737,70.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_sumd_20h,1h,25,-0.015665,-0.029919,-0.014807,0.00017565,-0.017936,-0.02575,-0.017936,0.00017525,0.0,0.68,-0.017936,-0.020416,0.002481,0.00017525,0.00010944,6.581e-05,63.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_sumd_20h,24h,25,-0.015861,-0.045751,0.010721,0.00711294,-0.024145,-0.040378,-0.008963,0.00409192,0.16,0.72,-0.024145,-0.021216,-0.002929,0.00409192,0.00209709,0.00199483,67.7,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_sumd_20h,4h,25,-0.022381,-0.037696,-0.015212,0.00092474,-0.026438,-0.035382,-0.021518,0.00071338,0.04,0.72,-0.026438,-0.025681,-0.000757,0.00071338,0.00047704,0.00023634,65.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_sumd_20h,72h,25,-0.012718,-0.036018,0.017453,0.01349876,-0.010181,-0.026847,0.003885,0.00957063,0.2,0.68,-0.010181,-0.013288,0.003107,0.00957063,0.00529734,0.00427329,69.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_beta_20h,1h,25,-0.007285,-0.021339,-0.006364,0.00025003,-0.010034,-0.018075,-0.010034,0.00020644,0.08,0.72,-0.010034,-0.012838,0.002804,0.00020644,0.00013975,6.669e-05,66.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_beta_20h,24h,25,-0.013699,-0.047147,0.008019,0.00721135,-0.023933,-0.042074,-0.012963,0.00393017,0.2,0.64,-0.023933,-0.023549,-0.000384,0.00393017,0.00153716,0.002393,68.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_beta_20h,4h,25,-0.013815,-0.035179,-0.011009,0.00112933,-0.018423,-0.029105,-0.014711,0.00079779,0.08,0.72,-0.018423,-0.02031,0.001887,0.00079779,0.00048915,0.00030864,66.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_beta_20h,72h,25,-0.012664,-0.038548,0.016969,0.01074826,-0.009231,-0.028946,-0.004991,0.00808312,0.28,0.64,-0.009231,-0.014522,0.005291,0.00808312,0.00437109,0.00371203,71.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_imax_20h,1h,25,0.010462,0.003197,0.017825,-0.000164,0.008454,0.006767,0.013093,-0.00019571,0.96,0.4,0.008454,0.008785,-0.000332,-0.00019571,-8.411e-05,-0.0001116,86.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_imax_20h,24h,25,0.006866,-0.007259,0.02689,-0.00611163,0.012355,0.001333,0.022588,-0.00359422,0.68,0.24,0.012355,0.007856,0.004498,-0.00359422,-0.00136605,-0.00222817,75.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_imax_20h,4h,25,0.015067,-0.000212,0.024806,-0.00069498,0.014189,0.007751,0.020253,-0.00074251,0.84,0.36,0.014189,0.012424,0.001766,-0.00074251,-0.00030301,-0.0004395,82.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_imax_20h,72h,25,0.005523,-0.014004,0.016265,-0.0105274,0.005424,-0.006836,0.010027,-0.00711376,0.6,0.28,0.005424,0.002429,0.002995,-0.00711376,-0.00398127,-0.0031325,73.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_imin_20h,1h,25,-0.002412,-0.013261,-0.00197,0.00016881,-0.006781,-0.011858,-0.00423,0.00014047,0.16,0.72,-0.006781,-0.007533,0.000752,0.00014047,8.1e-05,5.947e-05,69.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_imin_20h,24h,25,-0.008684,-0.032471,0.007968,0.00422374,-0.017824,-0.030739,-0.001423,0.00246992,0.2,0.72,-0.017824,-0.01276,-0.005064,0.00246992,0.00140622,0.00106371,67.9,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_imin_20h,4h,25,-0.005266,-0.021234,-0.003299,0.00106818,-0.011071,-0.01984,-0.004145,0.00069786,0.08,0.76,-0.011071,-0.010567,-0.000504,0.00069786,0.00038458,0.00031328,67.3,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_imin_20h,72h,25,-0.005324,-0.020844,0.01292,0.0103631,-0.007799,-0.016715,0.000932,0.00711434,0.24,0.76,-0.007799,-0.007878,8e-05,0.00711434,0.0029256,0.00418874,72.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_imxd_20h,1h,25,0.008861,0.003997,0.020068,-0.00017336,0.010043,0.008086,0.015454,-0.00014527,0.92,0.32,0.010043,0.010472,-0.000429,-0.00014527,-0.00010459,-4.069e-05,83.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_imxd_20h,24h,25,0.009431,-0.006306,0.036814,-0.00633203,0.01812,0.004616,0.03103,-0.00354778,0.8,0.32,0.01812,0.012694,0.005426,-0.00354778,-0.00165774,-0.00189003,80.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_imxd_20h,4h,25,0.012678,0.002641,0.026561,-0.00101359,0.015884,0.010457,0.023122,-0.00074865,0.88,0.36,0.015884,0.014958,0.000926,-0.00074865,-0.00042669,-0.00032196,83.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_imxd_20h,72h,25,0.006919,-0.017239,0.021848,-0.01289119,0.007469,-0.004544,0.015674,-0.00865673,0.68,0.28,0.007469,0.005917,0.001552,-0.00865673,-0.00452354,-0.00413319,76.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_resi_20h,1h,25,-0.037463,-0.045379,-0.014346,-0.00028433,-0.031395,-0.038951,-0.020547,-0.00011493,0.0,0.48,-0.031395,-0.030514,-0.000881,-0.00011493,-4.677e-05,-6.816e-05,59.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_resi_20h,24h,25,-0.02266,-0.025295,-0.002896,-0.00044753,-0.021259,-0.021454,-0.00469,-5.642e-05,0.16,0.6,-0.021259,-0.014015,-0.007244,-5.642e-05,0.00059202,-0.00064844,63.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_resi_20h,4h,25,-0.036655,-0.042504,-0.000507,-0.00073926,-0.030321,-0.034411,-0.011469,-0.00030833,0.12,0.4,-0.030321,-0.025683,-0.004638,-0.00030833,-4.598e-05,-0.00026235,59.3,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_resi_20h,72h,25,-0.004333,-0.012877,0.003611,0.00131841,-0.007532,-0.012355,-2e-06,0.00043774,0.12,0.64,-0.007532,-0.007444,-8.7e-05,0.00043774,0.0010538,-0.00061606,66.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rsqr_20h,1h,25,-0.000533,-0.005169,0.009713,0.00017037,0.000623,-0.002775,0.007869,5.612e-05,0.56,0.6,0.000623,0.002036,-0.001413,5.612e-05,4.292e-05,1.32e-05,78.1,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rsqr_20h,24h,25,-0.002905,-0.014475,0.02281,0.00187424,-9.7e-05,-0.005882,0.021622,0.00103019,0.56,0.48,-9.7e-05,0.003866,-0.003964,0.00103019,0.00071243,0.00031776,74.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rsqr_20h,4h,25,0.000244,-0.006254,0.020096,0.00072997,9.1e-05,-0.005098,0.015028,0.00025061,0.56,0.56,9.1e-05,0.003638,-0.003547,0.00025061,0.00014522,0.00010538,76.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_rsqr_20h,72h,25,0.00362,-0.019144,0.015823,0.00639279,0.001842,-0.011919,0.012367,0.00377969,0.52,0.68,0.001842,0.00067,0.001172,0.00377969,0.00099929,0.0027804,79.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_cntd_20h,1h,25,-0.008847,-0.01432,-0.001484,6.283e-05,-0.010339,-0.012107,-0.004939,5.334e-05,0.12,0.48,-0.010339,-0.009063,-0.001276,5.334e-05,3.696e-05,1.638e-05,62.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_cntd_20h,24h,25,-0.005908,-0.036971,0.020603,0.00335881,-0.013393,-0.018675,0.012139,0.0016843,0.48,0.64,-0.013393,-0.002471,-0.010921,0.0016843,0.00166525,1.905e-05,71.7,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_cntd_20h,4h,25,-0.012833,-0.029664,-0.00242,0.00047456,-0.017244,-0.020398,-0.004118,0.0003602,0.2,0.56,-0.017244,-0.01072,-0.006525,0.0003602,0.00030484,5.537e-05,63.9,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_cntd_20h,72h,25,-0.007947,-0.019671,0.023274,0.00800232,-0.006496,-0.010761,0.013513,0.00551307,0.4,0.72,-0.006496,-4e-06,-0.006493,0.00551307,0.00410273,0.00141035,73.2,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_cord_20h,1h,25,-0.014679,-0.028333,-0.014142,0.00017864,-0.016496,-0.027496,-0.016496,0.00012052,0.0,0.64,-0.016496,-0.021594,0.005098,0.00012052,5.545e-05,6.507e-05,62.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_cord_20h,24h,25,-0.022713,-0.05973,-0.022713,0.00536667,-0.028937,-0.050836,-0.028937,0.00318086,0.08,0.56,-0.028937,-0.038206,0.009269,0.00318086,0.00124767,0.00193319,58.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_cord_20h,4h,25,-0.024,-0.040487,-0.024,0.00062867,-0.025538,-0.037119,-0.025538,0.00046955,0.0,0.56,-0.025538,-0.031221,0.005683,0.00046955,0.00021431,0.00025524,61.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_cord_20h,72h,25,-0.030063,-0.051503,-0.021859,0.00543261,-0.025961,-0.041372,-0.025961,0.00506934,0.0,0.64,-0.025961,-0.034652,0.008691,0.00506934,0.00259453,0.00247481,57.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_corr_20h,1h,25,-0.011249,-0.026397,-0.011249,0.00019889,-0.01406,-0.023815,-0.01406,0.00011445,0.0,0.52,-0.01406,-0.019879,0.005819,0.00011445,5.517e-05,5.928e-05,60.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_corr_20h,24h,25,-0.028137,-0.057547,-0.028137,0.0042502,-0.031431,-0.053548,-0.031431,0.00289765,0.04,0.64,-0.031431,-0.042906,0.011476,0.00289765,0.00105596,0.00184169,59.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_corr_20h,4h,25,-0.02089,-0.046308,-0.02089,0.00079932,-0.024617,-0.039152,-0.024617,0.00047893,0.0,0.56,-0.024617,-0.030784,0.006167,0.00047893,0.00012175,0.00035718,61.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_corr_20h,72h,25,-0.034851,-0.058402,-0.027405,0.00687261,-0.031128,-0.053045,-0.031128,0.00558701,0.0,0.6,-0.031128,-0.041236,0.010108,0.00558701,0.00253645,0.00305056,57.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_ma_20h,1h,25,0.028174,0.017425,0.042395,-7.754e-05,0.028151,0.023821,0.037184,-0.0001145,1.0,0.36,0.028151,0.030179,-0.002028,-0.0001145,-5.891e-05,-5.559e-05,86.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_ma_20h,24h,25,0.025006,0.001928,0.054567,-0.00606101,0.033024,0.017488,0.048281,-0.00362548,0.88,0.32,0.033024,0.028552,0.004473,-0.00362548,-0.00154591,-0.00207957,82.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_ma_20h,4h,25,0.035246,0.021278,0.051235,-0.00058375,0.035052,0.027123,0.043046,-0.00062931,1.0,0.28,0.035052,0.03435,0.000702,-0.00062931,-0.00036567,-0.00026364,85.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_ma_20h,72h,25,0.011444,-0.015395,0.041087,-0.00997002,0.009872,0.005623,0.030626,-0.00763746,0.72,0.36,0.009872,0.014989,-0.005117,-0.00763746,-0.00430532,-0.00333214,76.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_max_20h,1h,25,0.003596,-0.022625,0.003596,0.00029264,0.000777,-0.012557,0.000777,3.354e-05,0.32,0.48,0.000777,-0.004822,0.005599,3.354e-05,7.61e-06,2.593e-05,69.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_max_20h,24h,25,-0.031605,-0.079607,-0.018686,0.00135928,-0.032498,-0.055436,-0.026371,0.00049876,0.0,0.52,-0.032498,-0.04428,0.011783,0.00049876,0.00057015,-7.139e-05,55.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_max_20h,4h,25,-0.006364,-0.035712,-0.005922,0.00068161,-0.009272,-0.023854,-0.008272,5.019e-05,0.04,0.44,-0.009272,-0.015383,0.006111,5.019e-05,8.96e-06,4.123e-05,60.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_max_20h,72h,25,-0.05385,-0.108818,-0.026954,0.00449954,-0.058596,-0.073289,-0.044884,0.0009929,0.04,0.64,-0.058596,-0.062582,0.003986,0.0009929,0.00070791,0.00028499,54.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_min_20h,1h,25,0.038695,0.03568,0.055942,-0.00021107,0.037876,0.037876,0.053121,-0.00018135,1.0,0.36,0.037876,0.044072,-0.006196,-0.00018135,-6.163e-05,-0.00011972,84.1,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_min_20h,24h,25,0.052175,0.046211,0.081237,-0.0085151,0.061876,0.05677,0.078189,-0.00495373,1.0,0.32,0.061876,0.065145,-0.003269,-0.00495373,-0.00231013,-0.0026436,84.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_min_20h,4h,25,0.051672,0.043884,0.065275,-0.00107161,0.05054,0.049641,0.060624,-0.00083114,1.0,0.32,0.05054,0.053933,-0.003393,-0.00083114,-0.00039214,-0.000439,84.7,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_min_20h,72h,25,0.051922,0.042774,0.090005,-0.02112827,0.058279,0.055412,0.076465,-0.01236343,0.96,0.36,0.058279,0.066386,-0.008107,-0.01236343,-0.00645787,-0.00590556,81.9,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
