factor_id,horizon,n_months,rolling_ic_3m_mean_latest,rolling_ic_3m_min,rolling_ic_3m_max,rolling_ls_3m_mean_latest,rolling_ic_6m_mean_latest,rolling_ic_6m_min,rolling_ic_6m_max,rolling_ls_6m_mean_latest,ic_positive_month_rate,ls_positive_month_rate,recent_6m_ic_mean,full_period_ic_mean,recent_vs_full_ic_delta,recent_6m_ls_mean,full_period_ls_mean,recent_vs_full_ls_delta,stability_score,stability_class,main_stability_note_zh,main_stability_note_en
reversal_5h,4h,25,0.040399,0.013446,0.042739,0.00016034,0.034851,0.022556,0.039116,-0.00015287,1.0,0.4,0.034851,0.032048,0.002803,-0.00015287,-0.00011112,-4.176e-05,88.0,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
reversal_5h,72h,25,0.006934,-0.005752,0.030057,-0.00633114,0.007711,0.002977,0.019801,-0.00457006,0.76,0.4,0.007711,0.01019,-0.002479,-0.00457006,-0.00291504,-0.00165502,79.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
rsi_14h,1h,25,-0.024896,-0.039126,-0.016617,-0.00011857,-0.025639,-0.03336,-0.023183,-0.00015153,0.0,0.28,-0.025639,-0.027655,0.002016,-0.00015153,-8.471e-05,-6.682e-05,55.6,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
rsi_14h,24h,25,-0.021355,-0.052441,0.005482,-0.00614023,-0.027309,-0.043034,-0.011954,-0.00424951,0.16,0.4,-0.027309,-0.027433,0.000124,-0.00424951,-0.00209355,-0.00215596,57.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
rsi_14h,4h,25,-0.031551,-0.046844,-0.016463,-0.00079313,-0.032715,-0.040361,-0.024769,-0.00072697,0.0,0.28,-0.032715,-0.032859,0.000144,-0.00072697,-0.00042459,-0.00030239,55.6,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
rsi_14h,72h,25,-0.017943,-0.044315,0.021135,-0.01139139,-0.010719,-0.03251,0.004427,-0.00982374,0.2,0.32,-0.010719,-0.015871,0.005152,-0.00982374,-0.00576644,-0.0040573,62.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
rsi_28h,1h,25,-0.019738,-0.036363,-0.015317,-0.0001874,-0.02071,-0.031014,-0.02071,-0.0001668,0.0,0.36,-0.02071,-0.024945,0.004235,-0.0001668,-8.681e-05,-7.999e-05,57.2,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
rsi_28h,24h,25,-0.022705,-0.059123,0.003042,-0.00576179,-0.025269,-0.053038,-0.010627,-0.00465421,0.16,0.32,-0.025269,-0.031087,0.005818,-0.00465421,-0.00219524,-0.00245897,56.2,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
rsi_28h,4h,25,-0.026396,-0.047051,-0.017369,-0.00097978,-0.027774,-0.042169,-0.023415,-0.00076694,0.0,0.32,-0.027774,-0.032183,0.004409,-0.00076694,-0.00038833,-0.00037862,56.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
rsi_28h,72h,25,-0.029238,-0.054802,0.032365,-0.0105847,-0.013168,-0.038456,0.010381,-0.01140899,0.2,0.4,-0.013168,-0.018551,0.005384,-0.01140899,-0.0065616,-0.00484739,59.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
rsi_7h,1h,25,-0.032499,-0.041549,-0.017492,-1.012e-05,-0.030531,-0.036689,-0.023993,-7.61e-05,0.0,0.36,-0.030531,-0.030373,-0.000158,-7.61e-05,-4.213e-05,-3.397e-05,57.1,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
rsi_7h,24h,25,-0.021823,-0.046796,0.004622,-0.00563441,-0.027366,-0.039211,-0.010134,-0.00350913,0.16,0.32,-0.027366,-0.021716,-0.00565,-0.00350913,-0.0020535,-0.00145563,58.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
rsi_7h,4h,25,-0.037495,-0.043174,-0.015082,-0.00032795,-0.035581,-0.039582,-0.023123,-0.00046591,0.0,0.32,-0.035581,-0.032466,-0.003115,-0.00046591,-0.00033811,-0.0001278,54.8,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
rsi_7h,72h,25,-0.010431,-0.031316,0.016052,-0.01186298,-0.009053,-0.024251,0.003005,-0.00856384,0.2,0.28,-0.009053,-0.011543,0.00249,-0.00856384,-0.00491133,-0.0036525,61.6,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
taker_buy_delta_5h,1h,24,0.004595,-0.017345,0.004595,-4.621e-05,-0.001052,-0.012894,-0.001052,-2.376e-05,0.125,0.5,-0.001052,-0.006856,0.005805,-2.376e-05,-3.894e-05,1.518e-05,63.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_delta_5h,24h,24,0.007174,-0.003318,0.007174,0.01032568,0.00351,-0.002257,0.00351,0.00530249,0.4167,0.5417,0.00351,0.000203,0.003308,0.00530249,0.00138874,0.00391375,73.3,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
taker_buy_delta_5h,4h,24,-0.008523,-0.013158,0.000919,-0.00236172,-0.006191,-0.008191,-0.002224,-0.00114892,0.25,0.5,-0.006191,-0.005515,-0.000676,-0.00114892,-0.00026171,-0.00088721,67.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_delta_5h,72h,24,0.030598,-0.001868,0.030598,0.02291536,0.01581,-0.001387,0.01581,0.01187008,0.375,0.6667,0.01581,0.003494,0.012315,0.01187008,0.00320117,0.00866891,74.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_ratio_20h,1h,24,-0.053288,-0.053288,0.000925,-0.00065799,-0.026181,-0.026181,-0.001021,-0.00026177,0.1667,0.6667,-0.026181,-0.01095,-0.015231,-0.00026177,-2.401e-05,-0.00023776,55.7,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_ratio_20h,24h,24,-0.003112,-0.017931,0.015808,0.01649929,0.002154,-0.010806,0.007571,0.00925269,0.375,0.7917,0.002154,-0.002052,0.004206,0.00925269,0.00349467,0.00575802,77.1,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_ratio_20h,4h,24,-0.035185,-0.035185,0.003535,-0.00036496,-0.015825,-0.015825,0.001883,9.336e-05,0.3333,0.625,-0.015825,-0.007939,-0.007886,9.336e-05,0.00024281,-0.00014945,68.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_ratio_20h,72h,24,0.033969,-0.019654,0.033969,0.03441722,0.023279,-0.014204,0.023279,0.0197332,0.5417,0.6667,0.023279,0.008364,0.014915,0.0197332,0.00759719,0.01213601,79.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_zscore_20h,1h,24,-0.04033,-0.04033,-0.004538,-0.00104083,-0.025883,-0.025883,-0.006446,-0.00053205,0.0417,0.4583,-0.025883,-0.015214,-0.010669,-0.00053205,-0.00015883,-0.00037322,55.1,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_zscore_20h,24h,24,0.009684,-0.006197,0.009684,-0.00394699,0.004516,-0.004001,0.004516,-0.00186692,0.2917,0.5,0.004516,-7.9e-05,0.004595,-0.00186692,-0.00043453,-0.00143239,68.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_zscore_20h,4h,24,-0.033852,-0.033852,-0.001112,-0.00401839,-0.019222,-0.019222,-0.003941,-0.00199783,0.125,0.5,-0.019222,-0.010794,-0.008428,-0.00199783,-0.00050633,-0.0014915,59.5,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
taker_buy_zscore_20h,72h,24,0.036218,-0.00329,0.036218,4.448e-05,0.019609,-0.001987,0.019609,0.00049225,0.375,0.6667,0.019609,0.004468,0.01514,0.00049225,0.0003764,0.00011585,74.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
tech_atr,1h,25,0.000179,-0.003569,0.013465,0.00011479,0.001069,-0.000974,0.009559,1.09e-05,0.72,0.48,0.001069,0.004315,-0.003245,1.09e-05,8.77e-06,2.13e-06,79.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
tech_atr,24h,25,0.001635,-0.005641,0.037678,0.00190335,0.002307,-0.001902,0.02779,0.00026662,0.76,0.52,0.002307,0.015297,-0.01299,0.00026662,0.00032354,-5.692e-05,76.7,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
tech_atr,4h,25,0.000823,-0.005096,0.015115,0.00035757,0.000659,-0.002407,0.010831,1.712e-05,0.76,0.52,0.000659,0.005624,-0.004966,1.712e-05,3.668e-05,-1.956e-05,80.7,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
tech_atr,72h,25,-0.010824,-0.013908,0.064976,0.00578245,-0.004211,-0.007988,0.044209,0.00157807,0.68,0.52,-0.004211,0.021743,-0.025954,0.00157807,0.00159195,-1.388e-05,67.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
tech_macd,1h,25,-0.010453,-0.016424,-0.001711,1.229e-05,-0.012923,-0.014098,-0.006392,2.28e-05,0.08,0.6,-0.012923,-0.010503,-0.002421,2.28e-05,2.89e-05,-6.1e-06,63.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
tech_macd,24h,25,0.004204,-0.026074,0.01929,0.00624273,-0.008313,-0.022558,0.00389,0.00297722,0.24,0.64,-0.008313,-0.008245,-6.8e-05,0.00297722,0.00149943,0.00147779,70.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
tech_macd,4h,25,-0.012838,-0.027737,0.001065,0.00029415,-0.017435,-0.021417,-0.005547,0.0001773,0.04,0.52,-0.017435,-0.01389,-0.003545,0.0001773,0.00012041,5.689e-05,59.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
tech_macd,72h,25,0.010184,-0.019176,0.010184,0.01222825,-0.001335,-0.012639,-0.001335,0.00646454,0.24,0.6,-0.001335,-0.005163,0.003828,0.00646454,0.00239408,0.00407046,69.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
trend_efficiency_24h,1h,25,-0.007609,-0.008513,0.006941,0.00025312,-0.004281,-0.005349,0.001114,0.00011634,0.36,0.56,-0.004281,-0.002224,-0.002057,0.00011634,2.167e-05,9.467e-05,71.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
trend_efficiency_24h,24h,25,-0.007646,-0.01939,0.016715,0.00443167,-0.006073,-0.013515,0.011929,0.00241288,0.4,0.68,-0.006073,-0.002587,-0.003486,0.00241288,0.00107113,0.00134174,73.9,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
trend_efficiency_24h,4h,25,-0.008587,-0.012009,0.009969,0.00114761,-0.00684,-0.008915,0.004852,0.00062637,0.4,0.6,-0.00684,-0.001259,-0.005581,0.00062637,0.00021261,0.00041376,71.2,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
trend_efficiency_24h,72h,25,-0.00348,-0.026759,0.013377,0.00981326,-0.003342,-0.019517,0.009407,0.00603297,0.36,0.6,-0.003342,-0.003608,0.000266,0.00603297,0.00249764,0.00353532,72.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_40h,1h,25,-0.029428,-0.051787,-0.027258,-0.00039198,-0.029212,-0.046509,-0.029212,-0.00018675,0.0,0.52,-0.029212,-0.038029,0.008817,-0.00018675,-6.538e-05,-0.00012136,55.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_40h,24h,25,-0.059028,-0.12412,-0.059028,-0.00840457,-0.071649,-0.11158,-0.071649,-0.00466253,0.0,0.36,-0.071649,-0.090072,0.018422,-0.00466253,-0.00174515,-0.00291737,47.2,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
vol_40h,4h,25,-0.043729,-0.074559,-0.043729,-0.00143081,-0.046346,-0.067018,-0.046346,-0.00073385,0.0,0.52,-0.046346,-0.056355,0.010009,-0.00073385,-0.00024596,-0.00048789,55.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_40h,72h,25,-0.073224,-0.15573,-0.059665,-0.02473064,-0.086128,-0.128765,-0.086128,-0.01430387,0.04,0.4,-0.086128,-0.102043,0.015914,-0.01430387,-0.00547531,-0.00882857,49.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_5h,1h,25,-0.024751,-0.048351,-0.022581,-0.00026044,-0.02575,-0.041915,-0.02575,-0.00010978,0.0,0.48,-0.02575,-0.033351,0.007601,-0.00010978,-2.632e-05,-8.346e-05,59.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_5h,24h,25,-0.055355,-0.10184,-0.053815,-0.00646947,-0.058559,-0.090636,-0.058488,-0.00339153,0.0,0.4,-0.058559,-0.071987,0.013428,-0.00339153,-0.00151043,-0.00188109,48.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_5h,4h,25,-0.04026,-0.065836,-0.036491,-0.00094285,-0.039712,-0.057262,-0.039712,-0.00056357,0.0,0.4,-0.039712,-0.046466,0.006755,-0.00056357,-0.00027491,-0.00028866,53.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_5h,72h,25,-0.06959,-0.121273,-0.041551,-0.01557237,-0.071776,-0.098663,-0.065858,-0.00913422,0.04,0.4,-0.071776,-0.079967,0.008191,-0.00913422,-0.00471511,-0.00441911,49.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_of_vol_20h,1h,25,-0.022158,-0.042574,-0.0204,-0.00038382,-0.021703,-0.036069,-0.021703,-0.00019725,0.0,0.4,-0.021703,-0.029765,0.008062,-0.00019725,-5.068e-05,-0.00014657,58.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_of_vol_20h,24h,25,-0.048947,-0.093747,-0.048947,-0.00814785,-0.060335,-0.083989,-0.060335,-0.00405121,0.0,0.48,-0.060335,-0.071208,0.010873,-0.00405121,-0.00153731,-0.0025139,54.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_of_vol_20h,4h,25,-0.034977,-0.06177,-0.033232,-0.00150322,-0.036167,-0.054046,-0.036167,-0.00082618,0.0,0.44,-0.036167,-0.045149,0.008983,-0.00082618,-0.00019579,-0.00063039,53.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_of_vol_20h,72h,25,-0.0502,-0.11425,-0.048015,-0.024422,-0.067155,-0.091383,-0.067155,-0.01323793,0.04,0.44,-0.067155,-0.07822,0.011064,-0.01323793,-0.00549532,-0.00774261,50.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ratio_20_80,1h,25,0.001559,-0.01818,0.001559,0.00024618,-0.000106,-0.014635,-0.000106,0.00017959,0.08,0.6,-0.000106,-0.007258,0.007153,0.00017959,4.64e-06,0.00017495,64.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ratio_20_80,24h,25,-0.00568,-0.026966,-0.002709,0.00129058,-0.007236,-0.020035,-0.003297,0.00076012,0.36,0.44,-0.007236,-0.012328,0.005093,0.00076012,-0.00018114,0.00094126,69.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ratio_20_80,4h,25,-0.002294,-0.024439,-0.001199,0.0008524,-0.001746,-0.019656,-0.001746,0.00070286,0.08,0.52,-0.001746,-0.011015,0.009269,0.00070286,4.614e-05,0.00065672,62.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ratio_20_80,72h,25,-0.016335,-0.02295,0.006487,-0.00147419,-0.009605,-0.01856,0.001138,-0.0002561,0.2,0.4,-0.009605,-0.01108,0.001475,-0.0002561,-0.00041023,0.00015413,64.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ratio_5_20,1h,25,-0.003112,-0.013975,-0.001089,0.00010678,-0.005581,-0.010143,-0.003199,1.674e-05,0.2,0.36,-0.005581,-0.006055,0.000474,1.674e-05,-1.171e-05,2.845e-05,63.2,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
vol_ratio_5_20,24h,25,-0.000456,-0.012385,0.005809,0.00131645,0.001981,-0.010157,0.001981,0.00115274,0.24,0.56,0.001981,-0.003948,0.005929,0.00115274,-9.669e-05,0.00124944,68.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ratio_5_20,4h,25,-0.006529,-0.010911,-0.000157,-2.543e-05,-0.005336,-0.006972,-0.001476,9.915e-05,0.28,0.52,-0.005336,-0.004636,-0.0007,9.915e-05,0.00011709,-1.794e-05,68.5,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ratio_5_20,72h,25,-0.001046,-0.007074,0.005213,-0.00173422,0.001073,-0.003508,0.003914,-0.00037028,0.56,0.44,0.001073,-0.000786,0.001859,-0.00037028,0.00034091,-0.0007112,75.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ret_corr_20h,1h,25,-0.014539,-0.027685,-0.014242,0.00018351,-0.016707,-0.02652,-0.016707,0.0001183,0.0,0.56,-0.016707,-0.020737,0.00403,0.0001183,5.46e-05,6.369e-05,61.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ret_corr_20h,24h,25,-0.022959,-0.055147,-0.022959,0.00467831,-0.028049,-0.046248,-0.028049,0.00279204,0.08,0.56,-0.028049,-0.036291,0.008243,0.00279204,0.00132053,0.00147151,58.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ret_corr_20h,4h,25,-0.02383,-0.040568,-0.023551,0.00052393,-0.025404,-0.035445,-0.025404,0.00037649,0.0,0.6,-0.025404,-0.029826,0.004422,0.00037649,0.00020091,0.00017558,62.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_ret_corr_20h,72h,25,-0.028542,-0.053184,-0.021297,0.00467327,-0.024919,-0.043456,-0.024919,0.00415945,0.0,0.64,-0.024919,-0.033761,0.008841,0.00415945,0.00212112,0.00203833,57.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_zscore_20h,1h,25,-0.00689,-0.013607,0.001103,0.00012457,-0.004155,-0.011885,-0.004155,0.0001777,0.16,0.68,-0.004155,-0.006426,0.002272,0.0001777,7.024e-05,0.00010746,68.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_zscore_20h,24h,25,-0.000985,-0.010453,0.009537,0.002062,-0.001792,-0.005384,0.004566,0.00145374,0.4,0.6,-0.001792,-0.001151,-0.000641,0.00145374,0.00040957,0.00104417,73.7,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
vol_zscore_20h,4h,25,-0.007556,-0.012644,-0.002757,0.00023896,-0.006542,-0.009985,-0.005402,0.00042972,0.08,0.56,-0.006542,-0.007048,0.000506,0.00042972,0.00015482,0.0002749,63.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_zscore_20h,72h,25,0.000496,-0.005952,0.005488,0.00282388,0.000242,-0.003059,0.003682,0.00172344,0.56,0.6,0.000242,0.000641,-0.000399,0.00172344,0.00100352,0.00071993,78.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_zscore_48h,1h,25,-0.005335,-0.013848,-0.000916,0.00019648,-0.003352,-0.013383,-0.003352,0.00020371,0.16,0.72,-0.003352,-0.006879,0.003527,0.00020371,7.398e-05,0.00012973,69.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_zscore_48h,24h,25,-0.002536,-0.021048,0.005647,0.00343294,-0.003154,-0.013688,0.00042,0.00225272,0.36,0.6,-0.003154,-0.004681,0.001527,0.00225272,0.00049999,0.00175272,72.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_zscore_48h,4h,25,-0.006229,-0.016948,-0.003887,0.00067332,-0.007128,-0.012488,-0.005163,0.00062639,0.12,0.72,-0.007128,-0.008545,0.001417,0.00062639,0.00017833,0.00044807,68.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vol_zscore_48h,72h,25,-0.001796,-0.01593,0.007116,0.00575575,0.000498,-0.007624,0.004031,0.0038465,0.52,0.64,0.000498,-0.001225,0.001723,0.0038465,0.00161731,0.00222918,78.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
volatility_20h,1h,25,-0.028387,-0.054111,-0.02604,-0.00038631,-0.028443,-0.048221,-0.028443,-0.00019835,0.0,0.44,-0.028443,-0.038258,0.009815,-0.00019835,-6.69e-05,-0.00013145,53.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
volatility_20h,24h,25,-0.063796,-0.122495,-0.063796,-0.00811232,-0.072959,-0.108001,-0.072959,-0.00426162,0.0,0.4,-0.072959,-0.087709,0.01475,-0.00426162,-0.00184815,-0.00241346,48.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
volatility_20h,4h,25,-0.044255,-0.079812,-0.044255,-0.00140214,-0.045806,-0.069954,-0.045806,-0.00076323,0.0,0.44,-0.045806,-0.056415,0.010609,-0.00076323,-0.00027105,-0.00049219,53.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
volatility_20h,72h,25,-0.075731,-0.149573,-0.057309,-0.02422143,-0.084936,-0.12327,-0.083172,-0.01383294,0.04,0.4,-0.084936,-0.09879,0.013854,-0.01383294,-0.00577378,-0.00805916,49.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vwap_dev_20h,1h,25,-0.026767,-0.040298,-0.01186,0.00010667,-0.025404,-0.033625,-0.019189,0.00016659,0.0,0.64,-0.025404,-0.026349,0.000945,0.00016659,5.851e-05,0.00010808,62.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vwap_dev_20h,24h,25,-0.015168,-0.043878,0.006147,0.00660595,-0.023086,-0.034997,-0.007346,0.00386046,0.24,0.76,-0.023086,-0.016281,-0.006805,0.00386046,0.00166558,0.00219487,69.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vwap_dev_20h,4h,25,-0.029265,-0.0394,-0.012653,0.00072263,-0.027744,-0.032812,-0.019813,0.0008188,0.0,0.68,-0.027744,-0.026891,-0.000853,0.0008188,0.00039661,0.00042219,63.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
vwap_dev_20h,72h,25,0.001359,-0.028596,0.027296,0.01136306,0.000775,-0.018649,0.004972,0.00804487,0.44,0.64,0.000775,-0.003452,0.004227,0.00804487,0.00444336,0.00360152,76.0,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
williams_r_14h,1h,25,0.0289,0.009798,0.029941,-3.645e-05,0.025999,0.01628,0.027944,5.102e-05,0.92,0.52,0.025999,0.023059,0.002939,5.102e-05,3.42e-06,4.76e-05,88.0,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
williams_r_14h,24h,25,0.010098,-0.014681,0.032698,0.00463571,0.01485,-0.002407,0.023428,0.00314871,0.6,0.64,0.01485,0.006106,0.008745,0.00314871,0.00155026,0.00159846,80.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
williams_r_14h,4h,25,0.029789,0.004968,0.030468,5.898e-05,0.025794,0.011532,0.027272,0.0003646,0.88,0.6,0.025794,0.020721,0.005073,0.0003646,0.00019686,0.00016774,88.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
