factor_id,horizon,month,long_short_return,long_leg_return,short_leg_return,n_long,n_short,positive_ls
realized_kurt_20h,4h,2024-07,-0.00066564,-0.00075654,-9.09e-05,744,744,False
realized_kurt_20h,4h,2024-08,-0.00063065,-0.00100811,-0.00037746,744,744,False
realized_kurt_20h,4h,2024-09,-0.00053495,0.00103773,0.00157268,720,720,False
realized_kurt_20h,4h,2024-10,0.00042362,5.579e-05,-0.00036783,744,744,True
realized_kurt_20h,4h,2024-11,1.73e-06,0.00297175,0.00297002,720,720,True
realized_kurt_20h,4h,2024-12,0.00055568,-0.00012792,-0.0006836,744,744,True
realized_kurt_20h,4h,2025-01,-0.00036633,-0.00116117,-0.00079483,744,744,False
realized_kurt_20h,4h,2025-02,-0.00070932,-0.00177214,-0.00106282,672,672,False
realized_kurt_20h,4h,2025-03,-0.00059739,-0.00146584,-0.00086845,744,744,False
realized_kurt_20h,4h,2025-04,-0.00043478,0.00066979,0.00110457,720,720,False
realized_kurt_20h,4h,2025-05,-0.00037153,-5.651e-05,0.00031502,744,744,False
realized_kurt_20h,4h,2025-06,-0.00039676,-0.00084222,-0.00044546,720,720,False
realized_kurt_20h,4h,2025-07,0.00091757,0.0013776,0.00046003,744,744,True
realized_kurt_20h,4h,2025-08,-0.00018402,0.00030219,0.00048621,744,744,False
realized_kurt_20h,4h,2025-09,0.00075124,0.00103946,0.00028822,720,720,True
realized_kurt_20h,4h,2025-10,9.033e-05,-4.851e-05,-0.00013885,744,744,True
realized_kurt_20h,4h,2025-11,8.942e-05,-0.00090553,-0.00099495,720,720,True
realized_kurt_20h,4h,2025-12,-6.843e-05,-2.214e-05,4.629e-05,744,744,False
realized_kurt_20h,4h,2026-01,0.00024828,-0.00041042,-0.00065871,744,744,True
realized_kurt_20h,4h,2026-02,0.00067173,-0.00013517,-0.0008069,672,672,True
realized_kurt_20h,4h,2026-03,-0.00017688,-0.00011497,6.191e-05,744,744,False
realized_kurt_20h,4h,2026-04,-0.000359,0.00111525,0.00147425,720,720,False
realized_kurt_20h,4h,2026-05,0.00019516,0.00065475,0.00045958,744,744,True
realized_kurt_20h,4h,2026-06,0.00070798,-0.00142972,-0.0021377,285,285,True
realized_kurt_20h,72h,2024-06,0.00370559,-0.02759111,-0.0312967,699,699,True
realized_kurt_20h,72h,2024-07,0.00018863,-0.00659217,-0.0067808,744,744,True
realized_kurt_20h,72h,2024-08,0.00265,-0.00721467,-0.00986467,744,744,True
realized_kurt_20h,72h,2024-09,-0.00249453,0.01445045,0.01694498,720,720,False
realized_kurt_20h,72h,2024-10,0.00022022,0.0009943,0.00077408,744,744,True
realized_kurt_20h,72h,2024-11,-0.01215914,0.05593965,0.06809879,720,720,False
realized_kurt_20h,72h,2024-12,-0.00193686,-0.00705035,-0.00511349,744,744,False
realized_kurt_20h,72h,2025-01,0.00410969,-0.03363328,-0.03774297,744,744,True
realized_kurt_20h,72h,2025-02,0.00056472,-0.014976,-0.01554072,672,672,True
realized_kurt_20h,72h,2025-03,-0.00358845,-0.02558408,-0.02199564,744,744,False
realized_kurt_20h,72h,2025-04,-0.00630816,0.01918132,0.02548948,720,720,False
realized_kurt_20h,72h,2025-05,-0.00804,0.00136209,0.00940209,744,744,False
realized_kurt_20h,72h,2025-06,-0.00119867,-0.01149477,-0.01029611,720,720,False
realized_kurt_20h,72h,2025-07,0.00477588,0.01726131,0.01248543,744,744,True
realized_kurt_20h,72h,2025-08,-0.01060517,0.01000881,0.02061398,744,744,False
realized_kurt_20h,72h,2025-09,0.00413098,0.01842966,0.01429869,720,720,True
realized_kurt_20h,72h,2025-10,-0.00627927,-0.01055814,-0.00427887,744,744,False
realized_kurt_20h,72h,2025-11,0.00019314,-0.01567066,-0.0158638,720,720,True
realized_kurt_20h,72h,2025-12,-0.01679875,-0.00167264,0.01512611,744,744,False
realized_kurt_20h,72h,2026-01,0.00409175,-0.01046087,-0.01455262,744,744,True
realized_kurt_20h,72h,2026-02,0.00274491,-0.00370796,-0.00645286,672,672,True
realized_kurt_20h,72h,2026-03,0.00288176,0.00240487,-0.00047689,744,744,True
realized_kurt_20h,72h,2026-04,0.00639368,0.03022287,0.02382919,720,720,True
realized_kurt_20h,72h,2026-05,-0.00221383,0.00086622,0.00308005,744,744,False
realized_kurt_20h,72h,2026-06,0.00876237,-0.02790798,-0.03667036,217,217,True
realized_skew_20h,1h,2024-06,0.00012755,-0.00024787,-0.00037541,699,699,True
realized_skew_20h,1h,2024-07,5.31e-06,1.375e-05,8.43e-06,744,744,True
realized_skew_20h,1h,2024-08,-2.878e-05,-0.00021648,-0.0001877,744,744,False
realized_skew_20h,1h,2024-09,0.00019352,0.00037185,0.00017833,720,720,True
realized_skew_20h,1h,2024-10,2.202e-05,6.8e-07,-2.134e-05,744,744,True
realized_skew_20h,1h,2024-11,-8.572e-05,0.00069692,0.00078264,720,720,False
realized_skew_20h,1h,2024-12,2.721e-05,-0.00011252,-0.00013973,744,744,True
realized_skew_20h,1h,2025-01,-0.00010197,-0.00028995,-0.00018798,744,744,False
realized_skew_20h,1h,2025-02,2.72e-06,-0.00039788,-0.0004006,672,672,True
realized_skew_20h,1h,2025-03,4.161e-05,-0.0003094,-0.00035101,744,744,True
realized_skew_20h,1h,2025-04,-1.019e-05,0.00015312,0.00016331,720,720,False
realized_skew_20h,1h,2025-05,2.436e-05,1.509e-05,-9.26e-06,744,744,True
realized_skew_20h,1h,2025-06,0.00012589,-9.194e-05,-0.00021782,720,720,True
realized_skew_20h,1h,2025-07,0.00015291,0.00031386,0.00016095,744,744,True
realized_skew_20h,1h,2025-08,-1.253e-05,0.00012215,0.00013468,744,744,False
realized_skew_20h,1h,2025-09,0.00045174,0.00042247,-2.927e-05,720,720,True
realized_skew_20h,1h,2025-10,2.768e-05,-2.534e-05,-5.302e-05,744,744,True
realized_skew_20h,1h,2025-11,0.00015052,-7.086e-05,-0.00022137,720,720,True
realized_skew_20h,1h,2025-12,-1.053e-05,-4.578e-05,-3.525e-05,744,744,False
realized_skew_20h,1h,2026-01,-0.00013301,-0.00017586,-4.285e-05,744,744,False
realized_skew_20h,1h,2026-02,7.106e-05,-1.311e-05,-8.417e-05,672,672,True
realized_skew_20h,1h,2026-03,0.00035542,0.00021314,-0.00014228,744,744,True
realized_skew_20h,1h,2026-04,0.00020961,0.00043952,0.00022991,720,720,True
realized_skew_20h,1h,2026-05,-1.309e-05,0.0001185,0.00013159,744,744,False
realized_skew_20h,1h,2026-06,0.0003482,-0.00012645,-0.00047466,288,288,True
realized_skew_20h,24h,2024-06,-0.00010673,-0.00931528,-0.00920855,699,699,False
realized_skew_20h,24h,2024-07,-0.00140419,-0.00294804,-0.00154385,744,744,False
realized_skew_20h,24h,2024-08,-0.00153083,-0.00490963,-0.00337879,744,744,False
realized_skew_20h,24h,2024-09,0.00012789,0.00663632,0.00650843,720,720,True
realized_skew_20h,24h,2024-10,0.00062396,-0.00059414,-0.0012181,744,744,True
realized_skew_20h,24h,2024-11,-0.00058762,0.01848801,0.01907563,720,720,False
realized_skew_20h,24h,2024-12,-0.00033782,-0.00246995,-0.00213214,744,744,False
realized_skew_20h,24h,2025-01,-0.00015573,-0.00720358,-0.00704785,744,744,False
realized_skew_20h,24h,2025-02,0.00100485,-0.00729795,-0.00830279,672,672,True
realized_skew_20h,24h,2025-03,-0.00139964,-0.00614369,-0.00474405,744,744,False
realized_skew_20h,24h,2025-04,0.00490763,0.00777411,0.00286648,720,720,True
realized_skew_20h,24h,2025-05,-0.0007806,-0.00090048,-0.00011987,744,744,False
realized_skew_20h,24h,2025-06,-0.0012082,-0.00455113,-0.00334293,720,720,False
realized_skew_20h,24h,2025-07,-0.00017465,0.0076098,0.00778445,744,744,False
realized_skew_20h,24h,2025-08,-0.00235628,0.00263653,0.00499281,744,744,False
realized_skew_20h,24h,2025-09,0.00621757,0.00709711,0.00087954,720,720,True
realized_skew_20h,24h,2025-10,-0.00528597,-0.00181658,0.00346938,744,744,False
realized_skew_20h,24h,2025-11,0.00242876,-0.00478566,-0.00721442,720,720,True
realized_skew_20h,24h,2025-12,-0.0044585,-0.00018827,0.00427024,744,744,False
realized_skew_20h,24h,2026-01,0.00022152,-0.00272289,-0.00294441,744,744,True
realized_skew_20h,24h,2026-02,-0.00025684,-0.00233206,-0.00207522,672,672,False
realized_skew_20h,24h,2026-03,0.0035449,0.00325238,-0.00029252,744,744,True
realized_skew_20h,24h,2026-04,0.00091569,0.00938723,0.00847154,720,720,True
realized_skew_20h,24h,2026-05,-0.0010731,0.00202544,0.00309854,744,744,False
realized_skew_20h,24h,2026-06,0.00714729,-0.00490045,-0.01204774,265,265,True
realized_skew_20h,4h,2024-06,9.117e-05,-0.00120344,-0.00129461,699,699,True
realized_skew_20h,4h,2024-07,-0.00013066,-0.00012449,6.17e-06,744,744,False
realized_skew_20h,4h,2024-08,-0.00025159,-0.00099495,-0.00074335,744,744,False
realized_skew_20h,4h,2024-09,0.00066528,0.00146589,0.00080061,720,720,True
realized_skew_20h,4h,2024-10,0.00013898,-0.0001586,-0.00029758,744,744,True
realized_skew_20h,4h,2024-11,-0.00013598,0.00290629,0.00304227,720,720,False
realized_skew_20h,4h,2024-12,-0.00023637,-0.00044792,-0.00021155,744,744,False
realized_skew_20h,4h,2025-01,-0.00063934,-0.00131927,-0.00067993,744,744,False
realized_skew_20h,4h,2025-02,0.00032077,-0.00131424,-0.00163501,672,672,True
realized_skew_20h,4h,2025-03,-6.719e-05,-0.00120307,-0.00113588,744,744,False
realized_skew_20h,4h,2025-04,0.00072579,0.00117402,0.00044823,720,720,True
realized_skew_20h,4h,2025-05,0.00023239,7.234e-05,-0.00016006,744,744,True
realized_skew_20h,4h,2025-06,1.731e-05,-0.00067862,-0.00069593,720,720,True
realized_skew_20h,4h,2025-07,0.00028552,0.00119636,0.00091083,744,744,True
realized_skew_20h,4h,2025-08,-0.00041595,0.00034937,0.00076532,744,744,False
realized_skew_20h,4h,2025-09,0.00124573,0.00142382,0.00017808,720,720,True
realized_skew_20h,4h,2025-10,0.00061613,0.00023092,-0.00038521,744,744,True
realized_skew_20h,4h,2025-11,9.865e-05,-0.00071702,-0.00081566,720,720,True
realized_skew_20h,4h,2025-12,-0.00087122,-0.00035453,0.00051669,744,744,False
realized_skew_20h,4h,2026-01,-0.00042664,-0.00063734,-0.0002107,744,744,False
realized_skew_20h,4h,2026-02,0.00057045,0.00012622,-0.00044423,672,672,True
realized_skew_20h,4h,2026-03,0.00151536,0.0008779,-0.00063746,744,744,True
realized_skew_20h,4h,2026-04,0.00051017,0.00157902,0.00106885,720,720,True
realized_skew_20h,4h,2026-05,-0.00044452,0.00036954,0.00081406,744,744,False
realized_skew_20h,4h,2026-06,0.00125328,-0.00064885,-0.00190214,285,285,True
realized_skew_20h,72h,2024-06,-0.00065389,-0.03050577,-0.02985188,699,699,False
realized_skew_20h,72h,2024-07,-0.00241524,-0.0082034,-0.00578815,744,744,False
realized_skew_20h,72h,2024-08,-0.00606291,-0.01119089,-0.00512798,744,744,False
realized_skew_20h,72h,2024-09,0.00066746,0.01533119,0.01466373,720,720,True
realized_skew_20h,72h,2024-10,-0.00168376,-0.00037389,0.00130987,744,744,False
realized_skew_20h,72h,2024-11,0.00425886,0.06171998,0.05746112,720,720,True
realized_skew_20h,72h,2024-12,0.00810823,-0.00129761,-0.00940585,744,744,True
realized_skew_20h,72h,2025-01,-0.00274769,-0.03635911,-0.03361143,744,744,False
realized_skew_20h,72h,2025-02,-0.00179356,-0.0124316,-0.01063804,672,672,False
realized_skew_20h,72h,2025-03,-0.00410145,-0.02674085,-0.0226394,744,744,False
realized_skew_20h,72h,2025-04,0.01037795,0.02655926,0.01618131,720,720,True
realized_skew_20h,72h,2025-05,-0.000364,0.00472335,0.00508735,744,744,False
realized_skew_20h,72h,2025-06,-0.00324676,-0.01224618,-0.00899941,720,720,False
realized_skew_20h,72h,2025-07,-0.00013539,0.01706259,0.01719798,744,744,False
realized_skew_20h,72h,2025-08,-0.0119767,0.0090585,0.0210352,744,744,False
realized_skew_20h,72h,2025-09,0.01647363,0.02605971,0.00958608,720,720,True
realized_skew_20h,72h,2025-10,-0.0156809,-0.0140818,0.0015991,744,744,False
realized_skew_20h,72h,2025-11,0.00040868,-0.01342459,-0.01383327,720,720,True
realized_skew_20h,72h,2025-12,-0.00642297,0.00110017,0.00752314,744,744,False
realized_skew_20h,72h,2026-01,0.00932197,-0.00771149,-0.01703346,744,744,True
realized_skew_20h,72h,2026-02,-0.00718533,-0.00818403,-0.0009987,672,672,False
realized_skew_20h,72h,2026-03,0.00468943,0.00324312,-0.00144631,744,744,True
realized_skew_20h,72h,2026-04,0.01393956,0.03519009,0.02125053,720,720,True
realized_skew_20h,72h,2026-05,-0.00106236,0.00038045,0.00144282,744,744,False
realized_skew_20h,72h,2026-06,-0.01343801,-0.03902642,-0.02558842,217,217,False
rev_10h,1h,2024-06,-0.00032111,-0.00049596,-0.00017484,709,709,False
rev_10h,1h,2024-07,0.00015003,-2.855e-05,-0.00017858,744,744,True
rev_10h,1h,2024-08,0.00028326,-8.04e-05,-0.00036365,744,744,True
rev_10h,1h,2024-09,-2.797e-05,0.00027203,0.00030001,720,720,False
rev_10h,1h,2024-10,0.00018116,0.0001216,-5.956e-05,744,744,True
rev_10h,1h,2024-11,5.131e-05,0.00084557,0.00079426,720,720,True
rev_10h,1h,2024-12,0.00014085,-3.484e-05,-0.00017569,744,744,True
rev_10h,1h,2025-01,-0.00014768,-0.00041136,-0.00026368,744,744,False
rev_10h,1h,2025-02,-6.876e-05,-0.00046504,-0.00039627,672,672,False
rev_10h,1h,2025-03,6.148e-05,-0.0002805,-0.00034199,744,744,True
rev_10h,1h,2025-04,0.0004013,0.00048242,8.112e-05,720,720,True
rev_10h,1h,2025-05,-0.00029196,-6.248e-05,0.00022948,744,744,False
rev_10h,1h,2025-06,0.0002491,-6.092e-05,-0.00031002,720,720,True
rev_10h,1h,2025-07,-0.00014247,0.00024582,0.00038829,744,744,False
rev_10h,1h,2025-08,-0.00012073,0.00016413,0.00028486,744,744,False
rev_10h,1h,2025-09,-0.00051658,-1.475e-05,0.00050183,720,720,False
rev_10h,1h,2025-10,-0.00020838,-1.798e-05,0.00019041,744,744,False
rev_10h,1h,2025-11,-7.792e-05,-0.00012393,-4.601e-05,720,720,False
rev_10h,1h,2025-12,1.991e-05,-2.93e-06,-2.284e-05,744,744,True
rev_10h,1h,2026-01,-1.661e-05,-0.00010546,-8.884e-05,744,744,False
rev_10h,1h,2026-02,-8.941e-05,-0.00013634,-4.693e-05,672,672,False
rev_10h,1h,2026-03,6.842e-05,4.438e-05,-2.403e-05,744,744,True
rev_10h,1h,2026-04,-0.000133,0.00045746,0.00059046,720,720,False
rev_10h,1h,2026-05,8.682e-05,0.00019453,0.00010772,744,744,True
rev_10h,1h,2026-06,-0.00020686,-0.00029368,-8.681e-05,288,288,False
rev_10h,24h,2024-06,-0.00163705,-0.01008024,-0.00844319,709,709,False
rev_10h,24h,2024-07,-0.00188198,-0.0031998,-0.00131782,744,744,False
rev_10h,24h,2024-08,-0.00011179,-0.00441197,-0.00430017,744,744,False
rev_10h,24h,2024-09,-0.00087026,0.00685429,0.00772455,720,720,False
rev_10h,24h,2024-10,0.00121502,-0.00075291,-0.00196793,744,744,True
rev_10h,24h,2024-11,-0.00048775,0.01931612,0.01980387,720,720,False
rev_10h,24h,2024-12,0.00159666,-0.00181752,-0.00341418,744,744,True
rev_10h,24h,2025-01,-0.00310461,-0.01079103,-0.00768642,744,744,False
rev_10h,24h,2025-02,-0.00157433,-0.00971638,-0.00814205,672,672,False
rev_10h,24h,2025-03,-0.00017267,-0.00725869,-0.00708602,744,744,False
rev_10h,24h,2025-04,-0.00233532,0.0057044,0.00803972,720,720,False
rev_10h,24h,2025-05,9.09e-05,0.00103602,0.00094512,744,744,True
rev_10h,24h,2025-06,0.00050194,-0.00367079,-0.00417273,720,720,True
rev_10h,24h,2025-07,-0.00286577,0.00495499,0.00782077,744,744,False
rev_10h,24h,2025-08,-0.0066843,0.00114178,0.00782608,744,744,False
rev_10h,24h,2025-09,-0.0041679,0.00401761,0.00818552,720,720,False
rev_10h,24h,2025-10,0.00176019,0.00277521,0.00101502,744,744,True
rev_10h,24h,2025-11,-0.00060422,-0.0071548,-0.00655058,720,720,False
rev_10h,24h,2025-12,0.00349178,0.00383615,0.00034437,744,744,True
rev_10h,24h,2026-01,-0.00407375,-0.00442749,-0.00035374,744,744,False
rev_10h,24h,2026-02,0.00275624,-0.00032044,-0.00307668,672,672,True
rev_10h,24h,2026-03,-0.00105328,0.00029553,0.00134881,744,744,False
rev_10h,24h,2026-04,-0.00079318,0.01147479,0.01226797,720,720,False
rev_10h,24h,2026-05,-0.00156356,0.00210954,0.0036731,744,744,False
rev_10h,24h,2026-06,-0.0140389,-0.01179928,0.00223962,265,265,False
rev_10h,4h,2024-06,-0.00079739,-0.0015901,-0.00079271,709,709,False
rev_10h,4h,2024-07,0.00067737,0.00024401,-0.00043336,744,744,True
rev_10h,4h,2024-08,0.00027949,-0.00078918,-0.00106868,744,744,True
rev_10h,4h,2024-09,-0.00057285,0.00093473,0.00150757,720,720,False
rev_10h,4h,2024-10,0.00033614,-3.515e-05,-0.00037129,744,744,True
rev_10h,4h,2024-11,0.00021868,0.00334679,0.00312811,720,720,True
rev_10h,4h,2024-12,-0.00047874,-0.000513,-3.426e-05,744,744,False
rev_10h,4h,2025-01,-0.00036576,-0.00140835,-0.00104258,744,744,False
rev_10h,4h,2025-02,-0.00126566,-0.00240272,-0.00113705,672,672,False
rev_10h,4h,2025-03,4.979e-05,-0.00125654,-0.00130632,744,744,True
rev_10h,4h,2025-04,0.00022987,0.00119457,0.0009647,720,720,True
rev_10h,4h,2025-05,-0.00129529,-0.00044411,0.00085119,744,744,False
rev_10h,4h,2025-06,0.00134515,0.00015184,-0.00119332,720,720,True
rev_10h,4h,2025-07,-0.00078516,0.00064639,0.00143156,744,744,False
rev_10h,4h,2025-08,-0.00094927,0.00034945,0.00129872,744,744,False
rev_10h,4h,2025-09,-0.00126063,0.00027681,0.00153744,720,720,False
rev_10h,4h,2025-10,-0.00080381,1.2e-05,0.00081581,744,744,False
rev_10h,4h,2025-11,0.00031591,-0.0007215,-0.00103742,720,720,True
rev_10h,4h,2025-12,0.0003692,0.00021804,-0.00015117,744,744,True
rev_10h,4h,2026-01,-0.00140074,-0.00099827,0.00040247,744,744,False
rev_10h,4h,2026-02,-0.00028052,-0.00031759,-3.706e-05,672,672,False
rev_10h,4h,2026-03,0.00020093,4.862e-05,-0.00015232,744,744,True
rev_10h,4h,2026-04,-0.00102272,0.00144621,0.00246893,720,720,False
rev_10h,4h,2026-05,-0.00011324,0.00046222,0.00057546,744,744,False
rev_10h,4h,2026-06,-0.00044508,-0.00100562,-0.00056054,285,285,False
rev_10h,72h,2024-06,-0.00756568,-0.03461495,-0.02704927,709,709,False
rev_10h,72h,2024-07,0.00390047,-0.00469796,-0.00859843,744,744,True
rev_10h,72h,2024-08,-0.00180514,-0.01053072,-0.00872559,744,744,False
rev_10h,72h,2024-09,0.00090638,0.01652303,0.01561666,720,720,True
rev_10h,72h,2024-10,0.00529927,0.00190525,-0.00339402,744,744,True
rev_10h,72h,2024-11,-0.00997223,0.0568903,0.06686253,720,720,False
rev_10h,72h,2024-12,0.00174425,-0.00564828,-0.00739253,744,744,True
rev_10h,72h,2025-01,-0.0064183,-0.04542927,-0.03901097,744,744,False
rev_10h,72h,2025-02,0.00316121,-0.00959889,-0.0127601,672,672,True
rev_10h,72h,2025-03,0.00404006,-0.02593211,-0.02997217,744,744,True
rev_10h,72h,2025-04,-0.00964578,0.01901846,0.02866423,720,720,False
rev_10h,72h,2025-05,-0.00511396,0.00412953,0.00924348,744,744,False
rev_10h,72h,2025-06,0.00590234,-0.00723094,-0.01313328,720,720,True
rev_10h,72h,2025-07,-0.00347736,0.01385226,0.01732962,744,744,False
rev_10h,72h,2025-08,-0.02361279,0.00679577,0.03040856,744,744,False
rev_10h,72h,2025-09,-0.01981446,0.01483819,0.03465265,720,720,False
rev_10h,72h,2025-10,-0.00557061,-0.00265324,0.00291737,744,744,False
rev_10h,72h,2025-11,0.00492859,-0.01282328,-0.01775187,720,720,True
rev_10h,72h,2025-12,0.00425903,0.00857615,0.00431713,744,744,True
rev_10h,72h,2026-01,-0.00981987,-0.01567524,-0.00585537,744,744,False
rev_10h,72h,2026-02,-0.00203128,-0.00483468,-0.00280341,672,672,False
rev_10h,72h,2026-03,0.00026952,0.0015706,0.00130109,744,744,True
rev_10h,72h,2026-04,-0.01068597,0.03249334,0.04317931,720,720,False
rev_10h,72h,2026-05,-0.00695554,0.00088555,0.00784109,744,744,False
rev_10h,72h,2026-06,-0.01042138,-0.03093477,-0.02051339,217,217,False
rev_1h,1h,2024-06,-5.267e-05,-0.00034519,-0.00029252,718,718,False
rev_1h,1h,2024-07,-0.00035658,-0.00025295,0.00010363,744,744,False
rev_1h,1h,2024-08,2.556e-05,-0.00013947,-0.00016502,744,744,True
rev_1h,1h,2024-09,0.00040472,0.0004758,7.107e-05,720,720,True
rev_1h,1h,2024-10,0.00033233,0.00024779,-8.455e-05,744,744,True
rev_1h,1h,2024-11,4.315e-05,0.0007456,0.00070245,720,720,True
rev_1h,1h,2024-12,0.00053171,0.00013783,-0.00039388,744,744,True
rev_1h,1h,2025-01,0.00024547,-0.00023847,-0.00048394,744,744,True
rev_1h,1h,2025-02,0.00035554,-0.00015122,-0.00050676,672,672,True
rev_1h,1h,2025-03,-1.163e-05,-0.00026797,-0.00025635,744,744,False
rev_1h,1h,2025-04,0.00065953,0.00066517,5.65e-06,720,720,True
rev_1h,1h,2025-05,0.00041589,0.00028897,-0.00012692,744,744,True
rev_1h,1h,2025-06,6.097e-05,-8.177e-05,-0.00014275,720,720,True
rev_1h,1h,2025-07,5.036e-05,0.00025805,0.00020769,744,744,True
rev_1h,1h,2025-08,0.00014108,0.00024984,0.00010876,744,744,True
rev_1h,1h,2025-09,3.07e-06,0.00020069,0.00019761,720,720,True
rev_1h,1h,2025-10,-5.82e-06,9.622e-05,0.00010203,744,744,False
rev_1h,1h,2025-11,6.256e-05,-3.823e-05,-0.0001008,720,720,True
rev_1h,1h,2025-12,-0.00036704,-0.00017326,0.00019378,744,744,False
rev_1h,1h,2026-01,0.00018893,1.065e-05,-0.00017828,744,744,True
rev_1h,1h,2026-02,-4.835e-05,-8.613e-05,-3.778e-05,672,672,False
rev_1h,1h,2026-03,-0.00016016,-1.716e-05,0.000143,744,744,False
rev_1h,1h,2026-04,-0.00038257,0.00029934,0.00068191,720,720,False
rev_1h,1h,2026-05,0.00055402,0.00043047,-0.00012355,744,744,True
rev_1h,1h,2026-06,0.00031571,-0.00010389,-0.0004196,288,288,True
rev_1h,24h,2024-06,-0.00084612,-0.0091586,-0.00831248,718,718,False
rev_1h,24h,2024-07,-0.00077922,-0.00197229,-0.00119307,744,744,False
rev_1h,24h,2024-08,0.00032363,-0.00367475,-0.00399838,744,744,True
rev_1h,24h,2024-09,0.00073866,0.00840208,0.00766341,720,720,True
rev_1h,24h,2024-10,0.00090857,-0.00072106,-0.00162963,744,744,True
rev_1h,24h,2024-11,-0.00048323,0.01902214,0.01950537,720,720,False
rev_1h,24h,2024-12,0.00180128,-0.0019677,-0.00376898,744,744,True
rev_1h,24h,2025-01,-0.00170188,-0.00982934,-0.00812746,744,744,False
rev_1h,24h,2025-02,-0.00072149,-0.00892971,-0.00820822,672,672,False
rev_1h,24h,2025-03,0.00028796,-0.00673684,-0.0070248,744,744,True
rev_1h,24h,2025-04,0.00031142,0.00750347,0.00719205,720,720,True
rev_1h,24h,2025-05,-0.00077346,0.00089985,0.00167331,744,744,False
rev_1h,24h,2025-06,0.00055754,-0.00361185,-0.00416939,720,720,True
rev_1h,24h,2025-07,-0.00085805,0.00631382,0.00717187,744,744,False
rev_1h,24h,2025-08,-0.0027487,0.00291744,0.00566614,744,744,False
rev_1h,24h,2025-09,-0.00177116,0.00532609,0.00709725,720,720,False
rev_1h,24h,2025-10,-0.00111894,0.00113436,0.0022533,744,744,False
rev_1h,24h,2025-11,-0.00045878,-0.00637905,-0.00592026,720,720,False
rev_1h,24h,2025-12,0.00136241,0.00384581,0.0024834,744,744,True
rev_1h,24h,2026-01,-0.00103336,-0.0032544,-0.00222104,744,744,False
rev_1h,24h,2026-02,0.00040009,-0.00160868,-0.00200876,672,672,True
rev_1h,24h,2026-03,0.00048736,0.00129416,0.00080681,744,744,True
rev_1h,24h,2026-04,8.885e-05,0.01114214,0.01105329,720,720,True
rev_1h,24h,2026-05,0.00143502,0.00347702,0.002042,744,744,True
rev_1h,24h,2026-06,-0.00386911,-0.00826955,-0.00440044,265,265,False
rev_1h,4h,2024-06,0.00019053,-0.00124916,-0.00143968,718,718,True
rev_1h,4h,2024-07,-0.00048315,-0.00048604,-2.89e-06,744,744,False
rev_1h,4h,2024-08,0.00039623,-0.0004915,-0.00088773,744,744,True
rev_1h,4h,2024-09,0.00085813,0.00179723,0.00093909,720,720,True
rev_1h,4h,2024-10,0.0006786,0.00026562,-0.00041298,744,744,True
rev_1h,4h,2024-11,-0.00039885,0.00294087,0.00333972,720,720,False
rev_1h,4h,2024-12,0.00166346,0.00057815,-0.00108531,744,744,True
rev_1h,4h,2025-01,-0.00123135,-0.00198074,-0.00074939,744,744,False
rev_1h,4h,2025-02,-0.00097091,-0.0019623,-0.00099139,672,672,False
rev_1h,4h,2025-03,2.842e-05,-0.00128543,-0.00131385,744,744,True
rev_1h,4h,2025-04,0.00092639,0.00168916,0.00076277,720,720,True
rev_1h,4h,2025-05,-0.00047987,1.16e-05,0.00049147,744,744,False
rev_1h,4h,2025-06,0.000607,-0.00024487,-0.00085187,720,720,True
rev_1h,4h,2025-07,0.00010483,0.00096908,0.00086424,744,744,True
rev_1h,4h,2025-08,0.00033141,0.00088701,0.0005556,744,744,True
rev_1h,4h,2025-09,-4.257e-05,0.000921,0.00096357,720,720,False
rev_1h,4h,2025-10,-0.00112825,-0.00019674,0.0009315,744,744,False
rev_1h,4h,2025-11,-0.0005095,-0.00091409,-0.00040459,720,720,False
rev_1h,4h,2025-12,0.00021741,0.00036115,0.00014375,744,744,True
rev_1h,4h,2026-01,0.00019169,-0.00019764,-0.00038933,744,744,True
rev_1h,4h,2026-02,-0.00060995,-0.00041034,0.00019961,672,672,False
rev_1h,4h,2026-03,-0.0001081,5.81e-06,0.00011391,744,744,False
rev_1h,4h,2026-04,1.336e-05,0.00194163,0.00192827,720,720,True
rev_1h,4h,2026-05,0.00087288,0.00105862,0.00018573,744,744,True
rev_1h,4h,2026-06,0.00036644,-0.00096398,-0.00133042,285,285,True
rev_1h,72h,2024-06,-0.00329913,-0.03182584,-0.02852671,718,718,False
rev_1h,72h,2024-07,-0.00047688,-0.00695443,-0.00647756,744,744,False
rev_1h,72h,2024-08,-0.00100697,-0.00974334,-0.00873637,744,744,False
rev_1h,72h,2024-09,0.00022969,0.01710923,0.01687955,720,720,True
rev_1h,72h,2024-10,0.00169376,-0.00019776,-0.00189151,744,744,True
rev_1h,72h,2024-11,-0.00402115,0.06164324,0.06566439,720,720,False
rev_1h,72h,2024-12,0.00163321,-0.00543243,-0.00706564,744,744,True
rev_1h,72h,2025-01,-0.00538179,-0.04486593,-0.03948413,744,744,False
rev_1h,72h,2025-02,0.00020722,-0.01171672,-0.01192394,672,672,True
rev_1h,72h,2025-03,0.0015087,-0.02652517,-0.02803388,744,744,True
rev_1h,72h,2025-04,0.00102408,0.02545786,0.02443378,720,720,True
rev_1h,72h,2025-05,-0.0017638,0.00724358,0.00900738,744,744,False
rev_1h,72h,2025-06,0.00198957,-0.00935283,-0.0113424,720,720,True
