factor_id,horizon,month,long_short_return,long_leg_return,short_leg_return,n_long,n_short,positive_ls
ksft_5h,72h,2024-12,0.00188629,-0.00556066,-0.00744695,744,744,True
ksft_5h,72h,2025-01,-0.00290466,-0.03834336,-0.0354387,744,744,False
ksft_5h,72h,2025-02,0.00100998,-0.0133868,-0.01439678,672,672,True
ksft_5h,72h,2025-03,-0.00301376,-0.02649435,-0.02348059,744,744,False
ksft_5h,72h,2025-04,0.00468184,0.0229228,0.01824096,720,720,True
ksft_5h,72h,2025-05,0.00106329,0.00700517,0.00594189,744,744,True
ksft_5h,72h,2025-06,-4.334e-05,-0.01093821,-0.01089487,720,720,False
ksft_5h,72h,2025-07,-0.00111112,0.01636841,0.01747952,744,744,False
ksft_5h,72h,2025-08,-0.00071218,0.01333725,0.01404943,744,744,False
ksft_5h,72h,2025-09,0.00546382,0.0182766,0.01281278,720,720,True
ksft_5h,72h,2025-10,-0.00199282,-0.0096463,-0.00765348,744,744,False
ksft_5h,72h,2025-11,0.00317581,-0.01422121,-0.01739702,720,720,True
ksft_5h,72h,2025-12,-0.00501393,0.00143022,0.00644415,744,744,False
ksft_5h,72h,2026-01,0.00156149,-0.01288783,-0.01444932,744,744,True
ksft_5h,72h,2026-02,-0.00143107,-0.00615414,-0.00472307,672,672,False
ksft_5h,72h,2026-03,0.00236073,0.00169298,-0.00066775,744,744,True
ksft_5h,72h,2026-04,0.00389476,0.03035893,0.02646417,720,720,True
ksft_5h,72h,2026-05,-0.00109405,0.0013771,0.00247115,744,744,False
ksft_5h,72h,2026-06,-0.00399975,-0.03507464,-0.03107489,217,217,False
ma_gap_10_40,1h,2024-06,5.66e-05,-0.00041897,-0.00047556,680,680,True
ma_gap_10_40,1h,2024-07,9.217e-05,-8.93e-06,-0.0001011,744,744,True
ma_gap_10_40,1h,2024-08,-8.421e-05,-0.00027297,-0.00018876,744,744,False
ma_gap_10_40,1h,2024-09,8.759e-05,0.00032276,0.00023518,720,720,True
ma_gap_10_40,1h,2024-10,-0.00012657,-9.462e-05,3.195e-05,744,744,False
ma_gap_10_40,1h,2024-11,-3.987e-05,0.00077958,0.00081945,720,720,False
ma_gap_10_40,1h,2024-12,-4.747e-05,-0.00018807,-0.0001406,744,744,False
ma_gap_10_40,1h,2025-01,0.0001758,-0.0002537,-0.0004295,744,744,True
ma_gap_10_40,1h,2025-02,0.00028524,-0.00033045,-0.00061569,672,672,True
ma_gap_10_40,1h,2025-03,-9.242e-05,-0.00040549,-0.00031308,744,744,False
ma_gap_10_40,1h,2025-04,1.466e-05,0.00024947,0.00023482,720,720,True
ma_gap_10_40,1h,2025-05,-5.261e-05,3.921e-05,9.182e-05,744,744,False
ma_gap_10_40,1h,2025-06,-0.00019307,-0.00020183,-8.76e-06,720,720,False
ma_gap_10_40,1h,2025-07,0.00032657,0.00036312,3.655e-05,744,744,True
ma_gap_10_40,1h,2025-08,0.00034289,0.00036134,1.845e-05,744,744,True
ma_gap_10_40,1h,2025-09,0.00037352,0.000371,-2.51e-06,720,720,True
ma_gap_10_40,1h,2025-10,4.674e-05,9.931e-05,5.256e-05,744,744,True
ma_gap_10_40,1h,2025-11,-8.042e-05,-0.00025588,-0.00017546,720,720,False
ma_gap_10_40,1h,2025-12,-0.00017773,-0.00013457,4.317e-05,744,744,False
ma_gap_10_40,1h,2026-01,0.00027976,6.877e-05,-0.000211,744,744,True
ma_gap_10_40,1h,2026-02,-0.00010741,-0.00013523,-2.782e-05,672,672,False
ma_gap_10_40,1h,2026-03,6.36e-06,1.18e-05,5.44e-06,744,744,True
ma_gap_10_40,1h,2026-04,0.00016032,0.00053371,0.00037339,720,720,True
ma_gap_10_40,1h,2026-05,0.00011033,0.00019123,8.09e-05,744,744,True
ma_gap_10_40,1h,2026-06,0.00080331,0.00030731,-0.000496,288,288,True
ma_gap_10_40,24h,2024-06,0.00446712,-0.00839583,-0.01286295,680,680,True
ma_gap_10_40,24h,2024-07,-0.00044448,-0.0022317,-0.00178722,744,744,False
ma_gap_10_40,24h,2024-08,0.00039695,-0.00490367,-0.00530062,744,744,True
ma_gap_10_40,24h,2024-09,-0.00209547,0.00663207,0.00872754,720,720,False
ma_gap_10_40,24h,2024-10,-0.00549379,-0.0038692,0.00162459,744,744,False
ma_gap_10_40,24h,2024-11,0.00323906,0.0189684,0.01572935,720,720,True
ma_gap_10_40,24h,2024-12,-0.00055137,-0.00214721,-0.00159585,744,744,False
ma_gap_10_40,24h,2025-01,0.01035348,-0.00460697,-0.01496045,744,744,True
ma_gap_10_40,24h,2025-02,0.00434205,-0.00689889,-0.01124094,672,672,True
ma_gap_10_40,24h,2025-03,-0.00374364,-0.00880815,-0.00506452,744,744,False
ma_gap_10_40,24h,2025-04,-0.00022795,0.00672307,0.00695102,720,720,False
ma_gap_10_40,24h,2025-05,-0.00339457,-0.00058239,0.00281218,744,744,False
ma_gap_10_40,24h,2025-06,-0.00413557,-0.005517,-0.00138143,720,720,False
ma_gap_10_40,24h,2025-07,-0.00106853,0.0055445,0.00661303,744,744,False
ma_gap_10_40,24h,2025-08,0.00375613,0.00560581,0.00184968,744,744,True
ma_gap_10_40,24h,2025-09,0.00820718,0.00873696,0.00052979,720,720,True
ma_gap_10_40,24h,2025-10,-0.00147711,0.00186896,0.00334607,744,744,False
ma_gap_10_40,24h,2025-11,-0.00377874,-0.00830737,-0.00452863,720,720,False
ma_gap_10_40,24h,2025-12,-0.00334458,0.00041188,0.00375646,744,744,False
ma_gap_10_40,24h,2026-01,0.00481576,0.00047219,-0.00434356,744,744,True
ma_gap_10_40,24h,2026-02,0.00238816,-0.00010987,-0.00249803,672,672,True
ma_gap_10_40,24h,2026-03,0.00115515,0.00185161,0.00069647,744,744,True
ma_gap_10_40,24h,2026-04,0.00035533,0.01165663,0.0113013,720,720,True
ma_gap_10_40,24h,2026-05,0.006169,0.00550819,-0.00066081,744,744,True
ma_gap_10_40,24h,2026-06,0.01321712,0.00092725,-0.01228987,265,265,True
ma_gap_10_40,4h,2024-06,0.00029304,-0.00163284,-0.00192588,680,680,True
ma_gap_10_40,4h,2024-07,0.00018818,-0.00024848,-0.00043666,744,744,True
ma_gap_10_40,4h,2024-08,-3.878e-05,-0.00105943,-0.00102065,744,744,False
ma_gap_10_40,4h,2024-09,0.00027316,0.00149539,0.00122223,720,720,True
ma_gap_10_40,4h,2024-10,-0.00051343,-0.00045983,5.36e-05,744,744,False
ma_gap_10_40,4h,2024-11,-0.00033273,0.00285633,0.00318906,720,720,False
ma_gap_10_40,4h,2024-12,0.00022032,-0.00029281,-0.00051313,744,744,True
ma_gap_10_40,4h,2025-01,0.00074886,-0.00107409,-0.00182296,744,744,True
ma_gap_10_40,4h,2025-02,0.0011864,-0.00134622,-0.00253262,672,672,True
ma_gap_10_40,4h,2025-03,-0.00042978,-0.00159481,-0.00116503,744,744,False
ma_gap_10_40,4h,2025-04,0.00051288,0.00130409,0.00079121,720,720,True
ma_gap_10_40,4h,2025-05,-0.00058483,-0.00021913,0.0003657,744,744,False
ma_gap_10_40,4h,2025-06,-0.00051463,-0.00064809,-0.00013346,720,720,False
ma_gap_10_40,4h,2025-07,0.00092702,0.00119136,0.00026433,744,744,True
ma_gap_10_40,4h,2025-08,0.00126848,0.00139308,0.00012461,744,744,True
ma_gap_10_40,4h,2025-09,0.0011101,0.00121252,0.00010242,720,720,True
ma_gap_10_40,4h,2025-10,-1.93e-05,0.00041967,0.00043898,744,744,False
ma_gap_10_40,4h,2025-11,-0.00028145,-0.00106086,-0.00077941,720,720,False
ma_gap_10_40,4h,2025-12,-0.00086806,-0.00043025,0.00043781,744,744,False
ma_gap_10_40,4h,2026-01,0.00075796,7.865e-05,-0.0006793,744,744,True
ma_gap_10_40,4h,2026-02,-0.00023671,-0.00031462,-7.79e-05,672,672,False
ma_gap_10_40,4h,2026-03,0.00014368,3.41e-05,-0.00010957,744,744,True
ma_gap_10_40,4h,2026-04,0.00037203,0.0021048,0.00173277,720,720,True
ma_gap_10_40,4h,2026-05,0.00051102,0.00087681,0.00036579,744,744,True
ma_gap_10_40,4h,2026-06,0.00337119,0.00087223,-0.00249896,285,285,True
ma_gap_10_40,72h,2024-06,0.01131214,-0.02791871,-0.03923085,680,680,True
ma_gap_10_40,72h,2024-07,-0.00916698,-0.01177267,-0.00260569,744,744,False
ma_gap_10_40,72h,2024-08,0.00202685,-0.01074497,-0.01277182,744,744,True
ma_gap_10_40,72h,2024-09,-0.00451262,0.014803,0.01931562,720,720,False
ma_gap_10_40,72h,2024-10,-0.0114467,-0.00726986,0.00417684,744,744,False
ma_gap_10_40,72h,2024-11,0.01745181,0.06609102,0.04863921,720,720,True
ma_gap_10_40,72h,2024-12,-9.638e-05,-0.00555634,-0.00545996,744,744,False
ma_gap_10_40,72h,2025-01,0.00734311,-0.03823644,-0.04557955,744,744,True
ma_gap_10_40,72h,2025-02,-0.00905158,-0.01459622,-0.00554463,672,672,False
ma_gap_10_40,72h,2025-03,-0.00173371,-0.02828384,-0.02655013,744,744,False
ma_gap_10_40,72h,2025-04,0.01507065,0.03211385,0.0170432,720,720,True
ma_gap_10_40,72h,2025-05,-0.00021168,0.00575068,0.00596236,744,744,False
ma_gap_10_40,72h,2025-06,-0.01080053,-0.01610871,-0.00530817,720,720,False
ma_gap_10_40,72h,2025-07,0.00333296,0.01718985,0.01385689,744,744,True
ma_gap_10_40,72h,2025-08,0.02857447,0.03262217,0.0040477,744,744,True
ma_gap_10_40,72h,2025-09,0.02729854,0.03635584,0.0090573,720,720,True
ma_gap_10_40,72h,2025-10,0.02389659,0.01366501,-0.01023158,744,744,True
ma_gap_10_40,72h,2025-11,-0.00906602,-0.01881068,-0.00974465,720,720,False
ma_gap_10_40,72h,2025-12,-0.0033151,0.00562448,0.00893958,744,744,False
ma_gap_10_40,72h,2026-01,0.01549867,-0.00254532,-0.018044,744,744,True
ma_gap_10_40,72h,2026-02,0.00645944,0.00072231,-0.00573713,672,672,True
ma_gap_10_40,72h,2026-03,0.00569972,0.00451351,-0.00118621,744,744,True
ma_gap_10_40,72h,2026-04,0.01646771,0.04608433,0.02961661,720,720,True
ma_gap_10_40,72h,2026-05,0.01063163,0.00930652,-0.00132511,744,744,True
ma_gap_10_40,72h,2026-06,0.00013479,-0.02783264,-0.02796743,217,217,True
ma_gap_20_80,1h,2024-06,0.00026874,-0.00037208,-0.00064082,640,640,True
ma_gap_20_80,1h,2024-07,-9.571e-05,-0.00012161,-2.589e-05,744,744,False
ma_gap_20_80,1h,2024-08,4.789e-05,-0.00022075,-0.00026864,744,744,True
ma_gap_20_80,1h,2024-09,-0.00018803,0.00021619,0.00040422,720,720,False
ma_gap_20_80,1h,2024-10,-8.617e-05,-6.13e-06,8.004e-05,744,744,False
ma_gap_20_80,1h,2024-11,7.028e-05,0.00079123,0.00072095,720,720,True
ma_gap_20_80,1h,2024-12,9.19e-06,-4.042e-05,-4.961e-05,744,744,True
ma_gap_20_80,1h,2025-01,0.00048554,-2.295e-05,-0.00050849,744,744,True
ma_gap_20_80,1h,2025-02,4.715e-05,-0.00035764,-0.00040479,672,672,True
ma_gap_20_80,1h,2025-03,-0.00034241,-0.00053797,-0.00019556,744,744,False
ma_gap_20_80,1h,2025-04,5.703e-05,0.00030459,0.00024756,720,720,True
ma_gap_20_80,1h,2025-05,-4.141e-05,6.646e-05,0.00010787,744,744,False
ma_gap_20_80,1h,2025-06,-0.00020151,-0.00020176,-2.5e-07,720,720,False
ma_gap_20_80,1h,2025-07,-5.365e-05,0.00014001,0.00019367,744,744,False
ma_gap_20_80,1h,2025-08,0.00022052,0.00029238,7.186e-05,744,744,True
ma_gap_20_80,1h,2025-09,0.00029627,0.00027743,-1.884e-05,720,720,True
ma_gap_20_80,1h,2025-10,-0.00013245,-2.366e-05,0.00010878,744,744,False
ma_gap_20_80,1h,2025-11,-0.00016364,-0.00022027,-5.663e-05,720,720,False
ma_gap_20_80,1h,2025-12,-0.00018217,-7.266e-05,0.00010951,744,744,False
ma_gap_20_80,1h,2026-01,0.00021191,5.144e-05,-0.00016046,744,744,True
ma_gap_20_80,1h,2026-02,6.036e-05,-2.357e-05,-8.393e-05,672,672,True
ma_gap_20_80,1h,2026-03,3.471e-05,-9.3e-07,-3.563e-05,744,744,True
ma_gap_20_80,1h,2026-04,3.565e-05,0.00042216,0.00038652,720,720,True
ma_gap_20_80,1h,2026-05,0.00031993,0.00030348,-1.645e-05,744,744,True
ma_gap_20_80,1h,2026-06,0.00027204,-0.00014876,-0.0004208,288,288,True
ma_gap_20_80,24h,2024-06,0.00772105,-0.00733201,-0.01505306,640,640,True
ma_gap_20_80,24h,2024-07,-0.0046895,-0.00421205,0.00047745,744,744,False
ma_gap_20_80,24h,2024-08,0.00146622,-0.0042173,-0.00568352,744,744,True
ma_gap_20_80,24h,2024-09,-0.00407296,0.00606449,0.01013745,720,720,False
ma_gap_20_80,24h,2024-10,-0.00418353,-0.00286983,0.0013137,744,744,False
ma_gap_20_80,24h,2024-11,0.00759163,0.0224235,0.01483187,720,720,True
ma_gap_20_80,24h,2024-12,0.00025399,-0.00161348,-0.00186747,744,744,True
ma_gap_20_80,24h,2025-01,0.00692922,-0.00529633,-0.01222555,744,744,True
ma_gap_20_80,24h,2025-02,-0.00433803,-0.01074699,-0.00640895,672,672,False
ma_gap_20_80,24h,2025-03,-0.00674753,-0.01024074,-0.00349321,744,744,False
ma_gap_20_80,24h,2025-04,0.00454833,0.00877412,0.00422579,720,720,True
ma_gap_20_80,24h,2025-05,-0.00019861,0.00164926,0.00184788,744,744,False
ma_gap_20_80,24h,2025-06,-0.00669228,-0.00691318,-0.00022091,720,720,False
ma_gap_20_80,24h,2025-07,-0.00076614,0.00569437,0.00646052,744,744,False
ma_gap_20_80,24h,2025-08,0.00356579,0.0059214,0.0023556,744,744,True
ma_gap_20_80,24h,2025-09,0.00776804,0.00908822,0.00132018,720,720,True
ma_gap_20_80,24h,2025-10,0.00348498,0.00575609,0.00227111,744,744,True
ma_gap_20_80,24h,2025-11,-0.00150636,-0.00616796,-0.0046616,720,720,False
ma_gap_20_80,24h,2025-12,-0.00469756,0.00049162,0.00518918,744,744,False
ma_gap_20_80,24h,2026-01,0.0064392,0.00140795,-0.00503125,744,744,True
ma_gap_20_80,24h,2026-02,0.00663779,0.00232317,-0.00431462,672,672,True
ma_gap_20_80,24h,2026-03,0.00174752,0.00167886,-6.866e-05,744,744,True
ma_gap_20_80,24h,2026-04,0.00332369,0.01173992,0.00841624,720,720,True
ma_gap_20_80,24h,2026-05,0.0092349,0.00718447,-0.00205043,744,744,True
ma_gap_20_80,24h,2026-06,-0.00308367,-0.00932987,-0.0062462,265,265,False
ma_gap_20_80,4h,2024-06,0.00102961,-0.00145111,-0.00248073,640,640,True
ma_gap_20_80,4h,2024-07,-0.00038503,-0.00042814,-4.311e-05,744,744,False
ma_gap_20_80,4h,2024-08,0.00015271,-0.00091058,-0.00106329,744,744,True
ma_gap_20_80,4h,2024-09,-0.00079618,0.00103027,0.00182645,720,720,False
ma_gap_20_80,4h,2024-10,-0.00045894,-0.0003393,0.00011964,744,744,False
ma_gap_20_80,4h,2024-11,0.00041152,0.00327836,0.00286684,720,720,True
ma_gap_20_80,4h,2024-12,6.292e-05,-6.046e-05,-0.00012337,744,744,True
ma_gap_20_80,4h,2025-01,0.00172562,-0.0002324,-0.00195802,744,744,True
ma_gap_20_80,4h,2025-02,0.00019205,-0.00139695,-0.001589,672,672,True
ma_gap_20_80,4h,2025-03,-0.00115798,-0.00208618,-0.0009282,744,744,False
ma_gap_20_80,4h,2025-04,0.00038964,0.00128655,0.00089692,720,720,True
ma_gap_20_80,4h,2025-05,-0.00024186,0.00019537,0.00043723,744,744,False
ma_gap_20_80,4h,2025-06,-0.00070849,-0.00075408,-4.558e-05,720,720,False
ma_gap_20_80,4h,2025-07,-0.00035682,0.00054316,0.00089998,744,744,False
ma_gap_20_80,4h,2025-08,0.00084472,0.00106505,0.00022033,744,744,True
ma_gap_20_80,4h,2025-09,0.00105682,0.00103408,-2.273e-05,720,720,True
ma_gap_20_80,4h,2025-10,-0.00041105,0.00024569,0.00065674,744,744,False
ma_gap_20_80,4h,2025-11,-0.00054663,-0.00107315,-0.00052652,720,720,False
ma_gap_20_80,4h,2025-12,-0.00084513,-0.00021153,0.0006336,744,744,False
ma_gap_20_80,4h,2026-01,0.00095745,0.00030842,-0.00064903,744,744,True
ma_gap_20_80,4h,2026-02,0.0003865,0.00013576,-0.00025075,672,672,True
ma_gap_20_80,4h,2026-03,7.945e-05,-7.171e-05,-0.00015115,744,744,True
ma_gap_20_80,4h,2026-04,-6.026e-05,0.00157046,0.00163073,720,720,False
ma_gap_20_80,4h,2026-05,0.0013037,0.00122661,-7.709e-05,744,744,True
ma_gap_20_80,4h,2026-06,0.00085685,-0.00092244,-0.00177929,285,285,True
ma_gap_20_80,72h,2024-06,0.01252921,-0.03029525,-0.04282445,640,640,True
ma_gap_20_80,72h,2024-07,-0.01344296,-0.01335407,8.889e-05,744,744,False
ma_gap_20_80,72h,2024-08,-0.00109182,-0.01176941,-0.01067759,744,744,False
ma_gap_20_80,72h,2024-09,-0.00467857,0.01499966,0.01967824,720,720,False
ma_gap_20_80,72h,2024-10,-0.01244286,-0.00765702,0.00478585,744,744,False
ma_gap_20_80,72h,2024-11,0.02023991,0.06751894,0.04727903,720,720,True
ma_gap_20_80,72h,2024-12,0.00292409,-0.0047682,-0.00769229,744,744,True
ma_gap_20_80,72h,2025-01,0.00891261,-0.03494821,-0.04386082,744,744,True
ma_gap_20_80,72h,2025-02,-0.01764375,-0.0183816,-0.00073784,672,672,False
ma_gap_20_80,72h,2025-03,0.00238035,-0.02437182,-0.02675217,744,744,True
ma_gap_20_80,72h,2025-04,0.02052481,0.03196916,0.01144435,720,720,True
ma_gap_20_80,72h,2025-05,-0.00456707,0.00462268,0.00918975,744,744,False
ma_gap_20_80,72h,2025-06,-0.00546171,-0.01354042,-0.00807871,720,720,False
ma_gap_20_80,72h,2025-07,0.00218145,0.01774503,0.01556357,744,744,True
ma_gap_20_80,72h,2025-08,0.03097595,0.03333702,0.00236107,744,744,True
ma_gap_20_80,72h,2025-09,0.02593698,0.03477191,0.00883493,720,720,True
ma_gap_20_80,72h,2025-10,0.03246286,0.01813557,-0.01432729,744,744,True
ma_gap_20_80,72h,2025-11,-0.00639284,-0.01579166,-0.00939882,720,720,False
ma_gap_20_80,72h,2025-12,-0.00386498,0.00694357,0.01080855,744,744,False
ma_gap_20_80,72h,2026-01,0.02119564,0.00081304,-0.0203826,744,744,True
ma_gap_20_80,72h,2026-02,0.01408721,0.00514784,-0.00893937,672,672,True
ma_gap_20_80,72h,2026-03,0.00849412,0.00624121,-0.00225291,744,744,True
ma_gap_20_80,72h,2026-04,0.01216949,0.0402969,0.02812741,720,720,True
ma_gap_20_80,72h,2026-05,0.01276353,0.00949723,-0.0032663,744,744,True
ma_gap_20_80,72h,2026-06,-0.0303719,-0.04495125,-0.01457935,217,217,False
ma_gap_5_20,1h,2024-06,0.00014701,-0.00023486,-0.00038187,700,700,True
ma_gap_5_20,1h,2024-07,-7.78e-06,-1.978e-05,-1.2e-05,744,744,False
ma_gap_5_20,1h,2024-08,-0.00010666,-0.00027387,-0.00016721,744,744,False
ma_gap_5_20,1h,2024-09,0.00023348,0.00043169,0.00019821,720,720,True
ma_gap_5_20,1h,2024-10,-7.039e-05,-6.714e-05,3.24e-06,744,744,False
ma_gap_5_20,1h,2024-11,1.38e-05,0.00083536,0.00082156,720,720,True
ma_gap_5_20,1h,2024-12,7.697e-05,-4.763e-05,-0.0001246,744,744,True
ma_gap_5_20,1h,2025-01,0.00010058,-0.00031589,-0.00041646,744,744,True
ma_gap_5_20,1h,2025-02,0.00029691,-0.00023458,-0.00053148,672,672,True
ma_gap_5_20,1h,2025-03,-0.00022355,-0.0004586,-0.00023505,744,744,False
ma_gap_5_20,1h,2025-04,9.27e-06,0.0002669,0.00025763,720,720,True
ma_gap_5_20,1h,2025-05,0.00013294,0.00017783,4.489e-05,744,744,True
ma_gap_5_20,1h,2025-06,-0.00028825,-0.00029546,-7.21e-06,720,720,False
ma_gap_5_20,1h,2025-07,0.00032998,0.00040411,7.413e-05,744,744,True
ma_gap_5_20,1h,2025-08,0.00027683,0.00039797,0.00012114,744,744,True
ma_gap_5_20,1h,2025-09,0.00026205,0.00031981,5.775e-05,720,720,True
ma_gap_5_20,1h,2025-10,0.00035576,0.00023329,-0.00012247,744,744,True
ma_gap_5_20,1h,2025-11,6.545e-05,-0.00019904,-0.00026449,720,720,True
ma_gap_5_20,1h,2025-12,-0.00013468,-0.00010509,2.959e-05,744,744,False
ma_gap_5_20,1h,2026-01,0.00034056,0.00010637,-0.00023419,744,744,True
ma_gap_5_20,1h,2026-02,8.747e-05,-3.804e-05,-0.00012552,672,672,True
ma_gap_5_20,1h,2026-03,6.385e-05,6.417e-05,3.2e-07,744,744,True
ma_gap_5_20,1h,2026-04,0.00042326,0.00071427,0.00029101,720,720,True
ma_gap_5_20,1h,2026-05,-6.051e-05,0.00013845,0.00019896,744,744,False
ma_gap_5_20,1h,2026-06,0.00026976,-1.933e-05,-0.00028908,288,288,True
ma_gap_5_20,24h,2024-06,0.001998,-0.00882476,-0.01082276,700,700,True
ma_gap_5_20,24h,2024-07,0.00246905,-0.00128447,-0.00375352,744,744,True
ma_gap_5_20,24h,2024-08,0.00033457,-0.00441531,-0.00474988,744,744,True
ma_gap_5_20,24h,2024-09,0.00100166,0.00796465,0.00696298,720,720,True
ma_gap_5_20,24h,2024-10,-0.00297348,-0.00283616,0.00013732,744,744,False
ma_gap_5_20,24h,2024-11,0.00181693,0.02055857,0.01874164,720,720,True
ma_gap_5_20,24h,2024-12,-0.00088561,-0.00314093,-0.00225532,744,744,False
ma_gap_5_20,24h,2025-01,0.00449033,-0.00769153,-0.01218186,744,744,True
ma_gap_5_20,24h,2025-02,0.00205216,-0.00736382,-0.00941598,672,672,True
ma_gap_5_20,24h,2025-03,-0.0009484,-0.00750973,-0.00656134,744,744,False
ma_gap_5_20,24h,2025-04,0.00280915,0.00817349,0.00536434,720,720,True
ma_gap_5_20,24h,2025-05,-0.00183494,0.00016569,0.00200063,744,744,False
ma_gap_5_20,24h,2025-06,-0.0012596,-0.00436376,-0.00310416,720,720,False
ma_gap_5_20,24h,2025-07,0.00224217,0.00756747,0.0053253,744,744,True
ma_gap_5_20,24h,2025-08,0.00616083,0.00760294,0.00144211,744,744,True
ma_gap_5_20,24h,2025-09,0.00424506,0.00777564,0.00353058,720,720,True
ma_gap_5_20,24h,2025-10,-0.00118483,0.00088984,0.00207467,744,744,False
ma_gap_5_20,24h,2025-11,0.00087478,-0.00673253,-0.00760731,720,720,True
ma_gap_5_20,24h,2025-12,-0.00374593,0.00017904,0.00392497,744,744,False
ma_gap_5_20,24h,2026-01,0.00404898,-0.00025858,-0.00430755,744,744,True
ma_gap_5_20,24h,2026-02,-0.0018739,-0.00279886,-0.00092496,672,672,False
ma_gap_5_20,24h,2026-03,0.00127634,0.00151902,0.00024268,744,744,True
ma_gap_5_20,24h,2026-04,0.00102037,0.01235913,0.01133876,720,720,True
ma_gap_5_20,24h,2026-05,0.00319808,0.00461273,0.00141465,744,744,True
ma_gap_5_20,24h,2026-06,0.01535427,0.00302426,-0.01233001,265,265,True
ma_gap_5_20,4h,2024-06,0.00074469,-0.00094281,-0.00168749,700,700,True
ma_gap_5_20,4h,2024-07,2.419e-05,-0.00022674,-0.00025093,744,744,True
ma_gap_5_20,4h,2024-08,-0.00019691,-0.00105686,-0.00085996,744,744,False
ma_gap_5_20,4h,2024-09,0.00098946,0.0018297,0.00084024,720,720,True
ma_gap_5_20,4h,2024-10,-0.00014496,-0.00047056,-0.0003256,744,744,False
ma_gap_5_20,4h,2024-11,8.734e-05,0.00310754,0.00302019,720,720,True
ma_gap_5_20,4h,2024-12,0.00075305,3.149e-05,-0.00072156,744,744,True
ma_gap_5_20,4h,2025-01,0.00011944,-0.00135744,-0.00147688,744,744,True
ma_gap_5_20,4h,2025-02,0.00070868,-0.00121819,-0.00192687,672,672,True
ma_gap_5_20,4h,2025-03,-0.00080504,-0.00168783,-0.0008828,744,744,False
ma_gap_5_20,4h,2025-04,0.00115292,0.00173138,0.00057846,720,720,True
ma_gap_5_20,4h,2025-05,0.00073166,0.0006567,-7.496e-05,744,744,True
ma_gap_5_20,4h,2025-06,-0.00109331,-0.00104769,4.563e-05,720,720,False
ma_gap_5_20,4h,2025-07,0.00128682,0.00159587,0.00030905,744,744,True
ma_gap_5_20,4h,2025-08,0.00148663,0.00167961,0.00019298,744,744,True
ma_gap_5_20,4h,2025-09,0.00108329,0.00128253,0.00019924,720,720,True
ma_gap_5_20,4h,2025-10,0.00089098,0.00079929,-9.169e-05,744,744,True
ma_gap_5_20,4h,2025-11,-0.00019967,-0.00129217,-0.0010925,720,720,False
ma_gap_5_20,4h,2025-12,-0.0006334,-0.00022995,0.00040345,744,744,False
ma_gap_5_20,4h,2026-01,0.00178975,0.00069702,-0.00109273,744,744,True
ma_gap_5_20,4h,2026-02,-0.00019266,-0.00033045,-0.00013779,672,672,False
ma_gap_5_20,4h,2026-03,0.00017123,7.43e-05,-9.693e-05,744,744,True
ma_gap_5_20,4h,2026-04,0.00131255,0.00251325,0.0012007,720,720,True
ma_gap_5_20,4h,2026-05,-0.00017264,0.00042562,0.00059825,744,744,False
ma_gap_5_20,4h,2026-06,0.00133466,-0.00011336,-0.00144802,285,285,True
ma_gap_5_20,72h,2024-06,0.00773215,-0.02730465,-0.0350368,700,700,True
ma_gap_5_20,72h,2024-07,-0.00503187,-0.00984045,-0.00480858,744,744,False
ma_gap_5_20,72h,2024-08,0.00261134,-0.00897655,-0.01158789,744,744,True
ma_gap_5_20,72h,2024-09,-0.00127379,0.01488777,0.01616156,720,720,False
ma_gap_5_20,72h,2024-10,-0.0077923,-0.00490015,0.00289215,744,744,False
ma_gap_5_20,72h,2024-11,0.01487263,0.06762109,0.05274845,720,720,True
ma_gap_5_20,72h,2024-12,-0.00056159,-0.00711046,-0.00654886,744,744,False
ma_gap_5_20,72h,2025-01,0.00536363,-0.0402748,-0.04563843,744,744,True
ma_gap_5_20,72h,2025-02,-0.00482899,-0.01223898,-0.00740999,672,672,False
ma_gap_5_20,72h,2025-03,-0.0038504,-0.02962242,-0.02577202,744,744,False
ma_gap_5_20,72h,2025-04,0.01254988,0.03025266,0.01770278,720,720,True
ma_gap_5_20,72h,2025-05,0.00348634,0.00819667,0.00471033,744,744,True
ma_gap_5_20,72h,2025-06,-0.00769738,-0.01366006,-0.00596268,720,720,False
ma_gap_5_20,72h,2025-07,0.00446523,0.01726464,0.01279941,744,744,True
ma_gap_5_20,72h,2025-08,0.02464666,0.03050036,0.0058537,744,744,True
ma_gap_5_20,72h,2025-09,0.02289312,0.03534211,0.01244899,720,720,True
ma_gap_5_20,72h,2025-10,0.00770842,0.00349964,-0.00420878,744,744,True
ma_gap_5_20,72h,2025-11,-0.00564407,-0.01862805,-0.01298398,720,720,False
ma_gap_5_20,72h,2025-12,-0.00604028,0.00361067,0.00965095,744,744,False
ma_gap_5_20,72h,2026-01,0.01188472,-0.00480504,-0.01668976,744,744,True
ma_gap_5_20,72h,2026-02,0.00184218,-0.00303173,-0.00487391,672,672,True
ma_gap_5_20,72h,2026-03,0.00158542,0.00227014,0.00068472,744,744,True
ma_gap_5_20,72h,2026-04,0.01330912,0.04402774,0.03071862,720,720,True
ma_gap_5_20,72h,2026-05,0.00930352,0.00907739,-0.00022612,744,744,True
ma_gap_5_20,72h,2026-06,0.00958696,-0.0220424,-0.03162937,217,217,True
mom_10h,1h,2024-06,0.00032119,-0.00016919,-0.00049038,709,709,True
