factor_id,month,liquidity_proxy_method,avg_turnover,median_turnover,max_turnover,n_observations,selected_basket_volume_median,selected_basket_volume_p10,participation_100000,participation_100000_selected_median,participation_1000000,participation_1000000_selected_median,participation_10000000,participation_10000000_selected_median
mom_20h,2024-06,selected_basket_proxy,0.175225,0.166667,0.55,699,1621796.89,59605.56,0.00015,0.00015,0.001501,0.001501,0.015006,0.015006
mom_20h,2024-07,selected_basket_proxy,0.179531,0.166667,0.428571,744,1621796.89,59605.56,0.000154,0.000154,0.001537,0.001537,0.015375,0.015375
mom_20h,2024-08,selected_basket_proxy,0.183858,0.181818,0.380952,744,1621796.89,59605.56,0.000157,0.000157,0.001575,0.001575,0.015745,0.015745
mom_20h,2024-09,selected_basket_proxy,0.177237,0.173913,0.454545,720,1621796.89,59605.56,0.000152,0.000152,0.001518,0.001518,0.015178,0.015178
mom_20h,2024-10,selected_basket_proxy,0.179837,0.166667,0.416667,744,1621796.89,59605.56,0.000154,0.000154,0.00154,0.00154,0.015401,0.015401
mom_20h,2024-11,selected_basket_proxy,0.179617,0.18,0.4,720,1621796.89,59605.56,0.000154,0.000154,0.001538,0.001538,0.015382,0.015382
mom_20h,2024-12,selected_basket_proxy,0.184877,0.18,0.403846,744,1621796.89,59605.56,0.000158,0.000158,0.001583,0.001583,0.015833,0.015833
mom_20h,2025-01,selected_basket_proxy,0.172528,0.166667,0.375,744,1621796.89,59605.56,0.000148,0.000148,0.001478,0.001478,0.014775,0.014775
mom_20h,2025-02,selected_basket_proxy,0.171112,0.166667,0.482759,672,1621796.89,59605.56,0.000147,0.000147,0.001465,0.001465,0.014654,0.014654
mom_20h,2025-03,selected_basket_proxy,0.178336,0.177419,0.4,744,1621796.89,59605.56,0.000153,0.000153,0.001527,0.001527,0.015272,0.015272
mom_20h,2025-04,selected_basket_proxy,0.17684,0.176471,0.439394,720,1621796.89,59605.56,0.000151,0.000151,0.001514,0.001514,0.015144,0.015144
mom_20h,2025-05,selected_basket_proxy,0.174287,0.171429,0.388889,744,1621796.89,59605.56,0.000149,0.000149,0.001493,0.001493,0.014926,0.014926
mom_20h,2025-06,selected_basket_proxy,0.17839,0.175676,0.432432,720,1621796.89,59605.56,0.000153,0.000153,0.001528,0.001528,0.015277,0.015277
mom_20h,2025-07,selected_basket_proxy,0.180752,0.179487,0.423077,744,1621796.89,59605.56,0.000155,0.000155,0.001548,0.001548,0.015479,0.015479
mom_20h,2025-08,selected_basket_proxy,0.172157,0.170732,0.475,744,1621796.89,59605.56,0.000147,0.000147,0.001474,0.001474,0.014743,0.014743
mom_20h,2025-09,selected_basket_proxy,0.167532,0.162791,0.414634,720,1621796.89,59605.56,0.000143,0.000143,0.001435,0.001435,0.014347,0.014347
mom_20h,2025-10,selected_basket_proxy,0.169988,0.170213,0.630435,744,1621796.89,59605.56,0.000146,0.000146,0.001456,0.001456,0.014558,0.014558
mom_20h,2025-11,selected_basket_proxy,0.168212,0.163265,0.346939,720,1621796.89,59605.56,0.000144,0.000144,0.001441,0.001441,0.014405,0.014405
mom_20h,2025-12,selected_basket_proxy,0.174626,0.17,0.39,744,1621796.89,59605.56,0.00015,0.00015,0.001495,0.001495,0.014955,0.014955
mom_20h,2026-01,selected_basket_proxy,0.172204,0.17,0.38,744,1621796.89,59605.56,0.000147,0.000147,0.001475,0.001475,0.014747,0.014747
mom_20h,2026-02,selected_basket_proxy,0.171623,0.166667,0.343137,672,1621796.89,59605.56,0.000147,0.000147,0.00147,0.00147,0.014698,0.014698
mom_20h,2026-03,selected_basket_proxy,0.170746,0.173077,0.343137,744,1621796.89,59605.56,0.000146,0.000146,0.001462,0.001462,0.014623,0.014623
mom_20h,2026-04,selected_basket_proxy,0.168721,0.163462,0.317308,720,1621796.89,59605.56,0.000144,0.000144,0.001445,0.001445,0.014449,0.014449
mom_20h,2026-05,selected_basket_proxy,0.169824,0.169811,0.377358,744,1621796.89,59605.56,0.000145,0.000145,0.001454,0.001454,0.014544,0.014544
mom_20h,2026-06,selected_basket_proxy,0.16706,0.160377,0.292453,288,1621796.89,59605.56,0.000143,0.000143,0.001431,0.001431,0.014307,0.014307
reversal_5h,2024-06,selected_basket_proxy,0.342552,0.333333,0.775,714,1585676.62,58759.32,0.0003,0.0003,0.003,0.003,0.030004,0.030004
reversal_5h,2024-07,selected_basket_proxy,0.344022,0.333333,0.690476,744,1585676.62,58759.32,0.000301,0.000301,0.003013,0.003013,0.030133,0.030133
reversal_5h,2024-08,selected_basket_proxy,0.359937,0.357143,0.75,744,1585676.62,58759.32,0.000315,0.000315,0.003153,0.003153,0.031527,0.031527
reversal_5h,2024-09,selected_basket_proxy,0.360908,0.363636,0.636364,720,1585676.62,58759.32,0.000316,0.000316,0.003161,0.003161,0.031612,0.031612
reversal_5h,2024-10,selected_basket_proxy,0.356889,0.354167,0.6875,744,1585676.62,58759.32,0.000313,0.000313,0.003126,0.003126,0.03126,0.03126
reversal_5h,2024-11,selected_basket_proxy,0.354299,0.354167,0.666667,720,1585676.62,58759.32,0.00031,0.00031,0.003103,0.003103,0.031033,0.031033
reversal_5h,2024-12,selected_basket_proxy,0.360641,0.351852,0.62,744,1585676.62,58759.32,0.000316,0.000316,0.003159,0.003159,0.031588,0.031588
reversal_5h,2025-01,selected_basket_proxy,0.337993,0.33046,0.678571,744,1585676.62,58759.32,0.000296,0.000296,0.00296,0.00296,0.029605,0.029605
reversal_5h,2025-02,selected_basket_proxy,0.344182,0.333333,0.633333,672,1585676.62,58759.32,0.000301,0.000301,0.003015,0.003015,0.030147,0.030147
reversal_5h,2025-03,selected_basket_proxy,0.35122,0.35,0.693548,744,1585676.62,58759.32,0.000308,0.000308,0.003076,0.003076,0.030763,0.030763
reversal_5h,2025-04,selected_basket_proxy,0.352017,0.348485,0.676471,720,1585676.62,58759.32,0.000308,0.000308,0.003083,0.003083,0.030833,0.030833
reversal_5h,2025-05,selected_basket_proxy,0.344822,0.342857,0.7,744,1585676.62,58759.32,0.000302,0.000302,0.00302,0.00302,0.030203,0.030203
reversal_5h,2025-06,selected_basket_proxy,0.344982,0.342105,0.608108,720,1585676.62,58759.32,0.000302,0.000302,0.003022,0.003022,0.030217,0.030217
reversal_5h,2025-07,selected_basket_proxy,0.350207,0.346154,0.628205,744,1585676.62,58759.32,0.000307,0.000307,0.003067,0.003067,0.030674,0.030674
reversal_5h,2025-08,selected_basket_proxy,0.347542,0.341463,0.65,744,1585676.62,58759.32,0.000304,0.000304,0.003044,0.003044,0.030441,0.030441
reversal_5h,2025-09,selected_basket_proxy,0.335167,0.329268,0.595238,720,1585676.62,58759.32,0.000294,0.000294,0.002936,0.002936,0.029357,0.029357
reversal_5h,2025-10,selected_basket_proxy,0.332769,0.327816,0.75,744,1585676.62,58759.32,0.000291,0.000291,0.002915,0.002915,0.029147,0.029147
reversal_5h,2025-11,selected_basket_proxy,0.339847,0.336735,0.56383,720,1585676.62,58759.32,0.000298,0.000298,0.002977,0.002977,0.029767,0.029767
reversal_5h,2025-12,selected_basket_proxy,0.343978,0.34,0.602041,744,1585676.62,58759.32,0.000301,0.000301,0.003013,0.003013,0.030129,0.030129
reversal_5h,2026-01,selected_basket_proxy,0.340726,0.34,0.68,744,1585676.62,58759.32,0.000298,0.000298,0.002984,0.002984,0.029844,0.029844
reversal_5h,2026-02,selected_basket_proxy,0.335771,0.333333,0.61,672,1585676.62,58759.32,0.000294,0.000294,0.002941,0.002941,0.02941,0.02941
reversal_5h,2026-03,selected_basket_proxy,0.331693,0.333333,0.538462,744,1585676.62,58759.32,0.000291,0.000291,0.002905,0.002905,0.029053,0.029053
reversal_5h,2026-04,selected_basket_proxy,0.328267,0.326923,0.490385,720,1585676.62,58759.32,0.000288,0.000288,0.002875,0.002875,0.028753,0.028753
reversal_5h,2026-05,selected_basket_proxy,0.334005,0.330189,0.632075,744,1585676.62,58759.32,0.000293,0.000293,0.002926,0.002926,0.029255,0.029255
reversal_5h,2026-06,selected_basket_proxy,0.334283,0.330189,0.584906,288,1585676.62,58759.32,0.000293,0.000293,0.002928,0.002928,0.02928,0.02928
volatility_20h,2024-06,selected_basket_proxy,0.064492,0.05,0.5,699,1696019.09,40800.55,5.3e-05,5.3e-05,0.000528,0.000528,0.005281,0.005281
volatility_20h,2024-07,selected_basket_proxy,0.073925,0.071429,0.380952,744,1696019.09,40800.55,6.1e-05,6.1e-05,0.000605,0.000605,0.006054,0.006054
volatility_20h,2024-08,selected_basket_proxy,0.071945,0.068182,0.404762,744,1696019.09,40800.55,5.9e-05,5.9e-05,0.000589,0.000589,0.005892,0.005892
volatility_20h,2024-09,selected_basket_proxy,0.064944,0.065217,0.340909,720,1696019.09,40800.55,5.3e-05,5.3e-05,0.000532,0.000532,0.005318,0.005318
volatility_20h,2024-10,selected_basket_proxy,0.058312,0.0625,0.354167,744,1696019.09,40800.55,4.8e-05,4.8e-05,0.000478,0.000478,0.004775,0.004775
volatility_20h,2024-11,selected_basket_proxy,0.073282,0.0625,0.32,720,1696019.09,40800.55,6e-05,6e-05,0.0006,0.0006,0.006001,0.006001
volatility_20h,2024-12,selected_basket_proxy,0.081275,0.074074,0.46,744,1696019.09,40800.55,6.7e-05,6.7e-05,0.000666,0.000666,0.006656,0.006656
volatility_20h,2025-01,selected_basket_proxy,0.061703,0.051724,0.267857,744,1696019.09,40800.55,5.1e-05,5.1e-05,0.000505,0.000505,0.005053,0.005053
volatility_20h,2025-02,selected_basket_proxy,0.06115,0.05,0.362069,672,1696019.09,40800.55,5e-05,5e-05,0.000501,0.000501,0.005008,0.005008
volatility_20h,2025-03,selected_basket_proxy,0.067924,0.0625,0.35,744,1696019.09,40800.55,5.6e-05,5.6e-05,0.000556,0.000556,0.005562,0.005562
volatility_20h,2025-04,selected_basket_proxy,0.062637,0.058824,0.439394,720,1696019.09,40800.55,5.1e-05,5.1e-05,0.000513,0.000513,0.005129,0.005129
volatility_20h,2025-05,selected_basket_proxy,0.059296,0.057143,0.277778,744,1696019.09,40800.55,4.9e-05,4.9e-05,0.000486,0.000486,0.004856,0.004856
volatility_20h,2025-06,selected_basket_proxy,0.062167,0.054054,0.328947,720,1696019.09,40800.55,5.1e-05,5.1e-05,0.000509,0.000509,0.005091,0.005091
volatility_20h,2025-07,selected_basket_proxy,0.061854,0.052632,0.263158,744,1696019.09,40800.55,5.1e-05,5.1e-05,0.000507,0.000507,0.005065,0.005065
volatility_20h,2025-08,selected_basket_proxy,0.060772,0.05,0.4125,744,1696019.09,40800.55,5e-05,5e-05,0.000498,0.000498,0.004977,0.004977
volatility_20h,2025-09,selected_basket_proxy,0.05711,0.04878,0.256098,720,1696019.09,40800.55,4.7e-05,4.7e-05,0.000468,0.000468,0.004677,0.004677
volatility_20h,2025-10,selected_basket_proxy,0.058939,0.053191,0.48913,744,1696019.09,40800.55,4.8e-05,4.8e-05,0.000483,0.000483,0.004827,0.004827
volatility_20h,2025-11,selected_basket_proxy,0.064457,0.061224,0.308511,720,1696019.09,40800.55,5.3e-05,5.3e-05,0.000528,0.000528,0.005278,0.005278
volatility_20h,2025-12,selected_basket_proxy,0.061294,0.05,0.438776,744,1696019.09,40800.55,5e-05,5e-05,0.000502,0.000502,0.005019,0.005019
volatility_20h,2026-01,selected_basket_proxy,0.067258,0.06,0.46,744,1696019.09,40800.55,5.5e-05,5.5e-05,0.000551,0.000551,0.005508,0.005508
volatility_20h,2026-02,selected_basket_proxy,0.073677,0.06,0.382353,672,1696019.09,40800.55,6e-05,6e-05,0.000603,0.000603,0.006033,0.006033
volatility_20h,2026-03,selected_basket_proxy,0.065358,0.058824,0.355769,744,1696019.09,40800.55,5.4e-05,5.4e-05,0.000535,0.000535,0.005352,0.005352
volatility_20h,2026-04,selected_basket_proxy,0.055228,0.048077,0.240385,720,1696019.09,40800.55,4.5e-05,4.5e-05,0.000452,0.000452,0.004523,0.004523
volatility_20h,2026-05,selected_basket_proxy,0.056794,0.04717,0.264151,744,1696019.09,40800.55,4.7e-05,4.7e-05,0.000465,0.000465,0.004651,0.004651
volatility_20h,2026-06,selected_basket_proxy,0.062172,0.056604,0.226415,288,1696019.09,40800.55,5.1e-05,5.1e-05,0.000509,0.000509,0.005091,0.005091
rsi_14h,2024-06,selected_basket_proxy,0.201673,0.2,0.5,705,1519596.73,52017.86,0.000184,0.000184,0.001843,0.001843,0.018433,0.018433
rsi_14h,2024-07,selected_basket_proxy,0.208429,0.214286,0.47619,744,1519596.73,52017.86,0.000191,0.000191,0.001905,0.001905,0.01905,0.01905
rsi_14h,2024-08,selected_basket_proxy,0.215848,0.214286,0.454545,744,1519596.73,52017.86,0.000197,0.000197,0.001973,0.001973,0.019728,0.019728
rsi_14h,2024-09,selected_basket_proxy,0.20647,0.204545,0.522727,720,1519596.73,52017.86,0.000189,0.000189,0.001887,0.001887,0.018871,0.018871
rsi_14h,2024-10,selected_basket_proxy,0.21295,0.208333,0.4375,744,1519596.73,52017.86,0.000195,0.000195,0.001946,0.001946,0.019463,0.019463
rsi_14h,2024-11,selected_basket_proxy,0.210396,0.208333,0.4375,720,1519596.73,52017.86,0.000192,0.000192,0.001923,0.001923,0.01923,0.01923
rsi_14h,2024-12,selected_basket_proxy,0.218201,0.211538,0.462963,744,1519596.73,52017.86,0.000199,0.000199,0.001994,0.001994,0.019943,0.019943
rsi_14h,2025-01,selected_basket_proxy,0.199861,0.196429,0.431034,744,1519596.73,52017.86,0.000183,0.000183,0.001827,0.001827,0.018267,0.018267
rsi_14h,2025-02,selected_basket_proxy,0.202559,0.2,0.45,672,1519596.73,52017.86,0.000185,0.000185,0.001851,0.001851,0.018514,0.018514
rsi_14h,2025-03,selected_basket_proxy,0.210896,0.209677,0.6,744,1519596.73,52017.86,0.000193,0.000193,0.001928,0.001928,0.019276,0.019276
rsi_14h,2025-04,selected_basket_proxy,0.211289,0.205882,0.485294,720,1519596.73,52017.86,0.000193,0.000193,0.001931,0.001931,0.019312,0.019312
rsi_14h,2025-05,selected_basket_proxy,0.206723,0.208333,0.5,744,1519596.73,52017.86,0.000189,0.000189,0.001889,0.001889,0.018894,0.018894
rsi_14h,2025-06,selected_basket_proxy,0.214447,0.210526,0.434211,720,1519596.73,52017.86,0.000196,0.000196,0.00196,0.00196,0.0196,0.0196
rsi_14h,2025-07,selected_basket_proxy,0.212453,0.210526,0.447368,744,1519596.73,52017.86,0.000194,0.000194,0.001942,0.001942,0.019418,0.019418
rsi_14h,2025-08,selected_basket_proxy,0.203218,0.2,0.5625,744,1519596.73,52017.86,0.000186,0.000186,0.001857,0.001857,0.018574,0.018574
rsi_14h,2025-09,selected_basket_proxy,0.20627,0.202381,0.590909,720,1519596.73,52017.86,0.000189,0.000189,0.001885,0.001885,0.018853,0.018853
rsi_14h,2025-10,selected_basket_proxy,0.207194,0.205534,0.5,744,1519596.73,52017.86,0.000189,0.000189,0.001894,0.001894,0.018937,0.018937
rsi_14h,2025-11,selected_basket_proxy,0.20514,0.197917,0.418367,720,1519596.73,52017.86,0.000187,0.000187,0.001875,0.001875,0.01875,0.01875
rsi_14h,2025-12,selected_basket_proxy,0.210349,0.204082,0.54,744,1519596.73,52017.86,0.000192,0.000192,0.001923,0.001923,0.019226,0.019226
rsi_14h,2026-01,selected_basket_proxy,0.206223,0.2,0.5,744,1519596.73,52017.86,0.000188,0.000188,0.001885,0.001885,0.018848,0.018848
rsi_14h,2026-02,selected_basket_proxy,0.204218,0.2,0.431373,672,1519596.73,52017.86,0.000187,0.000187,0.001867,0.001867,0.018665,0.018665
rsi_14h,2026-03,selected_basket_proxy,0.207618,0.203903,0.509615,744,1519596.73,52017.86,0.00019,0.00019,0.001898,0.001898,0.018976,0.018976
rsi_14h,2026-04,selected_basket_proxy,0.218081,0.211538,0.490385,720,1519596.73,52017.86,0.000199,0.000199,0.001993,0.001993,0.019932,0.019932
rsi_14h,2026-05,selected_basket_proxy,0.209031,0.207547,0.40566,744,1519596.73,52017.86,0.000191,0.000191,0.001911,0.001911,0.019105,0.019105
rsi_14h,2026-06,selected_basket_proxy,0.202699,0.198113,0.396226,288,1519596.73,52017.86,0.000185,0.000185,0.001853,0.001853,0.018526,0.018526
bb_zscore_20h,2024-06,selected_basket_proxy,0.297049,0.285714,0.8,700,1481266.15,49746.2,0.000279,0.000279,0.002785,0.002785,0.027852,0.027852
bb_zscore_20h,2024-07,selected_basket_proxy,0.300819,0.285714,0.666667,744,1481266.15,49746.2,0.000282,0.000282,0.002821,0.002821,0.028206,0.028206
bb_zscore_20h,2024-08,selected_basket_proxy,0.309854,0.309524,0.785714,744,1481266.15,49746.2,0.000291,0.000291,0.002905,0.002905,0.029053,0.029053
bb_zscore_20h,2024-09,selected_basket_proxy,0.296923,0.282609,0.717391,720,1481266.15,49746.2,0.000278,0.000278,0.002784,0.002784,0.027841,0.027841
bb_zscore_20h,2024-10,selected_basket_proxy,0.300779,0.291667,0.6875,744,1481266.15,49746.2,0.000282,0.000282,0.00282,0.00282,0.028202,0.028202
bb_zscore_20h,2024-11,selected_basket_proxy,0.297416,0.28,0.666667,720,1481266.15,49746.2,0.000279,0.000279,0.002789,0.002789,0.027887,0.027887
bb_zscore_20h,2024-12,selected_basket_proxy,0.306601,0.296296,0.653846,744,1481266.15,49746.2,0.000287,0.000287,0.002875,0.002875,0.028748,0.028748
bb_zscore_20h,2025-01,selected_basket_proxy,0.293872,0.285714,0.785714,744,1481266.15,49746.2,0.000276,0.000276,0.002755,0.002755,0.027554,0.027554
bb_zscore_20h,2025-02,selected_basket_proxy,0.301279,0.293103,0.775862,672,1481266.15,49746.2,0.000282,0.000282,0.002825,0.002825,0.028249,0.028249
bb_zscore_20h,2025-03,selected_basket_proxy,0.297818,0.283333,0.783333,744,1481266.15,49746.2,0.000279,0.000279,0.002792,0.002792,0.027924,0.027924
bb_zscore_20h,2025-04,selected_basket_proxy,0.298241,0.294118,0.676471,720,1481266.15,49746.2,0.00028,0.00028,0.002796,0.002796,0.027964,0.027964
bb_zscore_20h,2025-05,selected_basket_proxy,0.298622,0.285714,0.642857,744,1481266.15,49746.2,0.00028,0.00028,0.0028,0.0028,0.028,0.028
bb_zscore_20h,2025-06,selected_basket_proxy,0.294173,0.283784,0.597222,720,1481266.15,49746.2,0.000276,0.000276,0.002758,0.002758,0.027583,0.027583
bb_zscore_20h,2025-07,selected_basket_proxy,0.304638,0.294872,0.684211,744,1481266.15,49746.2,0.000286,0.000286,0.002856,0.002856,0.028564,0.028564
bb_zscore_20h,2025-08,selected_basket_proxy,0.297184,0.2875,0.717949,744,1481266.15,49746.2,0.000279,0.000279,0.002787,0.002787,0.027865,0.027865
bb_zscore_20h,2025-09,selected_basket_proxy,0.28723,0.280488,0.695122,720,1481266.15,49746.2,0.000269,0.000269,0.002693,0.002693,0.026932,0.026932
bb_zscore_20h,2025-10,selected_basket_proxy,0.280289,0.271739,0.755319,744,1481266.15,49746.2,0.000263,0.000263,0.002628,0.002628,0.026281,0.026281
bb_zscore_20h,2025-11,selected_basket_proxy,0.287449,0.27551,0.729167,720,1481266.15,49746.2,0.00027,0.00027,0.002695,0.002695,0.026952,0.026952
bb_zscore_20h,2025-12,selected_basket_proxy,0.28411,0.27551,0.71,744,1481266.15,49746.2,0.000266,0.000266,0.002664,0.002664,0.026639,0.026639
bb_zscore_20h,2026-01,selected_basket_proxy,0.287702,0.28,0.79,744,1481266.15,49746.2,0.00027,0.00027,0.002698,0.002698,0.026976,0.026976
bb_zscore_20h,2026-02,selected_basket_proxy,0.280261,0.27451,0.65,672,1481266.15,49746.2,0.000263,0.000263,0.002628,0.002628,0.026278,0.026278
bb_zscore_20h,2026-03,selected_basket_proxy,0.282935,0.27451,0.625,744,1481266.15,49746.2,0.000265,0.000265,0.002653,0.002653,0.026529,0.026529
bb_zscore_20h,2026-04,selected_basket_proxy,0.286211,0.278846,0.567308,720,1481266.15,49746.2,0.000268,0.000268,0.002684,0.002684,0.026836,0.026836
bb_zscore_20h,2026-05,selected_basket_proxy,0.286468,0.273585,0.641509,744,1481266.15,49746.2,0.000269,0.000269,0.002686,0.002686,0.02686,0.02686
bb_zscore_20h,2026-06,selected_basket_proxy,0.282102,0.273585,0.603774,288,1481266.15,49746.2,0.000265,0.000265,0.002645,0.002645,0.026451,0.026451
wq101_alpha101,2024-06,selected_basket_proxy,0.77623,0.785714,1.0,719,1591260.58,61831.77,0.000678,0.000678,0.006775,0.006775,0.067751,0.067751
wq101_alpha101,2024-07,selected_basket_proxy,0.782258,0.785714,1.0,744,1591260.58,61831.77,0.000683,0.000683,0.006828,0.006828,0.068277,0.068277
wq101_alpha101,2024-08,selected_basket_proxy,0.78164,0.785714,1.0,744,1591260.58,61831.77,0.000682,0.000682,0.006822,0.006822,0.068223,0.068223
wq101_alpha101,2024-09,selected_basket_proxy,0.795879,0.804348,1.0,720,1591260.58,61831.77,0.000695,0.000695,0.006947,0.006947,0.069466,0.069466
wq101_alpha101,2024-10,selected_basket_proxy,0.791758,0.8125,1.0,744,1591260.58,61831.77,0.000691,0.000691,0.006911,0.006911,0.069106,0.069106
wq101_alpha101,2024-11,selected_basket_proxy,0.788617,0.8,1.0,720,1591260.58,61831.77,0.000688,0.000688,0.006883,0.006883,0.068832,0.068832
wq101_alpha101,2024-12,selected_basket_proxy,0.790445,0.8,1.0,744,1591260.58,61831.77,0.00069,0.00069,0.006899,0.006899,0.068992,0.068992
wq101_alpha101,2025-01,selected_basket_proxy,0.783352,0.796296,1.0,744,1591260.58,61831.77,0.000684,0.000684,0.006837,0.006837,0.068373,0.068373
wq101_alpha101,2025-02,selected_basket_proxy,0.781135,0.8,1.0,672,1591260.58,61831.77,0.000682,0.000682,0.006818,0.006818,0.068179,0.068179
wq101_alpha101,2025-03,selected_basket_proxy,0.77167,0.774194,1.0,744,1591260.58,61831.77,0.000674,0.000674,0.006735,0.006735,0.067353,0.067353
wq101_alpha101,2025-04,selected_basket_proxy,0.783436,0.794118,1.0,720,1591260.58,61831.77,0.000684,0.000684,0.006838,0.006838,0.06838,0.06838
wq101_alpha101,2025-05,selected_basket_proxy,0.777221,0.785714,1.0,744,1591260.58,61831.77,0.000678,0.000678,0.006784,0.006784,0.067838,0.067838
wq101_alpha101,2025-06,selected_basket_proxy,0.753781,0.77027,1.0,720,1591260.58,61831.77,0.000658,0.000658,0.006579,0.006579,0.065792,0.065792
wq101_alpha101,2025-07,selected_basket_proxy,0.770504,0.782051,1.0,744,1591260.58,61831.77,0.000673,0.000673,0.006725,0.006725,0.067251,0.067251
wq101_alpha101,2025-08,selected_basket_proxy,0.766689,0.775,1.0,744,1591260.58,61831.77,0.000669,0.000669,0.006692,0.006692,0.066918,0.066918
wq101_alpha101,2025-09,selected_basket_proxy,0.754716,0.761364,1.0,720,1591260.58,61831.77,0.000659,0.000659,0.006587,0.006587,0.065873,0.065873
wq101_alpha101,2025-10,selected_basket_proxy,0.754533,0.755556,0.98913,744,1591260.58,61831.77,0.000659,0.000659,0.006586,0.006586,0.065857,0.065857
wq101_alpha101,2025-11,selected_basket_proxy,0.761522,0.765306,0.989583,720,1591260.58,61831.77,0.000665,0.000665,0.006647,0.006647,0.066467,0.066467
wq101_alpha101,2025-12,selected_basket_proxy,0.743583,0.744898,0.989796,744,1591260.58,61831.77,0.000649,0.000649,0.00649,0.00649,0.064902,0.064902
wq101_alpha101,2026-01,selected_basket_proxy,0.753038,0.76,0.97,744,1591260.58,61831.77,0.000657,0.000657,0.006573,0.006573,0.065727,0.065727
wq101_alpha101,2026-02,selected_basket_proxy,0.742532,0.74,0.99,672,1591260.58,61831.77,0.000648,0.000648,0.006481,0.006481,0.06481,0.06481
wq101_alpha101,2026-03,selected_basket_proxy,0.73841,0.740385,0.960784,744,1591260.58,61831.77,0.000645,0.000645,0.006445,0.006445,0.06445,0.06445
wq101_alpha101,2026-04,selected_basket_proxy,0.735016,0.740385,0.961538,720,1591260.58,61831.77,0.000642,0.000642,0.006415,0.006415,0.064154,0.064154
wq101_alpha101,2026-05,selected_basket_proxy,0.737016,0.735849,0.981132,744,1591260.58,61831.77,0.000643,0.000643,0.006433,0.006433,0.064328,0.064328
wq101_alpha101,2026-06,selected_basket_proxy,0.747052,0.754717,0.990566,288,1591260.58,61831.77,0.000652,0.000652,0.00652,0.00652,0.065204,0.065204
wq101_alpha12,2024-06,selected_basket_proxy,0.622395,0.625,1.0,718,2204840.69,82117.39,0.000392,0.000392,0.003921,0.003921,0.039206,0.039206
wq101_alpha12,2024-07,selected_basket_proxy,0.634505,0.642857,1.0,744,2204840.69,82117.39,0.0004,0.0004,0.003997,0.003997,0.039969,0.039969
wq101_alpha12,2024-08,selected_basket_proxy,0.630279,0.636364,0.97619,744,2204840.69,82117.39,0.000397,0.000397,0.00397,0.00397,0.039703,0.039703
wq101_alpha12,2024-09,selected_basket_proxy,0.631545,0.630435,0.977273,720,2204840.69,82117.39,0.000398,0.000398,0.003978,0.003978,0.039783,0.039783
wq101_alpha12,2024-10,selected_basket_proxy,0.625494,0.625,1.0,744,2204840.69,82117.39,0.000394,0.000394,0.00394,0.00394,0.039402,0.039402
wq101_alpha12,2024-11,selected_basket_proxy,0.627652,0.625,0.96,720,2204840.69,82117.39,0.000395,0.000395,0.003954,0.003954,0.039537,0.039537
wq101_alpha12,2024-12,selected_basket_proxy,0.62922,0.632123,1.0,744,2204840.69,82117.39,0.000396,0.000396,0.003964,0.003964,0.039636,0.039636
wq101_alpha12,2025-01,selected_basket_proxy,0.632141,0.625,1.0,744,2204840.69,82117.39,0.000398,0.000398,0.003982,0.003982,0.03982,0.03982
wq101_alpha12,2025-02,selected_basket_proxy,0.629643,0.616667,0.933333,672,2204840.69,82117.39,0.000397,0.000397,0.003966,0.003966,0.039663,0.039663
wq101_alpha12,2025-03,selected_basket_proxy,0.623336,0.620833,0.9375,744,2204840.69,82117.39,0.000393,0.000393,0.003927,0.003927,0.039266,0.039266
wq101_alpha12,2025-04,selected_basket_proxy,0.619143,0.617647,1.0,720,2204840.69,82117.39,0.00039,0.00039,0.0039,0.0039,0.039002,0.039002
wq101_alpha12,2025-05,selected_basket_proxy,0.634113,0.628571,0.957143,744,2204840.69,82117.39,0.000399,0.000399,0.003994,0.003994,0.039945,0.039945
wq101_alpha12,2025-06,selected_basket_proxy,0.628095,0.621622,0.972973,720,2204840.69,82117.39,0.000396,0.000396,0.003957,0.003957,0.039565,0.039565
wq101_alpha12,2025-07,selected_basket_proxy,0.62713,0.623313,0.987179,744,2204840.69,82117.39,0.000395,0.000395,0.00395,0.00395,0.039505,0.039505
wq101_alpha12,2025-08,selected_basket_proxy,0.631487,0.625,0.975,744,2204840.69,82117.39,0.000398,0.000398,0.003978,0.003978,0.039779,0.039779
wq101_alpha12,2025-09,selected_basket_proxy,0.626214,0.620499,0.95122,720,2204840.69,82117.39,0.000394,0.000394,0.003945,0.003945,0.039447,0.039447
wq101_alpha12,2025-10,selected_basket_proxy,0.619188,0.617021,0.920455,744,2204840.69,82117.39,0.00039,0.00039,0.0039,0.0039,0.039004,0.039004
wq101_alpha12,2025-11,selected_basket_proxy,0.613144,0.612245,0.897959,720,2204840.69,82117.39,0.000386,0.000386,0.003862,0.003862,0.038624,0.038624
wq101_alpha12,2025-12,selected_basket_proxy,0.615663,0.61,0.98,744,2204840.69,82117.39,0.000388,0.000388,0.003878,0.003878,0.038782,0.038782
wq101_alpha12,2026-01,selected_basket_proxy,0.614153,0.61,0.95,744,2204840.69,82117.39,0.000387,0.000387,0.003869,0.003869,0.038687,0.038687
wq101_alpha12,2026-02,selected_basket_proxy,0.624633,0.617647,0.94,672,2204840.69,82117.39,0.000393,0.000393,0.003935,0.003935,0.039347,0.039347
