factor_id,fee_bps,total_return,annualized_return,annualized_vol,sharpe,max_drawdown,positive_month_rate,avg_turnover
candle_wick_lower,5,-0.999903152269738,-0.9893979136275545,0.3658549028282637,-2.7043450995981013,0.910139840387751,0.2,0.7771921376154821
candle_wick_lower,10,-0.9999999047853779,-0.9996484931087142,0.3659091472056118,-2.7319581943847697,0.910139840387751,0.2,0.7771921376154821
candle_wick_lower,20,-0.9999999999999087,-0.9999996152104509,0.36608167336848196,-2.7316298191302644,0.910139840387751,0.2,0.7771921376154821
xs_rank_ret_1h,0,-0.9062061525759864,-0.6878655930622847,0.5098581293871794,-1.3491313630500705,0.9481557142527931,0.24,0.7504065962089533
xs_rank_ret_1h,2,-0.9935236953570308,-0.9162006080822982,0.5098652989762396,-1.796946389412931,0.9481557142527931,0.24,0.7504065962089533
xs_rank_ret_1h,5,-0.9998825841604024,-0.9883472783635925,0.5098830318380814,-1.938380406189811,0.9481557142527931,0.24,0.7504065962089533
xs_rank_ret_1h,10,-0.9999998533848967,-0.999565518009461,0.5099311934713596,-1.9601968477451102,0.9481557142527931,0.24,0.7504065962089533
xs_rank_ret_1h,20,-0.9999999999997732,-0.9999993982919062,0.5100972647507344,-1.9604092540675921,0.9481557142527931,0.24,0.7504065962089533
xs_rank_vol,0,-0.18577039035229959,-0.0962552145182386,0.4348877166717328,-0.22133348638792463,0.5323041379878678,0.44,0.01029467374016255
xs_rank_vol,2,-0.21505062286733778,-0.1124087747042346,0.4348854484978056,-0.2584790433722728,0.5323041379878678,0.44,0.01029467374016255
xs_rank_vol,5,-0.25700882490521415,-0.1360994916191849,0.43488222557474915,-0.31295712635602213,0.5323041379878678,0.44,0.01029467374016255
xs_rank_vol,10,-0.3220151562173922,-0.17418752158666728,0.4348773322821635,-0.4005440354238753,0.5323041379878678,0.44,0.01029467374016255
xs_rank_vol,20,-0.43546438767379614,-0.24540100459936542,0.43486933918844056,-0.5643097419959207,0.5323041379878678,0.44,0.01029467374016255
ema_12_26_gap,0,3.705853621939956,1.1423906479122836,0.5295602237406558,2.1572440615776918,0.43261404104722356,0.64,0.062051167487446976
ema_12_26_gap,2,2.7728690145916794,0.9217136748604571,0.5295571118855898,1.7405368640570578,0.43261404104722356,0.64,0.062051167487446976
ema_12_26_gap,5,1.7084390315073987,0.6325722479766305,0.5295533033003733,1.1945393297222484,0.43261404104722356,0.64,0.062051167487446976
ema_12_26_gap,10,0.5588019189186304,0.24406145755044695,0.5295492469025772,0.46088528872055534,0.43261404104722356,0.64,0.062051167487446976
ema_12_26_gap,20,-0.4836926363068075,-0.277616654504076,0.5295497264512394,-0.5242503973413699,0.43261404104722356,0.64,0.062051167487446976
rsi_7h,0,0.7941845599913242,0.33332754079210036,0.4677068288726862,0.7126847850298011,0.6343063423416693,0.64,0.28976851178081214
