factor_id,check,status,detail
mom_accel_20h,marginal_info,OK,novelty=INSUFFICIENT_OVERLAP
mom_accel_20h,scorecard_not_stale,OK,"rankic=-0.024419, coverage=0.9980"
mom_accel_20h,unified_profile,OK,score=52.0
mom_accel_20h,ls_btc_corr,OK,ls_btc_corr=-0.0301
mom_accel_20h,source_metadata,OK,All source metadata present
mom_vol_adjusted_20h,factor_values,OK,factor_values.parquet exists
mom_vol_adjusted_20h,factor_level_rankic,OK,4 horizon(s)
mom_vol_adjusted_20h,period_ic,OK,100 rows
mom_vol_adjusted_20h,period_ls,OK,100 rows
mom_vol_adjusted_20h,ls_aggregate,OK,"4 horizon(s), aggregate present"
mom_vol_adjusted_20h,cumulative_ls,OK,100 rows
mom_vol_adjusted_20h,paper_payload,OK,Present in payload
mom_vol_adjusted_20h,regime_btc,OK,regime=REGIME_ROBUST
mom_vol_adjusted_20h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
mom_vol_adjusted_20h,rolling_stability,OK,stability=
mom_vol_adjusted_20h,decile_shape,OK,shape=BOTH_TAILS_U_SHAPED
mom_vol_adjusted_20h,capacity_liquidity,OK,class=
mom_vol_adjusted_20h,pairwise_redundancy,OK,77 pairs
mom_vol_adjusted_20h,cluster,OK,cluster=1
mom_vol_adjusted_20h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
mom_vol_adjusted_20h,scorecard_not_stale,OK,"rankic=-0.020835, coverage=1.0000"
mom_vol_adjusted_20h,unified_profile,OK,score=44.6
mom_vol_adjusted_20h,ls_btc_corr,OK,ls_btc_corr=0.0071
mom_vol_adjusted_20h,source_metadata,OK,All source metadata present
price_pos_120h,factor_values,OK,factor_values.parquet exists
price_pos_120h,factor_level_rankic,OK,4 horizon(s)
price_pos_120h,period_ic,OK,100 rows
price_pos_120h,period_ls,OK,100 rows
price_pos_120h,ls_aggregate,MISSING,LS aggregate fields are NaN
price_pos_120h,cumulative_ls,OK,100 rows
price_pos_120h,paper_payload,OK,Present in payload
price_pos_120h,regime_btc,OK,regime=REGIME_ROBUST
price_pos_120h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
price_pos_120h,rolling_stability,OK,stability=
price_pos_120h,decile_shape,OK,shape=NONLINEAR_MIXED
price_pos_120h,capacity_liquidity,OK,class=
price_pos_120h,pairwise_redundancy,OK,77 pairs
price_pos_120h,cluster,OK,cluster=17
price_pos_120h,marginal_info,OK,novelty=INSUFFICIENT_OVERLAP
price_pos_120h,scorecard_not_stale,OK,"rankic=-0.015316, coverage=0.9905"
price_pos_120h,unified_profile,OK,score=56.3
price_pos_120h,ls_btc_corr,OK,ls_btc_corr=0.1125
price_pos_120h,source_metadata,OK,All source metadata present
price_pos_24h,factor_values,OK,factor_values.parquet exists
price_pos_24h,factor_level_rankic,OK,4 horizon(s)
price_pos_24h,period_ic,OK,100 rows
price_pos_24h,period_ls,OK,100 rows
price_pos_24h,ls_aggregate,MISSING,LS aggregate fields are NaN
price_pos_24h,cumulative_ls,OK,100 rows
price_pos_24h,paper_payload,OK,Present in payload
price_pos_24h,regime_btc,OK,regime=BEAR_DEPENDENT
price_pos_24h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
price_pos_24h,rolling_stability,OK,stability=
price_pos_24h,decile_shape,OK,shape=NONLINEAR_MIXED
price_pos_24h,capacity_liquidity,OK,class=
price_pos_24h,pairwise_redundancy,OK,77 pairs
price_pos_24h,cluster,OK,cluster=18
price_pos_24h,marginal_info,OK,novelty=INSUFFICIENT_OVERLAP
price_pos_24h,scorecard_not_stale,OK,"rankic=-0.021024, coverage=0.9982"
price_pos_24h,unified_profile,OK,score=47.5
price_pos_24h,ls_btc_corr,OK,ls_btc_corr=-0.0443
price_pos_24h,source_metadata,OK,All source metadata present
price_pos_72h,factor_values,OK,factor_values.parquet exists
price_pos_72h,factor_level_rankic,OK,4 horizon(s)
price_pos_72h,period_ic,OK,100 rows
price_pos_72h,period_ls,OK,100 rows
price_pos_72h,ls_aggregate,MISSING,LS aggregate fields are NaN
price_pos_72h,cumulative_ls,OK,100 rows
price_pos_72h,paper_payload,OK,Present in payload
price_pos_72h,regime_btc,OK,regime=REGIME_ROBUST
price_pos_72h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
price_pos_72h,rolling_stability,OK,stability=
price_pos_72h,decile_shape,OK,shape=NONLINEAR_MIXED
price_pos_72h,capacity_liquidity,OK,class=
price_pos_72h,pairwise_redundancy,OK,77 pairs
price_pos_72h,cluster,OK,cluster=1
price_pos_72h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
price_pos_72h,scorecard_not_stale,OK,"rankic=-0.018362, coverage=0.9943"
price_pos_72h,unified_profile,OK,score=47.7
price_pos_72h,ls_btc_corr,OK,ls_btc_corr=0.0508
price_pos_72h,source_metadata,OK,All source metadata present
price_volume_corr_20h,factor_values,OK,factor_values.parquet exists
price_volume_corr_20h,factor_level_rankic,OK,4 horizon(s)
price_volume_corr_20h,period_ic,OK,100 rows
price_volume_corr_20h,period_ls,OK,100 rows
price_volume_corr_20h,ls_aggregate,MISSING,LS aggregate fields are NaN
price_volume_corr_20h,cumulative_ls,OK,100 rows
price_volume_corr_20h,paper_payload,OK,Present in payload
price_volume_corr_20h,regime_btc,OK,regime=REGIME_ROBUST
price_volume_corr_20h,quantile_shape,OK,shape=WEAK_MONOTONIC
price_volume_corr_20h,rolling_stability,OK,stability=
price_volume_corr_20h,decile_shape,OK,shape=NONLINEAR_MIXED
price_volume_corr_20h,capacity_liquidity,OK,class=
price_volume_corr_20h,pairwise_redundancy,OK,77 pairs
price_volume_corr_20h,cluster,OK,cluster=19
price_volume_corr_20h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
price_volume_corr_20h,scorecard_not_stale,OK,"rankic=-0.040248, coverage=0.9950"
price_volume_corr_20h,unified_profile,OK,score=52.5
price_volume_corr_20h,ls_btc_corr,OK,ls_btc_corr=0.0948
price_volume_corr_20h,source_metadata,OK,All source metadata present
q158_high_low_range,factor_values,OK,factor_values.parquet exists
q158_high_low_range,factor_level_rankic,OK,4 horizon(s)
q158_high_low_range,period_ic,OK,100 rows
q158_high_low_range,period_ls,OK,100 rows
q158_high_low_range,ls_aggregate,MISSING,LS aggregate fields are NaN
q158_high_low_range,cumulative_ls,OK,100 rows
q158_high_low_range,paper_payload,OK,Present in payload
q158_high_low_range,regime_btc,OK,regime=BULL_DEPENDENT
q158_high_low_range,quantile_shape,OK,shape=NO_CLEAR_SHAPE
q158_high_low_range,rolling_stability,OK,stability=
q158_high_low_range,decile_shape,OK,shape=NONLINEAR_MIXED
q158_high_low_range,capacity_liquidity,OK,class=
q158_high_low_range,pairwise_redundancy,OK,77 pairs
q158_high_low_range,cluster,OK,cluster=20
q158_high_low_range,marginal_info,OK,novelty=HIGHLY_REDUNDANT
q158_high_low_range,scorecard_not_stale,OK,"rankic=-0.090894, coverage=1.0000"
q158_high_low_range,unified_profile,OK,score=44.9
q158_high_low_range,ls_btc_corr,OK,ls_btc_corr=0.0783
q158_high_low_range,source_metadata,OK,All source metadata present
qvol_ma_ratio_20_80,factor_values,OK,factor_values.parquet exists
qvol_ma_ratio_20_80,factor_level_rankic,OK,4 horizon(s)
qvol_ma_ratio_20_80,period_ic,OK,100 rows
qvol_ma_ratio_20_80,period_ls,OK,100 rows
qvol_ma_ratio_20_80,ls_aggregate,MISSING,LS aggregate fields are NaN
qvol_ma_ratio_20_80,cumulative_ls,OK,100 rows
qvol_ma_ratio_20_80,paper_payload,OK,Present in payload
qvol_ma_ratio_20_80,regime_btc,OK,regime=BULL_DEPENDENT
qvol_ma_ratio_20_80,quantile_shape,OK,shape=WEAK_MONOTONIC
qvol_ma_ratio_20_80,rolling_stability,OK,stability=
qvol_ma_ratio_20_80,decile_shape,OK,shape=NONLINEAR_MIXED
qvol_ma_ratio_20_80,capacity_liquidity,OK,class=
qvol_ma_ratio_20_80,pairwise_redundancy,OK,77 pairs
qvol_ma_ratio_20_80,cluster,OK,cluster=21
qvol_ma_ratio_20_80,marginal_info,OK,novelty=NEEDS_REVIEW
qvol_ma_ratio_20_80,scorecard_not_stale,OK,"rankic=-0.007957, coverage=0.9910"
qvol_ma_ratio_20_80,unified_profile,OK,score=46.8
qvol_ma_ratio_20_80,ls_btc_corr,OK,ls_btc_corr=0.1583
qvol_ma_ratio_20_80,source_metadata,OK,All source metadata present
qvol_ma_ratio_5_20,factor_values,OK,factor_values.parquet exists
qvol_ma_ratio_5_20,factor_level_rankic,OK,4 horizon(s)
qvol_ma_ratio_5_20,period_ic,OK,100 rows
qvol_ma_ratio_5_20,period_ls,OK,100 rows
qvol_ma_ratio_5_20,ls_aggregate,MISSING,LS aggregate fields are NaN
qvol_ma_ratio_5_20,cumulative_ls,OK,100 rows
qvol_ma_ratio_5_20,paper_payload,OK,Present in payload
qvol_ma_ratio_5_20,regime_btc,OK,regime=VOL_DEPENDENT
qvol_ma_ratio_5_20,quantile_shape,OK,shape=NO_CLEAR_SHAPE
qvol_ma_ratio_5_20,rolling_stability,OK,stability=
qvol_ma_ratio_5_20,decile_shape,OK,shape=NONLINEAR_MIXED
qvol_ma_ratio_5_20,capacity_liquidity,OK,class=
qvol_ma_ratio_5_20,pairwise_redundancy,OK,77 pairs
qvol_ma_ratio_5_20,cluster,OK,cluster=22
qvol_ma_ratio_5_20,marginal_info,OK,novelty=NEEDS_REVIEW
qvol_ma_ratio_5_20,scorecard_not_stale,OK,"rankic=-0.005389, coverage=0.9958"
qvol_ma_ratio_5_20,unified_profile,OK,score=48.2
qvol_ma_ratio_5_20,ls_btc_corr,OK,ls_btc_corr=0.1960
qvol_ma_ratio_5_20,source_metadata,OK,All source metadata present
qvol_zscore_20h,factor_values,OK,factor_values.parquet exists
qvol_zscore_20h,factor_level_rankic,OK,4 horizon(s)
qvol_zscore_20h,period_ic,OK,100 rows
qvol_zscore_20h,period_ls,OK,100 rows
qvol_zscore_20h,ls_aggregate,MISSING,LS aggregate fields are NaN
qvol_zscore_20h,cumulative_ls,OK,100 rows
qvol_zscore_20h,paper_payload,OK,Present in payload
qvol_zscore_20h,regime_btc,OK,regime=REGIME_ROBUST
qvol_zscore_20h,quantile_shape,OK,shape=MIXED_SHAPE
qvol_zscore_20h,rolling_stability,OK,stability=
qvol_zscore_20h,decile_shape,OK,shape=NONLINEAR_MIXED
qvol_zscore_20h,capacity_liquidity,OK,class=
qvol_zscore_20h,pairwise_redundancy,OK,77 pairs
qvol_zscore_20h,cluster,OK,cluster=23
qvol_zscore_20h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
qvol_zscore_20h,scorecard_not_stale,OK,"rankic=-0.007968, coverage=0.9958"
qvol_zscore_20h,unified_profile,OK,score=47.3
qvol_zscore_20h,ls_btc_corr,OK,ls_btc_corr=0.0930
qvol_zscore_20h,source_metadata,OK,All source metadata present
qvol_zscore_48h,factor_values,OK,factor_values.parquet exists
qvol_zscore_48h,factor_level_rankic,OK,4 horizon(s)
qvol_zscore_48h,period_ic,OK,100 rows
qvol_zscore_48h,period_ls,OK,100 rows
qvol_zscore_48h,ls_aggregate,MISSING,LS aggregate fields are NaN
qvol_zscore_48h,cumulative_ls,OK,100 rows
qvol_zscore_48h,paper_payload,OK,Present in payload
qvol_zscore_48h,regime_btc,OK,regime=REGIME_ROBUST
qvol_zscore_48h,quantile_shape,OK,shape=WEAK_MONOTONIC
qvol_zscore_48h,rolling_stability,OK,stability=
qvol_zscore_48h,decile_shape,OK,shape=NONLINEAR_MIXED
qvol_zscore_48h,capacity_liquidity,OK,class=
qvol_zscore_48h,pairwise_redundancy,OK,77 pairs
qvol_zscore_48h,cluster,OK,cluster=24
qvol_zscore_48h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
qvol_zscore_48h,scorecard_not_stale,OK,"rankic=-0.009842, coverage=0.9936"
qvol_zscore_48h,unified_profile,OK,score=50.9
qvol_zscore_48h,ls_btc_corr,OK,ls_btc_corr=0.1418
qvol_zscore_48h,source_metadata,OK,All source metadata present
range_1h,factor_values,OK,factor_values.parquet exists
range_1h,factor_level_rankic,OK,4 horizon(s)
range_1h,period_ic,OK,100 rows
range_1h,period_ls,OK,100 rows
range_1h,ls_aggregate,MISSING,LS aggregate fields are NaN
range_1h,cumulative_ls,OK,100 rows
range_1h,paper_payload,OK,Present in payload
range_1h,regime_btc,OK,regime=BULL_DEPENDENT
range_1h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
range_1h,rolling_stability,OK,stability=
range_1h,decile_shape,OK,shape=NONLINEAR_MIXED
range_1h,capacity_liquidity,OK,class=
range_1h,pairwise_redundancy,OK,77 pairs
range_1h,cluster,OK,cluster=20
range_1h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
range_1h,scorecard_not_stale,OK,"rankic=-0.090894, coverage=1.0000"
range_1h,unified_profile,OK,score=44.9
range_1h,ls_btc_corr,OK,ls_btc_corr=0.0783
range_1h,source_metadata,OK,All source metadata present
range_24h,factor_values,OK,factor_values.parquet exists
range_24h,factor_level_rankic,OK,4 horizon(s)
range_24h,period_ic,OK,100 rows
range_24h,period_ls,OK,100 rows
range_24h,ls_aggregate,MISSING,LS aggregate fields are NaN
range_24h,cumulative_ls,OK,100 rows
range_24h,paper_payload,OK,Present in payload
range_24h,regime_btc,OK,regime=BULL_DEPENDENT
range_24h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
range_24h,rolling_stability,OK,stability=
range_24h,decile_shape,OK,shape=NONLINEAR_MIXED
range_24h,capacity_liquidity,OK,class=
range_24h,pairwise_redundancy,OK,77 pairs
range_24h,cluster,OK,cluster=25
range_24h,marginal_info,OK,novelty=INSUFFICIENT_OVERLAP
range_24h,scorecard_not_stale,OK,"rankic=-0.094086, coverage=0.9982"
range_24h,unified_profile,OK,score=49.5
range_24h,ls_btc_corr,OK,ls_btc_corr=0.0808
range_24h,source_metadata,OK,All source metadata present
range_4h,factor_values,OK,factor_values.parquet exists
range_4h,factor_level_rankic,OK,4 horizon(s)
range_4h,period_ic,OK,100 rows
range_4h,period_ls,OK,100 rows
range_4h,ls_aggregate,MISSING,LS aggregate fields are NaN
range_4h,cumulative_ls,OK,100 rows
range_4h,paper_payload,OK,Present in payload
range_4h,regime_btc,OK,regime=VOL_DEPENDENT
range_4h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
range_4h,rolling_stability,OK,stability=
range_4h,decile_shape,OK,shape=NONLINEAR_MIXED
range_4h,capacity_liquidity,OK,class=
range_4h,pairwise_redundancy,OK,77 pairs
range_4h,cluster,OK,cluster=26
range_4h,marginal_info,OK,novelty=MODERATELY_REDUNDANT
range_4h,scorecard_not_stale,OK,"rankic=-0.092339, coverage=0.9998"
range_4h,unified_profile,OK,score=50.3
range_4h,ls_btc_corr,OK,ls_btc_corr=0.0752
range_4h,source_metadata,OK,All source metadata present
range_breakout_vol_confirm_20h,factor_values,OK,factor_values.parquet exists
range_breakout_vol_confirm_20h,factor_level_rankic,OK,4 horizon(s)
range_breakout_vol_confirm_20h,period_ic,OK,100 rows
range_breakout_vol_confirm_20h,period_ls,OK,100 rows
range_breakout_vol_confirm_20h,ls_aggregate,OK,"4 horizon(s), aggregate present"
range_breakout_vol_confirm_20h,cumulative_ls,OK,100 rows
range_breakout_vol_confirm_20h,paper_payload,OK,Present in payload
range_breakout_vol_confirm_20h,regime_btc,OK,regime=BTC_BETA_SENSITIVE
range_breakout_vol_confirm_20h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
range_breakout_vol_confirm_20h,rolling_stability,OK,stability=
range_breakout_vol_confirm_20h,decile_shape,OK,shape=NONLINEAR_MIXED
range_breakout_vol_confirm_20h,capacity_liquidity,OK,class=
range_breakout_vol_confirm_20h,pairwise_redundancy,OK,77 pairs
range_breakout_vol_confirm_20h,cluster,OK,cluster=23
range_breakout_vol_confirm_20h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
range_breakout_vol_confirm_20h,scorecard_not_stale,OK,"rankic=-0.029283, coverage=1.0000"
range_breakout_vol_confirm_20h,unified_profile,OK,score=37.5
range_breakout_vol_confirm_20h,ls_btc_corr,OK,ls_btc_corr=0.1552
range_breakout_vol_confirm_20h,source_metadata,OK,All source metadata present
realized_kurt_20h,factor_values,OK,factor_values.parquet exists
realized_kurt_20h,factor_level_rankic,OK,4 horizon(s)
realized_kurt_20h,period_ic,OK,100 rows
realized_kurt_20h,period_ls,OK,100 rows
realized_kurt_20h,ls_aggregate,MISSING,LS aggregate fields are NaN
realized_kurt_20h,cumulative_ls,OK,100 rows
realized_kurt_20h,paper_payload,OK,Present in payload
realized_kurt_20h,regime_btc,OK,regime=VOL_DEPENDENT
realized_kurt_20h,quantile_shape,OK,shape=WEAK_MONOTONIC
realized_kurt_20h,rolling_stability,OK,stability=
realized_kurt_20h,decile_shape,OK,shape=NONLINEAR_MIXED
realized_kurt_20h,capacity_liquidity,OK,class=
realized_kurt_20h,pairwise_redundancy,OK,77 pairs
realized_kurt_20h,cluster,OK,cluster=27
realized_kurt_20h,marginal_info,OK,novelty=LIKELY_DISTINCT
realized_kurt_20h,scorecard_not_stale,OK,"rankic=-0.011835, coverage=0.9984"
realized_kurt_20h,unified_profile,OK,score=51.1
realized_kurt_20h,ls_btc_corr,OK,ls_btc_corr=-0.2006
realized_kurt_20h,source_metadata,OK,All source metadata present
realized_skew_20h,factor_values,OK,factor_values.parquet exists
realized_skew_20h,factor_level_rankic,OK,4 horizon(s)
realized_skew_20h,period_ic,OK,100 rows
realized_skew_20h,period_ls,OK,100 rows
realized_skew_20h,ls_aggregate,MISSING,LS aggregate fields are NaN
realized_skew_20h,cumulative_ls,OK,100 rows
realized_skew_20h,paper_payload,OK,Present in payload
realized_skew_20h,regime_btc,OK,regime=REGIME_ROBUST
realized_skew_20h,quantile_shape,OK,shape=MIXED_SHAPE
realized_skew_20h,rolling_stability,OK,stability=
realized_skew_20h,decile_shape,OK,shape=NONLINEAR_MIXED
realized_skew_20h,capacity_liquidity,OK,class=
realized_skew_20h,pairwise_redundancy,OK,77 pairs
realized_skew_20h,cluster,OK,cluster=28
realized_skew_20h,marginal_info,OK,novelty=LIKELY_DISTINCT
realized_skew_20h,scorecard_not_stale,OK,"rankic=-0.026522, coverage=0.9984"
realized_skew_20h,unified_profile,OK,score=57.1
realized_skew_20h,ls_btc_corr,OK,ls_btc_corr=0.1836
realized_skew_20h,source_metadata,OK,All source metadata present
rev_10h,factor_values,OK,factor_values.parquet exists
rev_10h,factor_level_rankic,OK,4 horizon(s)
rev_10h,period_ic,OK,100 rows
rev_10h,period_ls,OK,100 rows
rev_10h,ls_aggregate,MISSING,LS aggregate fields are NaN
rev_10h,cumulative_ls,OK,100 rows
rev_10h,paper_payload,OK,Present in payload
rev_10h,regime_btc,OK,regime=VOL_DEPENDENT
rev_10h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
rev_10h,rolling_stability,OK,stability=
rev_10h,decile_shape,OK,shape=NONLINEAR_MIXED
rev_10h,capacity_liquidity,OK,class=
rev_10h,pairwise_redundancy,OK,77 pairs
rev_10h,cluster,OK,cluster=1
rev_10h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
rev_10h,scorecard_not_stale,OK,"rankic=0.029898, coverage=0.9992"
rev_10h,unified_profile,OK,score=48.7
rev_10h,ls_btc_corr,OK,ls_btc_corr=-0.0331
rev_10h,source_metadata,OK,All source metadata present
rev_1h,factor_values,OK,factor_values.parquet exists
rev_1h,factor_level_rankic,OK,4 horizon(s)
rev_1h,period_ic,OK,100 rows
rev_1h,period_ls,OK,100 rows
rev_1h,ls_aggregate,MISSING,LS aggregate fields are NaN
rev_1h,cumulative_ls,OK,100 rows
rev_1h,paper_payload,OK,Present in payload
rev_1h,regime_btc,OK,regime=REGIME_ROBUST
rev_1h,quantile_shape,OK,shape=WEAK_MONOTONIC
rev_1h,rolling_stability,OK,stability=
rev_1h,decile_shape,OK,shape=NONLINEAR_MIXED
rev_1h,capacity_liquidity,OK,class=
rev_1h,pairwise_redundancy,OK,77 pairs
rev_1h,cluster,OK,cluster=3
rev_1h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
rev_1h,scorecard_not_stale,OK,"rankic=0.036506, coverage=0.9999"
rev_1h,unified_profile,OK,score=59.0
rev_1h,ls_btc_corr,OK,ls_btc_corr=-0.0084
rev_1h,source_metadata,OK,All source metadata present
rev_24h,factor_values,OK,factor_values.parquet exists
rev_24h,factor_level_rankic,OK,4 horizon(s)
rev_24h,period_ic,OK,100 rows
rev_24h,period_ls,OK,100 rows
rev_24h,ls_aggregate,MISSING,LS aggregate fields are NaN
rev_24h,cumulative_ls,OK,100 rows
rev_24h,paper_payload,OK,Present in payload
rev_24h,regime_btc,OK,regime=VOL_DEPENDENT
rev_24h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
rev_24h,rolling_stability,OK,stability=
rev_24h,decile_shape,OK,shape=BOTH_TAILS_U_SHAPED
rev_24h,capacity_liquidity,OK,class=
rev_24h,pairwise_redundancy,OK,77 pairs
rev_24h,cluster,OK,cluster=13
rev_24h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
rev_24h,scorecard_not_stale,OK,"rankic=0.029998, coverage=0.9981"
rev_24h,unified_profile,OK,score=52.2
rev_24h,ls_btc_corr,OK,ls_btc_corr=-0.0655
rev_24h,source_metadata,OK,All source metadata present
rev_2h,factor_values,OK,factor_values.parquet exists
rev_2h,factor_level_rankic,OK,4 horizon(s)
rev_2h,period_ic,OK,100 rows
rev_2h,period_ls,OK,100 rows
rev_2h,ls_aggregate,OK,"4 horizon(s), aggregate present"
rev_2h,cumulative_ls,OK,100 rows
rev_2h,paper_payload,OK,Present in payload
rev_2h,regime_btc,OK,regime=REGIME_ROBUST
rev_2h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
rev_2h,rolling_stability,OK,stability=
rev_2h,decile_shape,OK,shape=NONLINEAR_MIXED
rev_2h,capacity_liquidity,OK,class=
rev_2h,pairwise_redundancy,OK,77 pairs
rev_2h,cluster,OK,cluster=29
rev_2h,marginal_info,OK,novelty=MODERATELY_REDUNDANT
rev_2h,scorecard_not_stale,OK,"rankic=0.036075, coverage=1.0000"
rev_2h,unified_profile,OK,score=49.9
rev_2h,ls_btc_corr,OK,ls_btc_corr=-0.0371
rev_2h,source_metadata,OK,All source metadata present
rev_3h,factor_values,OK,factor_values.parquet exists
rev_3h,factor_level_rankic,OK,4 horizon(s)
rev_3h,period_ic,OK,100 rows
rev_3h,period_ls,OK,100 rows
rev_3h,ls_aggregate,MISSING,LS aggregate fields are NaN
rev_3h,cumulative_ls,OK,100 rows
rev_3h,paper_payload,OK,Present in payload
rev_3h,regime_btc,OK,regime=REGIME_ROBUST
rev_3h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
rev_3h,rolling_stability,OK,stability=
rev_3h,decile_shape,OK,shape=NONLINEAR_MIXED
rev_3h,capacity_liquidity,OK,class=
rev_3h,pairwise_redundancy,OK,77 pairs
rev_3h,cluster,OK,cluster=30
rev_3h,marginal_info,OK,novelty=MODERATELY_REDUNDANT
rev_3h,scorecard_not_stale,OK,"rankic=0.034385, coverage=0.9998"
rev_3h,unified_profile,OK,score=54.8
rev_3h,ls_btc_corr,OK,ls_btc_corr=-0.0158
rev_3h,source_metadata,OK,All source metadata present
rev_72h,factor_values,OK,factor_values.parquet exists
rev_72h,factor_level_rankic,OK,4 horizon(s)
rev_72h,period_ic,OK,100 rows
rev_72h,period_ls,OK,100 rows
rev_72h,ls_aggregate,MISSING,LS aggregate fields are NaN
rev_72h,cumulative_ls,OK,100 rows
rev_72h,paper_payload,OK,Present in payload
rev_72h,regime_btc,OK,regime=DRAWDOWN_FRAGILE
rev_72h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
rev_72h,rolling_stability,OK,stability=
rev_72h,decile_shape,OK,shape=NONLINEAR_MIXED
rev_72h,capacity_liquidity,OK,class=
rev_72h,pairwise_redundancy,OK,77 pairs
rev_72h,cluster,OK,cluster=14
rev_72h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
rev_72h,scorecard_not_stale,OK,"rankic=0.030940, coverage=0.9942"
rev_72h,unified_profile,OK,score=45.4
rev_72h,ls_btc_corr,OK,ls_btc_corr=-0.1137
rev_72h,source_metadata,OK,All source metadata present
reversal_5h,factor_values,OK,factor_values.parquet exists
reversal_5h,factor_level_rankic,OK,4 horizon(s)
reversal_5h,period_ic,OK,100 rows
reversal_5h,period_ls,OK,100 rows
reversal_5h,ls_aggregate,MISSING,LS aggregate fields are NaN
reversal_5h,cumulative_ls,OK,100 rows
reversal_5h,paper_payload,OK,Present in payload
reversal_5h,regime_btc,OK,regime=REGIME_ROBUST
reversal_5h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
reversal_5h,rolling_stability,OK,stability=
reversal_5h,decile_shape,OK,shape=NONLINEAR_MIXED
reversal_5h,capacity_liquidity,OK,class=
reversal_5h,pairwise_redundancy,OK,77 pairs
reversal_5h,cluster,OK,cluster=1
reversal_5h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
reversal_5h,scorecard_not_stale,OK,"rankic=0.032322, coverage=0.9996"
reversal_5h,unified_profile,OK,score=54.0
reversal_5h,ls_btc_corr,OK,ls_btc_corr=-0.0055
reversal_5h,source_metadata,OK,All source metadata present
rsi_14h,factor_values,OK,factor_values.parquet exists
rsi_14h,factor_level_rankic,OK,4 horizon(s)
rsi_14h,period_ic,OK,100 rows
rsi_14h,period_ls,OK,100 rows
rsi_14h,ls_aggregate,MISSING,LS aggregate fields are NaN
rsi_14h,cumulative_ls,OK,100 rows
rsi_14h,paper_payload,OK,Present in payload
rsi_14h,regime_btc,OK,regime=REGIME_ROBUST
rsi_14h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
rsi_14h,rolling_stability,OK,stability=
rsi_14h,decile_shape,OK,shape=NONLINEAR_MIXED
rsi_14h,capacity_liquidity,OK,class=
rsi_14h,pairwise_redundancy,OK,77 pairs
rsi_14h,cluster,OK,cluster=1
rsi_14h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
rsi_14h,scorecard_not_stale,OK,"rankic=0.033554, coverage=0.9989"
rsi_14h,unified_profile,OK,score=46.8
rsi_14h,ls_btc_corr,OK,ls_btc_corr=-0.0624
rsi_14h,source_metadata,OK,All source metadata present
rsi_28h,factor_values,OK,factor_values.parquet exists
rsi_28h,factor_level_rankic,OK,4 horizon(s)
rsi_28h,period_ic,OK,100 rows
rsi_28h,period_ls,OK,100 rows
rsi_28h,ls_aggregate,MISSING,LS aggregate fields are NaN
rsi_28h,cumulative_ls,OK,100 rows
rsi_28h,paper_payload,OK,Present in payload
rsi_28h,regime_btc,OK,regime=REGIME_ROBUST
rsi_28h,quantile_shape,OK,shape=NO_CLEAR_SHAPE
rsi_28h,rolling_stability,OK,stability=
rsi_28h,decile_shape,OK,shape=NONLINEAR_MIXED
rsi_28h,capacity_liquidity,OK,class=
rsi_28h,pairwise_redundancy,OK,77 pairs
rsi_28h,cluster,OK,cluster=13
rsi_28h,marginal_info,OK,novelty=HIGHLY_REDUNDANT
rsi_28h,scorecard_not_stale,OK,"rankic=0.032994, coverage=0.9978"
rsi_28h,unified_profile,OK,score=43.4
rsi_28h,ls_btc_corr,OK,ls_btc_corr=-0.0726
rsi_28h,source_metadata,OK,All source metadata present
rsi_7h,factor_values,OK,factor_values.parquet exists
rsi_7h,factor_level_rankic,OK,4 horizon(s)
rsi_7h,period_ic,OK,100 rows
rsi_7h,period_ls,OK,100 rows
rsi_7h,ls_aggregate,MISSING,LS aggregate fields are NaN
rsi_7h,cumulative_ls,OK,100 rows
rsi_7h,paper_payload,OK,Present in payload
rsi_7h,regime_btc,OK,regime=REGIME_ROBUST
