,a101_vol_xs_z_product_112h,a101_volume_cap_alpha_min_56_84,a101_volume_cap_alpha_min_80_80,a101_volume_high_alpha_min_84_84,a101_volume_low_alpha_min_84_120,a101_volume_xs_z_mean_neg_112h,amihud_illiquidity_20h,bb_zscore_20h,breakout_dist_20h,breakout_dist_48h,candle_body,candle_wick_lower,candle_wick_upper,clv_20h,downside_vol_20h,ema_12_26_gap,funding_rate_change_24h,funding_rate_level_20h,funding_rate_zscore_80h,intraday_ret,klow_close,ksft_5h,ma_gap_10_40,ma_gap_20_80,ma_gap_5_20,mom_10h,mom_120h,mom_20h,mom_40h,mom_5h,mom_72h,mom_accel_20h,mom_vol_adjusted_20h,price_pos_120h,price_pos_24h,price_pos_72h,price_volume_corr_20h,q158_beta_20h,q158_close_close_4h,q158_cntd_20h,q158_cntn_20h,q158_cntp_20h,q158_cord_20h,q158_corr_20h,q158_high_close_0h,q158_high_close_1h,q158_high_close_2h,q158_high_close_3h,q158_high_close_4h,q158_high_low_range,q158_imax_20h,q158_imin_20h,q158_imxd_20h,q158_klen_open,q158_klow_open,q158_klow_range,q158_kmid_open,q158_kmid_range,q158_ksft_open,q158_ksft_range,q158_kup_open,q158_kup_range,q158_low_close_0h,q158_low_close_1h,q158_low_close_2h,q158_low_close_3h,q158_low_close_4h,q158_ma_10h,q158_ma_20h,q158_ma_30h,q158_ma_5h,q158_max_10h,q158_max_20h,q158_max_30h,q158_max_5h,q158_min_10h,q158_min_20h,q158_min_30h,q158_min_5h,q158_open_close_0h,q158_open_close_1h,q158_open_close_2h,q158_open_close_3h,q158_open_close_4h,q158_qtld_20h,q158_qtlu_20h,q158_rank_close_20h,q158_resi_20h,q158_roc_20h,q158_rsqr_20h,q158_rsv_20h,q158_std_10h,q158_std_20h,q158_std_30h,q158_std_5h,q158_sumd_20h,q158_sumn_20h,q158_sump_20h,q158_vma_20h,q158_volume_ratio_1h,q158_volume_ratio_2h,q158_volume_ratio_3h,q158_volume_ratio_4h,q158_vstd_20h,q158_vsumd_20h,q158_vsumn_20h,q158_vsump_20h,q158_wvma_20h,qvol_ma_ratio_20_80,qvol_ma_ratio_5_20,qvol_zscore_20h,qvol_zscore_48h,range_1h,range_24h,range_4h,range_breakout_vol_confirm_20h,realized_kurt_20h,realized_skew_20h,rev_10h,rev_1h,rev_24h,rev_2h,rev_3h,rev_72h,reversal_5h,rsi_14h,rsi_28h,rsi_7h,taker_buy_delta_5h,taker_buy_ratio_20h,taker_buy_zscore_20h,tech_atr,tech_macd,trend_efficiency_24h,up_down_vol_ratio_20h,vol_40h,vol_5h,vol_of_vol_20h,vol_ratio_20_80,vol_ratio_5_20,vol_ret_corr_20h,vol_zscore_20h,vol_zscore_48h,volatility_20h,volume_pressure_20h,vwap_dev_20h,williams_r_14h,wq101_alpha101,wq101_alpha12,wq101_alpha53,wvma_20h,xs_rank_mom_accel,xs_rank_ret_1h,xs_rank_vol
a101_vol_xs_z_product_112h,1.0,,,,,-0.423504,,,,,,,,,,,,,,,,,0.020843,,,,,,0.051033,,,0.018561,,,-0.025477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038631,,,,0.005807,,,,0.050337,,,,,,,,,,,,,,,,-0.051575,,,,,,,,,,,,,,,,,,,,-0.013796,,,,,,,-0.01051,,,,,,0.109192,,,,,,,-0.080052,,0.01733,,0.011001,,,,,,,,,,,,,,0.018013,,
realized_kurt_20h,,,-0.06019,-0.068761,,,-0.028699,0.058035,0.051599,,0.011389,0.007545,0.026446,0.022269,0.219687,0.054863,,-0.091906,-0.063296,0.03426,0.061376,0.024565,,0.017147,0.067938,0.078955,,0.072866,,0.066791,0.03504,,0.046313,,,0.055685,0.072659,0.047963,-0.044103,0.030456,-0.024182,0.034007,0.067791,0.077502,0.07903,0.023982,0.001398,-0.012181,-0.0231,0.127941,-0.044851,0.050134,-0.055157,0.130282,0.060648,0.007192,0.03426,0.011377,0.026398,0.003003,0.073867,0.026186,-0.107268,-0.077468,-0.069447,-0.068822,-0.068434,-0.058613,-0.062508,,-0.040974,0.10896,0.120482,,0.105538,-0.173327,-0.182091,,-0.157569,-0.024331,-0.032087,-0.038265,-0.044236,-0.049497,-0.112372,-0.001301,0.043967,0.031635,-0.055426,0.004511,0.051788,0.196235,0.197173,,0.175481,0.048507,-0.048507,0.048507,0.042132,0.013992,0.02207,0.02666,0.030706,0.204041,0.129501,-0.129501,0.129501,0.780519,0.204869,0.100421,0.075003,,0.127941,,0.171792,0.15136,1.0,0.090227,-0.078955,-0.033849,,-0.045326,-0.053626,-0.03504,-0.066791,0.052276,,0.044097,-0.003988,0.016704,0.001978,0.045147,0.028759,,0.056028,,0.184227,,0.34492,-0.049577,0.076926,0.072706,,0.275109,0.022306,0.033912,-0.042223,0.013083,-0.025187,-0.004085,0.524415,,0.01063,0.018106
realized_skew_20h,,,-0.10573,-0.02375,,,0.005436,0.310351,0.28614,,0.034145,-0.030694,0.021943,0.043387,-0.330444,0.378597,,-0.039517,0.023542,0.128199,-0.029509,0.261341,,0.196056,0.359613,0.320395,,0.407051,,0.262218,0.227458,,0.392087,,,0.341562,0.584624,0.371289,-0.235398,0.000506,0.004904,0.005922,0.575017,0.34689,-0.020268,-0.113526,-0.160372,-0.199052,-0.229875,0.044582,-0.268425,0.258217,-0.305808,0.056452,-0.026424,-0.031107,0.128199,0.034039,0.079925,0.010545,0.0763,0.021511,-0.087281,-0.146537,-0.183852,-0.214681,-0.244262,-0.298253,-0.380339,,-0.217967,-0.144083,-0.234693,,-0.094359,-0.189229,-0.245486,,-0.145281,-0.125252,-0.170536,-0.203229,-0.23526,-0.260266,-0.348084,-0.347568,0.26599,0.064837,-0.428673,-0.041234,0.286115,0.049695,0.009897,,0.04993,0.453508,-0.453508,0.453508,-0.046762,-0.02181,-0.029729,-0.032973,-0.029065,-0.068856,0.051643,-0.051643,0.051643,-0.046258,0.081206,0.073239,0.04269,,0.044582,,0.031953,0.226364,0.090227,1.0,-0.320395,-0.128445,,-0.174114,-0.207645,-0.227458,-0.262218,0.42297,,0.33095,0.000427,0.08289,0.004463,0.044362,0.061011,,0.244368,,0.060922,,0.034005,0.008887,0.595054,0.031757,,0.075461,0.104911,0.30404,-0.204965,0.048555,-0.040358,-0.007878,0.036405,,0.016742,0.000237
rev_10h,,,0.064584,0.023979,,,0.002317,-0.705274,-0.655463,,-0.214923,0.055363,-0.049931,-0.372198,0.202802,-0.652842,,-0.056851,-0.03395,-0.319311,-0.015554,-0.12633,,-0.159916,-0.868992,-1.0,,-0.746769,,-0.720526,-0.37814,,-0.62287,,,-0.511088,-0.391518,-0.703971,0.622912,-0.454011,0.431259,-0.435409,-0.401333,-0.372957,0.006123,0.250365,0.391582,0.504243,0.60029,-0.1875,0.437586,-0.426462,0.501707,-0.210467,-0.022756,0.055258,-0.319311,-0.214708,-0.218691,-0.149222,-0.222356,-0.049462,0.286634,0.413004,0.506949,0.594396,0.674781,0.835723,0.920784,,0.566442,0.448539,0.489466,,0.22897,0.701831,0.675211,,0.500266,0.307565,0.434038,0.533819,0.622696,0.703094,0.864748,0.794357,-0.677203,-0.469578,0.726077,-0.002084,-0.655377,-0.182448,-0.120529,,-0.17415,-0.628822,0.628822,-0.628822,0.069774,0.021122,0.02797,0.028719,0.032455,0.047111,-0.122725,0.122725,-0.122725,-0.047659,-0.166364,-0.193336,-0.118605,,-0.1875,,-0.169095,-0.23355,-0.078955,-0.320395,1.0,0.31968,,0.449893,0.552274,0.37814,0.720526,-0.742805,,-0.740092,0.00069,-0.158318,-0.050579,-0.022697,-0.267056,,-0.515081,,-0.201662,,-0.063544,-0.057431,-0.395423,-0.086737,,-0.161307,-0.249953,-0.859107,0.663856,-0.210465,0.055175,-0.036425,-0.157833,,-0.164775,-0.034059
rev_1h,,,0.00685,-0.007322,,,-0.005601,-0.41152,-0.353464,,-0.763589,0.068442,-0.06681,-0.138399,0.093443,-0.080596,,-0.028896,0.005597,-0.997813,0.112787,-0.079631,,0.000163,-0.093782,-0.31968,,-0.237723,,-0.446189,-0.118846,,-0.215121,,,-0.224195,-0.102589,-0.070978,0.492759,-0.162245,0.154426,-0.155261,-0.102531,-0.086183,0.553575,0.777055,0.611759,0.512206,0.457516,-0.017341,0.0867,-0.072763,0.092599,-0.084524,0.092129,0.067991,-0.997813,-0.762877,-0.852157,-0.61679,-0.133057,-0.066342,0.60997,0.800485,0.623725,0.524429,0.46124,0.534608,0.390261,,0.729497,0.318345,0.248908,,0.396702,0.349336,0.281424,,0.450307,0.994244,0.707597,0.571738,0.492757,0.443711,0.361635,0.36128,-0.355517,-0.564515,0.235918,-0.00562,-0.353453,-0.011131,-0.011103,,-0.029222,-0.221724,0.221724,-0.221724,0.002481,-0.014611,-0.008247,-0.000772,0.00854,-0.000677,-0.036368,0.036368,-0.036368,-0.028125,-0.024184,-0.034159,-0.031521,,-0.017341,,-0.012344,-0.486478,-0.033849,-0.128445,0.31968,1.0,,0.712397,0.576086,0.118846,0.446189,-0.340522,,-0.432453,-0.249699,-0.068704,-0.422817,-0.009159,-0.04609,,-0.181053,,-0.042008,,-0.013908,-0.023441,-0.118795,-0.018372,,-0.031724,-0.092216,-0.421572,0.397143,-0.703547,0.13474,0.267045,-0.056816,,-0.57646,-0.002937
rev_24h,-0.01051,,,,,-0.06416,,,,,,,,,,,0.190522,,,,,,-0.8911,,,,,,-0.775459,,,-0.000144,,,-0.627414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890951,,,,0.503179,,,,0.642383,,,,,,,,,,,,,,,,-0.057722,,,,,,,,,,,,,,,,,,,,-0.015966,,,,,,,1.0,,,,,,-0.764249,,,,,,,-0.048689,,-0.152018,,-0.169366,,,,,,,,,,,,,,-0.009271,,
rev_2h,,,0.014727,-0.002659,,,-0.007049,-0.526883,-0.445485,,-0.513261,0.07351,-0.07848,-0.185054,0.125599,-0.149021,,-0.038788,0.018781,-0.712319,0.096118,-0.104993,,-0.004409,-0.183689,-0.449893,,-0.338229,,-0.628158,-0.16598,,-0.297769,,,-0.293084,-0.151064,-0.134303,0.695908,-0.222246,0.211562,-0.212655,-0.152281,-0.147593,0.322902,0.78858,0.859561,0.728852,0.641087,-0.065904,0.143913,-0.132303,0.160393,-0.114891,0.080789,0.073105,-0.712319,-0.512766,-0.56161,-0.392436,-0.19255,-0.077985,0.439236,0.827191,0.881256,0.742384,0.650989,0.710947,0.533298,,0.900429,0.401075,0.32104,,0.481801,0.456809,0.378001,,0.568146,0.704826,0.993583,0.81066,0.695969,0.622081,0.499919,0.496159,-0.461507,-0.711451,0.331808,-0.005614,-0.445449,-0.030964,-0.024436,,-0.049535,-0.306054,0.306054,-0.306054,0.009407,0.020614,-0.009077,-0.001119,0.009028,0.003091,-0.069207,0.069207,-0.069207,-0.037916,-0.040262,-0.060391,-0.066572,,-0.065904,,-0.026918,-0.521576,-0.045326,-0.174114,0.449893,0.712397,,1.0,0.818587,0.16598,0.628158,-0.453444,,-0.55902,-0.161472,-0.09172,-0.261263,-0.006951,-0.082146,,-0.253053,,-0.063166,,-0.018493,-0.029911,-0.169467,-0.045163,,-0.051207,-0.127132,-0.555592,0.491782,-0.481172,0.11177,0.170158,-0.081574,,-0.384628,-0.005924
rev_3h,,,0.024882,0.005925,,,-0.006681,-0.59427,-0.50454,,-0.404866,0.061632,-0.071866,-0.221159,0.148995,-0.221283,,-0.045486,0.015893,-0.575884,0.055264,-0.125149,,-0.013584,-0.290561,-0.552274,,-0.417874,,-0.770142,-0.202423,,-0.362364,,,-0.341889,-0.193692,-0.205319,0.857585,-0.269691,0.256599,-0.25818,-0.196123,-0.196877,0.223303,0.604375,0.852742,0.893766,0.789922,-0.096696,0.195855,-0.181878,0.219341,-0.136853,0.042666,0.061315,-0.575884,-0.404456,-0.445528,-0.304616,-0.197639,-0.071377,0.380208,0.674243,0.883475,0.912883,0.801753,0.818165,0.634042,,0.943296,0.449264,0.368325,,0.518475,0.529631,0.446824,,0.633307,0.567445,0.809414,0.991136,0.857744,0.76341,0.598724,0.591103,-0.528808,-0.772479,0.408151,-0.005074,-0.504491,-0.051391,-0.037214,,-0.071499,-0.371611,0.371611,-0.371611,0.023701,0.029363,0.03168,0.007278,0.015214,0.013224,-0.08791,0.08791,-0.08791,-0.043008,-0.055639,-0.087298,-0.089697,,-0.096696,,-0.047771,-0.472541,-0.053626,-0.207645,0.552274,0.576086,,0.818587,1.0,0.202423,0.770142,-0.530116,,-0.634887,-0.12026,-0.108015,-0.180488,-0.005266,-0.117626,,-0.308124,,-0.087572,,-0.021141,-0.037058,-0.211381,-0.06488,,-0.066973,-0.152377,-0.643193,0.550209,-0.385057,0.092176,0.131835,-0.096278,,-0.31022,-0.009475
rev_72h,,,0.167614,0.163902,,,0.046479,-0.304371,-0.266541,,-0.077544,0.016053,-0.020514,-0.237526,0.043066,-0.69283,,0.168119,-0.026644,-0.118857,-0.065583,-0.034063,,-0.880361,-0.448338,-0.37814,,-0.504992,,-0.263856,-1.0,,-0.416206,,,-0.621203,-0.357374,-0.465971,0.221644,-0.322073,0.300817,-0.314058,-0.358108,-0.395207,-0.076922,0.038882,0.10106,0.146054,0.183821,-0.169735,0.277323,-0.27204,0.318932,-0.178167,-0.068488,0.016296,-0.118857,-0.077455,-0.072627,-0.054422,-0.164939,-0.019852,0.171223,0.191662,0.215325,0.239618,0.264816,0.30392,0.434006,,0.201999,0.04176,0.156408,,-0.021708,0.28349,0.361375,,0.222296,0.110311,0.154847,0.190855,0.221667,0.252461,0.444595,0.353849,-0.292585,-0.006344,0.49968,0.007843,-0.266534,-0.155227,-0.136246,,-0.149578,-0.41708,0.41708,-0.41708,0.026843,0.00976,0.014194,0.016425,0.01501,0.03441,-0.059021,0.059021,-0.059021,0.013344,-0.262227,-0.08735,-0.050217,,-0.169735,,-0.165538,-0.192089,-0.03504,-0.227458,0.37814,0.118846,,0.16598,0.202423,1.0,0.263856,-0.509694,,-0.34178,-0.001452,-0.12089,-0.000488,-0.108776,0.061893,,-0.361632,,-0.174163,,-0.086984,-0.019917,-0.346878,-0.034419,,-0.201415,-0.192719,-0.342826,0.208321,-0.078509,0.039848,-0.006326,-0.125985,,-0.053141,-0.066195
reversal_5h,,,0.042284,0.015451,,,-0.005348,-0.665458,-0.575619,,-0.302193,0.066598,-0.066931,-0.274145,0.184034,-0.374707,,-0.057406,0.007292,-0.445683,0.0243,-0.168524,,-0.047374,-0.550281,-0.720526,,-0.54654,,-1.0,-0.263856,,-0.461864,,,-0.411185,-0.269495,-0.364127,0.882592,-0.338695,0.321987,-0.324522,-0.274494,-0.277638,0.113105,0.424567,0.612066,0.764455,0.902481,-0.139519,0.282811,-0.269769,0.320859,-0.171717,0.014466,0.066337,-0.445683,-0.301875,-0.326774,-0.215091,-0.213811,-0.066404,0.328009,0.536556,0.681805,0.809158,0.927014,0.922322,0.77471,,0.802374,0.499307,0.42824,,0.477662,0.626625,0.544174,,0.655512,0.435901,0.614782,0.754973,0.882571,0.988821,0.726108,0.702287,-0.608668,-0.761858,0.530368,-0.003181,-0.575556,-0.095207,-0.064489,,-0.118718,-0.471502,0.471502,-0.471502,0.044996,0.026453,0.03234,0.042834,0.048032,0.029866,-0.109007,0.109007,-0.109007,-0.045656,-0.088223,-0.134716,-0.111816,,-0.139519,,-0.098787,-0.382083,-0.066791,-0.262218,0.720526,0.446189,,0.628158,0.770142,0.263856,1.0,-0.631412,,-0.709041,-0.086938,-0.127453,-0.111647,-0.005623,-0.203794,,-0.39151,,-0.144603,,-0.028501,-0.04915,-0.283611,-0.083209,,-0.095742,-0.199124,-0.755869,0.614426,-0.291322,0.080321,0.084858,-0.114237,,-0.2309,-0.016938
rsi_14h,,,-0.055811,-0.037145,,,-0.012987,0.878286,0.849476,,0.317994,-0.065092,0.06511,0.521107,-0.271371,0.765118,,0.007129,0.158544,0.339945,-0.045654,0.152257,,0.412656,0.76133,0.742805,,0.766097,,0.631412,0.509694,,0.887898,,,0.814017,0.576525,0.739313,-0.590462,0.661943,-0.628728,0.634922,0.587389,0.488498,-0.10106,-0.317159,-0.430219,-0.510136,-0.572798,0.082105,-0.622011,0.615664,-0.718686,0.09814,-0.040286,-0.064801,0.339945,0.317752,0.241888,0.230227,0.157406,0.064435,-0.227448,-0.39146,-0.484822,-0.553537,-0.608983,-0.732948,-0.85581,,-0.563146,-0.432877,-0.561546,,-0.298786,-0.51107,-0.592466,,-0.404398,-0.335939,-0.451091,-0.52924,-0.590274,-0.639472,-0.770948,-0.793966,0.850172,0.299845,-0.808216,-0.066172,0.849376,0.044032,-0.011306,,0.064774,0.897594,-0.897594,0.897594,-0.054185,-0.025095,-0.028451,-0.031689,-0.033182,-0.050748,0.084822,-0.084822,0.084822,-0.00981,0.165394,0.135938,0.101269,,0.082105,,0.057919,0.413472,0.052276,0.42297,-0.742805,-0.340522,,-0.453444,-0.530116,-0.509694,-0.631412,1.0,,0.934061,0.03485,0.24669,0.077512,0.009139,0.113621,,0.733031,,0.094403,,0.058377,0.036566,0.573729,0.0682,,0.077669,0.228406,0.826803,-0.781474,0.267119,-0.049766,-0.039387,0.046111,,0.195614,0.05033
rsi_28h,0.109192,,,,,0.019902,,,,,,,,,,,-0.057291,,,,,,0.744437,,,,,,0.741287,,,0.161013,,,0.723656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.811857,,,,-0.493246,,,,-0.525419,,,,,,,,,,,,,,,,-0.038664,,,,,,,,,,,,,,,,,,,,-0.048155,,,,,,,-0.764249,,,,,,1.0,,,,,,,-0.035567,,0.078268,,0.083254,,,,,,,,,,,,,,0.111122,,
rsi_7h,,,-0.035788,-0.009599,,,-0.001925,0.943037,0.898897,,0.442276,-0.081262,0.08049,0.48342,-0.231074,0.557796,,0.049544,0.11698,0.431809,-0.064922,0.171578,,0.175752,0.672871,0.740092,,0.650608,,0.709041,0.34178,,0.786239,,,0.67189,0.452496,0.602702,-0.690075,0.607688,-0.57674,0.583242,0.462893,0.3677,-0.16574,-0.417384,-0.537811,-0.617603,-0.670095,0.064394,-0.537599,0.537299,-0.624165,0.08249,-0.05879,-0.080755,0.431809,0.442011,0.320982,0.327264,0.154014,0.07981,-0.271181,-0.480077,-0.585515,-0.652161,-0.697722,-0.811569,-0.838163,,-0.678884,-0.50591,-0.56089,,-0.392198,-0.561298,-0.5838,,-0.481151,-0.428424,-0.558749,-0.637241,-0.689926,-0.724896,-0.751448,-0.780573,0.920274,0.488677,-0.689273,-0.061195,0.898836,0.022923,-0.021442,,0.045508,0.79351,-0.79351,0.79351,-0.04191,-0.02418,-0.024908,-0.025827,-0.027933,-0.03489,0.075249,-0.075249,0.075249,0.003755,0.095541,0.113624,0.093051,,0.064394,,0.040088,0.494371,0.044097,0.33095,-0.740092,-0.432453,,-0.55902,-0.634887,-0.34178,-0.709041,0.934061,,1.0,0.077571,0.232952,0.152411,-0.004155,0.129721,,0.643138,,0.079349,,0.037935,0.04121,0.452868,0.059452,,0.055195,0.190665,0.851486,-0.897844,0.358238,-0.051081,-0.074444,0.037762,,0.275736,0.033684
taker_buy_delta_5h,,,-0.000727,0.003261,,,-0.00029,0.068323,0.058418,,0.337172,-0.05162,0.060652,0.008329,0.004309,-0.036123,,0.001284,0.003462,0.249246,-0.053302,-0.003706,,-0.008021,-0.066182,-0.00069,,-0.002369,,0.086938,0.001452,,0.002039,,,0.022109,-0.016258,-0.045763,-0.102953,0.003963,-0.002861,0.0047,-0.017702,-0.020734,-0.150152,-0.19271,-0.137141,-0.110346,-0.097124,-0.023195,0.032342,-0.025299,0.03344,-0.016146,-0.050947,-0.051354,0.249246,0.337274,0.200592,0.252723,0.035287,0.060101,-0.123858,-0.200084,-0.141708,-0.114998,-0.10207,-0.059312,-0.019393,,-0.165777,-0.03543,-0.01477,,-0.105661,-0.040004,-0.024438,,-0.101772,-0.25012,-0.16461,-0.123993,-0.102998,-0.091192,-0.027696,-0.015457,0.062489,0.107439,0.003322,0.011195,0.058488,0.006335,0.010969,,-0.012858,0.001918,-0.001918,0.001918,0.03736,0.037073,0.036638,0.032742,0.02867,0.026018,-0.019619,0.019619,-0.019619,-0.000979,4.2e-05,-0.010266,-0.039416,,-0.023195,,-0.011596,0.067094,-0.003988,0.000427,0.00069,-0.249699,,-0.161472,-0.12026,-0.001452,-0.086938,0.03485,,0.077571,1.0,-0.008624,0.661294,0.000944,-0.005811,,-0.000317,,0.002176,,0.005019,0.002093,-0.015138,-0.040467,,0.002753,0.001382,0.031026,-0.078458,0.23847,-0.015095,-0.070674,0.001385,,0.246617,-0.003275
taker_buy_ratio_20h,,,0.02541,-0.030246,,,0.021536,0.222744,0.215014,,0.074505,-0.026131,0.031401,0.144848,0.016903,0.177354,,-0.085293,-0.002581,0.067706,0.013335,0.034924,,0.086585,0.181305,0.158318,,0.206427,,0.127453,0.12089,,0.267162,,,0.190073,0.160813,0.192864,-0.120838,0.202183,-0.214533,0.170511,0.167289,0.129213,0.015635,-0.039942,-0.068129,-0.086895,-0.100721,0.057962,-0.190243,0.198335,-0.225504,0.060693,0.014468,-0.024478,0.067706,0.0745,0.039079,0.04417,0.075082,0.032166,-0.069715,-0.095666,-0.112219,-0.126456,-0.136573,-0.151749,-0.195542,,-0.114777,-0.051095,-0.086781,,-0.025939,-0.129035,-0.17666,,-0.101009,-0.06673,-0.09124,-0.108748,-0.121011,-0.130869,-0.192549,-0.164322,0.220182,0.030352,-0.217321,-0.03651,0.214634,0.042588,0.04587,,0.03958,0.265219,-0.265219,0.265219,0.022867,0.003161,0.002781,0.006574,0.002226,-0.000805,-0.014346,0.014346,-0.014346,-0.024386,0.049085,0.003197,-0.000708,,0.057962,,0.048814,-0.005626,0.016704,0.08289,-0.158318,-0.068704,,-0.09172,-0.108015,-0.12089,-0.127453,0.24669,,0.232952,-0.008624,1.0,-0.010539,0.041263,0.031219,,0.184727,,0.065947,,0.028361,-0.015292,0.15383,-0.008918,,0.100031,0.044156,0.188732,-0.178214,0.061715,-0.010723,-0.008477,0.038559,,0.051659,0.129398
taker_buy_zscore_20h,,,-0.002328,0.012,,,0.001056,0.134976,0.112601,,0.52386,-0.067371,0.097374,0.015518,0.003608,-0.050731,,0.012011,-0.007825,0.422795,-0.077438,-0.001724,,-0.031336,-0.054593,0.050579,,0.000584,,0.111647,0.000488,,0.003295,,,0.043614,-0.026365,-0.06176,-0.139994,0.002205,-0.001838,0.002365,-0.02806,-0.020442,-0.256777,-0.316503,-0.215353,-0.158629,-0.126435,-0.033639,0.040639,-0.028642,0.040187,-0.020314,-0.072827,-0.067053,0.422795,0.523474,0.346635,0.395511,0.061643,0.096916,-0.218335,-0.333264,-0.223267,-0.164003,-0.128548,-0.147795,-0.067989,,-0.256765,-0.097916,-0.042547,,-0.152078,-0.101932,-0.059289,,-0.152346,-0.424251,-0.265748,-0.184352,-0.139821,-0.115198,-0.070774,-0.055515,0.127961,0.217764,0.002404,0.014167,0.112605,0.001356,0.017857,,-0.011111,0.003182,-0.003182,0.003182,0.04076,0.058281,0.0411,0.031875,0.025439,0.024698,-0.024047,0.024047,-0.024047,0.004239,-0.002846,-0.003102,-0.047761,,-0.033639,,-0.010865,0.106658,0.001978,0.004463,-0.050579,-0.422817,,-0.261263,-0.180488,-0.000488,-0.111647,0.077512,,0.152411,0.661294,-0.010539,1.0,-0.003072,0.007577,,-0.004227,,0.006472,,0.008555,0.007068,-0.022139,-0.050583,,0.004572,0.001128,0.086724,-0.157658,0.389071,-0.028882,-0.124475,0.008092,,0.395289,-0.002876
tech_atr,,,0.241114,0.30402,,,-0.044559,-0.003135,-0.024989,,-0.001752,-0.000118,0.003947,-0.020142,0.21552,0.065945,,-0.262301,-0.037088,0.009341,0.120761,-0.005371,,0.054757,0.023005,0.022697,,0.045444,,0.005623,0.108776,,-0.003282,,,-0.015997,0.053567,0.0127,0.007742,-0.013169,0.025689,0.00068,0.049446,0.047116,0.13784,0.089388,0.07646,0.076341,0.071012,0.186078,0.009132,0.003035,0.003538,0.188191,0.122576,-0.000719,0.009341,-0.001742,-0.002769,-0.002995,0.147385,0.003329,-0.132336,-0.084413,-0.063658,-0.050725,-0.044843,0.00576,-0.01325,,0.004023,0.211771,0.203082,,0.178226,-0.139048,-0.160528,,-0.13028,-0.003212,0.000732,0.004698,0.007643,0.007117,-0.087159,0.063698,-0.004982,0.002626,-0.016996,0.008378,-0.024771,0.186701,0.21194,,0.167409,-0.00235,0.00235,-0.00235,0.011543,7e-06,0.002105,0.004198,0.005638,0.012646,0.000597,-0.000597,0.000597,0.026455,0.050918,0.006708,-0.010762,,0.186078,,0.206738,0.015244,0.045147,0.044362,-0.022697,-0.009159,,-0.006951,-0.005266,-0.108776,-0.005623,0.009139,,-0.004155,0.000944,0.041263,-0.003072,1.0,-0.113855,,0.015435,,0.20572,,0.02611,-0.008759,0.045551,-0.011022,,0.274224,-8.1e-05,-0.010952,0.023907,-0.008829,-0.149325,-0.024047,0.177488,,-0.006167,-0.219608
tech_macd,,,0.002539,0.015752,,,0.003825,0.132872,0.126525,,0.024636,-0.009555,0.014876,0.069536,-0.070851,0.123037,,0.156111,-0.010257,0.04624,0.040226,0.025438,,-0.103404,0.209519,0.267056,,0.145446,,0.203794,-0.061893,,0.107116,,,0.058569,0.051003,0.161907,-0.153866,0.082115,-0.077791,0.07895,0.057148,0.041713,0.065253,-0.008953,-0.052976,-0.09748,-0.143844,0.09606,-0.084056,0.068129,-0.088372,0.099693,0.042392,-0.009525,0.04624,0.024573,0.007676,0.012585,0.126802,0.014796,-0.074829,-0.086645,-0.113179,-0.149987,-0.182901,-0.209548,-0.218636,,-0.120177,-0.096248,-0.147659,,-0.006203,-0.212434,-0.144516,,-0.152769,-0.04254,-0.077831,-0.113387,-0.153874,-0.187627,-0.200887,-0.200826,0.129928,0.119915,-0.148056,0.002595,0.126448,0.079682,0.001402,,0.06284,0.109713,-0.109713,0.109713,-0.030685,-0.003076,-0.003204,-0.003817,-0.004908,-0.014385,0.036841,-0.036841,0.036841,0.033269,0.00455,0.068819,0.035603,,0.09606,,0.095252,0.035152,0.028759,0.061011,-0.267056,-0.04609,,-0.082146,-0.117626,0.061893,-0.203794,0.113621,,0.129721,-0.005811,0.031219,0.007577,-0.113855,1.0,,0.085482,,0.093851,,0.040619,0.032226,0.058286,0.028503,,0.007544,0.000674,0.215758,-0.131254,0.051816,-0.114617,0.036257,0.061563,,0.026781,-0.007258
trend_efficiency_24h,-0.080052,,,,,-0.042824,,,,,,,,,,,-0.063614,,,,,,0.026237,,,,,,0.0204,,,-0.02104,,,-0.036625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044262,,,,0.219213,,,,-0.224904,,,,,,,,,,,,,,,,0.425623,,,,,,,,,,,,,,,,,,,,0.326666,,,,,,,-0.048689,,,,,,-0.035567,,,,,,,1.0,,0.033975,,0.052846,,,,,,,,,,,,,,0.048088,,
