factor_id,horizon,month,rank_ic,rolling_ic_3m,rolling_ic_6m,long_short_return,rolling_ls_3m,rolling_ls_6m
taker_buy_ratio_20h,72h,2024-07,0.009725,0.033463,0.033463,0.0021799,0.00469369,0.00469369
taker_buy_ratio_20h,72h,2024-08,-0.023395,0.01451,0.01451,-0.00191703,0.00249012,0.00249012
taker_buy_ratio_20h,72h,2024-09,-0.005579,-0.006416,0.009488,0.00267496,0.00097928,0.00253633
taker_buy_ratio_20h,72h,2024-10,-0.021898,-0.016957,0.003211,-0.00526537,-0.00150248,0.00097599
taker_buy_ratio_20h,72h,2024-11,0.027018,-0.000153,0.007179,0.0142321,0.00388056,0.00318534
taker_buy_ratio_20h,72h,2024-12,0.037597,0.014239,0.003911,0.00876051,0.00590908,0.00344418
taker_buy_ratio_20h,72h,2025-01,0.006149,0.023588,0.003315,0.00488901,0.00929387,0.0038957
taker_buy_ratio_20h,72h,2025-02,-0.012755,0.01033,0.005089,0.00830575,0.00731842,0.00559949
taker_buy_ratio_20h,72h,2025-03,0.022855,0.005416,0.009828,0.009893,0.00769592,0.0068025
taker_buy_ratio_20h,72h,2025-04,0.028766,0.012955,0.018272,0.01250101,0.01023325,0.00976356
taker_buy_ratio_20h,72h,2025-05,-0.002271,0.01645,0.01339,-0.00932756,0.00435548,0.00583695
taker_buy_ratio_20h,72h,2025-06,-0.015109,0.003795,0.004606,-0.00107658,0.00069896,0.00419744
taker_buy_ratio_20h,72h,2025-07,-0.02411,-0.01383,-0.000438,-0.00240048,-0.00426821,0.00298252
taker_buy_ratio_20h,72h,2025-08,-0.015746,-0.018322,-0.000936,0.00952921,0.00201738,0.00318643
taker_buy_ratio_20h,72h,2025-09,-0.019105,-0.019654,-0.00793,-0.00054617,0.00219419,0.00144657
taker_buy_ratio_20h,72h,2025-10,-0.008879,-0.014577,-0.014204,-0.00996704,-0.000328,-0.0022981
taker_buy_ratio_20h,72h,2025-11,0.020591,-0.002464,-0.010393,0.01426062,0.00124914,0.00163326
taker_buy_ratio_20h,72h,2025-12,0.010724,0.007479,-0.006088,0.00305777,0.00245045,0.00232232
taker_buy_ratio_20h,72h,2026-01,0.018014,0.016443,0.000933,0.0083466,0.008555,0.0041135
taker_buy_ratio_20h,72h,2026-02,0.009027,0.012588,0.005062,0.00374316,0.00504918,0.00314916
taker_buy_ratio_20h,72h,2026-03,0.024392,0.017144,0.012311,0.01170963,0.00793313,0.00519179
taker_buy_ratio_20h,72h,2026-04,-0.014678,0.006247,0.011345,-0.00269723,0.00425185,0.00640342
taker_buy_ratio_20h,72h,2026-05,0.092194,0.033969,0.023279,0.09423926,0.03441722,0.0197332
taker_buy_zscore_20h,1h,2024-06,-0.009648,-0.009648,-0.009648,-2.807e-05,-2.807e-05,-2.807e-05
taker_buy_zscore_20h,1h,2024-07,-0.00131,-0.005479,-0.005479,0.00013342,5.268e-05,5.268e-05
taker_buy_zscore_20h,1h,2024-08,-0.007822,-0.00626,-0.00626,9.461e-05,6.665e-05,6.665e-05
taker_buy_zscore_20h,1h,2024-09,-0.019442,-0.009524,-0.009555,-0.0001471,2.698e-05,1.322e-05
taker_buy_zscore_20h,1h,2024-10,-0.015014,-0.014092,-0.010647,-2.516e-05,-2.588e-05,5.54e-06
taker_buy_zscore_20h,1h,2024-11,-0.02573,-0.020062,-0.013161,-0.00019016,-0.00012081,-2.708e-05
taker_buy_zscore_20h,1h,2024-12,-0.022586,-0.02111,-0.015317,-0.00013792,-0.00011775,-4.538e-05
taker_buy_zscore_20h,1h,2025-01,-0.020535,-0.02295,-0.018521,-0.00032088,-0.00021632,-0.0001211
taker_buy_zscore_20h,1h,2025-02,-0.002723,-0.015281,-0.017671,-1.076e-05,-0.00015652,-0.00013866
taker_buy_zscore_20h,1h,2025-03,0.000286,-0.007657,-0.014383,0.00030845,-7.73e-06,-6.274e-05
taker_buy_zscore_20h,1h,2025-04,-0.011179,-0.004538,-0.013744,-0.0001275,5.673e-05,-7.98e-05
taker_buy_zscore_20h,1h,2025-05,-0.009945,-0.006946,-0.011113,7.385e-05,8.493e-05,-3.579e-05
taker_buy_zscore_20h,1h,2025-06,-0.003304,-0.008143,-0.0079,0.00014035,2.89e-05,1.058e-05
taker_buy_zscore_20h,1h,2025-07,-0.011809,-0.008353,-0.006446,-8.002e-05,4.473e-05,5.073e-05
taker_buy_zscore_20h,1h,2025-08,-0.005943,-0.007019,-0.006982,5.693e-05,3.909e-05,6.201e-05
taker_buy_zscore_20h,1h,2025-09,-0.006003,-0.007918,-0.008031,7.966e-05,1.886e-05,2.388e-05
taker_buy_zscore_20h,1h,2025-10,-0.015894,-0.00928,-0.008816,4.474e-05,6.044e-05,5.259e-05
taker_buy_zscore_20h,1h,2025-11,-0.021246,-0.014381,-0.0107,-0.00048416,-0.00011992,-4.042e-05
taker_buy_zscore_20h,1h,2025-12,-0.012532,-0.016558,-0.012238,0.0001383,-0.00010037,-4.076e-05
taker_buy_zscore_20h,1h,2026-01,-0.016049,-0.016609,-0.012945,-0.0002727,-0.00020619,-7.287e-05
taker_buy_zscore_20h,1h,2026-02,-0.005729,-0.011437,-0.012909,6.46e-05,-2.327e-05,-7.159e-05
taker_buy_zscore_20h,1h,2026-03,-0.00225,-0.008009,-0.012283,9.706e-05,-3.701e-05,-6.869e-05
taker_buy_zscore_20h,1h,2026-04,-0.014343,-0.007441,-0.012025,-7.345e-05,2.94e-05,-8.839e-05
taker_buy_zscore_20h,1h,2026-05,-0.104396,-0.04033,-0.025883,-0.00314611,-0.00104083,-0.00053205
taker_buy_zscore_20h,24h,2024-06,-0.002537,-0.002537,-0.002537,0.0001215,0.0001215,0.0001215
taker_buy_zscore_20h,24h,2024-07,0.003076,0.000269,0.000269,0.00049661,0.00030905,0.00030905
taker_buy_zscore_20h,24h,2024-08,0.001386,0.000642,0.000642,0.00052103,0.00037971,0.00037971
taker_buy_zscore_20h,24h,2024-09,-0.006549,-0.000696,-0.001156,-0.00054193,0.00015857,0.0001493
taker_buy_zscore_20h,24h,2024-10,-0.000253,-0.001805,-0.000975,0.00046936,0.00014949,0.00021331
taker_buy_zscore_20h,24h,2024-11,-0.005937,-0.004246,-0.001802,0.00068388,0.00020377,0.00029174
taker_buy_zscore_20h,24h,2024-12,-0.009951,-0.00538,-0.003038,-0.00106398,2.975e-05,9.416e-05
taker_buy_zscore_20h,24h,2025-01,-0.002702,-0.006197,-0.004001,-4.642e-05,-0.00014217,3.66e-06
taker_buy_zscore_20h,24h,2025-02,0.001908,-0.003582,-0.003914,0.00047491,-0.00021183,-4.03e-06
taker_buy_zscore_20h,24h,2025-03,-0.002228,-0.001007,-0.003194,-0.00073805,-0.00010319,-3.672e-05
taker_buy_zscore_20h,24h,2025-04,-0.000722,-0.000347,-0.003272,0.00071811,0.00015166,4.74e-06
taker_buy_zscore_20h,24h,2025-05,-0.000417,-0.001122,-0.002352,0.00079726,0.00025911,2.364e-05
taker_buy_zscore_20h,24h,2025-06,-0.001884,-0.001008,-0.001007,-5.577e-05,0.00048653,0.00019167
taker_buy_zscore_20h,24h,2025-07,-0.002902,-0.001734,-0.001041,5.1e-05,0.00026416,0.00020791
taker_buy_zscore_20h,24h,2025-08,0.003925,-0.000287,-0.000705,-0.00039902,-0.0001346,6.226e-05
taker_buy_zscore_20h,24h,2025-09,0.004844,0.001956,0.000474,0.00035616,2.71e-06,0.00024462
taker_buy_zscore_20h,24h,2025-10,-0.00329,0.001826,4.6e-05,0.00030503,8.739e-05,0.00017578
taker_buy_zscore_20h,24h,2025-11,-0.004761,-0.001069,-0.000678,-0.00137679,-0.00023853,-0.00018656
taker_buy_zscore_20h,24h,2025-12,-0.009063,-0.005705,-0.001874,-0.00077386,-0.00061521,-0.00030625
taker_buy_zscore_20h,24h,2026-01,-0.000504,-0.004776,-0.001475,-0.000231,-0.00079388,-0.00035325
taker_buy_zscore_20h,24h,2026-02,0.007612,-0.000652,-0.00086,0.00164434,0.00021316,-1.269e-05
taker_buy_zscore_20h,24h,2026-03,-0.006279,0.000276,-0.002714,-0.00028648,0.00037562,-0.00011979
taker_buy_zscore_20h,24h,2026-04,-0.00466,-0.001109,-0.002942,-9.048e-05,0.00042246,-0.00018571
taker_buy_zscore_20h,24h,2026-05,0.03999,0.009684,0.004516,-0.01146401,-0.00394699,-0.00186692
taker_buy_zscore_20h,4h,2024-06,-0.007879,-0.007879,-0.007879,-8.112e-05,-8.112e-05,-8.112e-05
taker_buy_zscore_20h,4h,2024-07,-0.002464,-0.005172,-0.005172,0.00022492,7.19e-05,7.19e-05
taker_buy_zscore_20h,4h,2024-08,-0.003493,-0.004612,-0.004612,0.00023078,0.00012486,0.00012486
taker_buy_zscore_20h,4h,2024-09,-0.011154,-0.005704,-0.006248,-0.00041795,1.258e-05,-1.084e-05
taker_buy_zscore_20h,4h,2024-10,-0.014017,-0.009555,-0.007801,3.125e-05,-5.197e-05,-2.42e-06
taker_buy_zscore_20h,4h,2024-11,-0.018197,-0.014456,-0.009534,0.00012274,-8.799e-05,1.844e-05
taker_buy_zscore_20h,4h,2024-12,-0.019826,-0.017347,-0.011525,-0.00051183,-0.00011928,-5.335e-05
taker_buy_zscore_20h,4h,2025-01,-0.005026,-0.01435,-0.011952,-6.086e-05,-0.00014998,-0.00010098
taker_buy_zscore_20h,4h,2025-02,0.005185,-0.006556,-0.010506,0.00060891,1.207e-05,-3.796e-05
taker_buy_zscore_20h,4h,2025-03,-0.005696,-0.001846,-0.009596,-3.423e-05,0.00017127,2.6e-05
taker_buy_zscore_20h,4h,2025-04,-0.015385,-0.005299,-0.009824,-0.00040393,5.692e-05,-4.653e-05
taker_buy_zscore_20h,4h,2025-05,0.004615,-0.005489,-0.006022,0.00040162,-1.218e-05,-5e-08
taker_buy_zscore_20h,4h,2025-06,-0.007341,-0.006037,-0.003941,-8.13e-06,-3.48e-06,8.39e-05
taker_buy_zscore_20h,4h,2025-07,-0.013677,-0.005468,-0.005383,-0.00023607,5.247e-05,5.47e-05
taker_buy_zscore_20h,4h,2025-08,-0.007129,-0.009382,-0.007435,3.439e-05,-6.994e-05,-4.106e-05
taker_buy_zscore_20h,4h,2025-09,-0.000528,-0.007111,-0.006574,0.00055971,0.00011934,5.793e-05
taker_buy_zscore_20h,4h,2025-10,-0.0081,-0.005252,-0.00536,0.00019285,0.00026232,0.00015739
taker_buy_zscore_20h,4h,2025-11,-0.013605,-0.007411,-0.008397,-0.00081806,-2.183e-05,-4.588e-05
taker_buy_zscore_20h,4h,2025-12,-0.012794,-0.0115,-0.009306,1.52e-06,-0.0002079,-4.428e-05
taker_buy_zscore_20h,4h,2026-01,-0.007506,-0.011302,-0.008277,-0.00022012,-0.00034555,-4.162e-05
taker_buy_zscore_20h,4h,2026-02,0.006526,-0.004591,-0.006001,0.00028677,2.272e-05,4.4e-07
taker_buy_zscore_20h,4h,2026-03,-0.002356,-0.001112,-0.006306,0.00034685,0.00013783,-3.503e-05
taker_buy_zscore_20h,4h,2026-04,-0.014199,-0.003343,-0.007322,-0.00037913,8.483e-05,-0.00013036
taker_buy_zscore_20h,4h,2026-05,-0.085,-0.033852,-0.019222,-0.0120229,-0.00401839,-0.00199783
taker_buy_zscore_20h,72h,2024-06,-0.000669,-0.000669,-0.000669,0.00101311,0.00101311,0.00101311
taker_buy_zscore_20h,72h,2024-07,0.005788,0.00256,0.00256,0.00156826,0.00129068,0.00129068
taker_buy_zscore_20h,72h,2024-08,0.005352,0.003491,0.003491,0.0009919,0.00119109,0.00119109
taker_buy_zscore_20h,72h,2024-09,-0.005035,0.002035,0.001359,-0.00076694,0.00059774,0.00070158
taker_buy_zscore_20h,72h,2024-10,-0.000943,-0.000209,0.000899,-0.00023139,-2.14e-06,0.00051499
taker_buy_zscore_20h,72h,2024-11,-0.003893,-0.00329,0.0001,0.00071179,-9.551e-05,0.00054779
taker_buy_zscore_20h,72h,2024-12,-0.002259,-0.002365,-0.000165,-0.00075495,-9.152e-05,0.00025311
taker_buy_zscore_20h,72h,2025-01,0.000665,-0.001829,-0.001019,0.0005418,0.00016621,8.203e-05
taker_buy_zscore_20h,72h,2025-02,-0.000454,-0.000683,-0.001987,-0.0003309,-0.00018135,-0.00013843
taker_buy_zscore_20h,72h,2025-03,-0.000855,-0.000215,-0.00129,-0.00052842,-0.00010584,-9.868e-05
taker_buy_zscore_20h,72h,2025-04,-0.004518,-0.001942,-0.001886,0.00068424,-5.836e-05,5.393e-05
taker_buy_zscore_20h,72h,2025-05,-3.6e-05,-0.001803,-0.001243,0.0009128,0.00035621,8.743e-05
taker_buy_zscore_20h,72h,2025-06,-0.00279,-0.002448,-0.001331,0.00015844,0.00058516,0.00023966
taker_buy_zscore_20h,72h,2025-07,-0.001961,-0.001596,-0.001769,0.00051892,0.00053005,0.00023585
taker_buy_zscore_20h,72h,2025-08,0.003576,-0.000392,-0.001097,0.00127529,0.00065088,0.00050354
taker_buy_zscore_20h,72h,2025-09,0.001562,0.001059,-0.000695,0.00114561,0.00097994,0.00078255
taker_buy_zscore_20h,72h,2025-10,-0.002074,0.001021,-0.000287,-0.00030539,0.00070517,0.00061761
taker_buy_zscore_20h,72h,2025-11,-0.001871,-0.000794,-0.000593,-0.00052398,0.00010541,0.00037815
taker_buy_zscore_20h,72h,2025-12,0.000756,-0.001063,-2e-06,0.0006109,-7.282e-05,0.00045356
taker_buy_zscore_20h,72h,2026-01,0.003338,0.000741,0.000881,0.00060196,0.00022963,0.0004674
taker_buy_zscore_20h,72h,2026-02,0.004903,0.002999,0.001102,0.0016072,0.00094002,0.00052272
taker_buy_zscore_20h,72h,2026-03,-0.002197,0.002014,0.000476,0.00065956,0.00095624,0.00044171
taker_buy_zscore_20h,72h,2026-04,-0.002085,0.000207,0.000474,-0.00070427,0.00052083,0.00037523
taker_buy_zscore_20h,72h,2026-05,0.112936,0.036218,0.019609,0.00017816,4.448e-05,0.00049225
tech_atr,1h,2024-06,0.019833,0.019833,0.019833,0.00013788,0.00013788,0.00013788
tech_atr,1h,2024-07,0.012246,0.016039,0.016039,-2.188e-05,5.8e-05,5.8e-05
tech_atr,1h,2024-08,0.008318,0.013465,0.013465,6.469e-05,6.023e-05,6.023e-05
tech_atr,1h,2024-09,0.004317,0.008294,0.011178,-0.00012432,-2.717e-05,1.409e-05
tech_atr,1h,2024-10,0.010587,0.007741,0.01106,-6.768e-05,-4.244e-05,-2.26e-06
tech_atr,1h,2024-11,0.002055,0.005653,0.009559,-0.00013316,-0.00010839,-2.408e-05
tech_atr,1h,2024-12,0.006683,0.006442,0.007368,0.00015431,-1.551e-05,-2.134e-05
tech_atr,1h,2025-01,0.013031,0.007256,0.007499,0.00013893,5.336e-05,5.46e-06
tech_atr,1h,2025-02,0.000835,0.00685,0.006251,1.733e-05,0.00010352,-2.43e-06
tech_atr,1h,2025-03,0.006752,0.006873,0.006657,7.48e-05,7.702e-05,3.075e-05
tech_atr,1h,2025-04,-0.000318,0.002423,0.00484,-0.00023813,-4.867e-05,2.35e-06
tech_atr,1h,2025-05,0.011669,0.006034,0.006442,-4.513e-05,-6.949e-05,1.702e-05
tech_atr,1h,2025-06,0.000757,0.004036,0.005454,-8.783e-05,-0.0001237,-2.334e-05
tech_atr,1h,2025-07,0.005903,0.00611,0.004266,-7.442e-05,-6.913e-05,-5.89e-05
tech_atr,1h,2025-08,0.006701,0.004454,0.005244,0.00018226,6.67e-06,-3.141e-05
tech_atr,1h,2025-09,-0.000269,0.004112,0.004074,0.00020154,0.00010313,-1.029e-05
tech_atr,1h,2025-10,-0.001835,0.001532,0.003821,0.00011344,0.00016575,4.831e-05
tech_atr,1h,2025-11,-0.008602,-0.003569,0.000443,-2.7e-07,0.0001049,5.579e-05
tech_atr,1h,2025-12,0.002784,-0.002551,0.000781,-0.00013848,-8.44e-06,4.734e-05
tech_atr,1h,2026-01,-0.001578,-0.002465,-0.000466,-0.00010657,-8.177e-05,4.199e-05
tech_atr,1h,2026-02,0.003655,0.00162,-0.000974,-8.243e-05,-0.00010916,-2.13e-06
tech_atr,1h,2026-03,0.003802,0.00196,-0.000296,-8.998e-05,-9.299e-05,-5.072e-05
tech_atr,1h,2026-04,-0.000712,0.002248,-0.000108,3.436e-05,-4.602e-05,-6.389e-05
tech_atr,1h,2026-05,0.002621,0.001904,0.001762,0.00021071,5.17e-05,-2.873e-05
tech_atr,1h,2026-06,-0.001373,0.000179,0.001069,9.931e-05,0.00011479,1.09e-05
tech_atr,24h,2024-06,0.057836,0.057836,0.057836,0.00403094,0.00403094,0.00403094
tech_atr,24h,2024-07,0.027817,0.042826,0.042826,-0.00090759,0.00156168,0.00156168
tech_atr,24h,2024-08,0.02738,0.037678,0.037678,0.00191264,0.00167866,0.00167866
tech_atr,24h,2024-09,-6e-06,0.018397,0.028257,-0.00307133,-0.00068876,0.00049117
tech_atr,24h,2024-10,0.02519,0.017521,0.027643,-0.0014015,-0.0008534,0.00011263
tech_atr,24h,2024-11,-0.000703,0.00816,0.022919,-0.00182401,-0.00209895,-0.00021014
tech_atr,24h,2024-12,0.032758,0.019081,0.018739,0.00381828,0.00019759,-0.00024559
tech_atr,24h,2025-01,0.059886,0.030647,0.024084,0.00338058,0.00179162,0.00046911
tech_atr,24h,2025-02,0.019336,0.037327,0.022743,0.00163323,0.00294403,0.00042254
tech_atr,24h,2025-03,0.028881,0.036034,0.027558,0.00193223,0.00231535,0.00125647
tech_atr,24h,2025-04,-0.018846,0.00979,0.020219,-0.00725019,-0.00122824,0.00028169
tech_atr,24h,2025-05,0.044729,0.018254,0.02779,-0.00169619,-0.00233805,0.00030299
tech_atr,24h,2025-06,0.009134,0.011672,0.023853,-0.00154642,-0.0034976,-0.00059113
tech_atr,24h,2025-07,0.010577,0.02148,0.015635,-0.00230767,-0.00185009,-0.00153917
tech_atr,24h,2025-08,0.028669,0.016127,0.01719,0.00443647,0.00019413,-0.00107196
tech_atr,24h,2025-09,0.010837,0.016694,0.014183,0.00666999,0.00293293,-0.00028234
tech_atr,24h,2025-10,0.001642,0.013716,0.017598,0.00086589,0.00399078,0.00107035
tech_atr,24h,2025-11,-0.007971,0.001503,0.008815,-7.486e-05,0.00248701,0.00134057
tech_atr,24h,2025-12,0.011443,0.001705,0.0092,-0.00211169,-0.00044022,0.00124635
tech_atr,24h,2026-01,-0.020396,-0.005641,0.004037,-0.00242428,-0.00153694,0.00122692
tech_atr,24h,2026-02,0.022295,0.004447,0.002975,0.00080982,-0.00124205,0.00062248
tech_atr,24h,2026-03,0.00704,0.00298,0.002342,-0.0024959,-0.00137012,-0.00090517
tech_atr,24h,2026-04,-0.023826,0.001837,-0.001902,0.00073822,-0.00031595,-0.00092645
tech_atr,24h,2026-05,0.013193,-0.001197,0.001625,0.00481791,0.00102008,-0.00011099
tech_atr,24h,2026-06,0.015537,0.001635,0.002307,0.00015393,0.00190335,0.00026662
tech_atr,4h,2024-06,0.024846,0.024846,0.024846,0.00059438,0.00059438,0.00059438
tech_atr,4h,2024-07,0.013559,0.019203,0.019203,-0.00012019,0.0002371,0.0002371
tech_atr,4h,2024-08,0.006941,0.015115,0.015115,0.00028766,0.00025395,0.00025395
tech_atr,4h,2024-09,0.00598,0.008826,0.012831,-0.0006181,-0.00015021,3.594e-05
tech_atr,4h,2024-10,0.013107,0.008676,0.012886,-0.00026219,-0.00019754,-2.369e-05
tech_atr,4h,2024-11,0.000555,0.006547,0.010831,-0.00043797,-0.00043942,-9.273e-05
tech_atr,4h,2024-12,0.011786,0.008483,0.008655,0.00061291,-2.908e-05,-8.965e-05
tech_atr,4h,2025-01,0.021557,0.0113,0.009988,0.00056872,0.00024789,2.517e-05
tech_atr,4h,2025-02,0.006926,0.013423,0.009985,0.00013677,0.00043947,2e-08
tech_atr,4h,2025-03,0.008714,0.012399,0.010441,0.00030401,0.0003365,0.00015371
tech_atr,4h,2025-04,-0.004419,0.00374,0.00752,-0.00090475,-0.00015466,4.662e-05
tech_atr,4h,2025-05,0.01829,0.007528,0.010476,-0.00011156,-0.00023743,0.00010102
tech_atr,4h,2025-06,0.000662,0.004844,0.008622,-0.00026519,-0.00042717,-4.533e-05
tech_atr,4h,2025-07,0.006805,0.008585,0.006163,-0.00034546,-0.00024074,-0.0001977
tech_atr,4h,2025-08,0.01217,0.006546,0.007037,0.00065867,1.601e-05,-0.00011071
tech_atr,4h,2025-09,-0.001582,0.005797,0.005321,0.00084541,0.00038621,-2.048e-05
tech_atr,4h,2025-10,-0.003503,0.002361,0.005473,0.00015886,0.00055431,0.00015679
tech_atr,4h,2025-11,-0.010203,-0.005096,0.000725,3.036e-05,0.00034488,0.00018044
tech_atr,4h,2025-12,0.004468,-0.003079,0.001359,-0.00031796,-4.291e-05,0.00017165
tech_atr,4h,2026-01,-0.007897,-0.004544,-0.001091,-0.0003547,-0.0002141,0.00017011
tech_atr,4h,2026-02,0.004272,0.000281,-0.002407,-0.00022561,-0.00029942,2.273e-05
tech_atr,4h,2026-03,0.00511,0.000495,-0.001292,-0.00038966,-0.00032332,-0.00018312
tech_atr,4h,2026-04,-0.005938,0.001148,-0.001698,5.32e-05,-0.00018736,-0.00020073
tech_atr,4h,2026-05,0.003452,0.000875,0.000578,0.00082354,0.00016236,-6.853e-05
tech_atr,4h,2026-06,0.004953,0.000823,0.000659,0.00019596,0.00035757,1.712e-05
tech_atr,72h,2024-06,0.084036,0.084036,0.084036,0.01385299,0.01385299,0.01385299
tech_atr,72h,2024-07,0.048007,0.066022,0.066022,-0.0018562,0.0059984,0.0059984
tech_atr,72h,2024-08,0.038959,0.057001,0.057001,0.00761448,0.00653709,0.00653709
tech_atr,72h,2024-09,-0.006317,0.026883,0.041171,-0.00609541,-0.00011238,0.00337897
tech_atr,72h,2024-10,0.028314,0.020319,0.0386,-0.00544382,-0.00130825,0.00161441
tech_atr,72h,2024-11,-0.001119,0.006959,0.03198,-0.00227927,-0.00460617,0.00096546
tech_atr,72h,2024-12,0.04313,0.023441,0.025162,0.00815787,0.00014493,1.627e-05
tech_atr,72h,2025-01,0.118926,0.053646,0.036982,0.01145914,0.00577925,0.0022355
tech_atr,72h,2025-02,0.024098,0.062051,0.034505,0.00868578,0.00943426,0.00241405
tech_atr,72h,2025-03,0.051902,0.064976,0.044209,0.00363062,0.00792518,0.00403505
tech_atr,72h,2025-04,-0.048583,0.009139,0.031392,-0.02861895,-0.00543418,0.00017253
tech_atr,72h,2025-05,0.072201,0.025173,0.043612,-0.0041817,-0.00972334,-0.00014454
tech_atr,72h,2025-06,0.023629,0.015749,0.040362,-0.00498441,-0.01259502,-0.00233492
tech_atr,72h,2025-07,0.001955,0.032595,0.020867,-0.00589476,-0.00502029,-0.00522724
tech_atr,72h,2025-08,0.0486,0.024728,0.024951,0.00860855,-0.00075687,-0.00524011
tech_atr,72h,2025-09,0.018538,0.023031,0.01939,0.02969051,0.01080143,-0.00089679
tech_atr,72h,2025-10,0.032011,0.03305,0.032822,0.00894881,0.01574929,0.0053645
tech_atr,72h,2025-11,-0.010581,0.013323,0.019025,-0.00122544,0.01247129,0.00585721
tech_atr,72h,2025-12,0.001134,0.007522,0.015276,-0.00973846,-0.0006717,0.00506487
tech_atr,72h,2026-01,-0.032277,-0.013908,0.009571,-0.00488343,-0.00528244,0.00523342
tech_atr,72h,2026-02,0.047331,0.005396,0.009359,0.00632574,-0.00276538,0.00485295
tech_atr,72h,2026-03,-0.007849,0.002401,0.004962,-0.00932125,-0.00262631,-0.00164901
tech_atr,72h,2026-04,-0.045687,-0.002068,-0.007988,0.00346167,0.00015539,-0.00256353
tech_atr,72h,2026-05,0.02211,-0.010476,-0.00254,0.01107332,0.00173791,-0.00051374
tech_atr,72h,2026-06,-0.008895,-0.010824,-0.004211,0.00281236,0.00578245,0.00157807
tech_macd,1h,2024-06,0.000125,0.000125,0.000125,-8.852e-05,-8.852e-05,-8.852e-05
tech_macd,1h,2024-07,-0.008513,-0.004194,-0.004194,2.091e-05,-3.38e-05,-3.38e-05
tech_macd,1h,2024-08,-0.017149,-0.008512,-0.008512,-0.00030761,-0.00012507,-0.00012507
tech_macd,1h,2024-09,-0.011784,-0.012482,-0.00933,-5.063e-05,-0.00011244,-0.00010646
tech_macd,1h,2024-10,-0.009886,-0.012939,-0.009441,5.533e-05,-0.00010097,-7.41e-05
tech_macd,1h,2024-11,-0.00597,-0.009213,-0.008863,8.225e-05,2.898e-05,-4.805e-05
tech_macd,1h,2024-12,-0.015397,-0.010418,-0.01145,1.817e-05,5.192e-05,-3.026e-05
tech_macd,1h,2025-01,-0.01185,-0.011072,-0.012006,-2.51e-06,3.264e-05,-3.417e-05
tech_macd,1h,2025-02,0.008842,-0.006135,-0.007674,0.00050453,0.0001734,0.00010119
tech_macd,1h,2025-03,-0.010805,-0.004604,-0.007511,-8.345e-05,0.00013952,9.572e-05
tech_macd,1h,2025-04,-0.003171,-0.001711,-0.006392,-8.832e-05,0.00011092,7.178e-05
tech_macd,1h,2025-05,-0.007424,-0.007133,-0.006634,2.737e-05,-4.813e-05,6.263e-05
tech_macd,1h,2025-06,-0.019789,-0.010128,-0.007366,-0.00026559,-0.00010885,1.534e-05
tech_macd,1h,2025-07,-0.016744,-0.014653,-0.008182,-3.79e-06,-8.067e-05,1.512e-05
tech_macd,1h,2025-08,-0.012738,-0.016424,-0.011779,4.94e-05,-7.333e-05,-6.073e-05
tech_macd,1h,2025-09,-0.0077,-0.012394,-0.011261,0.00026793,0.00010451,-2.17e-06
tech_macd,1h,2025-10,-0.010898,-0.010445,-0.012549,5.764e-05,0.00012499,2.216e-05
tech_macd,1h,2025-11,-0.006545,-0.008381,-0.012402,0.00029683,0.00020747,6.707e-05
tech_macd,1h,2025-12,-0.017631,-0.011691,-0.012043,9.567e-05,0.00015005,0.00012728
tech_macd,1h,2026-01,-0.015691,-0.013289,-0.011867,-5.17e-06,0.00012911,0.00012705
tech_macd,1h,2026-02,-0.01567,-0.016331,-0.012356,6.752e-05,5.267e-05,0.00013007
tech_macd,1h,2026-03,-0.014819,-0.015393,-0.013542,3.756e-05,3.33e-05,9.167e-05
tech_macd,1h,2026-04,-0.008584,-0.013024,-0.013157,0.00012202,7.57e-05,0.00010241
tech_macd,1h,2026-05,-0.012194,-0.011866,-0.014098,-0.00012589,1.123e-05,3.195e-05
tech_macd,1h,2026-06,-0.010581,-0.010453,-0.012923,4.073e-05,1.229e-05,2.28e-05
tech_macd,24h,2024-06,-0.002188,-0.002188,-0.002188,-0.0008161,-0.0008161,-0.0008161
tech_macd,24h,2024-07,-0.025657,-0.013922,-0.013922,-0.00203964,-0.00142787,-0.00142787
tech_macd,24h,2024-08,-0.023586,-0.017143,-0.017143,-0.00159998,-0.00148524,-0.00148524
tech_macd,24h,2024-09,-0.005779,-0.018341,-0.014302,-0.00134193,-0.00166052,-0.00144941
tech_macd,24h,2024-10,-0.00788,-0.012415,-0.013018,0.00084059,-0.00070044,-0.00099141
tech_macd,24h,2024-11,-0.027279,-0.013646,-0.015395,0.00132196,0.00027354,-0.00060585
tech_macd,24h,2024-12,-0.007796,-0.014318,-0.01633,0.00052347,0.00089534,-0.00038259
tech_macd,24h,2025-01,0.000547,-0.011509,-0.011962,0.00230931,0.00138491,0.00034224
tech_macd,24h,2025-02,0.044218,0.012323,-0.000661,0.00783905,0.00355728,0.00191541
tech_macd,24h,2025-03,0.009846,0.018204,0.001943,0.00058082,0.00357639,0.00223587
tech_macd,24h,2025-04,0.003806,0.01929,0.00389,0.00344381,0.00395456,0.00266974
tech_macd,24h,2025-05,-0.034449,-0.006932,0.002695,-0.00229901,0.00057521,0.00206624
tech_macd,24h,2025-06,-0.027722,-0.019455,-0.000626,-0.00139725,-8.415e-05,0.00174612
tech_macd,24h,2025-07,-0.006847,-0.023006,-0.001858,0.00080792,-0.00096278,0.00149589
