factor_id,horizon,month,rank_ic,rolling_ic_3m,rolling_ic_6m,long_short_return,rolling_ls_3m,rolling_ls_6m
funding_rate_level_20h,72h,2024-11,-0.011041,0.017971,0.035933,-0.00015923,-0.00129935,-0.00185705
funding_rate_level_20h,72h,2024-12,0.028872,0.022656,0.024654,0.00297138,0.00108578,3.003e-05
funding_rate_level_20h,72h,2025-01,0.063273,0.027034,0.029279,0.00432134,0.00237783,0.00047646
funding_rate_level_20h,72h,2025-02,7e-05,0.030738,0.024355,0.00509882,0.00413051,0.00141558
funding_rate_level_20h,72h,2025-03,0.034076,0.032473,0.027565,-7.475e-05,0.00311514,0.00210046
funding_rate_level_20h,72h,2025-04,0.058974,0.03104,0.029037,-0.024082,-0.00635264,-0.00198741
funding_rate_level_20h,72h,2025-05,0.035101,0.042717,0.036728,0.00383523,-0.00677384,-0.00132166
funding_rate_level_20h,72h,2025-06,0.082437,0.058838,0.045655,-0.00661287,-0.00895321,-0.00291904
funding_rate_level_20h,72h,2025-07,0.084263,0.067267,0.049154,-0.00025574,-0.00101113,-0.00368188
funding_rate_level_20h,72h,2025-08,0.053369,0.073356,0.058037,-0.00938351,-0.00541737,-0.00609561
funding_rate_level_20h,72h,2025-09,0.022822,0.053484,0.056161,-0.02651187,-0.01205037,-0.01050179
funding_rate_level_20h,72h,2025-10,0.040108,0.038766,0.053017,-0.05904406,-0.03164648,-0.0163288
funding_rate_level_20h,72h,2025-11,0.022873,0.028601,0.050979,-0.01057728,-0.0320444,-0.01873089
funding_rate_level_20h,72h,2025-12,0.060283,0.041088,0.047286,-0.01718155,-0.0289343,-0.02049234
funding_rate_level_20h,72h,2026-01,0.046861,0.043339,0.041052,-0.00750266,-0.01175383,-0.02170015
funding_rate_level_20h,72h,2026-02,0.059309,0.055484,0.042043,-0.01997789,-0.01488737,-0.02346589
funding_rate_level_20h,72h,2026-03,0.028751,0.044974,0.043031,-0.01604217,-0.01450757,-0.02172094
funding_rate_level_20h,72h,2026-04,0.089399,0.059153,0.051246,-0.0482936,-0.02810455,-0.01992919
funding_rate_level_20h,72h,2026-05,0.10301,0.07372,0.064602,-0.0535865,-0.03930742,-0.02709739
funding_rate_zscore_80h,1h,2024-06,-0.001935,-0.001935,-0.001935,0.00011844,0.00011844,0.00011844
funding_rate_zscore_80h,1h,2024-07,0.009016,0.003541,0.003541,-0.00013547,-8.52e-06,-8.52e-06
funding_rate_zscore_80h,1h,2024-08,0.005723,0.004268,0.004268,2.831e-05,3.76e-06,3.76e-06
funding_rate_zscore_80h,1h,2024-09,0.008618,0.007786,0.005356,8.771e-05,-6.48e-06,2.475e-05
funding_rate_zscore_80h,1h,2024-10,0.011329,0.008557,0.00655,-2.87e-06,3.772e-05,1.922e-05
funding_rate_zscore_80h,1h,2024-11,0.013561,0.011169,0.007719,-0.00037747,-9.754e-05,-4.689e-05
funding_rate_zscore_80h,1h,2024-12,0.003855,0.009582,0.008684,0.00013087,-8.316e-05,-4.482e-05
funding_rate_zscore_80h,1h,2025-01,0.014228,0.010548,0.009552,0.00017922,-2.246e-05,7.63e-06
funding_rate_zscore_80h,1h,2025-02,0.011138,0.009741,0.010455,-0.00020158,3.617e-05,-3.069e-05
funding_rate_zscore_80h,1h,2025-03,0.003608,0.009658,0.00962,-5.579e-05,-2.605e-05,-5.46e-05
funding_rate_zscore_80h,1h,2025-04,-0.000886,0.00462,0.007584,-3.247e-05,-9.661e-05,-5.954e-05
funding_rate_zscore_80h,1h,2025-05,0.000325,0.001016,0.005378,0.00011458,8.77e-06,2.247e-05
funding_rate_zscore_80h,1h,2025-06,0.006731,0.002057,0.005857,3.092e-05,3.768e-05,5.81e-06
funding_rate_zscore_80h,1h,2025-07,0.003922,0.003659,0.00414,-4.986e-05,3.188e-05,-3.237e-05
funding_rate_zscore_80h,1h,2025-08,0.013609,0.008087,0.004551,2.777e-05,2.94e-06,5.86e-06
funding_rate_zscore_80h,1h,2025-09,0.006551,0.008027,0.005042,2.492e-05,9.4e-07,1.931e-05
funding_rate_zscore_80h,1h,2025-10,0.004085,0.008082,0.005871,-0.0001727,-4e-05,-4.06e-06
funding_rate_zscore_80h,1h,2025-11,0.001317,0.003985,0.006036,0.0001692,7.14e-06,5.04e-06
funding_rate_zscore_80h,1h,2025-12,-0.001832,0.00119,0.004609,-0.00011084,-3.811e-05,-1.859e-05
funding_rate_zscore_80h,1h,2026-01,0.009911,0.003132,0.005607,-0.00022843,-5.669e-05,-4.835e-05
funding_rate_zscore_80h,1h,2026-02,0.00401,0.00403,0.004007,4.226e-05,-9.9e-05,-4.593e-05
funding_rate_zscore_80h,1h,2026-03,-0.003689,0.00341,0.0023,0.00012258,-2.12e-05,-2.965e-05
funding_rate_zscore_80h,1h,2026-04,-0.003826,-0.001168,0.000982,8.919e-05,8.468e-05,1.399e-05
funding_rate_zscore_80h,1h,2026-05,-0.147751,-0.051755,-0.023863,0.00454164,0.00158447,0.00074273
funding_rate_zscore_80h,24h,2024-06,0.009286,0.009286,0.009286,-0.00104809,-0.00104809,-0.00104809
funding_rate_zscore_80h,24h,2024-07,0.040822,0.025054,0.025054,-0.0045827,-0.0028154,-0.0028154
funding_rate_zscore_80h,24h,2024-08,0.009223,0.019777,0.019777,0.0010689,-0.00152063,-0.00152063
funding_rate_zscore_80h,24h,2024-09,0.043966,0.031337,0.025824,-0.00217683,-0.00189688,-0.00168468
funding_rate_zscore_80h,24h,2024-10,0.029293,0.027494,0.026518,-0.0008081,-0.00063868,-0.00150936
funding_rate_zscore_80h,24h,2024-11,0.023614,0.032291,0.026034,-0.00423253,-0.00240582,-0.00196323
funding_rate_zscore_80h,24h,2024-12,-0.008802,0.014702,0.023019,0.00438708,-0.00021785,-0.00105736
funding_rate_zscore_80h,24h,2025-01,0.04552,0.020111,0.023802,-0.00277427,-0.00087324,-0.00075596
funding_rate_zscore_80h,24h,2025-02,0.025256,0.020658,0.026475,-0.00421811,-0.00086843,-0.00163713
funding_rate_zscore_80h,24h,2025-03,0.011195,0.027324,0.021013,-0.00097714,-0.00265651,-0.00143718
funding_rate_zscore_80h,24h,2025-04,-0.015114,0.007113,0.013612,0.00380516,-0.00046336,-0.0006683
funding_rate_zscore_80h,24h,2025-05,0.013156,0.003079,0.011869,-7.378e-05,0.00091808,2.482e-05
funding_rate_zscore_80h,24h,2025-06,0.028088,0.00871,0.018017,-0.00147667,0.00075157,-0.00095247
funding_rate_zscore_80h,24h,2025-07,0.019226,0.020157,0.013635,-0.000792,-0.00078082,-0.00062209
funding_rate_zscore_80h,24h,2025-08,0.017795,0.021703,0.012391,0.00374626,0.00049253,0.00070531
funding_rate_zscore_80h,24h,2025-09,0.012945,0.016655,0.012683,-0.00069343,0.00075361,0.00075259
funding_rate_zscore_80h,24h,2025-10,-0.001357,0.009794,0.014976,0.00807842,0.00371042,0.0014648
funding_rate_zscore_80h,24h,2025-11,0.010696,0.007428,0.014566,0.00204934,0.00314478,0.00181865
funding_rate_zscore_80h,24h,2025-12,0.000487,0.003276,0.009965,-0.00101585,0.0030373,0.00189546
funding_rate_zscore_80h,24h,2026-01,0.01572,0.008968,0.009381,-0.00049687,0.00017887,0.00194464
funding_rate_zscore_80h,24h,2026-02,-0.01447,0.000579,0.004004,0.00313983,0.00054237,0.00184357
funding_rate_zscore_80h,24h,2026-03,-0.002927,-0.000559,0.001358,-0.00085897,0.00059466,0.00181598
funding_rate_zscore_80h,24h,2026-04,0.001961,-0.005145,0.001911,-0.00030413,0.00065891,0.00041889
funding_rate_zscore_80h,24h,2026-05,-0.027893,-0.00962,-0.00452,0.00308316,0.00064002,0.0005912
funding_rate_zscore_80h,4h,2024-06,-0.004135,-0.004135,-0.004135,0.00017068,0.00017068,0.00017068
funding_rate_zscore_80h,4h,2024-07,0.02864,0.012253,0.012253,-0.00118869,-0.000509,-0.000509
funding_rate_zscore_80h,4h,2024-08,0.016239,0.013581,0.013581,-0.00042933,-0.00048245,-0.00048245
funding_rate_zscore_80h,4h,2024-09,0.020136,0.021672,0.01522,2.487e-05,-0.00053105,-0.00035562
funding_rate_zscore_80h,4h,2024-10,0.018581,0.018319,0.015892,-0.00012953,-0.000178,-0.0003104
funding_rate_zscore_80h,4h,2024-11,0.018587,0.019101,0.016341,-0.00125463,-0.0004531,-0.00046777
funding_rate_zscore_80h,4h,2024-12,0.004088,0.013752,0.017712,0.00047455,-0.0003032,-0.00041713
funding_rate_zscore_80h,4h,2025-01,0.022972,0.015216,0.016767,5.331e-05,-0.00024226,-0.00021013
funding_rate_zscore_80h,4h,2025-02,0.018725,0.015262,0.017182,-0.0011429,-0.00020501,-0.00032905
funding_rate_zscore_80h,4h,2025-03,0.004153,0.015283,0.014518,-0.00010223,-0.00039727,-0.00035024
funding_rate_zscore_80h,4h,2025-04,-0.006105,0.005591,0.010403,0.00043243,-0.0002709,-0.00025658
funding_rate_zscore_80h,4h,2025-05,0.001222,-0.000243,0.007509,0.00014701,0.00015907,-2.297e-05
funding_rate_zscore_80h,4h,2025-06,0.011086,0.002068,0.008675,0.00017933,0.00025292,-7.218e-05
funding_rate_zscore_80h,4h,2025-07,0.00576,0.006023,0.005807,-0.00037636,-1.667e-05,-0.00014379
funding_rate_zscore_80h,4h,2025-08,0.02283,0.013225,0.006491,-1.679e-05,-7.127e-05,4.39e-05
funding_rate_zscore_80h,4h,2025-09,0.010225,0.012938,0.007503,-7.142e-05,-0.00015486,4.903e-05
funding_rate_zscore_80h,4h,2025-10,-0.002284,0.010257,0.00814,-5.126e-05,-4.649e-05,-3.158e-05
funding_rate_zscore_80h,4h,2025-11,0.003173,0.003705,0.008465,0.00072195,0.00019976,6.424e-05
funding_rate_zscore_80h,4h,2025-12,-0.005248,-0.001453,0.005743,-0.0002384,0.0001441,-5.38e-06
funding_rate_zscore_80h,4h,2026-01,0.020717,0.006214,0.008235,-0.00085049,-0.00012231,-8.44e-05
funding_rate_zscore_80h,4h,2026-02,0.003736,0.006401,0.005053,9.674e-05,-0.00033072,-6.548e-05
funding_rate_zscore_80h,4h,2026-03,-0.002483,0.007323,0.002935,0.00022701,-0.00017558,-1.574e-05
funding_rate_zscore_80h,4h,2026-04,-0.007683,-0.002143,0.002035,0.00016784,0.00016386,2.078e-05
funding_rate_zscore_80h,4h,2026-05,-0.198924,-0.069696,-0.031647,0.00960659,0.00333381,0.00150155
funding_rate_zscore_80h,72h,2024-06,0.013349,0.013349,0.013349,-0.00232997,-0.00232997,-0.00232997
funding_rate_zscore_80h,72h,2024-07,0.053854,0.033602,0.033602,-0.00835524,-0.00534261,-0.00534261
funding_rate_zscore_80h,72h,2024-08,0.013397,0.026867,0.026867,0.00101546,-0.00322325,-0.00322325
funding_rate_zscore_80h,72h,2024-09,0.032636,0.033295,0.028309,-0.00320394,-0.00351457,-0.00321842
funding_rate_zscore_80h,72h,2024-10,0.014267,0.0201,0.025501,-0.00287084,-0.00168644,-0.00314891
funding_rate_zscore_80h,72h,2024-11,0.047247,0.031383,0.029125,-0.0134345,-0.00650309,-0.00486317
funding_rate_zscore_80h,72h,2024-12,-0.013053,0.016154,0.024725,0.00831483,-0.0026635,-0.00308904
funding_rate_zscore_80h,72h,2025-01,0.064556,0.032917,0.026508,-0.01109219,-0.00540395,-0.0035452
funding_rate_zscore_80h,72h,2025-02,-0.00527,0.015411,0.023397,-0.00297607,-0.00191781,-0.00421045
funding_rate_zscore_80h,72h,2025-03,-0.00228,0.019002,0.017578,0.00088425,-0.00439467,-0.00352909
funding_rate_zscore_80h,72h,2025-04,-0.033358,-0.013636,0.00964,0.01009825,0.00266881,-0.00136757
funding_rate_zscore_80h,72h,2025-05,0.013033,-0.007535,0.003938,-8.9e-06,0.00365787,0.00087003
funding_rate_zscore_80h,72h,2025-06,0.016724,-0.0012,0.008901,-0.00106897,0.00300679,-0.00069394
funding_rate_zscore_80h,72h,2025-07,0.010548,0.013435,-0.0001,-0.00023717,-0.00043835,0.00111523
funding_rate_zscore_80h,72h,2025-08,-0.009644,0.005876,-0.000829,0.00489326,0.00119571,0.00242679
funding_rate_zscore_80h,72h,2025-09,0.00603,0.002311,0.000556,0.00588623,0.00351411,0.00326045
funding_rate_zscore_80h,72h,2025-10,-0.012806,-0.005473,0.003981,0.02252499,0.01110149,0.00533157
funding_rate_zscore_80h,72h,2025-11,-0.006363,-0.004379,0.000748,0.01546857,0.0146266,0.00791115
funding_rate_zscore_80h,72h,2025-12,-0.006028,-0.008399,-0.003044,-0.00055532,0.01247941,0.00799676
funding_rate_zscore_80h,72h,2026-01,0.010397,-0.000665,-0.003069,0.00261131,0.00584152,0.00847151
funding_rate_zscore_80h,72h,2026-02,-0.034524,-0.010052,-0.007216,0.00972301,0.00392633,0.00927646
funding_rate_zscore_80h,72h,2026-03,0.000748,-0.007793,-0.008096,-0.00402318,0.00277038,0.0076249
funding_rate_zscore_80h,72h,2026-04,-0.020613,-0.01813,-0.009397,0.00263392,0.00277792,0.00430972
funding_rate_zscore_80h,72h,2026-05,-0.146121,-0.055329,-0.03269,0.03124728,0.00995267,0.0069395
intraday_ret,1h,2024-06,-0.012041,-0.012041,-0.012041,-1.187e-05,-1.187e-05,-1.187e-05
intraday_ret,1h,2024-07,-0.008928,-0.010485,-0.010485,0.00037755,0.00018284,0.00018284
intraday_ret,1h,2024-08,-0.035593,-0.018854,-0.018854,-2.47e-05,0.00011366,0.00011366
intraday_ret,1h,2024-09,-0.055183,-0.033235,-0.027936,-0.00037415,-7.1e-06,-8.29e-06
intraday_ret,1h,2024-10,-0.051035,-0.04727,-0.032556,-0.00036527,-0.00025471,-7.969e-05
intraday_ret,1h,2024-11,-0.037824,-0.048014,-0.033434,-8.373e-05,-0.00027438,-8.036e-05
intraday_ret,1h,2024-12,-0.056464,-0.048441,-0.040838,-0.00049639,-0.00031513,-0.00016112
intraday_ret,1h,2025-01,-0.034182,-0.042823,-0.045047,-0.00026606,-0.00028206,-0.00026838
intraday_ret,1h,2025-02,-0.031712,-0.040786,-0.0444,-0.00032519,-0.00036255,-0.00031846
intraday_ret,1h,2025-03,-0.025619,-0.030505,-0.039473,3.63e-05,-0.00018498,-0.00025006
intraday_ret,1h,2025-04,-0.048049,-0.035127,-0.038975,-0.00064884,-0.00031258,-0.00029732
intraday_ret,1h,2025-05,-0.041792,-0.038487,-0.039637,-0.00038877,-0.00033377,-0.00034816
intraday_ret,1h,2025-06,-0.022477,-0.03744,-0.033972,-3.314e-05,-0.00035692,-0.00027095
intraday_ret,1h,2025-07,-0.040702,-0.03499,-0.035059,-1.894e-05,-0.00014695,-0.00022976
intraday_ret,1h,2025-08,-0.049667,-0.037615,-0.038051,-0.00014868,-6.692e-05,-0.00020035
intraday_ret,1h,2025-09,-0.033296,-0.041222,-0.039331,-2.55e-06,-5.672e-05,-0.00020682
intraday_ret,1h,2025-10,-0.039891,-0.040951,-0.037971,4.206e-05,-3.639e-05,-9.167e-05
intraday_ret,1h,2025-11,-0.043599,-0.038929,-0.038272,-8.581e-05,-1.543e-05,-4.118e-05
intraday_ret,1h,2025-12,-0.033172,-0.038887,-0.040054,0.00035814,0.0001048,2.404e-05
intraday_ret,1h,2026-01,-0.041538,-0.039436,-0.040194,-0.00018748,2.828e-05,-4.05e-06
intraday_ret,1h,2026-02,-0.031495,-0.035402,-0.037165,5.301e-05,7.456e-05,2.956e-05
intraday_ret,1h,2026-03,-0.023698,-0.032244,-0.035565,0.00012732,-2.38e-06,5.121e-05
intraday_ret,1h,2026-04,-0.029764,-0.028319,-0.033878,0.00039109,0.00019047,0.00010938
intraday_ret,1h,2026-05,-0.043022,-0.032161,-0.033781,-0.00055085,-1.081e-05,3.187e-05
intraday_ret,1h,2026-06,-0.05025,-0.041012,-0.036628,-0.00032426,-0.00016134,-8.186e-05
intraday_ret,24h,2024-06,0.004137,0.004137,0.004137,0.00082967,0.00082967,0.00082967
intraday_ret,24h,2024-07,-0.00445,-0.000157,-0.000157,0.0007912,0.00081043,0.00081043
intraday_ret,24h,2024-08,-0.00971,-0.003341,-0.003341,-8.38e-06,0.0005375,0.0005375
intraday_ret,24h,2024-09,-0.011021,-0.008394,-0.005261,-0.00077319,3.21e-06,0.00020982
intraday_ret,24h,2024-10,-0.015005,-0.011912,-0.00721,-0.0009202,-0.00056726,-1.618e-05
intraday_ret,24h,2024-11,-0.008855,-0.011627,-0.007484,0.00037376,-0.00043988,4.881e-05
intraday_ret,24h,2024-12,-0.023447,-0.015769,-0.012081,-0.00154162,-0.00069602,-0.0003464
intraday_ret,24h,2025-01,0.000646,-0.010552,-0.011232,0.00157637,0.00013617,-0.00021554
intraday_ret,24h,2025-02,-0.003407,-0.008736,-0.010181,0.0006237,0.00021948,-0.0001102
intraday_ret,24h,2025-03,-0.008902,-0.003888,-0.009828,-0.00044618,0.00058463,-5.57e-05
intraday_ret,24h,2025-04,-0.013227,-0.008512,-0.009532,-0.00012369,1.794e-05,7.706e-05
intraday_ret,24h,2025-05,-0.014872,-0.012334,-0.010535,0.00098033,0.00013682,0.00017815
intraday_ret,24h,2025-06,-0.010392,-0.012831,-0.008359,-0.00052447,0.00011072,0.00034768
intraday_ret,24h,2025-07,-0.012929,-0.012731,-0.010622,0.00091297,0.00045628,0.00023711
intraday_ret,24h,2025-08,-0.007005,-0.010109,-0.011221,0.00250198,0.00096349,0.00055016
intraday_ret,24h,2025-09,-0.010169,-0.010034,-0.011432,0.00205362,0.00182286,0.00096679
intraday_ret,24h,2025-10,-0.014724,-0.010633,-0.011682,0.00146318,0.00200626,0.00123127
intraday_ret,24h,2025-11,-0.013701,-0.012865,-0.011487,0.00059589,0.0013709,0.00116719
intraday_ret,24h,2025-12,-0.01782,-0.015415,-0.012725,-0.00132738,0.0002439,0.00103338
intraday_ret,24h,2026-01,-0.012177,-0.014566,-0.012599,0.00106882,0.00011244,0.00105935
intraday_ret,24h,2026-02,-0.020159,-0.016719,-0.014792,-0.00030486,-0.00018781,0.00059154
intraday_ret,24h,2026-03,-0.020877,-0.017737,-0.016576,-0.0005071,8.562e-05,0.00016476
intraday_ret,24h,2026-04,-0.02484,-0.021958,-0.018262,3.645e-05,-0.0002585,-7.303e-05
intraday_ret,24h,2026-05,-0.015528,-0.020415,-0.018567,-0.00139698,-0.00062254,-0.00040517
intraday_ret,24h,2026-06,-0.006597,-0.015655,-0.016696,0.00411968,0.00091972,0.00050267
intraday_ret,4h,2024-06,-0.016911,-0.016911,-0.016911,-0.00023866,-0.00023866,-0.00023866
intraday_ret,4h,2024-07,-0.013454,-0.015182,-0.015182,0.00047252,0.00011693,0.00011693
intraday_ret,4h,2024-08,-0.032721,-0.021029,-0.021029,-0.00035327,-3.98e-05,-3.98e-05
intraday_ret,4h,2024-09,-0.04047,-0.028882,-0.025889,-0.00076978,-0.00021684,-0.0002223
intraday_ret,4h,2024-10,-0.039659,-0.037617,-0.028643,-0.00068909,-0.00060405,-0.00031566
intraday_ret,4h,2024-11,-0.024152,-0.03476,-0.027895,0.00038434,-0.00035818,-0.00019899
intraday_ret,4h,2024-12,-0.05574,-0.039851,-0.034366,-0.00158398,-0.00062958,-0.00042321
intraday_ret,4h,2025-01,-0.004473,-0.028122,-0.032869,0.00116695,-1.09e-05,-0.00030747
intraday_ret,4h,2025-02,-0.005144,-0.021786,-0.028273,0.00098185,0.00018827,-8.495e-05
intraday_ret,4h,2025-03,-0.025852,-0.011823,-0.025837,-5.19e-05,0.00069897,3.47e-05
intraday_ret,4h,2025-04,-0.038561,-0.023186,-0.025654,-0.00094995,-6.67e-06,-8.78e-06
intraday_ret,4h,2025-05,-0.011967,-0.02546,-0.023623,0.00055439,-0.00014915,1.956e-05
intraday_ret,4h,2025-06,-0.029234,-0.026588,-0.019205,-0.00058854,-0.00032803,0.00018547
intraday_ret,4h,2025-07,-0.035553,-0.025585,-0.024386,-7.84e-05,-3.752e-05,-2.209e-05
intraday_ret,4h,2025-08,-0.041773,-0.03552,-0.03049,-0.00033378,-0.00033357,-0.00024136
intraday_ret,4h,2025-09,-0.027918,-0.035081,-0.030835,3.621e-05,-0.00012532,-0.00022668
intraday_ret,4h,2025-10,-0.024954,-0.031548,-0.028567,0.00117842,0.00029362,0.00012805
intraday_ret,4h,2025-11,-0.029872,-0.027581,-0.031551,0.00045101,0.00055521,0.00011082
intraday_ret,4h,2025-12,-0.034541,-0.029789,-0.032435,-0.00022989,0.00046651,0.00017059
intraday_ret,4h,2026-01,-0.029344,-0.031252,-0.0314,-0.00015368,2.248e-05,0.00015805
intraday_ret,4h,2026-02,-0.018061,-0.027315,-0.027448,0.00061289,7.644e-05,0.00031583
intraday_ret,4h,2026-03,-0.02685,-0.024752,-0.02727,7.39e-05,0.0001777,0.00032211
intraday_ret,4h,2026-04,-0.029885,-0.024932,-0.028092,0.00011718,0.00026799,0.00014524
intraday_ret,4h,2026-05,-0.032444,-0.029726,-0.028521,-0.00089189,-0.0002336,-7.858e-05
intraday_ret,4h,2026-06,-0.038211,-0.033513,-0.029132,-0.00033238,-0.00036903,-9.566e-05
intraday_ret,72h,2024-06,0.020981,0.020981,0.020981,0.00309202,0.00309202,0.00309202
intraday_ret,72h,2024-07,0.002133,0.011557,0.011557,8.329e-05,0.00158766,0.00158766
intraday_ret,72h,2024-08,0.001696,0.00827,0.00827,0.00139449,0.00152327,0.00152327
intraday_ret,72h,2024-09,-0.007167,-0.001112,0.004411,-0.00043333,0.00034815,0.00103412
intraday_ret,72h,2024-10,-0.011101,-0.005524,0.001308,-0.00181239,-0.00028374,0.00046482
intraday_ret,72h,2024-11,0.007773,-0.003498,0.002386,0.00360446,0.00045291,0.00098809
intraday_ret,72h,2024-12,-0.014803,-0.006044,-0.003578,-0.00129885,0.00016441,0.00025628
intraday_ret,72h,2025-01,0.017576,0.003516,-0.001004,0.00467113,0.00232558,0.00102092
intraday_ret,72h,2025-02,-0.007131,-0.001452,-0.002475,-0.00034659,0.00100856,0.00073074
intraday_ret,72h,2025-03,-0.004201,0.002082,-0.001981,-0.0017576,0.00085565,0.00051003
intraday_ret,72h,2025-04,-0.00998,-0.007104,-0.001794,-0.00068473,-0.00092964,0.00069797
intraday_ret,72h,2025-05,-0.008771,-0.00765,-0.004551,0.0018959,-0.00018214,0.00041321
intraday_ret,72h,2025-06,-0.018191,-0.012314,-0.005116,-0.00181615,-0.00020166,0.00032699
intraday_ret,72h,2025-07,-0.007539,-0.0115,-0.009302,0.00035706,0.0001456,-0.00039202
intraday_ret,72h,2025-08,-0.013544,-0.013091,-0.010371,0.01152851,0.00335647,0.00158716
intraday_ret,72h,2025-09,-0.003473,-0.008185,-0.01025,0.00762915,0.00650491,0.00315162
intraday_ret,72h,2025-10,-0.00602,-0.007679,-0.00959,0.00340296,0.00752021,0.0038329
intraday_ret,72h,2025-11,-0.002161,-0.003884,-0.008488,-0.00201585,0.00300542,0.00318095
intraday_ret,72h,2025-12,-0.011667,-0.006616,-0.007401,-0.00146607,-2.632e-05,0.00323929
intraday_ret,72h,2026-01,-0.002208,-0.005345,-0.006512,0.00200603,-0.00049196,0.00351412
intraday_ret,72h,2026-02,-0.007578,-0.007151,-0.005518,0.0008319,0.00045729,0.00173135
intraday_ret,72h,2026-03,-0.008784,-0.00619,-0.006403,0.00013483,0.00099092,0.0004823
intraday_ret,72h,2026-04,-0.012803,-0.009721,-0.007533,0.00275656,0.0012411,0.00037457
intraday_ret,72h,2026-05,-0.004548,-0.008711,-0.007931,0.00077322,0.00122154,0.00083941
intraday_ret,72h,2026-06,0.002945,-0.004802,-0.005496,0.00432109,0.00261696,0.00180394
klow_close,1h,2024-06,-0.032813,-0.032813,-0.032813,-7.503e-05,-7.503e-05,-7.503e-05
klow_close,1h,2024-07,-0.036791,-0.034802,-0.034802,-0.00023535,-0.00015519,-0.00015519
klow_close,1h,2024-08,-0.041779,-0.037128,-0.037128,-0.00040049,-0.00023696,-0.00023696
klow_close,1h,2024-09,-0.025351,-0.03464,-0.034184,-2.126e-05,-0.00021903,-0.00018303
klow_close,1h,2024-10,-0.029908,-0.032346,-0.033328,-0.00014716,-0.00018964,-0.00017586
klow_close,1h,2024-11,-0.018013,-0.024424,-0.030776,0.00024638,2.599e-05,-0.00010548
klow_close,1h,2024-12,-0.014951,-0.020957,-0.027799,5.732e-05,5.218e-05,-8.343e-05
klow_close,1h,2025-01,-0.041,-0.024654,-0.0285,-0.00013434,5.645e-05,-6.659e-05
klow_close,1h,2025-02,-0.03333,-0.02976,-0.027092,-0.00034909,-0.00014204,-5.802e-05
klow_close,1h,2025-03,-0.022231,-0.032187,-0.026572,-7.128e-05,-0.0001849,-6.636e-05
klow_close,1h,2025-04,-0.015289,-0.023617,-0.024136,0.00023858,-6.06e-05,-2.07e-06
klow_close,1h,2025-05,-0.030833,-0.022784,-0.026272,3.67e-06,5.699e-05,-4.252e-05
klow_close,1h,2025-06,-0.025116,-0.023746,-0.027966,-0.00019045,1.727e-05,-8.382e-05
klow_close,1h,2025-07,-0.034039,-0.029996,-0.026806,-0.00028499,-0.00015726,-0.00010893
klow_close,1h,2025-08,-0.026306,-0.028487,-0.025636,-9.429e-05,-0.00018991,-6.646e-05
klow_close,1h,2025-09,-0.031945,-0.030763,-0.027255,0.00024667,-4.42e-05,-1.347e-05
klow_close,1h,2025-10,-0.025757,-0.028003,-0.028999,0.00023237,0.00012825,-1.45e-05
klow_close,1h,2025-11,-0.027531,-0.028411,-0.028449,0.00016963,0.00021622,1.316e-05
klow_close,1h,2025-12,-0.026907,-0.026732,-0.028747,0.00012404,0.00017535,6.557e-05
klow_close,1h,2026-01,-0.019715,-0.024718,-0.02636,-2.148e-05,9.073e-05,0.00010949
klow_close,1h,2026-02,-0.021097,-0.022573,-0.025492,-0.00011826,-5.23e-06,0.00010549
klow_close,1h,2026-03,-0.01647,-0.019094,-0.022913,-8.178e-05,-7.384e-05,5.075e-05
klow_close,1h,2026-04,-0.028915,-0.022161,-0.023439,-1.852e-05,-7.285e-05,8.94e-06
klow_close,1h,2026-05,-0.030107,-0.025164,-0.023869,-5.61e-05,-5.213e-05,-2.868e-05
klow_close,1h,2026-06,-0.020437,-0.026486,-0.02279,-0.00021967,-9.81e-05,-8.597e-05
klow_close,24h,2024-06,-0.079684,-0.079684,-0.079684,-0.00239257,-0.00239257,-0.00239257
klow_close,24h,2024-07,-0.052459,-0.066072,-0.066072,-0.00114587,-0.00176922,-0.00176922
klow_close,24h,2024-08,-0.063329,-0.065157,-0.065157,-0.00137718,-0.00163854,-0.00163854
klow_close,24h,2024-09,-0.014822,-0.043537,-0.052574,0.00276031,7.909e-05,-0.00053883
klow_close,24h,2024-10,-0.056038,-0.04473,-0.053266,-0.00068773,0.0002318,-0.00056861
klow_close,24h,2024-11,-0.039105,-0.036655,-0.050906,0.00229157,0.00145472,-9.191e-05
klow_close,24h,2024-12,-0.044869,-0.04667,-0.045104,-0.00297718,-0.00045778,-0.00018935
klow_close,24h,2025-01,-0.079618,-0.054531,-0.04963,-0.00665667,-0.00244743,-0.00110781
klow_close,24h,2025-02,-0.054825,-0.059771,-0.048213,-0.00073326,-0.0034557,-0.00100049
klow_close,24h,2025-03,-0.052712,-0.062385,-0.054528,-0.00354618,-0.00364537,-0.00205157
klow_close,24h,2025-04,-0.015578,-0.041039,-0.047785,0.00371484,-0.0001882,-0.00131781
klow_close,24h,2025-05,-0.057645,-0.041979,-0.050875,0.00013894,0.00010253,-0.00167658
klow_close,24h,2025-06,-0.044964,-0.039396,-0.050891,-0.00246595,0.00046261,-0.00159138
klow_close,24h,2025-07,-0.045428,-0.049346,-0.045192,0.00119474,-0.00037742,-0.00028281
klow_close,24h,2025-08,-0.047221,-0.045871,-0.043925,0.00403906,0.00092262,0.00051257
klow_close,24h,2025-09,-0.038426,-0.043692,-0.041544,0.0074446,0.00422613,0.00234437
