factor_id,horizon,n_windows,window_ls_mean,window_ls_std,window_ls_win_rate,window_ls_ann_edge,window_ls_ann_vol,window_ls_sharpe,bars_per_year,overlap_warning,nonoverlap_available,nonoverlap_n_windows,nonoverlap_window_ls_win_rate
wq101_alpha101,24h,25,0.0004065236,0.0012895868,0.56,0.148381114,0.0246375212,6.0225666646,365.0,HIGH_OVERLAP,True,25,0.56
wq101_alpha101,4h,25,4.08868e-05,0.0005099994,0.48,0.089542092,0.0238666642,3.7517640201,2190.0,MODERATE_OVERLAP,True,25,0.48
wq101_alpha101,72h,25,0.0013463392,0.00264719,0.6,0.1638046027,0.0291991977,5.6099008065,121.66666666666667,VERY_HIGH_OVERLAP,True,9,0.4444444444
wq101_alpha12,1h,25,1.19972e-05,0.0001679267,0.56,0.105095472,0.0157170779,6.6867055341,8760.0,LOW_OVERLAP,True,25,0.56
wq101_alpha12,24h,25,-0.0003108408,0.0006971516,0.36,-0.113456892,0.0133190626,-8.5183841586,365.0,HIGH_OVERLAP,True,25,0.36
wq101_alpha12,4h,25,-9.43528e-05,0.0002996467,0.56,-0.206632632,0.0140226972,-14.7355839498,2190.0,MODERATE_OVERLAP,True,25,0.56
wq101_alpha12,72h,25,-0.0009391788,0.0019708525,0.4,-0.114266754,0.0217390183,-5.2562978052,121.66666666666667,VERY_HIGH_OVERLAP,True,9,0.2222222222
wq101_alpha53,1h,25,7.00964e-05,0.0001924161,0.72,0.614044464,0.0180091602,34.0962297928,8760.0,LOW_OVERLAP,True,25,0.72
wq101_alpha53,24h,25,0.0001587028,0.0005551484,0.72,0.057926522,0.0106060953,5.4616256423,365.0,HIGH_OVERLAP,True,25,0.72
wq101_alpha53,4h,25,0.000101634,0.0003291823,0.68,0.22257846,0.0154048876,14.4485611555,2190.0,MODERATE_OVERLAP,True,25,0.68
wq101_alpha53,72h,25,0.0002331848,0.0008116427,0.52,0.0283708173,0.0089526311,3.1689920943,121.66666666666667,VERY_HIGH_OVERLAP,True,9,0.6666666667
wvma_20h,1h,25,-6.2366e-05,0.0002672066,0.44,-0.54632616,0.0250091674,-21.8450358846,8760.0,LOW_OVERLAP,True,25,0.44
wvma_20h,24h,25,-0.0018955276,0.005008682,0.36,-0.691867574,0.0956907352,-7.2302461904,365.0,HIGH_OVERLAP,True,25,0.36
wvma_20h,4h,25,-0.0002849224,0.0009671785,0.36,-0.623980056,0.0452614738,-13.7861188289,2190.0,MODERATE_OVERLAP,True,25,0.36
wvma_20h,72h,25,-0.00562728,0.0153084556,0.36,-0.6846524,0.168856267,-4.0546460742,121.66666666666667,VERY_HIGH_OVERLAP,True,9,0.4444444444
xs_rank_mom_accel,1h,25,5.044e-07,0.0002259972,0.44,0.004418544,0.0211521789,0.2088930892,8760.0,LOW_OVERLAP,True,25,0.44
xs_rank_mom_accel,24h,25,0.0004852248,0.0023993664,0.52,0.177107052,0.0458398307,3.8636061535,365.0,HIGH_OVERLAP,True,25,0.52
xs_rank_mom_accel,4h,25,0.0001489024,0.0008960874,0.4,0.326096256,0.0419345926,7.7763067626,2190.0,MODERATE_OVERLAP,True,25,0.4
xs_rank_mom_accel,72h,25,0.0011166072,0.0031185231,0.6,0.135853876,0.034398125,3.9494558507,121.66666666666667,VERY_HIGH_OVERLAP,True,9,0.5555555556
xs_rank_ret_1h,1h,25,-0.0001221456,0.0002775712,0.36,-1.069995456,0.0259792408,-41.1865559364,8760.0,LOW_OVERLAP,True,25,0.36
xs_rank_ret_1h,24h,25,0.0003904768,0.0013123689,0.56,0.142524032,0.0250727726,5.6844144884,365.0,HIGH_OVERLAP,True,25,0.56
xs_rank_ret_1h,4h,25,-5.45044e-05,0.0006718186,0.44,-0.119364636,0.0314393878,-3.7966590405,2190.0,MODERATE_OVERLAP,True,25,0.44
xs_rank_ret_1h,72h,25,0.0014775696,0.0032613585,0.64,0.179770968,0.0359736368,4.9972975778,121.66666666666667,VERY_HIGH_OVERLAP,True,9,0.4444444444
xs_rank_vol,1h,25,-2.3816e-06,0.0001510681,0.44,-0.020862816,0.0141391994,-1.4755302167,8760.0,LOW_OVERLAP,True,25,0.44
xs_rank_vol,24h,25,-0.0006062448,0.003568982,0.36,-0.221279352,0.0681853054,-3.2452645155,365.0,HIGH_OVERLAP,True,25,0.36
xs_rank_vol,4h,25,-1.72236e-05,0.0005915451,0.44,-0.037719684,0.0276827939,-1.3625678173,2190.0,MODERATE_OVERLAP,True,25,0.44
xs_rank_vol,72h,25,-0.0022787324,0.0086211921,0.4,-0.2772457753,0.0950940025,-2.9154917038,121.66666666666667,VERY_HIGH_OVERLAP,True,9,0.3333333333
