factor_id,horizon,month,long_short_return,cum_long_short_return,drawdown
a101_vol_xs_z_product_112h,1h,2024-06,0.00010896,0.00010896,0.0
a101_vol_xs_z_product_112h,1h,2024-07,0.00010114,0.00021011,0.0
a101_vol_xs_z_product_112h,1h,2024-08,-1.173e-05,0.00019838,-1.173e-05
a101_vol_xs_z_product_112h,1h,2024-09,-0.00012346,7.489e-05,-0.00013519
a101_vol_xs_z_product_112h,1h,2024-10,-4.22e-06,7.067e-05,-0.00013941
a101_vol_xs_z_product_112h,1h,2024-11,-0.00042582,-0.00035518,-0.00056517
a101_vol_xs_z_product_112h,1h,2024-12,0.00012308,-0.00023214,-0.00044216
a101_vol_xs_z_product_112h,1h,2025-01,0.00037397,0.00014174,-6.835e-05
a101_vol_xs_z_product_112h,1h,2025-02,-3.241e-05,0.00010933,-0.00010076
a101_vol_xs_z_product_112h,1h,2025-03,6.984e-05,0.00017918,-3.093e-05
a101_vol_xs_z_product_112h,1h,2025-04,-0.00029453,-0.00011541,-0.00032545
a101_vol_xs_z_product_112h,1h,2025-05,0.00014254,2.712e-05,-0.00018296
a101_vol_xs_z_product_112h,1h,2025-06,3.422e-05,6.134e-05,-0.00014874
a101_vol_xs_z_product_112h,1h,2025-07,-0.00015835,-9.702e-05,-0.00030707
a101_vol_xs_z_product_112h,1h,2025-08,4.77e-06,-9.225e-05,-0.0003023
a101_vol_xs_z_product_112h,1h,2025-09,-0.00038006,-0.00047228,-0.00068224
a101_vol_xs_z_product_112h,1h,2025-10,-3.124e-05,-0.0005035,-0.00071346
a101_vol_xs_z_product_112h,1h,2025-11,6.103e-05,-0.0004425,-0.00065248
a101_vol_xs_z_product_112h,1h,2025-12,-3.443e-05,-0.00047692,-0.00068688
a101_vol_xs_z_product_112h,1h,2026-01,2.89e-05,-0.00044803,-0.000658
a101_vol_xs_z_product_112h,1h,2026-02,4.389e-05,-0.00040416,-0.00061414
a101_vol_xs_z_product_112h,1h,2026-03,0.00013316,-0.00027106,-0.00048107
a101_vol_xs_z_product_112h,1h,2026-04,-0.00017524,-0.00044625,-0.00065622
a101_vol_xs_z_product_112h,1h,2026-05,6.46e-05,-0.00038168,-0.00059166
a101_vol_xs_z_product_112h,1h,2026-06,0.00010449,-0.00027723,-0.00048724
a101_vol_xs_z_product_112h,24h,2024-06,0.00282974,0.00282974,0.0
a101_vol_xs_z_product_112h,24h,2024-07,0.00131028,0.00414373,0.0
a101_vol_xs_z_product_112h,24h,2024-08,0.00092594,0.0050735,0.0
a101_vol_xs_z_product_112h,24h,2024-09,-0.00388004,0.00117378,-0.00388004
a101_vol_xs_z_product_112h,24h,2024-10,-0.00101703,0.00015556,-0.00489312
a101_vol_xs_z_product_112h,24h,2024-11,-0.01111817,-0.01096434,-0.01595689
a101_vol_xs_z_product_112h,24h,2024-12,0.00236172,-0.00862852,-0.01363286
a101_vol_xs_z_product_112h,24h,2025-01,0.00920534,0.00049739,-0.00455301
a101_vol_xs_z_product_112h,24h,2025-02,-0.0005997,-0.00010261,-0.00514998
a101_vol_xs_z_product_112h,24h,2025-03,0.00347851,0.00337555,-0.00168939
a101_vol_xs_z_product_112h,24h,2025-04,-0.00713329,-0.00378182,-0.00881063
a101_vol_xs_z_product_112h,24h,2025-05,0.00532565,0.00152369,-0.0035319
a101_vol_xs_z_product_112h,24h,2025-06,0.00039525,0.00191954,-0.00313804
a101_vol_xs_z_product_112h,24h,2025-07,-0.00524526,-0.00333579,-0.00836684
a101_vol_xs_z_product_112h,24h,2025-08,0.00098987,-0.00234922,-0.00738526
a101_vol_xs_z_product_112h,24h,2025-09,-0.00779737,-0.01012827,-0.01512504
a101_vol_xs_z_product_112h,24h,2025-10,-0.00125788,-0.01137341,-0.01636389
a101_vol_xs_z_product_112h,24h,2025-11,0.00124731,-0.01014029,-0.015137
a101_vol_xs_z_product_112h,24h,2025-12,0.00048511,-0.0096601,-0.01465923
a101_vol_xs_z_product_112h,24h,2026-01,0.00178388,-0.00789345,-0.0129015
a101_vol_xs_z_product_112h,24h,2026-02,-0.00144798,-0.00933,-0.0143308
a101_vol_xs_z_product_112h,24h,2026-03,0.00165092,-0.00769448,-0.01270354
a101_vol_xs_z_product_112h,24h,2026-04,-0.00550561,-0.01315773,-0.01813921
a101_vol_xs_z_product_112h,24h,2026-05,0.00154481,-0.01163325,-0.01662242
a101_vol_xs_z_product_112h,24h,2026-06,0.00126614,-0.01038184,-0.01537732
a101_vol_xs_z_product_112h,4h,2024-06,0.00036708,0.00036708,0.0
a101_vol_xs_z_product_112h,4h,2024-07,0.00046944,0.00083669,0.0
a101_vol_xs_z_product_112h,4h,2024-08,2.865e-05,0.00086537,0.0
a101_vol_xs_z_product_112h,4h,2024-09,-0.00054555,0.00031934,-0.00054555
a101_vol_xs_z_product_112h,4h,2024-10,-0.00011805,0.00020126,-0.00066354
a101_vol_xs_z_product_112h,4h,2024-11,-0.00161864,-0.00141771,-0.0022811
a101_vol_xs_z_product_112h,4h,2024-12,0.00046661,-0.00095176,-0.00181556
a101_vol_xs_z_product_112h,4h,2025-01,0.00148693,0.00053375,-0.00033133
a101_vol_xs_z_product_112h,4h,2025-02,-7.646e-05,0.00045725,-0.00040776
a101_vol_xs_z_product_112h,4h,2025-03,0.00034984,0.00080725,-5.806e-05
a101_vol_xs_z_product_112h,4h,2025-04,-0.0011944,-0.00038811,-0.00125239
a101_vol_xs_z_product_112h,4h,2025-05,0.00071164,0.00032325,-0.00054164
a101_vol_xs_z_product_112h,4h,2025-06,0.00010302,0.00042631,-0.00043868
a101_vol_xs_z_product_112h,4h,2025-07,-0.00073916,-0.00031317,-0.00117752
a101_vol_xs_z_product_112h,4h,2025-08,-1.829e-05,-0.00033145,-0.00119578
a101_vol_xs_z_product_112h,4h,2025-09,-0.00161173,-0.00194265,-0.00280559
a101_vol_xs_z_product_112h,4h,2025-10,-0.00034777,-0.00228974,-0.00315238
a101_vol_xs_z_product_112h,4h,2025-11,0.00028557,-0.00200483,-0.00286771
a101_vol_xs_z_product_112h,4h,2025-12,-1.682e-05,-0.00202161,-0.00288448
a101_vol_xs_z_product_112h,4h,2026-01,0.00016997,-0.00185199,-0.002715
a101_vol_xs_z_product_112h,4h,2026-02,7.34e-06,-0.00184466,-0.00270768
a101_vol_xs_z_product_112h,4h,2026-03,0.00050237,-0.00134322,-0.00220667
a101_vol_xs_z_product_112h,4h,2026-04,-0.00058821,-0.00193064,-0.00279359
a101_vol_xs_z_product_112h,4h,2026-05,9.343e-05,-0.00183739,-0.00270042
a101_vol_xs_z_product_112h,4h,2026-06,0.00042844,-0.00140974,-0.00227313
a101_vol_xs_z_product_112h,72h,2024-06,0.01152752,0.01152752,0.0
a101_vol_xs_z_product_112h,72h,2024-07,0.00413375,0.01570892,0.0
a101_vol_xs_z_product_112h,72h,2024-08,0.00888757,0.02473611,0.0
a101_vol_xs_z_product_112h,72h,2024-09,-0.01155276,0.01289758,-0.01155276
a101_vol_xs_z_product_112h,72h,2024-10,-0.00321848,0.00963759,-0.01473406
a101_vol_xs_z_product_112h,72h,2024-11,-0.03071807,-0.02137653,-0.04499953
a101_vol_xs_z_product_112h,72h,2024-12,0.00489437,-0.01658679,-0.0403254
a101_vol_xs_z_product_112h,72h,2025-01,0.02635395,0.00933004,-0.01503418
a101_vol_xs_z_product_112h,72h,2025-02,-0.00487852,0.004406,-0.01983936
a101_vol_xs_z_product_112h,72h,2025-03,0.01097981,0.01543419,-0.00907738
a101_vol_xs_z_product_112h,72h,2025-04,-0.01448036,0.00073033,-0.0234263
a101_vol_xs_z_product_112h,72h,2025-05,0.01487126,0.01561245,-0.00890342
a101_vol_xs_z_product_112h,72h,2025-06,-0.00047421,0.01513084,-0.0093734
a101_vol_xs_z_product_112h,72h,2025-07,-0.01317973,0.00175169,-0.0224296
a101_vol_xs_z_product_112h,72h,2025-08,0.00426832,0.00602749,-0.01825701
a101_vol_xs_z_product_112h,72h,2025-09,-0.01539221,-0.0094575,-0.03336821
a101_vol_xs_z_product_112h,72h,2025-10,-0.00984363,-0.01920803,-0.04288337
a101_vol_xs_z_product_112h,72h,2025-11,0.00858668,-0.01078629,-0.03466492
a101_vol_xs_z_product_112h,72h,2025-12,0.00350823,-0.0073159,-0.0312783
a101_vol_xs_z_product_112h,72h,2026-01,0.00764598,0.00027415,-0.02387147
a101_vol_xs_z_product_112h,72h,2026-02,-0.0044055,-0.00413256,-0.02817181
a101_vol_xs_z_product_112h,72h,2026-03,0.00756821,0.00340437,-0.02081681
a101_vol_xs_z_product_112h,72h,2026-04,-0.00644645,-0.00306402,-0.02712906
a101_vol_xs_z_product_112h,72h,2026-05,0.00855891,0.00546866,-0.01880235
a101_vol_xs_z_product_112h,72h,2026-06,0.00051686,0.00598835,-0.01829521
a101_volume_cap_alpha_min_56_84,1h,2024-06,-1.312e-05,-1.312e-05,-1.312e-05
a101_volume_cap_alpha_min_56_84,1h,2024-07,9.344e-05,8.032e-05,0.0
a101_volume_cap_alpha_min_56_84,1h,2024-08,0.00018176,0.00026209,0.0
a101_volume_cap_alpha_min_56_84,1h,2024-09,-6.685e-05,0.00019523,-6.685e-05
a101_volume_cap_alpha_min_56_84,1h,2024-10,-5.56e-05,0.00013961,-0.00012245
a101_volume_cap_alpha_min_56_84,1h,2024-11,-8.033e-05,5.927e-05,-0.00020277
a101_volume_cap_alpha_min_56_84,1h,2024-12,0.00019982,0.00025911,-2.99e-06
a101_volume_cap_alpha_min_56_84,1h,2025-01,0.00021865,0.00047781,0.0
a101_volume_cap_alpha_min_56_84,1h,2025-02,0.00016166,0.00063955,0.0
a101_volume_cap_alpha_min_56_84,1h,2025-03,0.00018591,0.00082558,0.0
a101_volume_cap_alpha_min_56_84,1h,2025-04,-7.514e-05,0.00075038,-7.514e-05
a101_volume_cap_alpha_min_56_84,1h,2025-05,0.00012356,0.00087403,0.0
a101_volume_cap_alpha_min_56_84,1h,2025-06,0.00010539,0.00097951,0.0
a101_volume_cap_alpha_min_56_84,1h,2025-07,0.00013656,0.0011162,0.0
a101_volume_cap_alpha_min_56_84,1h,2025-08,0.0002179,0.00133435,0.0
a101_volume_cap_alpha_min_56_84,1h,2025-09,1.592e-05,0.00135029,0.0
a101_volume_cap_alpha_min_56_84,1h,2025-10,-0.00021135,0.00113865,-0.00021135
a101_volume_cap_alpha_min_56_84,1h,2025-11,0.00015152,0.00129035,-5.986e-05
a101_volume_cap_alpha_min_56_84,1h,2025-12,2.784e-05,0.00131822,-3.202e-05
a101_volume_cap_alpha_min_56_84,1h,2026-01,0.00011302,0.00143139,0.0
a101_volume_cap_alpha_min_56_84,1h,2026-02,0.0001288,0.00156038,0.0
a101_volume_cap_alpha_min_56_84,1h,2026-03,0.00016025,0.00172088,0.0
a101_volume_cap_alpha_min_56_84,1h,2026-04,0.00014674,0.00186787,0.0
a101_volume_cap_alpha_min_56_84,1h,2026-05,0.00015874,0.0020269,0.0
a101_volume_cap_alpha_min_56_84,1h,2026-06,0.0002454,0.0022728,0.0
a101_volume_cap_alpha_min_56_84,24h,2024-06,-0.00219609,-0.00219609,-0.00219609
a101_volume_cap_alpha_min_56_84,24h,2024-07,0.00179004,-0.00040998,-0.00040998
a101_volume_cap_alpha_min_56_84,24h,2024-08,0.00355873,0.00314729,0.0
a101_volume_cap_alpha_min_56_84,24h,2024-09,-0.0014679,0.00167477,-0.0014679
a101_volume_cap_alpha_min_56_84,24h,2024-10,-0.00219023,-0.00051913,-0.00365491
a101_volume_cap_alpha_min_56_84,24h,2024-11,-0.00347844,-0.00399576,-0.00712064
a101_volume_cap_alpha_min_56_84,24h,2024-12,0.00341795,-0.00059147,-0.00372703
a101_volume_cap_alpha_min_56_84,24h,2025-01,0.00388373,0.00328996,0.0
a101_volume_cap_alpha_min_56_84,24h,2025-02,0.00286079,0.00616017,0.0
a101_volume_cap_alpha_min_56_84,24h,2025-03,0.00337446,0.00955541,0.0
a101_volume_cap_alpha_min_56_84,24h,2025-04,-0.0025844,0.00694632,-0.0025844
a101_volume_cap_alpha_min_56_84,24h,2025-05,0.00309524,0.01006306,0.0
a101_volume_cap_alpha_min_56_84,24h,2025-06,0.00293296,0.01302553,0.0
a101_volume_cap_alpha_min_56_84,24h,2025-07,0.00019303,0.01322108,0.0
a101_volume_cap_alpha_min_56_84,24h,2025-08,0.00448584,0.01776622,0.0
a101_volume_cap_alpha_min_56_84,24h,2025-09,0.00093962,0.01872254,0.0
a101_volume_cap_alpha_min_56_84,24h,2025-10,-0.00591261,0.01269923,-0.00591261
a101_volume_cap_alpha_min_56_84,24h,2025-11,0.00081594,0.01352553,-0.00510149
a101_volume_cap_alpha_min_56_84,24h,2025-12,-0.00083463,0.01267961,-0.00593187
a101_volume_cap_alpha_min_56_84,24h,2026-01,0.00112891,0.01382284,-0.00480965
a101_volume_cap_alpha_min_56_84,24h,2026-02,0.0009179,0.01475342,-0.00389617
a101_volume_cap_alpha_min_56_84,24h,2026-03,0.00178775,0.01656755,-0.00211538
a101_volume_cap_alpha_min_56_84,24h,2026-04,0.00276688,0.01938027,0.0
a101_volume_cap_alpha_min_56_84,24h,2026-05,0.00190154,0.02131866,0.0
a101_volume_cap_alpha_min_56_84,24h,2026-06,0.00369793,0.02509543,0.0
a101_volume_cap_alpha_min_56_84,4h,2024-06,-0.00011379,-0.00011379,-0.00011379
a101_volume_cap_alpha_min_56_84,4h,2024-07,0.00040272,0.00028888,0.0
a101_volume_cap_alpha_min_56_84,4h,2024-08,0.00074338,0.00103248,0.0
a101_volume_cap_alpha_min_56_84,4h,2024-09,-0.00037212,0.00065997,-0.00037212
a101_volume_cap_alpha_min_56_84,4h,2024-10,-0.0002114,0.00044844,-0.00058344
a101_volume_cap_alpha_min_56_84,4h,2024-11,-0.00038705,6.121e-05,-0.00097027
a101_volume_cap_alpha_min_56_84,4h,2024-12,0.00070555,0.0007668,-0.0002654
a101_volume_cap_alpha_min_56_84,4h,2025-01,0.00072372,0.00149108,0.0
a101_volume_cap_alpha_min_56_84,4h,2025-02,0.00066771,0.00215979,0.0
a101_volume_cap_alpha_min_56_84,4h,2025-03,0.00069666,0.00285795,0.0
a101_volume_cap_alpha_min_56_84,4h,2025-04,-0.00024953,0.00260771,-0.00024953
a101_volume_cap_alpha_min_56_84,4h,2025-05,0.00061272,0.00322202,0.0
a101_volume_cap_alpha_min_56_84,4h,2025-06,0.00049837,0.003722,0.0
a101_volume_cap_alpha_min_56_84,4h,2025-07,0.00032172,0.00404492,0.0
a101_volume_cap_alpha_min_56_84,4h,2025-08,0.00093401,0.00498271,0.0
a101_volume_cap_alpha_min_56_84,4h,2025-09,0.00011781,0.0051011,0.0
a101_volume_cap_alpha_min_56_84,4h,2025-10,-0.0008374,0.00425943,-0.0008374
a101_volume_cap_alpha_min_56_84,4h,2025-11,0.00057612,0.00483801,-0.00026176
a101_volume_cap_alpha_min_56_84,4h,2025-12,0.00024236,0.00508154,-1.947e-05
a101_volume_cap_alpha_min_56_84,4h,2026-01,0.00047335,0.00555729,0.0
a101_volume_cap_alpha_min_56_84,4h,2026-02,0.00051395,0.0060741,0.0
a101_volume_cap_alpha_min_56_84,4h,2026-03,0.00058175,0.00665938,0.0
a101_volume_cap_alpha_min_56_84,4h,2026-04,0.0003687,0.00703054,0.0
a101_volume_cap_alpha_min_56_84,4h,2026-05,0.00056117,0.00759565,0.0
a101_volume_cap_alpha_min_56_84,4h,2026-06,0.00109054,0.00869448,0.0
a101_volume_cap_alpha_min_56_84,72h,2024-06,-0.00464823,-0.00464823,-0.00464823
a101_volume_cap_alpha_min_56_84,72h,2024-07,0.00146286,-0.00319217,-0.00319217
a101_volume_cap_alpha_min_56_84,72h,2024-08,0.00933002,0.00610807,0.0
a101_volume_cap_alpha_min_56_84,72h,2024-09,-0.0014618,0.00463734,-0.0014618
a101_volume_cap_alpha_min_56_84,72h,2024-10,-0.00847407,-0.00387603,-0.00992348
a101_volume_cap_alpha_min_56_84,72h,2024-11,-0.00711728,-0.01096572,-0.01697013
a101_volume_cap_alpha_min_56_84,72h,2024-12,0.0103696,-0.00070983,-0.00677651
a101_volume_cap_alpha_min_56_84,72h,2025-01,0.01167794,0.01095982,0.0
a101_volume_cap_alpha_min_56_84,72h,2025-02,0.00768492,0.01872896,0.0
a101_volume_cap_alpha_min_56_84,72h,2025-03,0.00614557,0.02498963,0.0
a101_volume_cap_alpha_min_56_84,72h,2025-04,-0.01110261,0.01360957,-0.01110261
a101_volume_cap_alpha_min_56_84,72h,2025-05,0.00372153,0.01738175,-0.0074224
a101_volume_cap_alpha_min_56_84,72h,2025-06,0.00828081,0.0258065,0.0
a101_volume_cap_alpha_min_56_84,72h,2025-07,0.00352598,0.02942347,0.0
a101_volume_cap_alpha_min_56_84,72h,2025-08,-0.00400321,0.02530247,-0.00400321
a101_volume_cap_alpha_min_56_84,72h,2025-09,0.0078625,0.03336391,0.0
a101_volume_cap_alpha_min_56_84,72h,2025-10,-0.00825293,0.02483563,-0.00825293
a101_volume_cap_alpha_min_56_84,72h,2025-11,0.00088545,0.02574307,-0.00737479
a101_volume_cap_alpha_min_56_84,72h,2025-12,0.00242486,0.02823036,-0.00496781
a101_volume_cap_alpha_min_56_84,72h,2026-01,0.00369456,0.03202922,-0.0012916
a101_volume_cap_alpha_min_56_84,72h,2026-02,-0.00119093,0.03080014,-0.002481
a101_volume_cap_alpha_min_56_84,72h,2026-03,0.00105271,0.03188527,-0.0014309
a101_volume_cap_alpha_min_56_84,72h,2026-04,0.01123008,0.04347343,0.0
a101_volume_cap_alpha_min_56_84,72h,2026-05,0.00390616,0.0475494,0.0
a101_volume_cap_alpha_min_56_84,72h,2026-06,0.00925881,0.05724846,0.0
a101_volume_cap_alpha_min_80_80,1h,2024-06,-4.742e-05,-4.742e-05,-4.742e-05
a101_volume_cap_alpha_min_80_80,1h,2024-07,9.425e-05,4.683e-05,0.0
a101_volume_cap_alpha_min_80_80,1h,2024-08,0.00012611,0.00017294,0.0
a101_volume_cap_alpha_min_80_80,1h,2024-09,-2.25e-05,0.00015044,-2.25e-05
a101_volume_cap_alpha_min_80_80,1h,2024-10,-1.955e-05,0.00013088,-4.205e-05
a101_volume_cap_alpha_min_80_80,1h,2024-11,-5.174e-05,7.914e-05,-9.379e-05
a101_volume_cap_alpha_min_80_80,1h,2024-12,0.00011736,0.00019651,0.0
a101_volume_cap_alpha_min_80_80,1h,2025-01,0.00017881,0.00037535,0.0
a101_volume_cap_alpha_min_80_80,1h,2025-02,0.00018293,0.00055835,0.0
a101_volume_cap_alpha_min_80_80,1h,2025-03,0.00010421,0.00066262,0.0
a101_volume_cap_alpha_min_80_80,1h,2025-04,-0.00010031,0.00056224,-0.00010031
a101_volume_cap_alpha_min_80_80,1h,2025-05,0.00014635,0.00070867,0.0
a101_volume_cap_alpha_min_80_80,1h,2025-06,7.565e-05,0.00078438,0.0
a101_volume_cap_alpha_min_80_80,1h,2025-07,0.00010642,0.00089088,0.0
a101_volume_cap_alpha_min_80_80,1h,2025-08,8.352e-05,0.00097448,0.0
a101_volume_cap_alpha_min_80_80,1h,2025-09,-4.615e-05,0.00092828,-4.615e-05
a101_volume_cap_alpha_min_80_80,1h,2025-10,-0.00012263,0.00080554,-0.00016877
a101_volume_cap_alpha_min_80_80,1h,2025-11,-2.8e-06,0.00080274,-0.00017157
a101_volume_cap_alpha_min_80_80,1h,2025-12,4.36e-05,0.00084637,-0.00012798
a101_volume_cap_alpha_min_80_80,1h,2026-01,0.00018958,0.00103611,0.0
a101_volume_cap_alpha_min_80_80,1h,2026-02,0.00015292,0.00118919,0.0
a101_volume_cap_alpha_min_80_80,1h,2026-03,9.701e-05,0.00128631,0.0
a101_volume_cap_alpha_min_80_80,1h,2026-04,-1.975e-05,0.00126654,-1.975e-05
a101_volume_cap_alpha_min_80_80,1h,2026-05,8.955e-05,0.0013562,0.0
a101_volume_cap_alpha_min_80_80,1h,2026-06,0.0003362,0.00169286,0.0
a101_volume_cap_alpha_min_80_80,24h,2024-06,-0.00334967,-0.00334967,-0.00334967
a101_volume_cap_alpha_min_80_80,24h,2024-07,0.00190991,-0.00144616,-0.00144616
a101_volume_cap_alpha_min_80_80,24h,2024-08,0.00267166,0.00122164,0.0
a101_volume_cap_alpha_min_80_80,24h,2024-09,3.091e-05,0.00125259,0.0
a101_volume_cap_alpha_min_80_80,24h,2024-10,-0.00061449,0.00063733,-0.00061449
a101_volume_cap_alpha_min_80_80,24h,2024-11,-0.00336404,-0.00272886,-0.00397646
a101_volume_cap_alpha_min_80_80,24h,2024-12,0.00143808,-0.0012947,-0.0025441
a101_volume_cap_alpha_min_80_80,24h,2025-01,0.00493139,0.0036303,0.0
a101_volume_cap_alpha_min_80_80,24h,2025-02,0.00310937,0.00675096,0.0
a101_volume_cap_alpha_min_80_80,24h,2025-03,0.00210331,0.00886847,0.0
a101_volume_cap_alpha_min_80_80,24h,2025-04,-0.00196451,0.00688654,-0.00196451
a101_volume_cap_alpha_min_80_80,24h,2025-05,0.0036134,0.01052482,0.0
a101_volume_cap_alpha_min_80_80,24h,2025-06,0.00170591,0.01224869,0.0
a101_volume_cap_alpha_min_80_80,24h,2025-07,0.00215072,0.01442575,0.0
a101_volume_cap_alpha_min_80_80,24h,2025-08,0.00041013,0.0148418,0.0
a101_volume_cap_alpha_min_80_80,24h,2025-09,0.00065993,0.01551152,0.0
a101_volume_cap_alpha_min_80_80,24h,2025-10,-0.00463948,0.01080008,-0.00463948
a101_volume_cap_alpha_min_80_80,24h,2025-11,-0.00352444,0.00723757,-0.00814757
a101_volume_cap_alpha_min_80_80,24h,2025-12,-0.00080562,0.00642612,-0.00894662
a101_volume_cap_alpha_min_80_80,24h,2026-01,0.00445349,0.01090823,-0.00453298
a101_volume_cap_alpha_min_80_80,24h,2026-02,0.00169107,0.01261775,-0.00284957
a101_volume_cap_alpha_min_80_80,24h,2026-03,0.00134669,0.01398143,-0.00150672
a101_volume_cap_alpha_min_80_80,24h,2026-04,0.00012578,0.01410897,-0.00138113
a101_volume_cap_alpha_min_80_80,24h,2026-05,0.00096613,0.01508873,-0.00041634
a101_volume_cap_alpha_min_80_80,24h,2026-06,0.01008235,0.02532321,0.0
a101_volume_cap_alpha_min_80_80,4h,2024-06,-0.00025458,-0.00025458,-0.00025458
a101_volume_cap_alpha_min_80_80,4h,2024-07,0.00035048,9.581e-05,0.0
a101_volume_cap_alpha_min_80_80,4h,2024-08,0.00048006,0.00057592,0.0
a101_volume_cap_alpha_min_80_80,4h,2024-09,-4.52e-06,0.00057139,-4.52e-06
a101_volume_cap_alpha_min_80_80,4h,2024-10,6.428e-05,0.00063571,0.0
a101_volume_cap_alpha_min_80_80,4h,2024-11,-0.00029087,0.00034466,-0.00029087
a101_volume_cap_alpha_min_80_80,4h,2024-12,0.00031283,0.00065759,0.0
a101_volume_cap_alpha_min_80_80,4h,2025-01,0.00074385,0.00140193,0.0
a101_volume_cap_alpha_min_80_80,4h,2025-02,0.00078234,0.00218537,0.0
a101_volume_cap_alpha_min_80_80,4h,2025-03,0.0003259,0.00251198,0.0
a101_volume_cap_alpha_min_80_80,4h,2025-04,-0.00027025,0.00224105,-0.00027025
a101_volume_cap_alpha_min_80_80,4h,2025-05,0.00058421,0.00282657,0.0
a101_volume_cap_alpha_min_80_80,4h,2025-06,0.00030309,0.00313052,0.0
a101_volume_cap_alpha_min_80_80,4h,2025-07,0.00033547,0.00346704,0.0
a101_volume_cap_alpha_min_80_80,4h,2025-08,0.00028866,0.0037567,0.0
a101_volume_cap_alpha_min_80_80,4h,2025-09,-0.00020108,0.00355486,-0.00020108
a101_volume_cap_alpha_min_80_80,4h,2025-10,-0.0006265,0.00292614,-0.00082745
a101_volume_cap_alpha_min_80_80,4h,2025-11,-0.00019228,0.00273329,-0.00101957
a101_volume_cap_alpha_min_80_80,4h,2025-12,0.00023645,0.00297039,-0.00078337
a101_volume_cap_alpha_min_80_80,4h,2026-01,0.00088391,0.00385693,0.0
a101_volume_cap_alpha_min_80_80,4h,2026-02,0.00052546,0.00438441,0.0
a101_volume_cap_alpha_min_80_80,4h,2026-03,0.0004509,0.00483729,0.0
a101_volume_cap_alpha_min_80_80,4h,2026-04,-0.00013048,0.00470618,-0.00013048
a101_volume_cap_alpha_min_80_80,4h,2026-05,0.00021999,0.0049272,0.0
a101_volume_cap_alpha_min_80_80,4h,2026-06,0.00161213,0.00654728,0.0
a101_volume_cap_alpha_min_80_80,72h,2024-06,-0.00489015,-0.00489015,-0.00489015
a101_volume_cap_alpha_min_80_80,72h,2024-07,0.0017085,-0.00319,-0.00319
a101_volume_cap_alpha_min_80_80,72h,2024-08,0.01126467,0.00803873,0.0
a101_volume_cap_alpha_min_80_80,72h,2024-09,-0.00043208,0.00760318,-0.00043208
a101_volume_cap_alpha_min_80_80,72h,2024-10,-0.00459264,0.00297562,-0.00502274
a101_volume_cap_alpha_min_80_80,72h,2024-11,-0.01208822,-0.00914857,-0.01705024
a101_volume_cap_alpha_min_80_80,72h,2024-12,0.00685549,-0.0023558,-0.01031164
a101_volume_cap_alpha_min_80_80,72h,2025-01,0.01047641,0.00809593,0.0
a101_volume_cap_alpha_min_80_80,72h,2025-02,0.0050136,0.01315012,0.0
a101_volume_cap_alpha_min_80_80,72h,2025-03,0.00826378,0.02152257,0.0
a101_volume_cap_alpha_min_80_80,72h,2025-04,-0.0064712,0.01491209,-0.0064712
a101_volume_cap_alpha_min_80_80,72h,2025-05,0.00175267,0.0166909,-0.00472987
a101_volume_cap_alpha_min_80_80,72h,2025-06,0.00568598,0.02247178,0.0
a101_volume_cap_alpha_min_80_80,72h,2025-07,0.00564847,0.02824718,0.0
a101_volume_cap_alpha_min_80_80,72h,2025-08,-0.01696637,0.01080156,-0.01696637
a101_volume_cap_alpha_min_80_80,72h,2025-09,0.00561719,0.01647943,-0.01144448
a101_volume_cap_alpha_min_80_80,72h,2025-10,-0.01503766,0.00119395,-0.02631005
a101_volume_cap_alpha_min_80_80,72h,2025-11,-0.00588912,-0.0047022,-0.03204422
a101_volume_cap_alpha_min_80_80,72h,2025-12,0.00374972,-0.00097011,-0.02841466
a101_volume_cap_alpha_min_80_80,72h,2026-01,0.01140983,0.01042865,-0.01732904
a101_volume_cap_alpha_min_80_80,72h,2026-02,0.00072939,0.01116565,-0.01661228
a101_volume_cap_alpha_min_80_80,72h,2026-03,-0.00076934,0.01038772,-0.01736884
a101_volume_cap_alpha_min_80_80,72h,2026-04,0.00375939,0.01418616,-0.01367475
a101_volume_cap_alpha_min_80_80,72h,2026-05,0.00517245,0.01943199,-0.00857303
a101_volume_cap_alpha_min_80_80,72h,2026-06,0.02337434,0.04326054,0.0
a101_volume_high_alpha_min_84_84,1h,2024-06,-5.565e-05,-5.565e-05,-5.565e-05
a101_volume_high_alpha_min_84_84,1h,2024-07,-8.88e-06,-6.453e-05,-6.453e-05
a101_volume_high_alpha_min_84_84,1h,2024-08,5.874e-05,-5.79e-06,-5.79e-06
a101_volume_high_alpha_min_84_84,1h,2024-09,-3.211e-05,-3.79e-05,-3.79e-05
a101_volume_high_alpha_min_84_84,1h,2024-10,-4.724e-05,-8.514e-05,-8.514e-05
a101_volume_high_alpha_min_84_84,1h,2024-11,-0.00018518,-0.00027031,-0.00027031
a101_volume_high_alpha_min_84_84,1h,2024-12,8.34e-05,-0.00018693,-0.00018693
a101_volume_high_alpha_min_84_84,1h,2025-01,0.0001813,-5.66e-06,-5.66e-06
a101_volume_high_alpha_min_84_84,1h,2025-02,2.884e-05,2.318e-05,0.0
a101_volume_high_alpha_min_84_84,1h,2025-03,0.00028626,0.00030944,0.0
a101_volume_high_alpha_min_84_84,1h,2025-04,1.572e-05,0.00032517,0.0
a101_volume_high_alpha_min_84_84,1h,2025-05,4.912e-05,0.00037431,0.0
