factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_ma_30h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,-8.936e-05,,,17778,DIRECTION_UNKNOWN,-2.235e-05,6.701e-05,-8.936e-05,-2.1233,0.4951,0.00019965,-0.88052042,0.0006916,-0.00279706,0.32,25,per_bar_mean_x_bars_per_year
q158_ma_30h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,-0.00036601,,,17775,DIRECTION_UNKNOWN,-0.00012028,0.00024573,-0.00036601,-4.3718,0.4849,0.00069247,-0.88583577,0.00239878,-0.01033175,0.32,25,per_bar_mean_x_bars_per_year
q158_ma_30h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,-0.00105981,,,17755,DIRECTION_UNKNOWN,-0.00017696,0.00088285,-0.00105981,-5.0875,0.4896,0.00429871,-0.5277285,0.01489118,-0.03579069,0.44,25,per_bar_mean_x_bars_per_year
q158_ma_30h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,-0.00480171,,,17707,DIRECTION_UNKNOWN,-0.00118015,0.00362156,-0.00480171,-12.735,0.4716,0.01023419,-0.58630309,0.03545229,-0.119485,0.36,25,per_bar_mean_x_bars_per_year
q158_std_30h,alpha158_rolling_price,negative,1h,LONG_SHORT,Long-Short,-7.633e-05,,,17778,COMPUTED,-2.774e-05,4.858e-05,-7.633e-05,-1.7303,0.499,0.00026548,-0.72176005,0.00091965,-0.00329375,0.4,25,per_bar_mean_x_bars_per_year
q158_std_30h,alpha158_rolling_price,negative,4h,LONG_SHORT,Long-Short,-0.0002998,,,17775,COMPUTED,-0.00012881,0.00017099,-0.0002998,-3.3966,0.4994,0.00099566,-0.67747019,0.00344906,-0.01239678,0.4,25,per_bar_mean_x_bars_per_year
q158_std_30h,alpha158_rolling_price,negative,24h,LONG_SHORT,Long-Short,-0.00163896,,,17755,COMPUTED,-0.00055771,0.00108124,-0.00163896,-7.2611,0.5107,0.00561538,-0.58961872,0.01945224,-0.06170836,0.44,25,per_bar_mean_x_bars_per_year
q158_std_30h,alpha158_rolling_price,negative,72h,LONG_SHORT,Long-Short,-0.00409476,,,17707,COMPUTED,-0.00060959,0.00348517,-0.00409476,-9.5138,0.5287,0.01646123,-0.53065339,0.05702337,-0.15804151,0.32,25,per_bar_mean_x_bars_per_year
q158_max_30h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,-4.8e-06,,,17778,DIRECTION_UNKNOWN,-8.46e-06,-3.65e-06,-4.8e-06,-0.1126,0.4997,0.00024004,-0.04518266,0.00083152,-0.00104979,0.48,25,per_bar_mean_x_bars_per_year
q158_max_30h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,1.325e-05,,,17775,DIRECTION_UNKNOWN,1.647e-05,3.22e-06,1.325e-05,0.1563,0.492,0.00084429,-0.0265413,0.00292469,-0.00369945,0.44,25,per_bar_mean_x_bars_per_year
q158_max_30h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,0.00080658,,,17755,DIRECTION_UNKNOWN,0.00069926,-0.00010732,0.00080658,3.7366,0.484,0.00528763,0.19441614,0.01831688,-0.01776059,0.6,25,per_bar_mean_x_bars_per_year
q158_max_30h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,7.16e-06,,,17707,DIRECTION_UNKNOWN,0.00101534,0.00100818,7.16e-06,0.0181,0.4486,0.0126324,-0.01332124,0.04375993,-0.04944149,0.56,25,per_bar_mean_x_bars_per_year
q158_min_30h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,-8.606e-05,,,17778,DIRECTION_UNKNOWN,-1.347e-05,7.259e-05,-8.606e-05,-2.1668,0.5019,0.00022608,-0.83411432,0.00078318,-0.00325706,0.36,25,per_bar_mean_x_bars_per_year
q158_min_30h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,-0.00040387,,,17775,DIRECTION_UNKNOWN,-0.00010693,0.00029694,-0.00040387,-5.0591,0.5,0.00091324,-0.9585352,0.00316357,-0.01338441,0.32,25,per_bar_mean_x_bars_per_year
q158_min_30h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,-0.00195853,,,17755,DIRECTION_UNKNOWN,-0.00056634,0.00139219,-0.00195853,-9.5146,0.4998,0.00443768,-0.81546647,0.01537257,-0.06401156,0.32,25,per_bar_mean_x_bars_per_year
q158_min_30h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,-0.00600826,,,17707,DIRECTION_UNKNOWN,-0.0015538,0.00445446,-0.00600826,-14.9706,0.4875,0.01480491,-0.77889535,0.05128572,-0.17746861,0.36,25,per_bar_mean_x_bars_per_year
