factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,0.01578059,0.01578059,0.12472924,0.12472924,0.126519,0.126519,0.126519,16.6703,0.5523,0.5523,17361,167.8,2912863,0.500325,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20",volume|cap,159,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20",2.709e-05,-3.669e-05,6.378e-05,2.3069,0.5189,0.00010625,0.00081198,0.00036808,-0.00017157,0.64,25,monthly_x12
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,4h,0.02566153,0.02566153,0.12767642,0.12767642,0.200989,0.200989,0.200989,26.481,0.5859,0.5859,17359,167.8,2912863,0.500325,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20",volume|cap,159,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20",0.0001217,-0.00011808,0.00023978,4.1938,0.5262,0.00047099,0.00313413,0.00163156,-0.00101958,0.68,25,monthly_x12
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,24h,0.04859701,0.04859701,0.12915978,0.12915978,0.376255,0.376255,0.376255,49.5444,0.6596,0.6596,17339,167.8,2912863,0.500325,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20",volume|cap,159,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20",0.00051103,-0.00036871,0.00087974,5.8185,0.5634,0.00313358,0.01206621,0.01085504,-0.00894662,0.72,25,monthly_x12
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,72h,0.0581733,0.0581733,0.12966651,0.12966651,0.448638,0.448638,0.448638,58.9937,0.6842,0.6842,17291,167.8,2912863,0.500325,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20",volume|cap,159,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20",0.0005416,-0.00073368,0.00127529,4.3328,0.5655,0.00894003,0.02080564,0.03096918,-0.03204423,0.64,25,monthly_x12
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,1h,0.01561818,0.01561818,0.12713423,0.12713423,0.122848,0.122848,0.122848,16.1959,0.5492,0.5492,17381,167.8,2916655,0.499675,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21",volume|cap,139,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21",5.24e-05,-3.721e-05,8.961e-05,3.2302,0.5213,0.00011672,0.00108983,0.00040434,-0.00021135,0.76,25,monthly_x12
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,4h,0.02483473,0.02483473,0.12960806,0.12960806,0.191614,0.191614,0.191614,25.2604,0.5784,0.5784,17379,167.8,2916655,0.499675,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21",volume|cap,139,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21",0.00020653,-0.00013273,0.00033927,5.9126,0.5341,0.00046759,0.00415729,0.00161979,-0.00097027,0.76,25,monthly_x12
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,24h,0.04684408,0.04684408,0.13310313,0.13310313,0.351938,0.351938,0.351938,46.3691,0.6553,0.6553,17359,167.8,2916655,0.499675,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21",volume|cap,139,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21",0.00082187,-0.00018401,0.00100588,6.6399,0.5627,0.00269099,0.01194477,0.00932188,-0.00712065,0.72,25,monthly_x12
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,72h,0.05747455,0.05747455,0.13581981,0.13581981,0.423168,0.423168,0.423168,55.6767,0.6694,0.6694,17311,167.8,2916655,0.499675,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21",volume|cap,139,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21",0.00165321,-0.00056496,0.00221817,7.752,0.5702,0.00665683,0.02700638,0.02305993,-0.01697014,0.68,25,monthly_x12
