factor,label,symbol,mean_forward_return,mean_factor_exposure,n_q5,n_q1,spread_contribution
volatility_20h,ret_fwd_4h,DOGEUSDT,-0.0003184751599626394,0.0065567866070828686,91,1416,0.0013066308903073353
volatility_20h,ret_fwd_4h,DOTUSDT,-0.0005425457212645115,0.0074978594322673755,93,229,0.0027618996234283454
volatility_20h,ret_fwd_4h,ENAUSDT,-0.0007885317199152548,0.009725679522519097,378,13,-0.008847952473216214
volatility_20h,ret_fwd_4h,EPICUSDT,0.0006598988743812312,0.012402495721688094,1117,85,0.00289847666506227
volatility_20h,ret_fwd_4h,ESPORTSUSDT,0.001998743016302104,0.01667931886188454,1574,524,0.004305479798692053
volatility_20h,ret_fwd_4h,ETHUSDT,-0.0005053966827819276,0.00575209424208225,11,2201,0.0006869429053445519
volatility_20h,ret_fwd_4h,FILUSDT,-0.0003378952173562813,0.008713418179587873,312,117,-0.0007394712950110241
volatility_20h,ret_fwd_4h,HMSTRUSDT,0.0007422081559896863,0.01033071479365279,637,616,0.0013372393389337375
volatility_20h,ret_fwd_4h,HOMEUSDT,0.0007005480665075183,0.011647646695255571,1155,528,0.0019533951482048847
volatility_20h,ret_fwd_4h,HUSDT,0.003102652910883957,0.019953956662080906,2887,80,-0.005491568231490927
volatility_20h,ret_fwd_4h,HYPEUSDT,0.0008652386231459304,0.009483725466361708,717,167,0.0002445908954384348
volatility_20h,ret_fwd_4h,IDUSDT,-0.0005240853588481879,0.00863688984209313,372,860,0.001518698469297443
volatility_20h,ret_fwd_4h,INJUSDT,0.00022165043620789754,0.009285216129933887,491,253,-0.0009326022617348639
volatility_20h,ret_fwd_4h,LABUSDT,0.006467205605024401,0.02603054659175418,3091,229,0.0072091690306369145
volatility_20h,ret_fwd_4h,LINKUSDT,-0.0004133493711193543,0.006345076584936935,0,967,
volatility_20h,ret_fwd_4h,LTCUSDT,-0.0005225624207777401,0.005307038869694535,3,2964,0.01572802938369402
volatility_20h,ret_fwd_4h,NEARUSDT,0.0004464390049183235,0.009113657011577911,343,104,-0.0010078909331254732
volatility_20h,ret_fwd_4h,ONDOUSDT,1.1941070315799739e-05,0.009221701658230115,361,26,-0.0034319460352808043
volatility_20h,ret_fwd_4h,PAXGUSDT,-1.072708107572556e-05,0.002734479508999368,25,3914,-0.0042221278271195916
volatility_20h,ret_fwd_4h,PLAYUSDT,0.002279025588061902,0.025975337405009184,3174,140,-0.003125145035357739
volatility_20h,ret_fwd_4h,SIRENUSDT,0.007454331444760503,0.03030327899828407,2579,242,0.012554539159385935
volatility_20h,ret_fwd_4h,SKYAIUSDT,0.003591307990749971,0.019821499426586238,2328,192,0.0008332962324459616
volatility_20h,ret_fwd_4h,SOLUSDT,-0.0005380359355221486,0.006312166304720434,51,1399,0.00957492991633906
volatility_20h,ret_fwd_4h,SPACEUSDT,0.00014397576871150316,0.018843734269700145,2082,5,0.004937732275602459
volatility_20h,ret_fwd_4h,STGUSDT,0.0020077902233589734,0.012833629305646766,1498,93,0.007304311160173263
volatility_20h,ret_fwd_4h,SUIUSDT,-0.000521192810409497,0.008011747176777391,158,80,0.0004948778214427247
volatility_20h,ret_fwd_4h,TAOUSDT,-4.7583948833060713e-05,0.009666601856605556,721,15,-0.014288344287993644
volatility_20h,ret_fwd_4h,TONUSDT,0.0002570063401976603,0.007799174024812619,381,1560,0.004809265424193142
volatility_20h,ret_fwd_4h,TRUMPUSDT,-0.0007367471815096243,0.007175810044991315,234,1323,0.0018526012658155386
volatility_20h,ret_fwd_4h,TRXUSDT,0.00010906224981464596,0.002301680446211867,0,4122,
volatility_20h,ret_fwd_4h,UNIUSDT,-0.00055789507962891,0.007692073839602824,257,258,0.00030817804857315623
volatility_20h,ret_fwd_4h,VELVETUSDT,0.002856465179840975,0.01467879437473961,1956,519,0.004598856677590354
volatility_20h,ret_fwd_4h,WLDUSDT,0.00018826209737227067,0.010620057092781297,664,115,-0.004421015123245443
volatility_20h,ret_fwd_4h,XLMUSDT,-9.241103628392588e-06,0.007380519194089131,118,905,0.01324474974661826
volatility_20h,ret_fwd_4h,XMRUSDT,9.289257659293684e-05,0.0086942799974741,617,651,-0.0018699638484901615
volatility_20h,ret_fwd_4h,XPLUSDT,-7.076750579875551e-05,0.012522706231652681,1893,0,
volatility_20h,ret_fwd_4h,XRPUSDT,-0.0004288616494454331,0.005763664966230515,50,2456,0.009885405231838734
volatility_20h,ret_fwd_4h,ZECUSDT,0.0004280318196843832,0.01187712620501838,1392,26,0.00379282607756789
volatility_20h,ret_fwd_24h,1000PEPEUSDT,-0.0008988614775930013,0.008479363724975595,411,43,-0.00568741477707182
volatility_20h,ret_fwd_24h,ADAUSDT,-0.003925078325623387,0.00686158646392466,33,758,0.010783286255633833
volatility_20h,ret_fwd_24h,AIOUSDT,0.008015662598777548,0.014790477523693057,2075,238,0.0036127327427564557
volatility_20h,ret_fwd_24h,ALLOUSDT,0.014175822728039819,0.014159374666758215,1530,36,0.04245196974301624
volatility_20h,ret_fwd_24h,ARBUSDT,-0.004047422166728383,0.0082997712228508,264,37,0.010023172367432144
volatility_20h,ret_fwd_24h,AVAXUSDT,-0.0029732928857969993,0.0066073128127951495,52,991,-0.022110440459027974
volatility_20h,ret_fwd_24h,BCHUSDT,-0.004861980812062107,0.006050083425551772,100,2247,0.012800783588182072
volatility_20h,ret_fwd_24h,BEATUSDT,0.016207736750363057,0.02465149244235127,3708,5,-0.00169853189674825
volatility_20h,ret_fwd_24h,BNBUSDT,-0.001693677387886359,0.004340473456022199,0,3876,
volatility_20h,ret_fwd_24h,BTCUSDT,-0.0014924758919587803,0.004365544499612398,0,3824,
volatility_20h,ret_fwd_24h,CHZUSDT,0.0007038842372142614,0.009407006311827884,745,364,0.005313732296106624
volatility_20h,ret_fwd_24h,CRVUSDT,-0.0011540631520349333,0.008579039521589298,198,113,-0.004133796449248058
volatility_20h,ret_fwd_24h,DOGEUSDT,-0.0016988236430403119,0.006558585724794024,91,1396,0.006786445584048575
volatility_20h,ret_fwd_24h,DOTUSDT,-0.0030653159738014196,0.007494423499425344,93,229,-0.01257610671307873
volatility_20h,ret_fwd_24h,ENAUSDT,-0.004494496232450103,0.009710258477208572,378,13,-0.024167885811645667
volatility_20h,ret_fwd_24h,EPICUSDT,0.004113895766089928,0.012291159318916466,1112,85,0.024180370711213695
volatility_20h,ret_fwd_24h,ESPORTSUSDT,0.00999747917968118,0.016313380715781343,1555,524,0.017820277016777
volatility_20h,ret_fwd_24h,ETHUSDT,-0.0027538049114140123,0.005744482716115221,11,2191,-0.027531691045040427
volatility_20h,ret_fwd_24h,FILUSDT,-0.0018783911638810958,0.008713350040689,312,117,0.0020167301629102734
volatility_20h,ret_fwd_24h,HMSTRUSDT,0.003828818569406542,0.010062832798985304,617,616,0.008486950029747073
volatility_20h,ret_fwd_24h,HOMEUSDT,0.0043761546768131794,0.01158555055288947,1155,528,0.014285977677998468
volatility_20h,ret_fwd_24h,HUSDT,0.020461384783362596,0.019710061019983457,2867,80,-0.07834415982660348
volatility_20h,ret_fwd_24h,HYPEUSDT,0.005577420647292196,0.009471557895784525,717,167,-0.006667652216243171
volatility_20h,ret_fwd_24h,IDUSDT,-0.0024019728446167004,0.008540442357558015,371,860,-0.005124993219877175
volatility_20h,ret_fwd_24h,INJUSDT,0.001555059331499358,0.009265746635757192,491,253,-0.002116557053003569
volatility_20h,ret_fwd_24h,LABUSDT,0.039493663475275616,0.02591383286249518,3071,229,0.041266350962020276
volatility_20h,ret_fwd_24h,LINKUSDT,-0.0022571951987769884,0.006339742196457597,0,951,
volatility_20h,ret_fwd_24h,LTCUSDT,-0.0030561727952396617,0.005307849131841614,3,2944,0.04361669534095357
volatility_20h,ret_fwd_24h,NEARUSDT,0.002986517590540724,0.00907904357313963,343,104,0.0031027120941980006
volatility_20h,ret_fwd_24h,ONDOUSDT,0.0003983126705476508,0.009199404482237189,361,26,-0.010367083851151296
volatility_20h,ret_fwd_24h,PAXGUSDT,-5.071376444876623e-05,0.0027239593500546495,25,3894,-0.013801798175815302
volatility_20h,ret_fwd_24h,PLAYUSDT,0.014713997492831815,0.025908898241643784,3165,140,0.0008774866501174193
volatility_20h,ret_fwd_24h,SIRENUSDT,0.04509081590624423,0.03029825697800842,2579,242,0.05993592645726161
volatility_20h,ret_fwd_24h,SKYAIUSDT,0.020591629413470206,0.019747696649863263,2315,192,0.014987115728764664
volatility_20h,ret_fwd_24h,SOLUSDT,-0.0030586337187694223,0.006305855989839358,51,1395,0.03304997383751227
volatility_20h,ret_fwd_24h,SPACEUSDT,0.0013986704549831263,0.01860555385521697,2062,5,-0.016763237984713464
volatility_20h,ret_fwd_24h,STGUSDT,0.012333540707393273,0.012656947092593516,1478,93,0.018181474979756133
volatility_20h,ret_fwd_24h,SUIUSDT,-0.0028334816838566394,0.008009712960295784,158,80,0.012733738787990773
volatility_20h,ret_fwd_24h,TAOUSDT,-5.600023140263297e-05,0.00966997424069467,721,15,-0.048860996221861505
volatility_20h,ret_fwd_24h,TONUSDT,0.0017926435492187935,0.007780545671809637,381,1560,0.021575569419345113
volatility_20h,ret_fwd_24h,TRUMPUSDT,-0.005118861401535288,0.007168186036067124,234,1323,0.009273989466381692
volatility_20h,ret_fwd_24h,TRXUSDT,0.0007536175058284393,0.0022937466805925165,0,4102,
volatility_20h,ret_fwd_24h,UNIUSDT,-0.003143114576034108,0.007686470235452331,257,257,0.0023853329675386607
volatility_20h,ret_fwd_24h,VELVETUSDT,0.017634931697957143,0.014216176234570704,1936,519,0.025701849129005746
volatility_20h,ret_fwd_24h,WLDUSDT,0.0013878908914868493,0.010575220180989282,664,115,-0.012097251130988123
volatility_20h,ret_fwd_24h,XLMUSDT,0.00012436331540635072,0.0073714195904921115,118,905,0.06700450685122866
volatility_20h,ret_fwd_24h,XMRUSDT,0.0005467154851972431,0.008652098808243006,617,651,-0.005051996202541619
volatility_20h,ret_fwd_24h,XPLUSDT,-0.0011176528488412022,0.012494645744875289,1893,0,
volatility_20h,ret_fwd_24h,XRPUSDT,-0.00238320151072315,0.005757000051614881,50,2443,0.017880240096867353
volatility_20h,ret_fwd_24h,ZECUSDT,0.003028696400883564,0.011861933427985001,1392,26,-0.023389178002873122
volatility_20h,ret_fwd_72h,1000PEPEUSDT,-0.00248686275208037,0.00848220947545053,411,43,-0.019343375101423314
volatility_20h,ret_fwd_72h,ADAUSDT,-0.012094262710157939,0.006823855795194452,33,758,0.06889846431626372
volatility_20h,ret_fwd_72h,AIOUSDT,0.017114043655318417,0.014535943434933286,2062,238,0.03772403741311897
volatility_20h,ret_fwd_72h,ALLOUSDT,0.04767917180798364,0.013945618794547362,1500,36,0.051944244091672656
volatility_20h,ret_fwd_72h,ARBUSDT,-0.012452317544765801,0.008286089116275335,264,37,-0.007289153719076028
volatility_20h,ret_fwd_72h,AVAXUSDT,-0.008992468773624094,0.006597003395111078,52,985,0.009788373581870796
volatility_20h,ret_fwd_72h,BCHUSDT,-0.015226885551195208,0.0060257770854830195,100,2235,0.0027144489089935835
volatility_20h,ret_fwd_72h,BEATUSDT,0.055640913585717065,0.024330263256248895,3660,5,-0.05921014262062968
volatility_20h,ret_fwd_72h,BNBUSDT,-0.005247665263243973,0.0043398383546433055,0,3828,
volatility_20h,ret_fwd_72h,BTCUSDT,-0.0048249685838355,0.0043620098005888895,0,3776,
volatility_20h,ret_fwd_72h,CHZUSDT,0.0028621655017827554,0.009325890324955299,745,364,-0.019495860758304347
volatility_20h,ret_fwd_72h,CRVUSDT,-0.005569866439229752,0.008549892178266667,198,109,-0.056680581671799346
volatility_20h,ret_fwd_72h,DOGEUSDT,-0.00557384439040945,0.006567199149256817,91,1348,0.021687728029803396
volatility_20h,ret_fwd_72h,DOTUSDT,-0.00936128074770913,0.007490387934113483,93,222,-0.036425659730149856
volatility_20h,ret_fwd_72h,ENAUSDT,-0.013415489782384023,0.009655053717541525,378,13,-0.20214643304657182
volatility_20h,ret_fwd_72h,EPICUSDT,0.01084959841342348,0.012087712865049383,1091,85,0.07341404791458221
volatility_20h,ret_fwd_72h,ESPORTSUSDT,0.023355152786723735,0.015697600577120562,1508,524,0.007722099822688622
volatility_20h,ret_fwd_72h,ETHUSDT,-0.008268455118478304,0.005743817661410607,11,2143,-0.062352235798267916
volatility_20h,ret_fwd_72h,FILUSDT,-0.0062242137346878905,0.008709308846139017,312,117,-0.0034898786586326225
volatility_20h,ret_fwd_72h,HMSTRUSDT,0.00701350207099348,0.0098039173624968,593,616,0.003134568251080213
volatility_20h,ret_fwd_72h,HOMEUSDT,0.014325785450507044,0.011313057229420456,1129,528,0.036980835471462775
volatility_20h,ret_fwd_72h,HUSDT,0.04812247519647391,0.018731065547129548,2819,80,0.09053908041575506
volatility_20h,ret_fwd_72h,HYPEUSDT,0.017018195846203402,0.009442872780322143,717,167,0.0248034704416027
volatility_20h,ret_fwd_72h,IDUSDT,-0.010090648859979779,0.008409577518754796,371,860,-0.009946162495767512
volatility_20h,ret_fwd_72h,INJUSDT,0.004710763132017611,0.009218342100369774,491,253,0.0044581317219550675
volatility_20h,ret_fwd_72h,LABUSDT,0.11954828113147531,0.02589594144019523,3052,229,0.10516710666024695
volatility_20h,ret_fwd_72h,LINKUSDT,-0.006966606208691159,0.006333096412512803,0,918,
volatility_20h,ret_fwd_72h,LTCUSDT,-0.009441494014646399,0.0053010184285770924,3,2896,0.04974719236312781
volatility_20h,ret_fwd_72h,NEARUSDT,0.009553031340527197,0.009002237656107564,343,104,0.019138621097762303
volatility_20h,ret_fwd_72h,ONDOUSDT,0.0007881815581805599,0.009164745095461082,361,26,-0.01684987079289513
volatility_20h,ret_fwd_72h,PAXGUSDT,-0.0002646144691134658,0.0027123046411732625,25,3846,-0.05442329647435243
volatility_20h,ret_fwd_72h,PLAYUSDT,0.04753995499530552,0.025585443259736784,3124,140,-0.02637913237618026
volatility_20h,ret_fwd_72h,SIRENUSDT,0.11157869636654714,0.030195887571984263,2546,242,0.033369585387267364
volatility_20h,ret_fwd_72h,SKYAIUSDT,0.055588245185353824,0.019656467648034245,2296,192,0.035071053634525215
volatility_20h,ret_fwd_72h,SOLUSDT,-0.00965459208485367,0.006294940800281925,51,1377,0.050628633117422384
volatility_20h,ret_fwd_72h,SPACEUSDT,0.0004372880817792085,0.018610832285615914,2061,5,-0.11797965867610122
volatility_20h,ret_fwd_72h,STGUSDT,0.036761681409206944,0.012310416700951139,1431,93,-0.0490623568921017
volatility_20h,ret_fwd_72h,SUIUSDT,-0.008671284203559696,0.008003024338349618,158,80,0.019264149578131943
volatility_20h,ret_fwd_72h,TAOUSDT,0.0007227765260787439,0.009660227524629802,721,15,-0.018072753492671165
volatility_20h,ret_fwd_72h,TONUSDT,0.006965017326052482,0.007752866015244444,381,1560,0.009878435216935072
volatility_20h,ret_fwd_72h,TRUMPUSDT,-0.016096802024670023,0.007151992033542862,234,1323,-0.01906070994904446
volatility_20h,ret_fwd_72h,TRXUSDT,0.0025214478248938303,0.002297688396169845,0,4054,
volatility_20h,ret_fwd_72h,UNIUSDT,-0.010044129889851894,0.007691924293129183,257,237,0.01799219312380755
volatility_20h,ret_fwd_72h,VELVETUSDT,0.053077279607653974,0.013320595017775798,1888,519,0.04153385611338751
volatility_20h,ret_fwd_72h,WLDUSDT,0.004157575090607869,0.01038551419094898,649,115,0.0070888693782394895
volatility_20h,ret_fwd_72h,XLMUSDT,0.0011396927271586886,0.007340342539662708,118,905,0.06345953263132514
volatility_20h,ret_fwd_72h,XMRUSDT,-0.0004707287055419884,0.00862112566655911,617,651,-0.05733429390046866
volatility_20h,ret_fwd_72h,XPLUSDT,-0.005109074636415949,0.012503712316742223,1893,0,
volatility_20h,ret_fwd_72h,XRPUSDT,-0.007647220405948633,0.0057511647926417175,50,2399,0.004230881362464596
volatility_20h,ret_fwd_72h,ZECUSDT,0.010129178600897407,0.011789672891824674,1392,26,-0.06943032424060502
rsi_14h,ret_fwd_1h,1000PEPEUSDT,-5.5162466031955334e-05,48.38018576127446,432,535,0.0003071521782362905
rsi_14h,ret_fwd_1h,ADAUSDT,-0.00016967537422812548,48.02106771965175,372,558,-0.00012192694316631123
rsi_14h,ret_fwd_1h,AIOUSDT,0.0002788364923041801,49.90279126442097,1383,1251,0.0002801504772293697
rsi_14h,ret_fwd_1h,ALLOUSDT,0.000443640306352871,48.91786263353596,1009,1161,0.001704657777533486
rsi_14h,ret_fwd_1h,ARBUSDT,-0.00016977238367504082,48.17915426840237,462,625,0.00012903484501794576
rsi_14h,ret_fwd_1h,AVAXUSDT,-0.00013216752718922932,48.412113513169345,366,471,-0.0008278527384489576
rsi_14h,ret_fwd_1h,BCHUSDT,-0.00021090833580703766,47.50314932395029,824,1134,3.651510187881803e-05
rsi_14h,ret_fwd_1h,BEATUSDT,0.0007328145883570712,50.249239980710904,1457,1209,0.000753917224117793
rsi_14h,ret_fwd_1h,BNBUSDT,-7.705296949523056e-05,49.56168192607512,756,554,0.0002904514554786889
rsi_14h,ret_fwd_1h,BTCUSDT,-6.724583373156546e-05,49.0793990899304,705,620,-0.00018810580235868252
rsi_14h,ret_fwd_1h,CHZUSDT,1.263937908621011e-05,49.07811210694091,1054,986,0.0006136957251112107
rsi_14h,ret_fwd_1h,CRVUSDT,-6.146579948672573e-05,49.02082663886456,617,576,-0.00044660209253174143
rsi_14h,ret_fwd_1h,DOGEUSDT,-7.792500307697782e-05,48.532415076508556,505,622,-0.00028785886932087586
rsi_14h,ret_fwd_1h,DOTUSDT,-0.00013557046604156564,47.9692888964235,395,645,0.00020945593560261065
rsi_14h,ret_fwd_1h,ENAUSDT,-0.00019222666437947723,47.58328656104721,475,928,8.163876531292965e-05
rsi_14h,ret_fwd_1h,EPICUSDT,0.0001747356095037138,48.93771514165884,879,1019,0.0001513543645249382
rsi_14h,ret_fwd_1h,ESPORTSUSDT,0.0004369199628870449,49.084679427169505,1303,1305,0.0013247919246647012
rsi_14h,ret_fwd_1h,ETHUSDT,-0.00012371130420225218,48.74564385314885,745,696,-4.2437804986450044e-05
rsi_14h,ret_fwd_1h,FILUSDT,-8.604128842385991e-05,48.6387040394748,573,570,0.000140175562784936
rsi_14h,ret_fwd_1h,HMSTRUSDT,0.00017501836445771326,48.86646534332308,744,794,-0.00016648300004763793
rsi_14h,ret_fwd_1h,HOMEUSDT,0.00017611836473790552,49.471832549538746,1265,1077,-0.0002518386490537649
rsi_14h,ret_fwd_1h,HUSDT,0.0007142221709508444,50.457454941817666,1376,1075,0.0018431752447676526
rsi_14h,ret_fwd_1h,HYPEUSDT,0.00022471785634402657,50.468749756745396,1250,849,0.0001161150719427717
rsi_14h,ret_fwd_1h,IDUSDT,-0.00013749571927176206,47.56765705466036,663,1082,0.0018522428120298215
rsi_14h,ret_fwd_1h,INJUSDT,5.721647403262663e-05,49.522139923217445,677,586,1.6278840835518666e-05
rsi_14h,ret_fwd_1h,LABUSDT,0.0018076865861034225,51.607628199996725,1514,950,-0.0022769326599818103
rsi_14h,ret_fwd_1h,LINKUSDT,-0.00010142045674690221,48.82391537787728,456,386,-0.0006900922160585563
rsi_14h,ret_fwd_1h,LTCUSDT,-0.00012755889198010707,48.754206576247356,520,447,-0.0009501820922334751
rsi_14h,ret_fwd_1h,NEARUSDT,0.00011204325467288753,49.67933034092765,783,559,0.00023476832654862457
rsi_14h,ret_fwd_1h,ONDOUSDT,3.706764581119365e-06,48.95145013399567,636,540,0.0003452828514315523
rsi_14h,ret_fwd_1h,PAXGUSDT,-2.4550182180418066e-06,50.63111274668875,1419,1126,3.408323106444291e-05
rsi_14h,ret_fwd_1h,PLAYUSDT,0.0005185467450054364,48.76051225518431,1295,1376,0.001594091045367135
rsi_14h,ret_fwd_1h,SIRENUSDT,0.0018277588524767924,51.17758558560748,1484,967,0.0017857609962081424
rsi_14h,ret_fwd_1h,SKYAIUSDT,0.0008638551508592235,51.17757520213688,1578,1102,0.0012698545453174405
rsi_14h,ret_fwd_1h,SOLUSDT,-0.00013207205657258774,48.64390543643169,510,606,-0.00032254700743808906
rsi_14h,ret_fwd_1h,SPACEUSDT,4.140961819554535e-05,48.13847786197268,822,981,-0.00028546353311381114
rsi_14h,ret_fwd_1h,STGUSDT,0.0004978037830850477,49.97193632863266,1166,968,0.0005865086804267396
rsi_14h,ret_fwd_1h,SUIUSDT,-0.0001312405127474495,48.20552625323552,382,541,0.0002121080854074148
rsi_14h,ret_fwd_1h,TAOUSDT,-1.282956501036876e-05,49.06396825253788,761,660,0.00041307288398688657
rsi_14h,ret_fwd_1h,TONUSDT,6.935990115108985e-05,49.21882662310523,1019,941,0.00029465139483288394
rsi_14h,ret_fwd_1h,TRUMPUSDT,-0.0001801069922000304,46.693220940852264,449,1144,0.0008623791085129874
rsi_14h,ret_fwd_1h,TRXUSDT,2.689017940628679e-05,51.72918934338168,1628,998,4.966311345765751e-05
rsi_14h,ret_fwd_1h,UNIUSDT,-0.00013792587436761423,48.18735561545602,497,658,0.00014116295353412215
rsi_14h,ret_fwd_1h,VELVETUSDT,0.0007166945783901981,49.06121214230769,1229,1329,0.0020230665968405006
rsi_14h,ret_fwd_1h,WLDUSDT,4.3597666216192195e-05,48.678678715897576,632,732,9.320264459125309e-05
rsi_14h,ret_fwd_1h,XLMUSDT,-3.793415078054976e-06,48.26557860935518,578,805,0.0003359861202981123
rsi_14h,ret_fwd_1h,XMRUSDT,3.675146196063453e-05,50.173044681011746,1165,871,-0.0005182670335735
rsi_14h,ret_fwd_1h,XPLUSDT,-7.101542111299858e-06,48.479058199348565,728,942,-0.00016027882361025598
rsi_14h,ret_fwd_1h,XRPUSDT,-0.00010936165024129282,48.25905045560379,426,584,0.00012660674370837933
rsi_14h,ret_fwd_1h,ZECUSDT,0.00010906484000416582,49.52125385140315,1086,951,0.0014949031802390946
rsi_14h,ret_fwd_4h,1000PEPEUSDT,-0.00021945042187694792,48.372276823116785,432,535,0.0032087830924863
rsi_14h,ret_fwd_4h,ADAUSDT,-0.0006819672612207565,48.0135656988942,372,558,0.00041516778636434227
rsi_14h,ret_fwd_4h,AIOUSDT,0.001093577597292504,49.91427876012501,1383,1248,0.0014636339047479382
rsi_14h,ret_fwd_4h,ALLOUSDT,0.001881542405116881,48.92240146471139,1009,1158,0.005643754173044961
rsi_14h,ret_fwd_4h,ARBUSDT,-0.0006826155332403443,48.1702360040106,460,625,-0.002534560131025858
rsi_14h,ret_fwd_4h,AVAXUSDT,-0.0005343639717202068,48.408191181132615,366,471,-0.002866669954329332
rsi_14h,ret_fwd_4h,BCHUSDT,-0.0008519312853260113,47.49797778711759,824,1134,0.0008889188513013813
rsi_14h,ret_fwd_4h,BEATUSDT,0.002751573025000545,50.24910819254436,1457,1209,-0.00013625594118659616
rsi_14h,ret_fwd_4h,BNBUSDT,-0.0003084454303193973,49.55471432395752,755,554,0.00013116186083956855
rsi_14h,ret_fwd_4h,BTCUSDT,-0.0002697817191290147,49.07218748019113,704,620,-0.0004512514991542111
rsi_14h,ret_fwd_4h,CHZUSDT,4.918034372065773e-05,49.079850942651824,1054,984,0.002792018319661162
rsi_14h,ret_fwd_4h,CRVUSDT,-0.00026355997515266545,49.0222769529443,617,574,0.0009382985888819953
rsi_14h,ret_fwd_4h,DOGEUSDT,-0.000315575948276296,48.525426784574485,505,622,0.0002364006795318255
rsi_14h,ret_fwd_4h,DOTUSDT,-0.0005414301371950781,47.961480008512126,393,645,0.0002123490425027262
rsi_14h,ret_fwd_4h,ENAUSDT,-0.0007911377499531045,47.57570915248598,475,928,-0.0004805596962544176
rsi_14h,ret_fwd_4h,EPICUSDT,0.0006513915807412698,48.937173944337175,879,1019,0.001119085019241438
rsi_14h,ret_fwd_4h,ESPORTSUSDT,0.0019804497368372063,49.07504712013321,1300,1305,0.0018286747421484536
rsi_14h,ret_fwd_4h,ETHUSDT,-0.0004945643161126796,48.74071738740253,745,696,0.00036133267657125693
rsi_14h,ret_fwd_4h,FILUSDT,-0.00034020728445708785,48.637579575149864,573,570,-0.0009909772803434961
rsi_14h,ret_fwd_4h,HMSTRUSDT,0.0007375255804713443,48.8618461596646,743,792,-0.002769894214525565
rsi_14h,ret_fwd_4h,HOMEUSDT,0.0006911183171499234,49.48234974938498,1265,1074,-0.0015409665830224274
rsi_14h,ret_fwd_4h,HUSDT,0.003104246585650641,50.45385640042485,1376,1075,0.0064625598892049715
rsi_14h,ret_fwd_4h,HYPEUSDT,0.000874667874134542,50.46286472988758,1250,849,0.001263072104191709
rsi_14h,ret_fwd_4h,IDUSDT,-0.0005301240139027448,47.57264997860139,663,1079,0.00465605751211821
rsi_14h,ret_fwd_4h,INJUSDT,0.00021873292397816315,49.520413706900335,677,586,0.0006651897532359039
rsi_14h,ret_fwd_4h,LABUSDT,0.006434648389106892,51.59930852584993,1511,950,-0.0015870781407149592
rsi_14h,ret_fwd_4h,LINKUSDT,-0.0004094996579401235,48.819178404678496,456,386,-0.003251575294301699
rsi_14h,ret_fwd_4h,LTCUSDT,-0.0005199545000241647,48.746148049050525,518,447,-0.0022329261034674747
rsi_14h,ret_fwd_4h,NEARUSDT,0.00044268462659463804,49.67532777812884,783,559,0.0017417230119474302
rsi_14h,ret_fwd_4h,ONDOUSDT,1.1327584761000323e-05,48.943937088351035,635,540,0.0021479022520825572
rsi_14h,ret_fwd_4h,PAXGUSDT,-8.959491694104488e-06,50.62444315819002,1417,1126,0.00045800838290456286
rsi_14h,ret_fwd_4h,PLAYUSDT,0.0022703073777823146,48.77987529866638,1295,1373,0.0023393468282102534
rsi_14h,ret_fwd_4h,SIRENUSDT,0.007443129711308389,51.190328439419986,1484,964,0.0014216985612619509
rsi_14h,ret_fwd_4h,SKYAIUSDT,0.00355682266504116,51.15957080851679,1575,1102,0.0017794690962458794
rsi_14h,ret_fwd_4h,SOLUSDT,-0.0005318821814618602,48.63757190042785,510,606,-0.002197234039643197
rsi_14h,ret_fwd_4h,SPACEUSDT,9.212444412625243e-05,48.132344168834024,822,981,-0.0011663215167304745
rsi_14h,ret_fwd_4h,STGUSDT,0.0020046469611362918,49.96663189329448,1165,968,0.002906130375101461
rsi_14h,ret_fwd_4h,SUIUSDT,-0.0005210486203157253,48.20189026121997,382,541,0.0016836834021940039
rsi_14h,ret_fwd_4h,TAOUSDT,-6.559776656242237e-05,49.05982497481364,761,660,0.003118759639578904
rsi_14h,ret_fwd_4h,TONUSDT,0.00026401649304903335,49.211623167764415,1018,941,0.0017533713265585932
rsi_14h,ret_fwd_4h,TRUMPUSDT,-0.0007389736447107922,46.66489868480643,446,1144,0.0037170911935734364
rsi_14h,ret_fwd_4h,TRXUSDT,0.00011051126492786881,51.74201273992721,1628,995,0.0001892798187702686
rsi_14h,ret_fwd_4h,UNIUSDT,-0.0005544819200434192,48.181144349560256,497,658,-6.493764455106215e-05
rsi_14h,ret_fwd_4h,VELVETUSDT,0.002871196634195969,49.053849386151406,1228,1329,0.008312599839023181
rsi_14h,ret_fwd_4h,WLDUSDT,0.0001907432684316656,48.6811645443297,632,729,-0.0005586727976130915
rsi_14h,ret_fwd_4h,XLMUSDT,-1.279101697821122e-05,48.259456475315396,578,805,0.0013941164723661123
rsi_14h,ret_fwd_4h,XMRUSDT,0.00011457064108180674,50.17019256306212,1165,871,-0.0015616275772387888
rsi_14h,ret_fwd_4h,XPLUSDT,-7.800274637793564e-05,48.45884392765065,725,942,-0.000791965497090624
rsi_14h,ret_fwd_4h,XRPUSDT,-0.0004322338130531173,48.25274830482666,426,584,0.0004926125111820327
rsi_14h,ret_fwd_4h,ZECUSDT,0.0004392416735235588,49.51681518482703,1086,951,0.006019980941575008
rsi_14h,ret_fwd_24h,1000PEPEUSDT,-0.0009954709212701188,48.33673791450475,432,535,0.010727849548560382
