factor,label,symbol,mean_forward_return,mean_factor_exposure,n_q5,n_q1,spread_contribution
reversal_5h,ret_fwd_1h,PLAYUSDT,0.0005161140199587879,-0.0028411469606524327,1768,1507,0.0003067671639319291
reversal_5h,ret_fwd_1h,SIRENUSDT,0.001817874569192964,-0.009486859957568284,1416,1537,-0.0014871018709149166
reversal_5h,ret_fwd_1h,SKYAIUSDT,0.0008730043138347618,-0.004476042576230365,1465,1598,-0.0026154013002711463
reversal_5h,ret_fwd_1h,SOLUSDT,-0.00013080276060430796,0.0006550437218334878,286,328,0.0009901832087334493
reversal_5h,ret_fwd_1h,SPACEUSDT,7.696034113315851e-05,-0.0003231368299197553,1220,1155,-0.0006629212773683088
reversal_5h,ret_fwd_1h,STGUSDT,0.0004914450638226023,-0.0024829464837229334,1273,1251,0.00015737237060300377
reversal_5h,ret_fwd_1h,SUIUSDT,-0.0001325116986956065,0.0006630333416222053,480,399,2.5356948333315555e-05
reversal_5h,ret_fwd_1h,TAOUSDT,-1.4637998725264938e-05,9.184121221350442e-05,925,905,0.000359232878054243
reversal_5h,ret_fwd_1h,TONUSDT,6.7012070902227e-05,-0.0003008371088040937,795,833,2.3062918481072954e-05
reversal_5h,ret_fwd_1h,TRUMPUSDT,-0.00017839675976689148,0.0009810279485593088,612,465,-0.00039845462402800285
reversal_5h,ret_fwd_1h,TRXUSDT,3.10512174872586e-05,-0.00016290171313438625,736,911,7.667282178855157e-05
reversal_5h,ret_fwd_1h,UNIUSDT,-0.00013661638633640232,0.0006921458976844433,486,418,-0.00015570564341710775
reversal_5h,ret_fwd_1h,VELVETUSDT,0.0007137979148262931,-0.0036128369559305013,1455,1407,-0.0005404683257515773
reversal_5h,ret_fwd_1h,WLDUSDT,4.6807159717225815e-05,-0.00025535455813967267,808,756,-0.00036186791137365464
reversal_5h,ret_fwd_1h,XLMUSDT,-2.057063862824353e-06,1.4126923464284977e-05,497,455,-8.570889852158492e-06
reversal_5h,ret_fwd_1h,XMRUSDT,3.357305098588079e-05,-0.00011481957341618567,1090,1187,0.0008873009998183942
reversal_5h,ret_fwd_1h,XPLUSDT,-2.0397895863722566e-05,0.00018594353205054,1346,1103,-6.145735876671068e-05
reversal_5h,ret_fwd_1h,XRPUSDT,-0.00010883945748188544,0.0005353688936341942,279,265,-0.0008070518914880991
reversal_5h,ret_fwd_1h,ZECUSDT,0.00010674823538682459,-0.0005415975736456246,1282,1179,-0.0007463235536789452
reversal_5h,ret_fwd_4h,1000PEPEUSDT,-0.00019071983836448875,0.0002575290712703095,613,574,-0.0024834697440954665
reversal_5h,ret_fwd_4h,ADAUSDT,-0.0006672804574850932,0.0008485510963418839,301,281,-0.002238072404348105
reversal_5h,ret_fwd_4h,AIOUSDT,0.001113596166991934,-0.001638533944566067,1449,1447,0.0002982147465637485
reversal_5h,ret_fwd_4h,ALLOUSDT,0.0018798464105855544,-0.0024413226320333563,1395,1252,-0.004555080462491354
reversal_5h,ret_fwd_4h,ARBUSDT,-0.0006638502067920435,0.0008644540957705253,618,543,0.002063263161305344
reversal_5h,ret_fwd_4h,AVAXUSDT,-0.000516297311794886,0.0006567479055667384,240,229,0.004778678421136872
reversal_5h,ret_fwd_4h,BCHUSDT,-0.0008411833352669943,0.0010751249952428285,645,631,0.00022567425515655648
reversal_5h,ret_fwd_4h,BEATUSDT,0.003058916665385205,-0.003941956540161808,1746,1771,-0.002233611473514735
reversal_5h,ret_fwd_4h,BNBUSDT,-0.000300693118591,0.00039136297777017095,234,261,0.0031104939250056404
reversal_5h,ret_fwd_4h,BTCUSDT,-0.0002595840776599202,0.0003362719977101435,192,226,0.002619083200408387
reversal_5h,ret_fwd_4h,CHZUSDT,5.2957524769164464e-05,-4.645228097028294e-05,1086,1043,0.0012113105018291765
reversal_5h,ret_fwd_4h,CRVUSDT,-0.0002493511863727133,0.00029667932896072086,767,744,0.0008412916215401219
reversal_5h,ret_fwd_4h,DOGEUSDT,-0.00029824052792202236,0.00038921885738290164,310,304,-0.004101055136055944
reversal_5h,ret_fwd_4h,DOTUSDT,-0.0005228984612195976,0.0006745049201034699,472,406,-0.0016404647480360742
reversal_5h,ret_fwd_4h,ENAUSDT,-0.0007715257095286562,0.0010025695892453424,1019,728,0.001118257739876299
reversal_5h,ret_fwd_4h,EPICUSDT,0.0006752968957785617,-0.0008019522303664803,1233,1169,0.0004351293790050585
reversal_5h,ret_fwd_4h,ESPORTSUSDT,0.001954908849225966,-0.002037036629021632,1500,1412,0.001757167436372016
reversal_5h,ret_fwd_4h,ETHUSDT,-0.00048361016019256834,0.0006102432188396371,274,293,0.0028237509854704317
reversal_5h,ret_fwd_4h,FILUSDT,-0.00031714723781264516,0.0004035838832250731,636,617,0.0004984963899855137
reversal_5h,ret_fwd_4h,HMSTRUSDT,0.0007510026737319456,-0.0009709712755885577,842,788,0.0008131377074024129
reversal_5h,ret_fwd_4h,HOMEUSDT,0.0006985894460287029,-0.0009104656103169465,1306,1266,-0.0010873417352237217
reversal_5h,ret_fwd_4h,HUSDT,0.0031043558789830734,-0.004065447821689398,1538,1620,-0.004011696737255751
reversal_5h,ret_fwd_4h,HYPEUSDT,0.0008702533343154228,-0.0010643094148282911,1043,1139,-0.0022461458729884174
reversal_5h,ret_fwd_4h,IDUSDT,-0.0005273586532640147,0.0006397621307381,833,647,-0.0036622698483921275
reversal_5h,ret_fwd_4h,INJUSDT,0.00024532571808889435,-0.0003077734309229855,665,696,6.913513647296022e-05
reversal_5h,ret_fwd_4h,LABUSDT,0.006445733022743552,-0.007968573575163953,1499,1805,-0.0013810138932817597
reversal_5h,ret_fwd_4h,LINKUSDT,-0.000393031405311963,0.0005101138970108367,146,170,0.002265298438666608
reversal_5h,ret_fwd_4h,LTCUSDT,-0.000496456346327424,0.0006402644256949261,210,228,0.0035868275405813036
reversal_5h,ret_fwd_4h,NEARUSDT,0.00046202323953163437,-0.0005568843005926662,736,773,0.00042509459577656187
reversal_5h,ret_fwd_4h,ONDOUSDT,2.108164166228806e-05,3.946674100756207e-06,661,637,-0.000621758045936673
reversal_5h,ret_fwd_4h,PAXGUSDT,-3.562904434487788e-06,7.54316982526748e-06,694,809,0.000188294314291112
reversal_5h,ret_fwd_4h,PLAYUSDT,0.0022531275058138623,-0.0028930622480962047,1765,1507,-0.001775694519357031
reversal_5h,ret_fwd_4h,SIRENUSDT,0.007414892132214251,-0.009469089138559594,1416,1535,-0.0029382824420516387
reversal_5h,ret_fwd_4h,SKYAIUSDT,0.0035917365720919262,-0.004417831496721397,1465,1595,-0.00793749810006104
reversal_5h,ret_fwd_4h,SOLUSDT,-0.0005189845588901557,0.0006589669869275591,286,328,0.0026314606962202364
reversal_5h,ret_fwd_4h,SPACEUSDT,0.0002656885301634038,-0.0003203122095067276,1218,1154,0.002876261857359401
reversal_5h,ret_fwd_4h,STGUSDT,0.001987969949234104,-0.0025043382468388745,1271,1251,-0.00019200857342445746
reversal_5h,ret_fwd_4h,SUIUSDT,-0.0005161812795202356,0.0006678583328773782,480,399,-0.0009296927509894252
reversal_5h,ret_fwd_4h,TAOUSDT,-5.641040762120493e-05,9.6844817113184e-05,925,905,-0.0006613701784904586
reversal_5h,ret_fwd_4h,TONUSDT,0.0002624116438507057,-0.0002940475840809242,795,833,0.0013777440995623434
reversal_5h,ret_fwd_4h,TRUMPUSDT,-0.0007260441713860626,0.0010995728913945737,612,462,-0.0007831837654851041
reversal_5h,ret_fwd_4h,TRXUSDT,0.000124567486225576,-0.00016576298402497385,735,911,0.0001872629320258594
reversal_5h,ret_fwd_4h,UNIUSDT,-0.0005421684245241742,0.0007005276826148662,486,418,-0.0015844434705001972
reversal_5h,ret_fwd_4h,VELVETUSDT,0.0028593688512893733,-0.0035602695802772976,1454,1405,-0.0048857024433472795
reversal_5h,ret_fwd_4h,WLDUSDT,0.00021601455744021706,-0.0002721697558076941,806,756,-0.0011989445976825857
reversal_5h,ret_fwd_4h,XLMUSDT,-2.521473524814246e-07,2.1711768316480214e-05,497,455,0.000980549642284959
reversal_5h,ret_fwd_4h,XMRUSDT,9.792877035127499e-05,-0.00011717516245717226,1089,1186,0.001642361329054411
reversal_5h,ret_fwd_4h,XPLUSDT,-0.00011817657100070154,0.00022108222526616712,1346,1101,0.0003929990447126961
reversal_5h,ret_fwd_4h,XRPUSDT,-0.0004262783736955908,0.0005388764155098977,279,265,-0.002935261970648091
reversal_5h,ret_fwd_4h,ZECUSDT,0.0004373396071820219,-0.0005234501725685276,1282,1177,-0.003753631238890792
reversal_5h,ret_fwd_24h,1000PEPEUSDT,-0.0010865060941117734,0.00027116006455533525,612,574,-0.006561000620634393
reversal_5h,ret_fwd_24h,ADAUSDT,-0.004060028121733046,0.0008779998533266049,301,281,0.0008051369703995382
reversal_5h,ret_fwd_24h,AIOUSDT,0.008189767529343561,-0.0016746789558999087,1436,1442,-0.010424946257998429
reversal_5h,ret_fwd_24h,ALLOUSDT,0.013966623819281857,-0.002436919123525838,1391,1249,-0.02791466457885111
reversal_5h,ret_fwd_24h,ARBUSDT,-0.004240345631858714,0.0008997353155095592,618,542,0.005578540718015678
reversal_5h,ret_fwd_24h,AVAXUSDT,-0.003170120911137961,0.0006633196490282275,240,229,0.00871635679645839
reversal_5h,ret_fwd_24h,BCHUSDT,-0.00504273969820252,0.0010955044487489668,645,631,-0.0008129862891151128
reversal_5h,ret_fwd_24h,BEATUSDT,0.017577083760833057,-0.004038337515336092,1737,1765,-0.017868857527712858
reversal_5h,ret_fwd_24h,BNBUSDT,-0.001808726051132832,0.0003952369340486963,232,261,1.3544200103749425e-05
reversal_5h,ret_fwd_24h,BTCUSDT,-0.001604149074752667,0.0003432812755844492,190,226,0.00020648353703050463
reversal_5h,ret_fwd_24h,CHZUSDT,0.000488306123912517,-2.128151850324392e-05,1077,1039,-0.008930312767945113
reversal_5h,ret_fwd_24h,CRVUSDT,-0.0013775219970138786,0.0002990122466091069,759,738,-0.0012039168994522301
reversal_5h,ret_fwd_24h,DOGEUSDT,-0.0018611078470571335,0.00040813372576300083,310,303,0.005845299082142412
reversal_5h,ret_fwd_24h,DOTUSDT,-0.0032197356547863485,0.0006782375531242251,469,406,0.002447968504286437
reversal_5h,ret_fwd_24h,ENAUSDT,-0.00476504955201268,0.0010466086906377966,1019,726,0.0008777733160072968
reversal_5h,ret_fwd_24h,EPICUSDT,0.004197837083338667,-0.0007753188266259751,1223,1160,-0.0019267327021228438
reversal_5h,ret_fwd_24h,ESPORTSUSDT,0.00983601043412098,-0.001102047154078711,1495,1397,-0.004719148159623774
reversal_5h,ret_fwd_24h,ETHUSDT,-0.0029298509956994703,0.0006187267730795712,274,293,-0.0001356167479176877
reversal_5h,ret_fwd_24h,FILUSDT,-0.002058469098800533,0.00040176952993572774,635,617,0.008789498031214649
reversal_5h,ret_fwd_24h,HMSTRUSDT,0.0037464247118589567,-0.0007897079412753413,834,781,0.0004530979234424609
reversal_5h,ret_fwd_24h,HOMEUSDT,0.004220295326644779,-0.0010642674415493342,1291,1264,0.0027753017502586052
reversal_5h,ret_fwd_24h,HUSDT,0.020458501594729263,-0.003502615667971674,1537,1603,-0.015264447619165122
reversal_5h,ret_fwd_24h,HYPEUSDT,0.005312788552744593,-0.001033908902465578,1042,1138,-0.005642318022578807
reversal_5h,ret_fwd_24h,IDUSDT,-0.002628896452401885,0.0006288787066032266,821,642,-0.01151033270851358
reversal_5h,ret_fwd_24h,INJUSDT,0.0013337308950348457,-0.00026494322619072084,661,689,-0.01105682535757536
reversal_5h,ret_fwd_24h,LABUSDT,0.03928026814713814,-0.00774565775820159,1494,1791,0.010966030168904274
reversal_5h,ret_fwd_24h,LINKUSDT,-0.0024359882473952653,0.0005159795764715576,145,170,0.008558735825714415
reversal_5h,ret_fwd_24h,LTCUSDT,-0.0031599520050164366,0.0006432750425139193,207,228,0.005985756799417683
reversal_5h,ret_fwd_24h,NEARUSDT,0.002807532219541645,-0.0005252024467958225,735,770,-1.0179514951982015e-05
reversal_5h,ret_fwd_24h,ONDOUSDT,8.175542923726683e-05,4.50843983017779e-05,660,634,-0.0006353926462638311
reversal_5h,ret_fwd_24h,PAXGUSDT,-7.063055106423128e-05,3.6189891476286016e-05,693,809,-0.0007190896820976839
reversal_5h,ret_fwd_24h,PLAYUSDT,0.014517794192122709,-0.0032572721489301276,1748,1507,-0.0012523929817742016
reversal_5h,ret_fwd_24h,SIRENUSDT,0.04480751277126099,-0.009713561950904325,1403,1533,0.015611186766915829
reversal_5h,ret_fwd_24h,SKYAIUSDT,0.020534759467527655,-0.004158920897364398,1465,1579,0.00419488661740898
reversal_5h,ret_fwd_24h,SOLUSDT,-0.003178038760367725,0.0006827051297226088,286,328,-0.00030564091058916595
reversal_5h,ret_fwd_24h,SPACEUSDT,0.0013920612936384347,-0.00018999883018525627,1210,1145,-0.0029115823426456764
reversal_5h,ret_fwd_24h,STGUSDT,0.012173833597166527,-0.0021868601661051063,1267,1238,-0.005399977964000314
reversal_5h,ret_fwd_24h,SUIUSDT,-0.0030672538613646977,0.000675613599672849,479,399,-0.0025105743358007655
reversal_5h,ret_fwd_24h,TAOUSDT,-0.0002796730091345058,0.00011586968535870048,925,905,-0.0014791643358179583
reversal_5h,ret_fwd_24h,TONUSDT,0.0016337116826558005,-0.00025964227276691895,791,829,-0.013349841185542242
reversal_5h,ret_fwd_24h,TRUMPUSDT,-0.0052121325289010865,0.0011636900610388925,611,458,0.004883910768907152
reversal_5h,ret_fwd_24h,TRXUSDT,0.0007416882279504043,-0.00019776635300764123,730,911,0.0014514922847786965
reversal_5h,ret_fwd_24h,UNIUSDT,-0.0033450872740614234,0.0006994774682343188,483,418,0.0035918722830566136
reversal_5h,ret_fwd_24h,VELVETUSDT,0.017648113144016937,-0.002565795128550063,1450,1390,-0.02065940599412838
reversal_5h,ret_fwd_24h,WLDUSDT,0.0011383410525263537,-0.0002720281090517597,801,754,-0.00320135244102877
reversal_5h,ret_fwd_24h,XLMUSDT,-6.0813230501685896e-05,3.602325669218289e-05,493,453,-0.004102651329802753
reversal_5h,ret_fwd_24h,XMRUSDT,0.0005533811615901625,-2.8993035106182503e-05,1085,1178,-0.0034928229915301423
reversal_5h,ret_fwd_24h,XPLUSDT,-0.0014670902331217885,0.0005819774144880947,1345,1087,0.00555278756379381
reversal_5h,ret_fwd_24h,XRPUSDT,-0.0025676879148578764,0.0005616901367974169,279,265,-0.0009714585561726701
reversal_5h,ret_fwd_24h,ZECUSDT,0.002988583548758354,-0.0005308859804426497,1276,1177,-0.017800732212886205
reversal_5h,ret_fwd_72h,1000PEPEUSDT,-0.0027796862585888786,0.00026149044671141056,612,574,-0.028676895699778087
reversal_5h,ret_fwd_72h,ADAUSDT,-0.012357818953644698,0.0008780197365199712,301,279,0.009617768499677003
reversal_5h,ret_fwd_72h,AIOUSDT,0.017246564433112444,-0.0010484040178601974,1423,1417,0.02345645850490367
reversal_5h,ret_fwd_72h,ALLOUSDT,0.04704788109870945,-0.0026662186113583495,1366,1241,-0.06960320086253222
reversal_5h,ret_fwd_72h,ARBUSDT,-0.012806220775000024,0.0009153050972003765,616,542,0.003953413738910854
reversal_5h,ret_fwd_72h,AVAXUSDT,-0.009302258311944103,0.0006506849907512896,240,229,0.016506661629086303
reversal_5h,ret_fwd_72h,BCHUSDT,-0.015301169264758321,0.0010746458728688217,639,630,-0.004907563461908491
reversal_5h,ret_fwd_72h,BEATUSDT,0.05589308058836677,-0.003235468285401986,1733,1729,-0.04741953642577841
reversal_5h,ret_fwd_72h,BNBUSDT,-0.005415216079250357,0.00040294421156467395,228,261,-0.003712262428953249
reversal_5h,ret_fwd_72h,BTCUSDT,-0.004914680756678534,0.0003533543206861684,188,225,-0.0006228242032489673
reversal_5h,ret_fwd_72h,CHZUSDT,0.0024849041774784274,-2.8351297246119886e-05,1062,1025,-0.014438486927899494
reversal_5h,ret_fwd_72h,CRVUSDT,-0.005806145982109586,0.0005965599198659582,759,712,0.011709141259495803
reversal_5h,ret_fwd_72h,DOGEUSDT,-0.005808933995778852,0.00040681775325535676,310,303,0.0015759087337456215
reversal_5h,ret_fwd_72h,DOTUSDT,-0.009644610823650045,0.0006655411711282935,469,406,0.014990911007485761
reversal_5h,ret_fwd_72h,ENAUSDT,-0.01387606747579701,0.0009923854937907708,1006,719,-0.0015906650974821905
reversal_5h,ret_fwd_72h,EPICUSDT,0.011589415279933957,-0.00047216759578184005,1215,1132,-0.013137231299774604
reversal_5h,ret_fwd_72h,ESPORTSUSDT,0.02314598818216012,-0.0007456787111905959,1476,1374,-0.015878149938399352
reversal_5h,ret_fwd_72h,ETHUSDT,-0.008551084194272888,0.0006163907688527041,274,293,0.0019491145855685
reversal_5h,ret_fwd_72h,FILUSDT,-0.0064880422415571895,0.0003848931286735542,633,617,0.016097140689437888
reversal_5h,ret_fwd_72h,HMSTRUSDT,0.007184524607345991,-0.0001342955799355919,827,747,0.01180186936987294
reversal_5h,ret_fwd_72h,HOMEUSDT,0.014011179741567929,-0.0008135339976334869,1276,1243,-0.00024923348030776726
reversal_5h,ret_fwd_72h,HUSDT,0.04931607546396006,-0.0029856121248891597,1522,1574,-0.01046960346178883
reversal_5h,ret_fwd_72h,HYPEUSDT,0.016400809478631668,-0.0011587774497050527,1023,1135,-0.0009374636886766742
reversal_5h,ret_fwd_72h,IDUSDT,-0.010486442903350773,0.000997769875567263,813,614,0.006552843996698815
reversal_5h,ret_fwd_72h,INJUSDT,0.004272815947938513,-0.00037041869482372966,638,685,0.00024442931436740884
reversal_5h,ret_fwd_72h,LABUSDT,0.11882294708658295,-0.008146381151603573,1463,1781,-0.01804941252970256
reversal_5h,ret_fwd_72h,LINKUSDT,-0.007271474800249719,0.0005120921160197963,145,169,0.011742042580369316
reversal_5h,ret_fwd_72h,LTCUSDT,-0.009588223825994302,0.0006527764861427392,205,223,0.012319404181906558
reversal_5h,ret_fwd_72h,NEARUSDT,0.009223210236417114,-0.0006023132186981935,719,765,-0.0014448216546448008
reversal_5h,ret_fwd_72h,ONDOUSDT,0.00031008412206736226,-7.65272556687652e-06,651,633,0.008288144241959389
reversal_5h,ret_fwd_72h,PAXGUSDT,-0.000252970727997814,-2.932125622724536e-05,682,807,-6.131110371616568e-05
reversal_5h,ret_fwd_72h,PLAYUSDT,0.047066483004551386,-0.003959553627926534,1714,1497,0.04092887490445946
reversal_5h,ret_fwd_72h,SIRENUSDT,0.11093751989536103,-0.010594998071500905,1372,1528,0.08246099297630441
reversal_5h,ret_fwd_72h,SKYAIUSDT,0.05525154869553725,-0.004035009168987827,1443,1561,0.005074491460852093
reversal_5h,ret_fwd_72h,SOLUSDT,-0.009835441825529593,0.0006775992542130345,285,328,0.007302704556281664
reversal_5h,ret_fwd_72h,SPACEUSDT,-0.00032815252583218233,0.00020595640919460128,1199,1126,-0.009227197588538114
reversal_5h,ret_fwd_72h,STGUSDT,0.036259569888049244,-0.0014029527705818035,1258,1208,-0.015171950092022844
reversal_5h,ret_fwd_72h,SUIUSDT,-0.008991277377917455,0.0006854863784575749,478,399,-0.005839923590580599
reversal_5h,ret_fwd_72h,TAOUSDT,9.099237505380953e-05,8.36460145431222e-05,921,902,-0.01372460875627751
reversal_5h,ret_fwd_72h,TONUSDT,0.006737377119053917,-0.00031408463545889336,786,829,-0.026589381674242095
reversal_5h,ret_fwd_72h,TRUMPUSDT,-0.01626554179042043,0.0012072316631912912,609,456,0.00046746867526533536
reversal_5h,ret_fwd_72h,TRXUSDT,0.0025036106378367685,-0.0002009781116105107,719,903,0.003787728364185756
reversal_5h,ret_fwd_72h,UNIUSDT,-0.010280262563820848,0.0007118056793636972,482,418,0.008691010522010233
reversal_5h,ret_fwd_72h,VELVETUSDT,0.052934132338894546,-0.001421272744630359,1431,1363,-0.0818009176007432
reversal_5h,ret_fwd_72h,WLDUSDT,0.0036801073427601733,-0.00030841338308898567,786,736,-0.0101394642261887
reversal_5h,ret_fwd_72h,XLMUSDT,0.0008274919903072004,-1.2506197864716243e-05,484,451,-0.020745700785843695
reversal_5h,ret_fwd_72h,XMRUSDT,-0.0003111819455023375,7.567468261060836e-05,1077,1159,-0.007813071426374371
reversal_5h,ret_fwd_72h,XPLUSDT,-0.005706169897089252,0.0005064608153528796,1338,1087,-0.00264044288046385
reversal_5h,ret_fwd_72h,XRPUSDT,-0.007861146089946923,0.0005260207056329121,275,265,0.00467447790926246
reversal_5h,ret_fwd_72h,ZECUSDT,0.009914816465572483,-0.0006439483408023393,1259,1172,-0.026142734378828008
volatility_20h,ret_fwd_1h,1000PEPEUSDT,-5.528453102861881e-05,0.008474775025347814,411,55,3.771027069182585e-05
volatility_20h,ret_fwd_1h,ADAUSDT,-0.00017126025215344467,0.0068778329701923305,33,758,0.0005837159602102323
volatility_20h,ret_fwd_1h,AIOUSDT,0.0002850116484403558,0.015070115214682156,2098,238,0.00039220074242951174
volatility_20h,ret_fwd_1h,ALLOUSDT,0.0004446065045400739,0.014187266210933346,1530,36,0.0004139814664302911
volatility_20h,ret_fwd_1h,ARBUSDT,-0.00017237189522573357,0.00830698962540598,264,37,0.0004557570640836526
volatility_20h,ret_fwd_1h,AVAXUSDT,-0.00013491228663554126,0.006610615788246132,52,1010,5.809466966670633e-05
volatility_20h,ret_fwd_1h,BCHUSDT,-0.0002125889180891117,0.0060599782866361815,100,2257,0.0006364151850806305
volatility_20h,ret_fwd_1h,BEATUSDT,0.0006579080000839406,0.024781324070066817,3724,5,-0.005993328428765942
volatility_20h,ret_fwd_1h,BNBUSDT,-7.76976128633225e-05,0.004338774191248609,0,3899,
volatility_20h,ret_fwd_1h,BTCUSDT,-6.883808324996204e-05,0.004367009208960003,0,3847,
volatility_20h,ret_fwd_1h,CHZUSDT,1.0858627957555043e-05,0.009484477607175567,745,364,0.0002979495620138716
volatility_20h,ret_fwd_1h,CRVUSDT,-6.340884323618045e-05,0.008641551937122587,198,113,-0.0012771956634555007
volatility_20h,ret_fwd_1h,DOGEUSDT,-7.955669295605496e-05,0.0065573745680892045,91,1419,-0.00040304293868613966
volatility_20h,ret_fwd_1h,DOTUSDT,-0.00013705085665352857,0.007498496206017977,93,229,0.001294715951298602
volatility_20h,ret_fwd_1h,ENAUSDT,-0.0001932850804491189,0.009725410671055923,378,13,-1.3107473200947822e-05
volatility_20h,ret_fwd_1h,EPICUSDT,0.0001760831302076448,0.012440418732687968,1120,85,0.00045849911475120443
volatility_20h,ret_fwd_1h,ESPORTSUSDT,0.0004405615241000599,0.01677124498282409,1577,524,0.000928959064397382
volatility_20h,ret_fwd_1h,ETHUSDT,-0.00012723623023935883,0.005753541179822618,11,2201,-0.0012213405487508536
volatility_20h,ret_fwd_1h,FILUSDT,-8.616762129961618e-05,0.008712847100956633,312,117,0.0006142397259780317
volatility_20h,ret_fwd_1h,HMSTRUSDT,0.00017374767356278668,0.010373497430312437,640,616,-0.0001811473919671491
volatility_20h,ret_fwd_1h,HOMEUSDT,0.00017674892021216922,0.011651500025587423,1155,528,0.0007461837985382181
volatility_20h,ret_fwd_1h,HUSDT,0.0007141131124890932,0.019987094192915944,2890,80,-0.002693430351317622
volatility_20h,ret_fwd_1h,HYPEUSDT,0.00022157987808489162,0.009486625100365707,717,167,-0.0001105801299841854
volatility_20h,ret_fwd_1h,IDUSDT,-0.00013669900254304723,0.008641479864306903,372,860,0.00040294887140594315
volatility_20h,ret_fwd_1h,INJUSDT,5.520040258831834e-05,0.009287797954722846,491,253,-0.0006429223596787837
volatility_20h,ret_fwd_1h,LABUSDT,0.001813786148120311,0.026035678380541244,3092,229,0.0020464970810318327
volatility_20h,ret_fwd_1h,LINKUSDT,-0.0001033527215782081,0.006345823436220713,0,970,
volatility_20h,ret_fwd_1h,LTCUSDT,-0.00012956105870866053,0.005307025959150338,3,2967,0.005027622331448841
volatility_20h,ret_fwd_1h,NEARUSDT,0.00011204766622086731,0.00911903683531434,343,104,-0.0007928900289597355
volatility_20h,ret_fwd_1h,ONDOUSDT,3.650710128139976e-06,0.0092244078823329,361,26,0.0008605960446628101
volatility_20h,ret_fwd_1h,PAXGUSDT,-3.217225617623493e-06,0.0027363869712468264,25,3917,-6.950718097868059e-05
volatility_20h,ret_fwd_1h,PLAYUSDT,0.0005221979851783225,0.025973174798647854,3174,140,-0.0014940200857356401
volatility_20h,ret_fwd_1h,SIRENUSDT,0.0018305332496204568,0.030305491019168015,2580,242,0.002952999675286441
volatility_20h,ret_fwd_1h,SKYAIUSDT,0.0008713194335982163,0.019827005671283725,2328,192,0.00028528997579427317
volatility_20h,ret_fwd_1h,SOLUSDT,-0.00013508369761819637,0.006313127400875956,51,1400,0.0016569501993052148
volatility_20h,ret_fwd_1h,SPACEUSDT,7.330501713512726e-06,0.018869826923361456,2085,5,-0.0018167300185245492
volatility_20h,ret_fwd_1h,STGUSDT,0.0004994175287867772,0.012860136009835415,1501,93,0.002078988683476124
volatility_20h,ret_fwd_1h,SUIUSDT,-0.00013195002425215073,0.008012047141572193,158,80,0.0005119822088222173
volatility_20h,ret_fwd_1h,TAOUSDT,-1.129921109928488e-05,0.009666269937771827,721,15,-0.002912683891079641
volatility_20h,ret_fwd_1h,TONUSDT,6.740026520974301e-05,0.007802150843144423,381,1560,0.0010952778425097182
volatility_20h,ret_fwd_1h,TRUMPUSDT,-0.00018006436296751633,0.007184509394690021,234,1323,-0.0002521783681025783
volatility_20h,ret_fwd_1h,TRXUSDT,2.7427237333789737e-05,0.0023035797984767015,0,4125,
volatility_20h,ret_fwd_1h,UNIUSDT,-0.00013898810302359716,0.007692697612030523,257,259,4.9763265718148735e-05
volatility_20h,ret_fwd_1h,VELVETUSDT,0.0007139269812680341,0.01475152282715688,1959,519,0.0009258471920798551
volatility_20h,ret_fwd_1h,WLDUSDT,4.155070445094198e-05,0.01062312235463315,664,115,-0.0008130502931915262
volatility_20h,ret_fwd_1h,XLMUSDT,-3.3429937325909407e-06,0.007382595785342251,118,905,0.002685189624789007
volatility_20h,ret_fwd_1h,XMRUSDT,3.354205208886509e-05,0.008711805323845552,618,651,-0.0007355171993822719
volatility_20h,ret_fwd_1h,XPLUSDT,-7.780124785112814e-06,0.012533414246600982,1893,0,
volatility_20h,ret_fwd_1h,XRPUSDT,-0.00010990167981646273,0.005765026382674503,50,2458,0.0026705036996125414
volatility_20h,ret_fwd_1h,ZECUSDT,0.00010413627007489366,0.011880269244398122,1392,26,0.0015321341807819724
volatility_20h,ret_fwd_4h,1000PEPEUSDT,-0.00022033957459068222,0.008475163230772185,411,55,1.4745872731513612e-05
volatility_20h,ret_fwd_4h,ADAUSDT,-0.0006827604171137497,0.006875522847093946,33,758,0.0031050839831235364
volatility_20h,ret_fwd_4h,AIOUSDT,0.0010944899021379522,0.015042575393980896,2095,238,0.0030986927813107853
volatility_20h,ret_fwd_4h,ALLOUSDT,0.001896366633430555,0.014186071577764043,1530,36,0.015552773340119855
volatility_20h,ret_fwd_4h,ARBUSDT,-0.0006985557090289028,0.008306197167221295,264,37,0.0033077522177825344
volatility_20h,ret_fwd_4h,AVAXUSDT,-0.0005385850111325074,0.006610331146951127,52,1007,-0.0009662072323121198
volatility_20h,ret_fwd_4h,BCHUSDT,-0.0008529352858147113,0.006058842234826604,100,2255,0.0025358797450863884
volatility_20h,ret_fwd_4h,BEATUSDT,0.002638091888778458,0.02475015144042406,3721,5,-0.012059028531003692
volatility_20h,ret_fwd_4h,BNBUSDT,-0.00030901075871014736,0.004338611437281008,0,3896,
volatility_20h,ret_fwd_4h,BTCUSDT,-0.00027211234874180684,0.004366530033233443,0,3844,
volatility_20h,ret_fwd_4h,CHZUSDT,4.616003970613072e-05,0.009480009664293241,745,364,0.0020524219239644297
volatility_20h,ret_fwd_4h,CRVUSDT,-0.00026395203345815364,0.008634151215905921,198,113,-0.0018743773743564519
