tag,events,symbols,years,price_1d_mean,price_1d_median,price_1d_win_rate,long_total_1d_mean,long_total_1d_median,long_total_1d_win_rate,short_total_1d_mean,short_total_1d_median,short_total_1d_win_rate,price_3d_mean,price_3d_median,price_3d_win_rate,long_total_3d_mean,long_total_3d_median,long_total_3d_win_rate,short_total_3d_mean,short_total_3d_median,short_total_3d_win_rate,price_5d_mean,price_5d_median,price_5d_win_rate,long_total_5d_mean,long_total_5d_median,long_total_5d_win_rate,short_total_5d_mean,short_total_5d_median,short_total_5d_win_rate,price_10d_mean,price_10d_median,price_10d_win_rate,long_total_10d_mean,long_total_10d_median,long_total_10d_win_rate,short_total_10d_mean,short_total_10d_median,short_total_10d_win_rate
funding_extreme_negative,30469,398,6,-0.0011136556771398232,-0.003422053231939115,0.46713961966696227,0.0005176973996821951,-0.00256992228014338,0.4759089565474431,-0.0005176973996821951,0.00256992228014338,0.5239268236607876,-0.003082204817676863,-0.008205209909981637,0.45153438805381046,0.000880537549523743,-0.006027918408861991,0.4653159227707792,-0.000880537549523743,0.006027918408861991,0.5345525112653357,-0.0049885493417977595,-0.013274145323235897,0.43968640885433824,0.0008738806262502014,-0.009740992242865308,0.45546478687660585,-0.0008738806262502014,0.009740992242865308,0.544403452137822,-0.00952904424219064,-0.026008532048819588,0.4195596111882563,6.143995935667215e-05,-0.020040184267624134,0.4370495272102096,-6.143995935667215e-05,0.020040184267624134,0.5628512861204787
funding_extreme_positive,32860,409,6,-0.00038114958756731897,-0.002109348456963256,0.4735976612461173,-0.0007124602873663322,-0.0024665658949025687,0.4717400572507461,0.0007124602873663322,0.0024665658949025687,0.5280772276021682,-0.0013043091388937062,-0.006078187594971585,0.4595468268732274,-0.0020909316975225973,-0.006910952739408004,0.4553078588637126,0.0020909316975225973,0.006910952739408004,0.5445396602726358,-0.002776198800641676,-0.01000283768444954,0.45194686211635365,-0.003917413561368506,-0.011192272641509547,0.44669415177889754,0.003917413561368506,0.011192272641509547,0.5531531531531532,-0.006559799105174913,-0.022477944795003202,0.4284794999080713,-0.008344919922420733,-0.02461521667101641,0.42186063614635044,0.008344919922420733,0.02461521667101641,0.5779861494147208
top_gainer_1d,32860,435,6,-0.0014043370753671074,-0.005005529363832251,0.448609799920821,-0.0008427622649398455,-0.004826823133358756,0.45061972774614,0.0008427622649398455,0.004826823133358756,0.5468526357462619,-0.0037011035483680093,-0.009549795361528002,0.44497636834883364,-0.0025822950153599296,-0.00940225434312738,0.44601311175484065,0.0025822950153599296,0.00940225434312738,0.5515169995426132,-0.005374921075786756,-0.01394596260530101,0.435799566398974,-0.00386037414122387,-0.013582090243902452,0.4384256007817033,0.00386037414122387,0.013582090243902452,0.5591010412531681,-0.009050456899340779,-0.026468409799181192,0.42021390702093103,-0.006725018627452086,-0.02559047084967322,0.4212558609910821,0.006725018627452086,0.02559047084967322,0.5762924826085624
top_loser_1d,32860,437,6,-0.000672998145578856,-0.0024361677207775934,0.4726359068067611,-0.00035336874828937784,-0.0023606968902210364,0.4741891274554591,0.00035336874828937784,0.0023606968902210364,0.5240444647479824,-0.0016320292818587383,-0.007421783090097112,0.45369974989324713,-0.0007282031691886971,-0.007246376861606034,0.45635332153968156,0.0007282031691886971,0.007246376861606034,0.541908131519551,-0.004575009756454065,-0.012089338159961827,0.44545926627363536,-0.00314048865739184,-0.011452060941286006,0.4484222744906375,0.00314048865739184,0.011452060941286006,0.5498060298744539,-0.009036852465886733,-0.026109660574412552,0.42013303497532417,-0.006699707956491519,-0.02544024345804783,0.42178830886184593,0.006699707956491519,0.02544024345804783,0.57646445759127
