factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_ma_5h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,2.705e-05,,,17803,DIRECTION_UNKNOWN,4.739e-05,2.034e-05,2.705e-05,0.6505,0.5125,0.00031813,0.28607287,0.00110203,-0.00109001,0.48,25,per_bar_mean_x_bars_per_year
q158_ma_5h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,-9.677e-05,,,17800,DIRECTION_UNKNOWN,6.564e-05,0.00016241,-9.677e-05,-1.1976,0.5044,0.0008819,-0.20264417,0.00305501,-0.00583742,0.48,25,per_bar_mean_x_bars_per_year
q158_ma_5h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,-0.00088284,,,17780,DIRECTION_UNKNOWN,0.00010726,0.0009901,-0.00088284,-4.4936,0.4909,0.00212429,-0.38566351,0.00735877,-0.02681901,0.28,25,per_bar_mean_x_bars_per_year
q158_ma_5h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,-0.00246568,,,17732,DIRECTION_UNKNOWN,0.00033425,0.00279992,-0.00246568,-6.7399,0.4857,0.00527048,-0.31694659,0.01825746,-0.06259844,0.36,25,per_bar_mean_x_bars_per_year
q158_std_5h,alpha158_rolling_price,negative,1h,LONG_SHORT,Long-Short,-7.427e-05,,,17803,COMPUTED,-1.279e-05,6.147e-05,-7.427e-05,-1.6692,0.503,0.0002544,-0.71025161,0.00088125,-0.00285534,0.32,25,per_bar_mean_x_bars_per_year
q158_std_5h,alpha158_rolling_price,negative,4h,LONG_SHORT,Long-Short,-0.00031531,,,17800,COMPUTED,-5.747e-05,0.00025783,-0.00031531,-3.5895,0.5003,0.00100597,-0.72506262,0.00348478,-0.01097205,0.32,25,per_bar_mean_x_bars_per_year
q158_std_5h,alpha158_rolling_price,negative,24h,LONG_SHORT,Long-Short,-0.0018369,,,17780,COMPUTED,-0.00037428,0.00146262,-0.0018369,-8.285,0.5135,0.00489594,-0.68179359,0.01696004,-0.05922874,0.36,25,per_bar_mean_x_bars_per_year
q158_std_5h,alpha158_rolling_price,negative,72h,LONG_SHORT,Long-Short,-0.00481809,,,17732,COMPUTED,-0.000912,0.00390609,-0.00481809,-11.726,0.5024,0.01497113,-0.58193493,0.05186152,-0.15279928,0.36,25,per_bar_mean_x_bars_per_year
q158_max_5h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,0.00010373,,,17803,DIRECTION_UNKNOWN,4.442e-05,-5.931e-05,0.00010373,2.4204,0.5057,0.00031068,0.98950469,0.00107622,-0.00102535,0.64,25,per_bar_mean_x_bars_per_year
q158_max_5h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,0.00022501,,,17800,DIRECTION_UNKNOWN,0.00016456,-6.044e-05,0.00022501,2.6417,0.5008,0.00098349,0.53888792,0.00340692,-0.00403799,0.6,25,per_bar_mean_x_bars_per_year
q158_max_5h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,0.00113817,,,17780,DIRECTION_UNKNOWN,0.00099169,-0.00014648,0.00113817,5.3341,0.4869,0.00425506,0.41483894,0.01473995,-0.01651807,0.6,25,per_bar_mean_x_bars_per_year
q158_max_5h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,0.00291035,,,17732,DIRECTION_UNKNOWN,0.00263393,-0.00027642,0.00291035,7.36,0.4805,0.01272519,0.35878081,0.04408136,-0.03991718,0.72,25,per_bar_mean_x_bars_per_year
q158_min_5h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,1.045e-05,,,17803,DIRECTION_UNKNOWN,5.134e-05,4.089e-05,1.045e-05,0.2575,0.5124,0.00028146,0.08843885,0.00097501,-0.00165178,0.48,25,per_bar_mean_x_bars_per_year
q158_min_5h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,-0.0002479,,,17800,DIRECTION_UNKNOWN,1.053e-05,0.00025843,-0.0002479,-3.0709,0.5076,0.00094238,-0.54164395,0.00326449,-0.00974681,0.4,25,per_bar_mean_x_bars_per_year
q158_min_5h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,-0.00162104,,,17780,DIRECTION_UNKNOWN,-0.00016027,0.00146077,-0.00162104,-7.7141,0.5125,0.00437234,-0.64597536,0.01514623,-0.05771169,0.32,25,per_bar_mean_x_bars_per_year
q158_min_5h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,-0.00446895,,,17732,DIRECTION_UNKNOWN,-0.00055081,0.00391814,-0.00446895,-11.2372,0.5008,0.01353391,-0.57718289,0.04688284,-0.15025417,0.36,25,per_bar_mean_x_bars_per_year
