factor,label,month,IC_mean,RankIC_mean,spread_mean,spread_t,n_timestamps
reversal_12h,ret_fwd_1h,2025-12,-0.032171420446896234,0.02202184345505233,,,407
reversal_12h,ret_fwd_1h,2026-01,0.012580069036472982,0.02664425576505121,,,744
reversal_12h,ret_fwd_1h,2026-02,0.008066578513835018,0.010231491739445422,,,672
reversal_12h,ret_fwd_1h,2026-03,-0.02990920017786394,0.01613989482363962,,,744
reversal_12h,ret_fwd_1h,2026-04,0.002847203835098286,0.022154782753671155,,,720
reversal_12h,ret_fwd_1h,2026-05,-0.027699607663306546,0.007196048292896391,,,744
reversal_12h,ret_fwd_1h,2026-06,-0.024590657775856638,-0.019186938310403103,,,276
reversal_12h,ret_fwd_4h,2025-12,-0.01601086363962766,0.052078701599716316,,,407
reversal_12h,ret_fwd_4h,2026-01,0.02059221769896621,0.021962976287709084,,,744
reversal_12h,ret_fwd_4h,2026-02,0.027565327147307264,0.017722775401177553,,,672
reversal_12h,ret_fwd_4h,2026-03,-0.03822198941335743,0.023069332487927204,,,744
reversal_12h,ret_fwd_4h,2026-04,0.012766799587527109,0.030490562047914307,,,720
reversal_12h,ret_fwd_4h,2026-05,-0.02699230885086678,-0.00043569963891094493,,,744
reversal_12h,ret_fwd_4h,2026-06,-0.037142518920853844,-0.033492755490600205,,,273
reversal_12h,ret_fwd_24h,2025-12,0.01207783350982729,0.044884676607651004,,,407
reversal_12h,ret_fwd_24h,2026-01,0.020033930116043125,0.04384436609410877,,,744
reversal_12h,ret_fwd_24h,2026-02,0.07592701202942208,0.04891374025580387,,,672
reversal_12h,ret_fwd_24h,2026-03,-0.017234328460194768,0.014091177302613347,,,744
reversal_12h,ret_fwd_24h,2026-04,-0.007843684085012499,0.05364702710641437,,,720
reversal_12h,ret_fwd_24h,2026-05,-0.005569352182241542,-0.028607695256955997,,,744
reversal_12h,ret_fwd_24h,2026-06,-0.11759192426646145,-0.13052681735709462,,,253
reversal_12h,ret_fwd_72h,2025-12,-0.002937257698954985,0.017651466790434757,,,407
reversal_12h,ret_fwd_72h,2026-01,-0.025450292709723262,-0.022855433293869992,,,744
reversal_12h,ret_fwd_72h,2026-02,0.030111652296795677,0.03194475530073594,,,672
reversal_12h,ret_fwd_72h,2026-03,0.02561552265214952,0.018911022156971876,,,744
reversal_12h,ret_fwd_72h,2026-04,0.03936351273305738,0.015640657185104784,,,720
reversal_12h,ret_fwd_72h,2026-05,-0.023995904921339774,-0.060600571779203194,,,744
reversal_12h,ret_fwd_72h,2026-06,-0.13231570339280652,-0.0536772467298895,,,205
reversal_24h,ret_fwd_1h,2025-12,0.0009691475169685318,0.024657626968757486,,,395
reversal_24h,ret_fwd_1h,2026-01,0.01087828694758152,0.029238348526709947,,,744
reversal_24h,ret_fwd_1h,2026-02,0.02009986669966817,0.014768356667860857,,,672
reversal_24h,ret_fwd_1h,2026-03,-0.021123735310657758,0.01724599363406271,,,744
reversal_24h,ret_fwd_1h,2026-04,-0.0014280748368387405,0.025015492994798785,,,720
reversal_24h,ret_fwd_1h,2026-05,-0.01820155625191143,-0.00245897766642614,,,744
reversal_24h,ret_fwd_1h,2026-06,-0.037823325829498156,-0.04276718263851931,,,276
reversal_24h,ret_fwd_4h,2025-12,0.02713988865984311,0.04960808284168121,,,395
reversal_24h,ret_fwd_4h,2026-01,0.023584180250601508,0.042799303254686394,,,744
reversal_24h,ret_fwd_4h,2026-02,0.02816179420948762,0.02963123465236418,,,672
reversal_24h,ret_fwd_4h,2026-03,-0.028374121839063855,0.020671366952322967,,,744
reversal_24h,ret_fwd_4h,2026-04,0.008550251845326977,0.043117056668858074,,,720
reversal_24h,ret_fwd_4h,2026-05,-0.02160981353183694,-0.025025697065236052,,,744
reversal_24h,ret_fwd_4h,2026-06,-0.07001386015653618,-0.07555848786132939,,,273
reversal_24h,ret_fwd_24h,2025-12,0.0209192119242979,0.03400714910921967,,,395
reversal_24h,ret_fwd_24h,2026-01,0.004851417939728561,0.03321879238225913,,,744
reversal_24h,ret_fwd_24h,2026-02,0.029858074846919682,0.018375725032207114,,,672
reversal_24h,ret_fwd_24h,2026-03,0.02812406000885358,-0.006472547326001257,,,744
reversal_24h,ret_fwd_24h,2026-04,-0.019754560926679852,0.04618091993054724,,,720
reversal_24h,ret_fwd_24h,2026-05,-0.047005141952096555,-0.057129508029455454,,,744
reversal_24h,ret_fwd_24h,2026-06,-0.1870829590596091,-0.1722719705443292,,,253
reversal_24h,ret_fwd_72h,2025-12,-0.0003037552164627013,0.00822209888851024,,,395
reversal_24h,ret_fwd_72h,2026-01,-0.07266103235363613,-0.05916097967977323,,,744
reversal_24h,ret_fwd_72h,2026-02,0.013256560124313702,0.017195508867310735,,,672
reversal_24h,ret_fwd_72h,2026-03,0.04614197426745313,0.015348982061623275,,,744
reversal_24h,ret_fwd_72h,2026-04,0.07989728539638324,0.009852427388313786,,,720
reversal_24h,ret_fwd_72h,2026-05,-0.04178568319780264,-0.0835615828791792,,,744
reversal_24h,ret_fwd_72h,2026-06,-0.1757985646067739,-0.03374999273641672,,,205
volatility_6h,ret_fwd_1h,2025-12,0.007171407338260975,-0.023435508972577925,,,413
volatility_6h,ret_fwd_1h,2026-01,-0.0213811818695829,-0.030163500158459994,,,744
volatility_6h,ret_fwd_1h,2026-02,-0.01038765011320663,-0.015290702471846666,,,672
volatility_6h,ret_fwd_1h,2026-03,0.03324854553027477,-0.009312218687772062,,,744
volatility_6h,ret_fwd_1h,2026-04,0.0035969740875751183,-0.019707795298343194,,,720
volatility_6h,ret_fwd_1h,2026-05,0.011312513194795742,-0.012459493577963901,,,744
volatility_6h,ret_fwd_1h,2026-06,0.02000606011197268,0.010795008455401107,,,276
volatility_6h,ret_fwd_4h,2025-12,0.02355067556513387,-0.01825518235862032,,,413
volatility_6h,ret_fwd_4h,2026-01,-0.04697513869900168,-0.038810041651384686,,,744
volatility_6h,ret_fwd_4h,2026-02,0.0015135454869711748,-0.01570993039117006,,,672
volatility_6h,ret_fwd_4h,2026-03,0.05470297641363843,-0.012049296756087973,,,744
volatility_6h,ret_fwd_4h,2026-04,0.013837417111399278,-0.025666404960577403,,,720
volatility_6h,ret_fwd_4h,2026-05,0.03754195927225243,-0.0055370807351142895,,,744
volatility_6h,ret_fwd_4h,2026-06,0.0721651054957306,0.044169543532888815,,,273
volatility_6h,ret_fwd_24h,2025-12,0.003468018605657569,-0.0034849857416866872,,,413
volatility_6h,ret_fwd_24h,2026-01,-0.09616550210184055,-0.08552597704059356,,,744
volatility_6h,ret_fwd_24h,2026-02,0.012931303872402652,-0.0046445506422309575,,,672
volatility_6h,ret_fwd_24h,2026-03,0.07490080354751509,-0.0035202679636299797,,,744
volatility_6h,ret_fwd_24h,2026-04,0.06865684034714725,-0.004987110689011192,,,720
volatility_6h,ret_fwd_24h,2026-05,0.08185364889835237,0.009133778340987928,,,744
volatility_6h,ret_fwd_24h,2026-06,0.11418407902417693,0.08971814340702035,,,253
volatility_6h,ret_fwd_72h,2025-12,-0.026489244479334838,0.0016912195273185698,,,413
volatility_6h,ret_fwd_72h,2026-01,-0.1523274054771874,-0.1274097553950126,,,744
volatility_6h,ret_fwd_72h,2026-02,0.04597329978892144,-0.017610335432607732,,,672
volatility_6h,ret_fwd_72h,2026-03,0.05896199963449396,-0.0036357352320582773,,,744
volatility_6h,ret_fwd_72h,2026-04,0.1571424151357196,0.04839657636627929,,,720
volatility_6h,ret_fwd_72h,2026-05,0.12194438356477003,0.01928706317805627,,,744
volatility_6h,ret_fwd_72h,2026-06,0.12116314227804009,0.021740052118408338,,,205
volatility_24h,ret_fwd_1h,2025-12,0.0011011876810755686,-0.014200984220706987,,,395
volatility_24h,ret_fwd_1h,2026-01,-0.02095822338708984,-0.030188387120539176,,,744
volatility_24h,ret_fwd_1h,2026-02,-0.010804208230985282,-0.01276812798035458,,,672
volatility_24h,ret_fwd_1h,2026-03,0.029396751953255928,-0.01888048915722587,,,744
volatility_24h,ret_fwd_1h,2026-04,0.012820305123313499,-0.019078499940504708,,,720
volatility_24h,ret_fwd_1h,2026-05,0.018510701074247765,-0.01353488587319908,,,744
volatility_24h,ret_fwd_1h,2026-06,0.030641869756461326,0.017678506424588205,,,276
volatility_24h,ret_fwd_4h,2025-12,0.007092344028721311,-0.006772122899162189,,,395
volatility_24h,ret_fwd_4h,2026-01,-0.05491007654319971,-0.050929514032433225,,,744
volatility_24h,ret_fwd_4h,2026-02,-0.004953456723166704,-0.017055016633183016,,,672
volatility_24h,ret_fwd_4h,2026-03,0.049420330858951415,-0.024365978019170773,,,744
volatility_24h,ret_fwd_4h,2026-04,0.027911999956561337,-0.021913084281279787,,,720
volatility_24h,ret_fwd_4h,2026-05,0.04737710127051786,-0.008813328583916556,,,744
volatility_24h,ret_fwd_4h,2026-06,0.08083870084358015,0.04341757184401938,,,273
volatility_24h,ret_fwd_24h,2025-12,-0.017439611003581417,-0.01820110192789738,,,395
volatility_24h,ret_fwd_24h,2026-01,-0.12494679637284897,-0.09725444736934548,,,744
volatility_24h,ret_fwd_24h,2026-02,0.0018835460615648438,-0.01902605678757453,,,672
volatility_24h,ret_fwd_24h,2026-03,0.06074568119543414,-0.01203734315838237,,,744
volatility_24h,ret_fwd_24h,2026-04,0.07938427727198165,-0.004861376848383358,,,720
volatility_24h,ret_fwd_24h,2026-05,0.08406996356963753,-0.003687471160730883,,,744
volatility_24h,ret_fwd_24h,2026-06,0.11951251435819386,0.10770729753274279,,,253
volatility_24h,ret_fwd_72h,2025-12,-0.052148927116340414,0.0010266098975793975,,,395
volatility_24h,ret_fwd_72h,2026-01,-0.19525116320303226,-0.15206513557736942,,,744
volatility_24h,ret_fwd_72h,2026-02,0.04406009915673753,-0.021263935963749554,,,672
volatility_24h,ret_fwd_72h,2026-03,0.06450931290410163,-0.010124405703704443,,,744
volatility_24h,ret_fwd_72h,2026-04,0.1855843287121332,0.05242285199692403,,,720
volatility_24h,ret_fwd_72h,2026-05,0.1278374936350705,0.007994026748719792,,,744
volatility_24h,ret_fwd_72h,2026-06,0.1263237684230025,0.06695119023219044,,,205
volatility_72h,ret_fwd_1h,2025-12,0.0026454912653618317,-0.013323371688704077,,,347
volatility_72h,ret_fwd_1h,2026-01,-0.030257836889934185,-0.030898463150069236,,,744
volatility_72h,ret_fwd_1h,2026-02,-0.014794557959282442,-0.014146470129536706,,,672
volatility_72h,ret_fwd_1h,2026-03,0.021728416393811057,-0.017399434269938025,,,744
volatility_72h,ret_fwd_1h,2026-04,0.009159219596087278,-0.019236337614026825,,,720
volatility_72h,ret_fwd_1h,2026-05,0.01350310341536975,-0.01753883747692324,,,744
volatility_72h,ret_fwd_1h,2026-06,0.027489042271294895,0.014218066817050767,,,276
volatility_72h,ret_fwd_4h,2025-12,0.01959136505732932,0.002805530822339167,,,347
volatility_72h,ret_fwd_4h,2026-01,-0.06746072457368527,-0.05340437340031142,,,744
volatility_72h,ret_fwd_4h,2026-02,-0.012983933279764725,-0.020723119548856,,,672
volatility_72h,ret_fwd_4h,2026-03,0.0371312215662191,-0.026278432745985195,,,744
volatility_72h,ret_fwd_4h,2026-04,0.02336045906288925,-0.022345802004283807,,,720
volatility_72h,ret_fwd_4h,2026-05,0.036552666775723865,-0.015712196020997393,,,744
volatility_72h,ret_fwd_4h,2026-06,0.06994606834376284,0.0419554844868092,,,273
volatility_72h,ret_fwd_24h,2025-12,-0.01986943396061525,-0.0015266441954938518,,,347
volatility_72h,ret_fwd_24h,2026-01,-0.13388674114946278,-0.10410601306778787,,,744
volatility_72h,ret_fwd_24h,2026-02,-0.012258911826828004,-0.024249518086952797,,,672
volatility_72h,ret_fwd_24h,2026-03,0.051326344965366415,-0.013154379143712909,,,744
volatility_72h,ret_fwd_24h,2026-04,0.07697599789908731,-0.001496799890478388,,,720
volatility_72h,ret_fwd_24h,2026-05,0.07215518690757484,-0.012850236746516227,,,744
volatility_72h,ret_fwd_24h,2026-06,0.1240435586815303,0.11990302758151955,,,253
volatility_72h,ret_fwd_72h,2025-12,-0.10214305631686289,0.021905835824725096,,,347
volatility_72h,ret_fwd_72h,2026-01,-0.19697571290033197,-0.1634173846945892,,,744
volatility_72h,ret_fwd_72h,2026-02,0.03601991304299539,-0.03589757892715964,,,672
volatility_72h,ret_fwd_72h,2026-03,0.08633690402544154,0.0005401489001304756,,,744
volatility_72h,ret_fwd_72h,2026-04,0.20542639436098456,0.058659346770910406,,,720
volatility_72h,ret_fwd_72h,2026-05,0.108921934635261,-0.008536911393603833,,,744
volatility_72h,ret_fwd_72h,2026-06,0.12025445036858201,0.09059491113518578,,,205
volume_zscore_20h,ret_fwd_1h,2025-12,0.004570048666235884,-0.001780985309679713,,,400
volume_zscore_20h,ret_fwd_1h,2026-01,0.0010808140216797507,0.0024677421930225413,,,744
volume_zscore_20h,ret_fwd_1h,2026-02,-0.00798014679928942,0.001062957127136473,,,672
volume_zscore_20h,ret_fwd_1h,2026-03,0.024282979197243936,0.01315806768366565,,,744
volume_zscore_20h,ret_fwd_1h,2026-04,0.014449439273231198,0.0003441961560803416,,,720
volume_zscore_20h,ret_fwd_1h,2026-05,0.0026263775776553394,3.248828568797405e-05,,,744
volume_zscore_20h,ret_fwd_1h,2026-06,2.4255199017706097e-05,-0.005523539873950286,,,276
volume_zscore_20h,ret_fwd_4h,2025-12,-0.0001845259643073893,-0.010722004332888606,,,400
volume_zscore_20h,ret_fwd_4h,2026-01,0.0010323725843938052,0.006171742201719021,,,744
volume_zscore_20h,ret_fwd_4h,2026-02,-0.013264304866590708,-0.0059562677366291695,,,672
volume_zscore_20h,ret_fwd_4h,2026-03,0.028870970099981262,0.010267456613952711,,,744
volume_zscore_20h,ret_fwd_4h,2026-04,-0.0003269904402959304,-0.009320622392203097,,,720
volume_zscore_20h,ret_fwd_4h,2026-05,0.0010151944159806359,-0.01013720010386011,,,744
volume_zscore_20h,ret_fwd_4h,2026-06,0.015078114062058822,-0.01420303439373031,,,273
volume_zscore_20h,ret_fwd_24h,2025-12,0.0018567339608203937,-0.00045188755309569337,,,400
volume_zscore_20h,ret_fwd_24h,2026-01,0.004833011446469079,-0.021230713812302366,,,744
volume_zscore_20h,ret_fwd_24h,2026-02,-0.003638482989333895,-0.008474707374293126,,,672
volume_zscore_20h,ret_fwd_24h,2026-03,0.0506275763953736,0.015069955101668066,,,744
volume_zscore_20h,ret_fwd_24h,2026-04,0.003064485401754006,-0.0032893412606376767,,,720
volume_zscore_20h,ret_fwd_24h,2026-05,0.013124827534615031,-0.0017096594610157675,,,744
volume_zscore_20h,ret_fwd_24h,2026-06,0.011053223665370314,0.0045828604177342545,,,253
volume_zscore_20h,ret_fwd_72h,2025-12,-0.014675498019724368,-0.006467608522738661,,,400
volume_zscore_20h,ret_fwd_72h,2026-01,0.005452263892154566,-0.004368730044427816,,,744
volume_zscore_20h,ret_fwd_72h,2026-02,0.003422204113920969,0.00691612394744805,,,672
volume_zscore_20h,ret_fwd_72h,2026-03,0.02386899799398918,0.009396966603039727,,,744
volume_zscore_20h,ret_fwd_72h,2026-04,-0.004747504225490674,-0.013198516634885459,,,720
volume_zscore_20h,ret_fwd_72h,2026-05,0.01700828826066166,0.007668944624112784,,,744
volume_zscore_20h,ret_fwd_72h,2026-06,0.04576268680890287,-0.010640822182531548,,,205
volume_ratio_20h,ret_fwd_1h,2025-12,0.008407835164078803,-0.007962029691184126,,,400
volume_ratio_20h,ret_fwd_1h,2026-01,0.0010062163596945507,0.00027790225635959215,,,744
volume_ratio_20h,ret_fwd_1h,2026-02,-0.012775342760656172,-0.0019788007739536075,,,672
volume_ratio_20h,ret_fwd_1h,2026-03,0.02648703834652805,0.013981249654319105,,,744
volume_ratio_20h,ret_fwd_1h,2026-04,0.010461266234101065,-0.0014329326639902328,,,720
volume_ratio_20h,ret_fwd_1h,2026-05,0.001030478454428174,-0.000582464464772398,,,744
volume_ratio_20h,ret_fwd_1h,2026-06,-0.0014721054063329606,-0.009403816950554407,,,276
volume_ratio_20h,ret_fwd_4h,2025-12,0.004786759100790117,-0.01617767196521077,,,400
volume_ratio_20h,ret_fwd_4h,2026-01,-0.0005033392779852787,0.00155055044830803,,,744
volume_ratio_20h,ret_fwd_4h,2026-02,-0.013706175686156183,-0.006126748671901025,,,672
volume_ratio_20h,ret_fwd_4h,2026-03,0.0333964091863215,0.009890112790627579,,,744
volume_ratio_20h,ret_fwd_4h,2026-04,-0.005649418626834741,-0.008044917982410634,,,720
volume_ratio_20h,ret_fwd_4h,2026-05,-0.0058722244048863975,-0.01582174292794971,,,744
volume_ratio_20h,ret_fwd_4h,2026-06,0.012226485716304759,-0.009919677988057174,,,273
volume_ratio_20h,ret_fwd_24h,2025-12,0.007208700927790263,-0.008097842627802746,,,400
volume_ratio_20h,ret_fwd_24h,2026-01,0.0022188682065377367,-0.019595598906410452,,,744
volume_ratio_20h,ret_fwd_24h,2026-02,-0.014093292875868503,-0.0001412213127555122,,,672
volume_ratio_20h,ret_fwd_24h,2026-03,0.058338917654749696,0.013428344962720747,,,744
volume_ratio_20h,ret_fwd_24h,2026-04,-0.005097799776798302,-0.0066176860821372625,,,720
volume_ratio_20h,ret_fwd_24h,2026-05,0.026384224277247282,0.01120899461187267,,,744
volume_ratio_20h,ret_fwd_24h,2026-06,0.007768911310886577,0.0014815381953613336,,,253
volume_ratio_20h,ret_fwd_72h,2025-12,-0.0035974276597502586,0.004017212603212899,,,400
volume_ratio_20h,ret_fwd_72h,2026-01,0.002205697719449057,-0.013414772035437273,,,744
volume_ratio_20h,ret_fwd_72h,2026-02,0.005755618119094582,0.017920952718201117,,,672
volume_ratio_20h,ret_fwd_72h,2026-03,0.021108514879604478,-0.004133860177340992,,,744
volume_ratio_20h,ret_fwd_72h,2026-04,-0.00838796536788567,-0.0023610527803567673,,,720
volume_ratio_20h,ret_fwd_72h,2026-05,0.03094802524770428,0.03224019612604536,,,744
volume_ratio_20h,ret_fwd_72h,2026-06,0.03990628427396653,-0.02331789301086288,,,205
quote_volume_zscore_20h,ret_fwd_1h,2025-12,0.004586718494363955,-0.0019244925838083349,,,400
quote_volume_zscore_20h,ret_fwd_1h,2026-01,0.0009082012241737258,0.0013419072339691306,,,744
quote_volume_zscore_20h,ret_fwd_1h,2026-02,-0.00781463509308533,0.0006475559838252978,,,672
quote_volume_zscore_20h,ret_fwd_1h,2026-03,0.025886527423337063,0.01241998142047064,,,744
quote_volume_zscore_20h,ret_fwd_1h,2026-04,0.01418873046281027,0.00023583511350225972,,,720
quote_volume_zscore_20h,ret_fwd_1h,2026-05,0.003453396595160483,-0.00026444948284162865,,,744
quote_volume_zscore_20h,ret_fwd_1h,2026-06,0.002442239627378628,-0.0010335565994491077,,,276
quote_volume_zscore_20h,ret_fwd_4h,2025-12,-0.0022494492723774094,-0.012986937360043917,,,400
quote_volume_zscore_20h,ret_fwd_4h,2026-01,0.00036650006456946167,0.004895974819580881,,,744
quote_volume_zscore_20h,ret_fwd_4h,2026-02,-0.014105647340201487,-0.007089930653787036,,,672
quote_volume_zscore_20h,ret_fwd_4h,2026-03,0.030644021405878748,0.00934372047437544,,,744
quote_volume_zscore_20h,ret_fwd_4h,2026-04,-0.000936823922853368,-0.009871706379585943,,,720
quote_volume_zscore_20h,ret_fwd_4h,2026-05,0.0010636368473935626,-0.010935391763001675,,,744
quote_volume_zscore_20h,ret_fwd_4h,2026-06,0.019925361534530027,-0.008625405038944793,,,273
quote_volume_zscore_20h,ret_fwd_24h,2025-12,6.464280699516101e-05,-0.0018568527712438943,,,400
quote_volume_zscore_20h,ret_fwd_24h,2026-01,0.0036981188464751467,-0.023289933183047156,,,744
quote_volume_zscore_20h,ret_fwd_24h,2026-02,-0.006935159251772947,-0.01115885142287688,,,672
quote_volume_zscore_20h,ret_fwd_24h,2026-03,0.04984228107823647,0.01455516552590626,,,744
quote_volume_zscore_20h,ret_fwd_24h,2026-04,0.002098225884856089,-0.004709516121095232,,,720
quote_volume_zscore_20h,ret_fwd_24h,2026-05,0.01108504520199456,-0.002328875003798987,,,744
quote_volume_zscore_20h,ret_fwd_24h,2026-06,0.026474828534473808,0.016481755538413523,,,253
quote_volume_zscore_20h,ret_fwd_72h,2025-12,-0.015239677552811446,-0.006458680725756635,,,400
quote_volume_zscore_20h,ret_fwd_72h,2026-01,0.007628186506547032,-0.00279138097114296,,,744
quote_volume_zscore_20h,ret_fwd_72h,2026-02,0.0013120229756487648,0.004935759241071982,,,672
quote_volume_zscore_20h,ret_fwd_72h,2026-03,0.0228363941713135,0.008767744847172059,,,744
quote_volume_zscore_20h,ret_fwd_72h,2026-04,-0.007664316447955476,-0.013338573012791557,,,720
quote_volume_zscore_20h,ret_fwd_72h,2026-05,0.016249227194764803,0.007360498930079695,,,744
quote_volume_zscore_20h,ret_fwd_72h,2026-06,0.05713204375782689,-0.007727813076450093,,,205
hl_range_20h,ret_fwd_1h,2025-12,0.0007366901624668887,-0.016809259705608603,,,400
hl_range_20h,ret_fwd_1h,2026-01,-0.025435781900289257,-0.03631294887711167,,,744
hl_range_20h,ret_fwd_1h,2026-02,-0.007399746520137894,-0.008559728436933646,,,672
hl_range_20h,ret_fwd_1h,2026-03,0.03046022070200898,-0.018083792004574578,,,744
hl_range_20h,ret_fwd_1h,2026-04,0.00882299746860595,-0.02231982862897716,,,720
hl_range_20h,ret_fwd_1h,2026-05,0.01820728569630716,-0.013425564747752102,,,744
hl_range_20h,ret_fwd_1h,2026-06,0.034419955604857964,0.017724607875232026,,,276
hl_range_20h,ret_fwd_4h,2025-12,0.011420384716787085,-0.011897698603628142,,,400
hl_range_20h,ret_fwd_4h,2026-01,-0.05973489256784567,-0.06428899203145082,,,744
hl_range_20h,ret_fwd_4h,2026-02,0.0033554820827953707,-0.01257413948917557,,,672
hl_range_20h,ret_fwd_4h,2026-03,0.05160155860664458,-0.023711394319848544,,,744
hl_range_20h,ret_fwd_4h,2026-04,0.02032120497558608,-0.027734619239286523,,,720
hl_range_20h,ret_fwd_4h,2026-05,0.04613992725157107,-0.008421455086482423,,,744
hl_range_20h,ret_fwd_4h,2026-06,0.08288818676217823,0.046167495486077695,,,273
hl_range_20h,ret_fwd_24h,2025-12,-0.027860574408999098,-0.01901237435725288,,,400
hl_range_20h,ret_fwd_24h,2026-01,-0.14308720968450955,-0.1089798237150416,,,744
hl_range_20h,ret_fwd_24h,2026-02,0.029337282669553204,-0.007528810152058006,,,672
hl_range_20h,ret_fwd_24h,2026-03,0.07001349226741971,-0.010241893080104035,,,744
hl_range_20h,ret_fwd_24h,2026-04,0.07202427631709232,-0.00817577848062225,,,720
hl_range_20h,ret_fwd_24h,2026-05,0.08947873127994971,-0.001515443350347569,,,744
hl_range_20h,ret_fwd_24h,2026-06,0.14938619395844518,0.11997060768611606,,,253
hl_range_20h,ret_fwd_72h,2025-12,-0.05120900775310356,0.037855873646638394,,,400
hl_range_20h,ret_fwd_72h,2026-01,-0.2168840685554897,-0.16496823926202017,,,744
hl_range_20h,ret_fwd_72h,2026-02,0.05958433631925737,-0.02112974105449472,,,672
hl_range_20h,ret_fwd_72h,2026-03,0.07210765434852447,-0.004929146390045927,,,744
hl_range_20h,ret_fwd_72h,2026-04,0.19780101374160594,0.05960272206733356,,,720
hl_range_20h,ret_fwd_72h,2026-05,0.12796756621874922,0.013115427346963792,,,744
hl_range_20h,ret_fwd_72h,2026-06,0.16913136771104306,0.08052305800368927,,,205
close_to_high_20h,ret_fwd_1h,2025-12,-0.0033300458829601974,-0.018221974334524358,,,400
close_to_high_20h,ret_fwd_1h,2026-01,-0.0009387232152314716,-0.002598983574368565,,,744
close_to_high_20h,ret_fwd_1h,2026-02,0.015486330366553143,0.004040236159331354,,,672
close_to_high_20h,ret_fwd_1h,2026-03,-0.022887120303835648,-0.0032318269793842396,,,744
close_to_high_20h,ret_fwd_1h,2026-04,-0.012899632752801008,-0.0015916850529093208,,,720
close_to_high_20h,ret_fwd_1h,2026-05,-0.0018544688249535802,0.006912178626801826,,,744
close_to_high_20h,ret_fwd_1h,2026-06,-0.005892288744788775,-0.004447220582411104,,,276
close_to_high_20h,ret_fwd_4h,2025-12,-0.014478304504288523,-0.04001939692077434,,,400
close_to_high_20h,ret_fwd_4h,2026-01,0.015483125201563794,0.01786575295424281,,,744
close_to_high_20h,ret_fwd_4h,2026-02,0.0046717399557824795,0.00419804452900001,,,672
close_to_high_20h,ret_fwd_4h,2026-03,-0.044449287558338345,-0.005447382203920236,,,744
close_to_high_20h,ret_fwd_4h,2026-04,-0.030147663956977384,-0.005510292776730933,,,720
close_to_high_20h,ret_fwd_4h,2026-05,-0.026060519862260892,0.013119321879612433,,,744
close_to_high_20h,ret_fwd_4h,2026-06,-0.020988726043554732,-0.006030502979318971,,,273
close_to_high_20h,ret_fwd_24h,2025-12,0.02384417327226869,-0.015915472018174757,,,400
close_to_high_20h,ret_fwd_24h,2026-01,0.0598902018353494,0.040381309673635686,,,744
close_to_high_20h,ret_fwd_24h,2026-02,-0.03286594525923651,-0.014106178409433961,,,672
close_to_high_20h,ret_fwd_24h,2026-03,-0.061252185885492645,0.00041573885634666325,,,744
close_to_high_20h,ret_fwd_24h,2026-04,-0.0681489312229221,-0.029890221257774217,,,720
close_to_high_20h,ret_fwd_24h,2026-05,-0.053609627006830675,0.033145624185923345,,,744
close_to_high_20h,ret_fwd_24h,2026-06,-0.03500547649249295,-0.003865735803082559,,,253
close_to_high_20h,ret_fwd_72h,2025-12,0.05432681065238109,0.003947946929195798,,,400
close_to_high_20h,ret_fwd_72h,2026-01,0.1420723227315262,0.12124895173925748,,,744
close_to_high_20h,ret_fwd_72h,2026-02,-0.03901456525928948,-0.013170776803696993,,,672
close_to_high_20h,ret_fwd_72h,2026-03,-0.039436280748613974,-0.010320713568724075,,,744
close_to_high_20h,ret_fwd_72h,2026-04,-0.1725795035753747,-0.0401236121582972,,,720
close_to_high_20h,ret_fwd_72h,2026-05,-0.09942937030315013,0.026765682182410055,,,744
close_to_high_20h,ret_fwd_72h,2026-06,-0.041867440281953106,-0.0012763396528128602,,,205
close_to_low_20h,ret_fwd_1h,2025-12,0.002015016853931324,-0.036313687224418384,,,400
close_to_low_20h,ret_fwd_1h,2026-01,-0.028274832180863105,-0.04292583094951003,,,744
close_to_low_20h,ret_fwd_1h,2026-02,-0.007120683652218016,-0.010666252156856256,,,672
close_to_low_20h,ret_fwd_1h,2026-03,0.03164246464031759,-0.030270874455617887,,,744
close_to_low_20h,ret_fwd_1h,2026-04,0.0022215976644849944,-0.034521764750424046,,,720
close_to_low_20h,ret_fwd_1h,2026-05,0.021373532971332914,-0.023825542741371365,,,744
close_to_low_20h,ret_fwd_1h,2026-06,0.03070851989255376,0.019070708298348883,,,276
close_to_low_20h,ret_fwd_4h,2025-12,-0.0031248088277123064,-0.0462970485036235,,,400
close_to_low_20h,ret_fwd_4h,2026-01,-0.05285158656156914,-0.057261590982248194,,,744
close_to_low_20h,ret_fwd_4h,2026-02,-0.007445536457294453,-0.011581553404447562,,,672
close_to_low_20h,ret_fwd_4h,2026-03,0.047641815914389415,-0.04265119006968564,,,744
close_to_low_20h,ret_fwd_4h,2026-04,0.0041599949442331415,-0.04346543959636235,,,720
close_to_low_20h,ret_fwd_4h,2026-05,0.04289445732123106,-0.018337979326536084,,,744
close_to_low_20h,ret_fwd_4h,2026-06,0.06998993218485113,0.057996888239695434,,,273
close_to_low_20h,ret_fwd_24h,2025-12,-0.044621613800782604,-0.02431738107747834,,,400
close_to_low_20h,ret_fwd_24h,2026-01,-0.09660392104050484,-0.10968608033639102,,,744
close_to_low_20h,ret_fwd_24h,2026-02,-0.013570554818815824,-0.02086790731776102,,,672
close_to_low_20h,ret_fwd_24h,2026-03,0.052993278953745504,-0.024055010199052825,,,744
