factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_ma_10h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,2.73e-06,,,17798,DIRECTION_UNKNOWN,3.752e-05,3.478e-05,2.73e-06,0.0652,0.5077,0.00025303,0.04237489,0.00087652,-0.00121971,0.48,25,per_bar_mean_x_bars_per_year
q158_ma_10h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,-0.00017625,,,17795,DIRECTION_UNKNOWN,3.291e-05,0.00020916,-0.00017625,-2.1222,0.499,0.00071914,-0.40550033,0.00249119,-0.00593059,0.36,25,per_bar_mean_x_bars_per_year
q158_ma_10h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,-0.00117236,,,17775,DIRECTION_UNKNOWN,-9.204e-05,0.00108033,-0.00117236,-5.7545,0.4924,0.00280258,-0.5181322,0.00970843,-0.03346955,0.28,25,per_bar_mean_x_bars_per_year
q158_ma_10h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,-0.00323213,,,17727,DIRECTION_UNKNOWN,-0.00015392,0.00307821,-0.00323213,-8.637,0.4799,0.00680214,-0.4101049,0.0235633,-0.08211215,0.4,25,per_bar_mean_x_bars_per_year
q158_std_10h,alpha158_rolling_price,negative,1h,LONG_SHORT,Long-Short,-8.017e-05,,,17798,COMPUTED,-1.327e-05,6.69e-05,-8.017e-05,-1.79,0.5024,0.00028081,-0.76152275,0.00097277,-0.00321864,0.28,25,per_bar_mean_x_bars_per_year
q158_std_10h,alpha158_rolling_price,negative,4h,LONG_SHORT,Long-Short,-0.0003667,,,17795,COMPUTED,-9.996e-05,0.00026674,-0.0003667,-4.1154,0.499,0.00103257,-0.84356541,0.00357691,-0.01287828,0.32,25,per_bar_mean_x_bars_per_year
q158_std_10h,alpha158_rolling_price,negative,24h,LONG_SHORT,Long-Short,-0.00207765,,,17775,COMPUTED,-0.00053096,0.00154669,-0.00207765,-9.1122,0.5085,0.0054808,-0.77705791,0.01898605,-0.06701201,0.28,25,per_bar_mean_x_bars_per_year
q158_std_10h,alpha158_rolling_price,negative,72h,LONG_SHORT,Long-Short,-0.00493261,,,17727,COMPUTED,-0.00095461,0.00397799,-0.00493261,-11.7215,0.511,0.01612532,-0.60936559,0.05585974,-0.16201332,0.36,25,per_bar_mean_x_bars_per_year
q158_max_10h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,8.898e-05,,,17798,DIRECTION_UNKNOWN,4.187e-05,-4.712e-05,8.898e-05,2.0863,0.5055,0.00029309,0.84329139,0.0010153,-0.00102486,0.56,25,per_bar_mean_x_bars_per_year
q158_max_10h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,0.00019417,,,17795,DIRECTION_UNKNOWN,0.00014246,-5.171e-05,0.00019417,2.2872,0.5027,0.00093693,0.44038368,0.00324563,-0.0044944,0.52,25,per_bar_mean_x_bars_per_year
q158_max_10h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,0.00107853,,,17775,DIRECTION_UNKNOWN,0.00085936,-0.00021916,0.00107853,5.037,0.4878,0.00452704,0.36231748,0.01568213,-0.01774964,0.56,25,per_bar_mean_x_bars_per_year
q158_max_10h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,0.00232119,,,17727,DIRECTION_UNKNOWN,0.00232819,7e-06,0.00232119,5.872,0.4722,0.01269386,0.27749213,0.04397282,-0.04027168,0.68,25,per_bar_mean_x_bars_per_year
q158_min_10h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,-9.04e-06,,,17798,DIRECTION_UNKNOWN,4.071e-05,4.975e-05,-9.04e-06,-0.2253,0.5126,0.00025114,-0.10373851,0.00086996,-0.00187647,0.44,25,per_bar_mean_x_bars_per_year
q158_min_10h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,-0.00026246,,,17795,DIRECTION_UNKNOWN,1.531e-05,0.00027778,-0.00026246,-3.2584,0.5053,0.0009411,-0.58790181,0.00326005,-0.0102512,0.4,25,per_bar_mean_x_bars_per_year
q158_min_10h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,-0.00184858,,,17775,DIRECTION_UNKNOWN,-0.00034774,0.00150084,-0.00184858,-8.7624,0.5092,0.0044241,-0.73547268,0.01532552,-0.06231463,0.32,25,per_bar_mean_x_bars_per_year
q158_min_10h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,-0.00528908,,,17727,DIRECTION_UNKNOWN,-0.00096663,0.00432245,-0.00528908,-13.119,0.4943,0.01413381,-0.67663891,0.04896095,-0.16393434,0.36,25,per_bar_mean_x_bars_per_year
