signal_id,symbol,side,mode,signal_ts,signal_confirmed_at,bar_key,entry_ts,entry_price,entry_fee_bps,entry_maker,paper_trade_state,status,exit_ts,exit_price,exit_reason,mark_ts,mark_price,gross_ret,net_ret,mark_gross_ret,mark_net_ret,paper_effective_gross_ret,paper_effective_net_ret,hold_minutes,target_hit,stop_hit,timeout_hit,same_bar_conflict,barrier_type,atr14,tp_atr_mult,sl_atr_mult,timeout_15m,max_concurrent_positions,exit_monitor_interval_minutes,trade_ts,notional_usdt,live_like_pnl_usdt,effective_net_ret,month
rank32b-actusdt-309601e891e18826,ACTUSDT,long,official_close,2026-02-07T07:15:00Z,2026-02-07T07:30:00Z,ACTUSDT|2026-02-07T07:15:00Z,2026-02-07T07:30:00Z,0.0154,6.0,0,closed,realized,2026-02-07T07:34:59Z,0.015211428571428572,stop_1m,,,-0.01224489795918371,-0.013429848489796115,,,-0.01224489795918371,-0.013429848489796115,4,0,1,0,0,atr,0.00018857142857142857,1.75,1.0,8,3,1,2026-02-07T07:34:59Z,40.0,-0.5371939395918446,-0.013429848489796115,2026-02
rank32b-solusdt-47bfa6f447b355ea,SOLUSDT,short,official_close,2026-02-07T07:00:00Z,2026-02-07T07:15:00Z,SOLUSDT|2026-02-07T07:00:00Z,2026-02-07T07:15:00Z,84.82,6.0,0,closed,realized,2026-02-07T07:40:59Z,85.625,stop_1m,,,-0.009490686158924788,-0.01067894075218112,,,-0.009490686158924788,-0.01067894075218112,25,0,1,0,0,atr,0.8050000000000017,1.75,1.0,8,3,1,2026-02-07T07:40:59Z,100.0,-1.067894075218112,-0.01067894075218112,2026-02
rank32b-actusdt-a403f4ef1eed234e,ACTUSDT,long,official_close,2026-02-07T08:15:00Z,2026-02-07T08:30:00Z,ACTUSDT|2026-02-07T08:15:00Z,2026-02-07T08:30:00Z,0.01521,6.0,0,closed,realized,2026-02-07T10:30:59Z,0.0154,timeout_1m,,,0.012491781722550943,0.011277156081525241,,,0.012491781722550943,0.011277156081525241,120,0,0,1,0,atr,0.00020785714285714293,1.75,1.0,8,3,1,2026-02-07T10:30:59Z,40.0,0.45108624326100966,0.011277156081525241,2026-02
rank32b-zecusdt-780268628ba6218b,ZECUSDT,short,official_close,2026-02-07T09:15:00Z,2026-02-07T09:30:00Z,ZECUSDT|2026-02-07T09:15:00Z,2026-02-07T09:30:00Z,232.97,6.0,0,closed,realized,2026-02-07T11:26:59Z,227.47625,target_1m,,,0.023581362407176898,0.02235343326157868,,,0.023581362407176898,0.02235343326157868,116,1,0,0,0,atr,3.1392857142857156,1.75,1.0,8,3,1,2026-02-07T11:26:59Z,100.0,2.235343326157868,0.02235343326157868,2026-02
rank32b-pippinusdt-18b866ed394b9b52,PIPPINUSDT,long,official_close,2026-02-07T11:30:00Z,2026-02-07T11:45:00Z,PIPPINUSDT|2026-02-07T11:30:00Z,2026-02-07T11:45:00Z,0.18289,6.0,0,closed,realized,2026-02-07T13:30:59Z,0.18707000000000001,target_1m,,,0.022855268193996414,0.021628210100059997,,,0.022855268193996414,0.021628210100059997,105,1,0,0,0,atr,0.0023885714285714304,1.75,1.0,8,3,1,2026-02-07T13:30:59Z,40.0,0.8651284040023999,0.021628210100059997,2026-02
rank32b-beatusdt-cd13e9c55aba1377,BEATUSDT,long,official_close,2026-02-07T12:00:00Z,2026-02-07T12:15:00Z,BEATUSDT|2026-02-07T12:00:00Z,2026-02-07T12:15:00Z,0.1848,6.0,0,closed,realized,2026-02-07T13:34:59Z,0.190025,target_1m,,,0.028273809523809534,0.02704025113095221,,,0.028273809523809534,0.02704025113095221,79,1,0,0,0,atr,0.00298571428571429,1.75,1.0,8,3,1,2026-02-07T13:34:59Z,40.0,1.0816100452380883,0.02704025113095221,2026-02
rank32b-linkusdt-e7398a650d798b00,LINKUSDT,short,official_close,2026-02-07T14:45:00Z,2026-02-07T15:00:00Z,LINKUSDT|2026-02-07T14:45:00Z,2026-02-07T15:00:00Z,8.685,6.0,0,closed,realized,2026-02-07T15:14:59Z,8.757785714285715,stop_1m,,,-0.00838062340653023,-0.009570209675466956,,,-0.00838062340653023,-0.009570209675466956,14,0,1,0,0,atr,0.07278571428571404,1.75,1.0,8,3,1,2026-02-07T15:14:59Z,100.0,-0.9570209675466956,-0.009570209675466956,2026-02
rank32b-actusdt-879a89891534fedb,ACTUSDT,long,official_close,2026-02-07T16:00:00Z,2026-02-07T16:15:00Z,ACTUSDT|2026-02-07T16:00:00Z,2026-02-07T16:15:00Z,0.01544,6.0,0,closed,realized,2026-02-07T16:18:59Z,0.015295714285714286,stop_1m,,,-0.009344929681717296,-0.010533359130273978,,,-0.009344929681717296,-0.010533359130273978,3,0,1,0,0,atr,0.00014428571428571436,1.75,1.0,8,3,1,2026-02-07T16:18:59Z,40.0,-0.4213343652109591,-0.010533359130273978,2026-02
rank32b-wldusdt-a7cf058fb05a8e0b,WLDUSDT,long,official_close,2026-02-07T15:15:00Z,2026-02-07T15:30:00Z,WLDUSDT|2026-02-07T15:15:00Z,2026-02-07T15:30:00Z,0.3977,6.0,0,closed,realized,2026-02-07T17:08:59Z,0.39375714285714286,stop_1m,,,-0.009914149215129786,-0.011101895805165407,,,-0.009914149215129786,-0.011101895805165407,98,0,1,0,0,atr,0.003942857142857145,1.75,1.0,8,3,1,2026-02-07T17:08:59Z,100.0,-1.1101895805165407,-0.011101895805165407,2026-02
rank32b-beatusdt-4982018d7ab6fb4d,BEATUSDT,long,official_close,2026-02-07T15:00:00Z,2026-02-07T15:15:00Z,BEATUSDT|2026-02-07T15:00:00Z,2026-02-07T15:15:00Z,0.1858,6.0,0,closed,realized,2026-02-07T17:15:59Z,0.1886,timeout_1m,,,0.01506996770721214,0.013852249171151687,,,0.01506996770721214,0.013852249171151687,120,0,0,1,0,atr,0.003942857142857141,1.75,1.0,8,3,1,2026-02-07T17:15:59Z,40.0,0.5540899668460675,0.013852249171151687,2026-02
rank32b-brettusdt-d44a8bbc2700fb7c,BRETTUSDT,short,official_close,2026-02-07T17:00:00Z,2026-02-07T17:15:00Z,BRETTUSDT|2026-02-07T17:00:00Z,2026-02-07T17:15:00Z,0.00778,6.0,0,closed,realized,2026-02-07T18:19:59Z,0.007887142857142856,stop_1m,,,-0.013771575468233488,-0.014954694535438962,,,-0.013771575468233488,-0.014954694535438962,64,0,1,0,0,atr,0.00010714285714285693,1.75,1.0,8,3,1,2026-02-07T18:19:59Z,40.0,-0.5981877814175585,-0.014954694535438962,2026-02
rank32b-pippinusdt-9b7e09b9ee0b0f41,PIPPINUSDT,long,official_close,2026-02-07T19:15:00Z,2026-02-07T19:30:00Z,PIPPINUSDT|2026-02-07T19:15:00Z,2026-02-07T19:30:00Z,0.18452,6.0,0,closed,realized,2026-02-07T21:30:59Z,0.18484,timeout_1m,,,0.001734229351831873,0.0005325089009322603,,,0.001734229351831873,0.0005325089009322603,120,0,0,1,0,atr,0.002397857142857142,1.75,1.0,8,3,1,2026-02-07T21:30:59Z,40.0,0.021300356037290413,0.0005325089009322603,2026-02
rank32b-beatusdt-2fdf51dca1885d36,BEATUSDT,long,official_close,2026-02-08T01:00:00Z,2026-02-08T01:15:00Z,BEATUSDT|2026-02-08T01:00:00Z,2026-02-08T01:15:00Z,0.189,6.0,0,closed,realized,2026-02-08T01:31:59Z,0.1932375,target_1m,,,0.02242063492063484,0.02119409823015861,,,0.02242063492063484,0.02119409823015861,16,1,0,0,0,atr,0.0024214285714285705,1.75,1.0,8,3,1,2026-02-08T01:31:59Z,40.0,0.8477639292063444,0.02119409823015861,2026-02
rank32b-adausdt-c7553eecd2d3b98c,ADAUSDT,long,official_close,2026-02-08T08:15:00Z,2026-02-08T08:30:00Z,ADAUSDT|2026-02-08T08:15:00Z,2026-02-08T08:30:00Z,0.2737,6.0,0,closed,realized,2026-02-08T08:34:59Z,0.27585,target_1m,,,0.007855316039459215,0.00664625248812567,,,0.007855316039459215,0.00664625248812567,4,1,0,0,0,atr,0.001228571428571428,1.75,1.0,8,3,1,2026-02-08T08:34:59Z,100.0,0.664625248812567,0.00664625248812567,2026-02
rank32b-uniusdt-2e0b9971272f148c,UNIUSDT,long,official_close,2026-02-08T08:45:00Z,2026-02-08T09:00:00Z,UNIUSDT|2026-02-08T08:45:00Z,2026-02-08T09:00:00Z,3.531,6.0,0,closed,realized,2026-02-08T09:11:59Z,3.5124285714285715,stop_1m,,,-0.005259537969818373,-0.006452868417688329,,,-0.005259537969818373,-0.006452868417688329,11,0,1,0,0,atr,0.018571428571428555,1.75,1.0,8,3,1,2026-02-08T09:11:59Z,100.0,-0.6452868417688329,-0.006452868417688329,2026-02
rank32b-bnbusdt-21f1b254c8f10829,BNBUSDT,short,official_close,2026-02-08T09:30:00Z,2026-02-08T09:45:00Z,BNBUSDT|2026-02-08T09:30:00Z,2026-02-08T09:45:00Z,640.74,6.0,0,closed,realized,2026-02-08T10:08:59Z,644.1528571428571,stop_1m,,,-0.005326430600332666,-0.006519680801127414,,,-0.005326430600332666,-0.006519680801127414,23,0,1,0,0,atr,3.4128571428571166,1.75,1.0,8,3,1,2026-02-08T10:08:59Z,100.0,-0.6519680801127414,-0.006519680801127414,2026-02
rank32b-fartcoinusdt-4c577f862b7c36a6,FARTCOINUSDT,short,official_close,2026-02-08T10:15:00Z,2026-02-08T10:30:00Z,FARTCOINUSDT|2026-02-08T10:15:00Z,2026-02-08T10:30:00Z,0.1958,6.0,0,closed,realized,2026-02-08T11:16:59Z,0.19792142857142858,stop_1m,,,-0.010834670947030611,-0.012021313242375764,,,-0.010834670947030611,-0.012021313242375764,46,0,1,0,0,atr,0.002121428571428568,1.75,1.0,8,3,1,2026-02-08T11:16:59Z,40.0,-0.48085252969503056,-0.012021313242375764,2026-02
rank32b-linkusdt-c4aa651114f8e26c,LINKUSDT,long,official_close,2026-02-08T11:00:00Z,2026-02-08T11:15:00Z,LINKUSDT|2026-02-08T11:00:00Z,2026-02-08T11:15:00Z,8.916,6.0,0,closed,realized,2026-02-08T12:37:59Z,9.02825,target_1m,,,0.012589726334679252,0.011374983195379107,,,0.012589726334679252,0.011374983195379107,82,1,0,0,0,atr,0.06414285714285725,1.75,1.0,8,3,1,2026-02-08T12:37:59Z,100.0,1.1374983195379107,0.011374983195379107,2026-02
rank32b-turbousdt-6c71b066f86e7645,TURBOUSDT,short,official_close,2026-02-08T12:30:00Z,2026-02-08T12:45:00Z,TURBOUSDT|2026-02-08T12:30:00Z,2026-02-08T12:45:00Z,0.0010884,6.0,0,closed,realized,2026-02-08T13:01:59Z,0.0010962714285714286,stop_1m,,,-0.0072321100435763785,-0.008423074115083806,,,-0.0072321100435763785,-0.008423074115083806,16,0,1,0,0,atr,7.871428571428584e-06,1.75,1.0,8,3,1,2026-02-08T13:01:59Z,40.0,-0.33692296460335225,-0.008423074115083806,2026-02
rank32b-bnbusdt-54c9c100a2e432cd,BNBUSDT,short,official_close,2026-02-08T13:00:00Z,2026-02-08T13:15:00Z,BNBUSDT|2026-02-08T13:00:00Z,2026-02-08T13:15:00Z,641.43,6.0,0,closed,realized,2026-02-08T13:24:59Z,644.6992857142857,stop_1m,,,-0.005096870608306103,-0.0062903961984496215,,,-0.005096870608306103,-0.0062903961984496215,9,0,1,0,0,atr,3.269285714285713,1.75,1.0,8,3,1,2026-02-08T13:24:59Z,100.0,-0.6290396198449622,-0.0062903961984496215,2026-02
rank32b-tradoorusdt-77a21940eeff1610,TRADOORUSDT,long,official_close,2026-02-08T13:15:00Z,2026-02-08T13:30:00Z,TRADOORUSDT|2026-02-08T13:15:00Z,2026-02-08T13:30:00Z,1.257,6.0,0,closed,realized,2026-02-08T14:20:59Z,1.223642857142857,stop_1m,,,-0.026537106489373796,-0.02770491151494503,,,-0.026537106489373796,-0.02770491151494503,50,0,1,0,0,atr,0.03335714285714286,1.75,1.0,8,3,1,2026-02-08T14:20:59Z,40.0,-1.1081964605978012,-0.02770491151494503,2026-02
rank32b-turbousdt-c48d638191b904c2,TURBOUSDT,short,official_close,2026-02-08T13:30:00Z,2026-02-08T13:45:00Z,TURBOUSDT|2026-02-08T13:30:00Z,2026-02-08T13:45:00Z,0.0010884,6.0,0,closed,realized,2026-02-08T14:33:59Z,0.0010966142857142857,stop_1m,,,-0.0075471202814090255,-0.008737706454034821,,,-0.0075471202814090255,-0.008737706454034821,48,0,1,0,0,atr,8.214285714285721e-06,1.75,1.0,8,3,1,2026-02-08T14:33:59Z,40.0,-0.34950825816139286,-0.008737706454034821,2026-02
rank32b-nearusdt-5bbd0d04859bc8c3,NEARUSDT,short,official_close,2026-02-08T15:15:00Z,2026-02-08T15:30:00Z,NEARUSDT|2026-02-08T15:15:00Z,2026-02-08T15:30:00Z,1.053,6.0,0,closed,realized,2026-02-08T16:45:59Z,1.041,target_1m,,,0.01139601139601143,0.010182700284900426,,,0.01139601139601143,0.010182700284900426,75,1,0,0,0,atr,0.006857142857142879,1.75,1.0,8,3,1,2026-02-08T16:45:59Z,100.0,1.0182700284900426,0.010182700284900426,2026-02
rank32b-tradoorusdt-b9e81b82829a403d,TRADOORUSDT,long,official_close,2026-02-08T16:15:00Z,2026-02-08T16:30:00Z,TRADOORUSDT|2026-02-08T16:15:00Z,2026-02-08T16:30:00Z,1.255,6.0,0,closed,realized,2026-02-08T18:01:59Z,1.3108749999999998,target_1m,,,0.04452191235059755,0.043268862083665205,,,0.04452191235059755,0.043268862083665205,91,1,0,0,0,atr,0.03192857142857143,1.75,1.0,8,3,1,2026-02-08T18:01:59Z,40.0,1.7307544833466082,0.043268862083665205,2026-02
rank32b-solusdt-290227a34cbf01ee,SOLUSDT,long,official_close,2026-02-08T18:30:00Z,2026-02-08T18:45:00Z,SOLUSDT|2026-02-08T18:30:00Z,2026-02-08T18:45:00Z,88.16,6.0,0,closed,realized,2026-02-08T20:03:59Z,87.46357142857143,stop_1m,,,-0.00789959813326413,-0.009089761459359691,,,-0.00789959813326413,-0.009089761459359691,78,0,1,0,0,atr,0.6964285714285684,1.75,1.0,8,3,1,2026-02-08T20:03:59Z,100.0,-0.9089761459359691,-0.009089761459359691,2026-02
rank32b-suiusdt-ffbbd191e1f2fa85,SUIUSDT,short,official_close,2026-02-08T20:00:00Z,2026-02-08T20:15:00Z,SUIUSDT|2026-02-08T20:00:00Z,2026-02-08T20:15:00Z,0.9845,6.0,0,closed,realized,2026-02-08T21:35:59Z,0.9726375,target_1m,,,0.012049263585576453,0.010835168807008522,,,0.012049263585576453,0.010835168807008522,80,1,0,0,0,atr,0.006778571428571419,1.75,1.0,8,3,1,2026-02-08T21:35:59Z,100.0,1.0835168807008522,0.010835168807008522,2026-02
rank32b-zecusdt-b98045d200616543,ZECUSDT,long,official_close,2026-02-08T23:00:00Z,2026-02-08T23:15:00Z,ZECUSDT|2026-02-08T23:00:00Z,2026-02-08T23:15:00Z,242.04,6.0,0,closed,realized,2026-02-08T23:23:59Z,239.82285714285715,stop_1m,,,-0.009160233255424144,-0.010348884273201686,,,-0.009160233255424144,-0.010348884273201686,8,0,1,0,0,atr,2.2171428571428544,1.75,1.0,8,3,1,2026-02-08T23:23:59Z,100.0,-1.0348884273201686,-0.010348884273201686,2026-02
rank32b-beatusdt-10fbe88f90b1acfa,BEATUSDT,long,official_close,2026-02-08T22:45:00Z,2026-02-08T23:00:00Z,BEATUSDT|2026-02-08T22:45:00Z,2026-02-08T23:00:00Z,0.2023,6.0,0,closed,realized,2026-02-08T23:24:59Z,0.1987357142857143,stop_1m,,,-0.01761881223077466,-0.018797315998870134,,,-0.01761881223077466,-0.018797315998870134,24,0,1,0,0,atr,0.003564285714285718,1.75,1.0,8,3,1,2026-02-08T23:24:59Z,40.0,-0.7518926399548054,-0.018797315998870134,2026-02
rank32b-brettusdt-bb8970fff587b477,BRETTUSDT,short,official_close,2026-02-08T23:15:00Z,2026-02-08T23:30:00Z,BRETTUSDT|2026-02-08T23:15:00Z,2026-02-08T23:30:00Z,0.00758,6.0,0,closed,realized,2026-02-08T23:50:59Z,0.00765,stop_1m,,,-0.00923482849604218,-0.01042339002638526,,,-0.00923482849604218,-0.01042339002638526,20,0,1,0,0,atr,7e-05,1.75,1.0,8,3,1,2026-02-08T23:50:59Z,40.0,-0.4169356010554104,-0.01042339002638526,2026-02
rank32b-tradoorusdt-8b0bbb7ab9359904,TRADOORUSDT,long,official_close,2026-02-08T21:45:00Z,2026-02-08T22:00:00Z,TRADOORUSDT|2026-02-08T21:45:00Z,2026-02-08T22:00:00Z,1.27,6.0,0,closed,realized,2026-02-09T00:00:59Z,1.288,timeout_1m,,,0.014173228346456623,0.012956585574803059,,,0.014173228346456623,0.012956585574803059,120,0,0,1,0,atr,0.038214285714285694,1.75,1.0,8,3,1,2026-02-09T00:00:59Z,40.0,0.5182634229921224,0.012956585574803059,2026-02
rank32b-beatusdt-a17936495c767083,BEATUSDT,long,official_close,2026-02-08T23:30:00Z,2026-02-08T23:45:00Z,BEATUSDT|2026-02-08T23:30:00Z,2026-02-08T23:45:00Z,0.2042,6.0,0,closed,realized,2026-02-09T01:09:59Z,0.21055000000000001,target_1m,,,0.03109696376101878,0.029860018599412452,,,0.03109696376101878,0.029860018599412452,84,1,0,0,0,atr,0.0036285714285714333,1.75,1.0,8,3,1,2026-02-09T01:09:59Z,40.0,1.194400743976498,0.029860018599412452,2026-02
rank32b-zecusdt-430cb8a254dd4d21,ZECUSDT,long,official_close,2026-02-09T01:15:00Z,2026-02-09T01:30:00Z,ZECUSDT|2026-02-09T01:15:00Z,2026-02-09T01:30:00Z,241.73,6.0,0,closed,realized,2026-02-09T01:42:59Z,238.7392857142857,stop_1m,,,-0.012372127107575737,-0.01355692500901251,,,-0.012372127107575737,-0.01355692500901251,12,0,1,0,0,atr,2.990714285714286,1.75,1.0,8,3,1,2026-02-09T01:42:59Z,100.0,-1.355692500901251,-0.01355692500901251,2026-02
rank32b-suiusdt-a0a06f7023bccd44,SUIUSDT,short,official_close,2026-02-09T02:45:00Z,2026-02-09T03:00:00Z,SUIUSDT|2026-02-09T02:45:00Z,2026-02-09T03:00:00Z,0.9771,6.0,0,closed,realized,2026-02-09T03:42:59Z,0.9857214285714285,stop_1m,,,-0.00882348641022257,-0.010012541402985464,,,-0.00882348641022257,-0.010012541402985464,42,0,1,0,0,atr,0.008621428571428566,1.75,1.0,8,3,1,2026-02-09T03:42:59Z,100.0,-1.0012541402985464,-0.010012541402985464,2026-02
rank32b-xrpusdt-2f91ef1311796b7a,XRPUSDT,long,official_close,2026-02-09T02:30:00Z,2026-02-09T02:45:00Z,XRPUSDT|2026-02-09T02:30:00Z,2026-02-09T02:45:00Z,1.4455,6.0,0,closed,realized,2026-02-09T04:45:59Z,1.4453,timeout_1m,,,-0.00013836042891735012,-0.0013378344462124936,,,-0.00013836042891735012,-0.0013378344462124936,120,0,0,1,0,atr,0.013607142857142865,1.75,1.0,8,3,1,2026-02-09T04:45:59Z,100.0,-0.13378344462124936,-0.0013378344462124936,2026-02
rank32b-solusdt-cf9f3fc82a2ba510,SOLUSDT,long,official_close,2026-02-09T03:30:00Z,2026-02-09T03:45:00Z,SOLUSDT|2026-02-09T03:30:00Z,2026-02-09T03:45:00Z,87.6,6.0,0,closed,realized,2026-02-09T05:45:59Z,87.01,timeout_1m,,,-0.00673515981735151,-0.00792672005022832,,,-0.00673515981735151,-0.00792672005022832,120,0,0,1,0,atr,0.8071428571428589,1.75,1.0,8,3,1,2026-02-09T05:45:59Z,100.0,-0.792672005022832,-0.00792672005022832,2026-02
rank32b-actusdt-20e60a2d3f52efa9,ACTUSDT,short,official_close,2026-02-09T04:00:00Z,2026-02-09T04:15:00Z,ACTUSDT|2026-02-09T04:00:00Z,2026-02-09T04:15:00Z,0.01483,6.0,0,closed,realized,2026-02-09T06:15:59Z,0.01474,timeout_1m,,,0.006068779501011479,0.004861859150370851,,,0.006068779501011479,0.004861859150370851,120,0,0,1,0,atr,0.00012428571428571442,1.75,1.0,8,3,1,2026-02-09T06:15:59Z,40.0,0.19447436601483403,0.004861859150370851,2026-02
rank32b-1000pepeusdt-c279cacbd0cda47e,1000PEPEUSDT,short,official_close,2026-02-09T06:00:00Z,2026-02-09T06:15:00Z,1000PEPEUSDT|2026-02-09T06:00:00Z,2026-02-09T06:15:00Z,0.0037775,6.0,0,closed,realized,2026-02-09T08:15:59Z,0.0037442,timeout_1m,,,0.008815354070152215,0.00760513881879521,,,0.008815354070152215,0.00760513881879521,120,0,0,1,0,atr,2.2164285714285676e-05,1.75,1.0,8,3,1,2026-02-09T08:15:59Z,40.0,0.3042055527518084,0.00760513881879521,2026-02
rank32b-pippinusdt-1bede54f3c0426d7,PIPPINUSDT,long,official_close,2026-02-09T11:00:00Z,2026-02-09T11:15:00Z,PIPPINUSDT|2026-02-09T11:00:00Z,2026-02-09T11:15:00Z,0.26408,6.0,0,closed,realized,2026-02-09T13:03:59Z,0.25368857142857143,stop_1m,,,-0.03934954775609112,-0.04050198246462111,,,-0.03934954775609112,-0.04050198246462111,108,0,1,0,0,atr,0.010391428571428576,1.75,1.0,8,3,1,2026-02-09T13:03:59Z,40.0,-1.6200792985848445,-0.04050198246462111,2026-02
rank32b-tradoorusdt-dc7a47a8a0097aae,TRADOORUSDT,long,official_close,2026-02-09T13:00:00Z,2026-02-09T13:15:00Z,TRADOORUSDT|2026-02-09T13:00:00Z,2026-02-09T13:15:00Z,1.283,6.0,0,closed,realized,2026-02-09T13:36:59Z,1.2690714285714284,stop_1m,,,-0.01085625208774088,-0.012042868493486458,,,-0.01085625208774088,-0.012042868493486458,21,0,1,0,0,atr,0.013928571428571448,1.75,1.0,8,3,1,2026-02-09T13:36:59Z,40.0,-0.48171473973945833,-0.012042868493486458,2026-02
