month,trade_count,pnl_usdt,cum_pnl_usdt,win_rate,avg_net_ret,trade_sharpe
2026-04,12,-6.083180580529053,-6.083180580529053,0.3333333333333333,-0.012868413415921542,-1.5080269824101102
