signal_id,symbol,side,mode,signal_ts,signal_confirmed_at,bar_key,entry_ts,entry_price,entry_fee_bps,entry_maker,paper_trade_state,status,exit_ts,exit_price,exit_reason,mark_ts,mark_price,gross_ret,net_ret,mark_gross_ret,mark_net_ret,paper_effective_gross_ret,paper_effective_net_ret,hold_minutes,target_hit,stop_hit,timeout_hit,same_bar_conflict,barrier_type,atr14,tp_atr_mult,sl_atr_mult,timeout_15m,max_concurrent_positions,exit_monitor_interval_minutes,trade_ts,notional_usdt,live_like_pnl_usdt,effective_net_ret,month
rank32b-tradoorusdt-fcfc56510d3e9914,TRADOORUSDT,long,official_close,2026-04-03T07:00:00Z,2026-04-03T07:15:00Z,TRADOORUSDT|2026-04-03T07:00:00Z,2026-04-03T07:15:00Z,3.139,6.0,0,closed,realized,2026-04-03T07:58:59Z,3.122642857142857,stop_1m,,,-0.005210940699949873,-0.006404329447048718,,,-0.005210940699949873,-0.006404329447048718,43,0,1,0,0,atr,0.016357142857142865,1.75,1.0,8,3,1,2026-04-03T07:58:59Z,40.0,-0.2561731778819487,-0.006404329447048718,2026-04
rank32b-zecusdt-5ed3eae583ebd3df,ZECUSDT,short,official_close,2026-04-03T09:15:00Z,2026-04-03T09:30:00Z,ZECUSDT|2026-04-03T09:15:00Z,2026-04-03T09:30:00Z,236.48,6.0,0,closed,realized,2026-04-03T10:40:59Z,237.86071428571427,stop_1m,,,-0.005838609124299232,-0.007031244895249422,,,-0.005838609124299232,-0.007031244895249422,70,0,1,0,0,atr,1.3807142857142805,1.75,1.0,8,3,1,2026-04-03T10:40:59Z,100.0,-0.7031244895249422,-0.007031244895249422,2026-04
rank32b-pippinusdt-5c2884152927f70d,PIPPINUSDT,long,official_close,2026-04-03T10:30:00Z,2026-04-03T10:45:00Z,PIPPINUSDT|2026-04-03T10:30:00Z,2026-04-03T10:45:00Z,0.06245,6.0,0,closed,realized,2026-04-03T11:13:59Z,0.05988071428571429,stop_1m,,,-0.041141484616264434,-0.042291769645659394,,,-0.041141484616264434,-0.042291769645659394,28,0,1,0,0,atr,0.002569285714285714,1.75,1.0,8,3,1,2026-04-03T11:13:59Z,40.0,-1.6916707858263758,-0.042291769645659394,2026-04
rank32b-zecusdt-23f82cf3aac702f1,ZECUSDT,short,official_close,2026-04-03T12:30:00Z,2026-04-03T12:45:00Z,ZECUSDT|2026-04-03T12:30:00Z,2026-04-03T12:45:00Z,236.01,6.0,0,closed,realized,2026-04-03T13:07:59Z,233.69625,target_1m,,,0.009803610016524744,0.008592209213804214,,,0.009803610016524744,0.008592209213804214,22,1,0,0,0,atr,1.3221428571428524,1.75,1.0,8,3,1,2026-04-03T13:07:59Z,100.0,0.8592209213804214,0.008592209213804214,2026-04
rank32b-beatusdt-5bf9f462e9a67900,BEATUSDT,short,official_close,2026-04-03T14:15:00Z,2026-04-03T14:30:00Z,BEATUSDT|2026-04-03T14:15:00Z,2026-04-03T14:30:00Z,0.3856,6.0,0,closed,realized,2026-04-03T15:28:59Z,0.365925,target_1m,,,0.05102437759336098,0.04976352670902484,,,0.05102437759336098,0.04976352670902484,58,1,0,0,0,atr,0.011242857142857141,1.75,1.0,8,3,1,2026-04-03T15:28:59Z,40.0,1.9905410683609936,0.04976352670902484,2026-04
rank32b-brettusdt-ff6d04b43288adfb,BRETTUSDT,long,official_close,2026-04-03T21:00:00Z,2026-04-03T21:15:00Z,BRETTUSDT|2026-04-03T21:00:00Z,2026-04-03T21:15:00Z,0.006094,6.0,0,closed,realized,2026-04-03T21:40:59Z,0.006067499999999999,stop_1m,,,-0.004348539547095576,-0.0055429628651133545,,,-0.004348539547095576,-0.0055429628651133545,25,0,1,0,0,atr,2.6500000000000173e-05,1.75,1.0,8,3,1,2026-04-03T21:40:59Z,40.0,-0.22171851460453418,-0.0055429628651133545,2026-04
rank32b-fartcoinusdt-95d3385de2268327,FARTCOINUSDT,short,official_close,2026-04-03T22:00:00Z,2026-04-03T22:15:00Z,FARTCOINUSDT|2026-04-03T22:00:00Z,2026-04-03T22:15:00Z,0.1643,6.0,0,closed,realized,2026-04-03T23:36:59Z,0.16287500000000002,target_1m,,,0.008673158855751595,0.007463114187461706,,,0.008673158855751595,0.007463114187461706,81,1,0,0,0,atr,0.0008142857142857059,1.75,1.0,8,3,1,2026-04-03T23:36:59Z,40.0,0.29852456749846823,0.007463114187461706,2026-04
rank32b-pippinusdt-9fe385adb0933ba5,PIPPINUSDT,short,official_close,2026-04-04T06:30:00Z,2026-04-04T06:45:00Z,PIPPINUSDT|2026-04-04T06:30:00Z,2026-04-04T06:45:00Z,0.03556,6.0,0,closed,realized,2026-04-04T07:09:59Z,0.03705,stop_1m,,,-0.04190101237345334,-0.04305038624296975,,,-0.04190101237345334,-0.04305038624296975,24,0,1,0,0,atr,0.0014899999999999994,1.75,1.0,8,3,1,2026-04-04T07:09:59Z,40.0,-1.72201544971879,-0.04305038624296975,2026-04
rank32b-pippinusdt-6e8c0e090ca46c37,PIPPINUSDT,short,official_close,2026-04-04T09:15:00Z,2026-04-04T09:30:00Z,PIPPINUSDT|2026-04-04T09:15:00Z,2026-04-04T09:30:00Z,0.03516,6.0,0,closed,realized,2026-04-04T11:07:59Z,0.036725714285714285,stop_1m,,,-0.04453112302941653,-0.04567734171298565,,,-0.04453112302941653,-0.04567734171298565,97,0,1,0,0,atr,0.0015657142857142872,1.75,1.0,8,3,1,2026-04-04T11:07:59Z,40.0,-1.8270936685194261,-0.04567734171298565,2026-04
rank32b-beatusdt-0dd5c80404edc95e,BEATUSDT,short,official_close,2026-04-04T12:15:00Z,2026-04-04T12:30:00Z,BEATUSDT|2026-04-04T12:15:00Z,2026-04-04T12:30:00Z,0.3575,6.0,0,closed,realized,2026-04-04T12:50:59Z,0.36402142857142855,stop_1m,,,-0.01824175824175822,-0.01941951469890124,,,-0.01824175824175822,-0.01941951469890124,20,0,1,0,0,atr,0.0065214285714285825,1.75,1.0,8,3,1,2026-04-04T12:50:59Z,40.0,-0.7767805879560497,-0.01941951469890124,2026-04
