factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha77,wq101,conditional,1h,LONG_SHORT,Long-Short,3.654e-05,,,17741,DIRECTION_UNKNOWN,1.457e-05,-2.196e-05,3.654e-05,1.3813,0.4954,0.00014788,0.34245123,0.00051227,-0.00060026,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha77,wq101,conditional,4h,LONG_SHORT,Long-Short,0.000144,,,17738,DIRECTION_UNKNOWN,3.932e-05,-0.00010467,0.000144,2.6919,0.4976,0.0006186,0.35179912,0.00214288,-0.00215658,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha77,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00027491,,,17718,DIRECTION_UNKNOWN,-0.00019589,7.902e-05,-0.00027491,-1.9564,0.4807,0.00188985,-0.10331542,0.00654662,-0.00877819,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha77,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00089482,,,17670,DIRECTION_UNKNOWN,-0.00036856,0.00052626,-0.00089482,-3.1337,0.4786,0.00384513,-0.10597333,0.01331992,-0.02255287,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha78,wq101,conditional,1h,LONG_SHORT,Long-Short,7.617e-05,,,17717,DIRECTION_UNKNOWN,3.646e-05,-3.971e-05,7.617e-05,2.4831,0.5042,0.00012351,0.68137807,0.00042785,-0.00031204,0.8,25,per_bar_mean_x_bars_per_year
wq101_alpha78,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00016411,,,17714,DIRECTION_UNKNOWN,0.00010906,-5.505e-05,0.00016411,2.5861,0.506,0.00049701,0.38305265,0.00172168,-0.00156989,0.68,25,per_bar_mean_x_bars_per_year
wq101_alpha78,wq101,conditional,24h,LONG_SHORT,Long-Short,0.00103623,,,17694,DIRECTION_UNKNOWN,0.00050466,-0.00053157,0.00103623,6.3312,0.5091,0.00188248,0.38399694,0.00652111,-0.00516255,0.72,25,per_bar_mean_x_bars_per_year
wq101_alpha78,wq101,conditional,72h,LONG_SHORT,Long-Short,0.00269781,,,17646,DIRECTION_UNKNOWN,0.00127979,-0.00141803,0.00269781,8.0444,0.5169,0.00469594,0.32912415,0.01626722,-0.00742716,0.76,25,per_bar_mean_x_bars_per_year
wq101_alpha83,wq101,conditional,1h,LONG_SHORT,Long-Short,0.00011101,,,17800,DIRECTION_UNKNOWN,4.527e-05,-6.574e-05,0.00011101,3.6846,0.5229,0.00019044,1.05295809,0.0006597,-0.00038355,0.8,25,per_bar_mean_x_bars_per_year
wq101_alpha83,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00010522,,,17797,DIRECTION_UNKNOWN,1.306e-05,-9.215e-05,0.00010522,1.7184,0.5105,0.00039816,0.21993362,0.00137925,-0.00122242,0.68,25,per_bar_mean_x_bars_per_year
