factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
wq101_alpha56,wq101,conditional,1h,2024-06,0.01723295,0.01723295,0.12248146,0.12248146,0.140698,0.140698,0.140698,0.5463,0.5463,432,COMPUTED
wq101_alpha56,wq101,conditional,1h,2024-07,0.00898382,0.00898382,0.13013123,0.13013123,0.069037,0.069037,0.069037,0.5242,0.5242,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2024-08,0.01111641,0.01111641,0.13118559,0.13118559,0.084738,0.084738,0.084738,0.5309,0.5309,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2024-09,0.01783009,0.01783009,0.12881409,0.12881409,0.138417,0.138417,0.138417,0.5667,0.5667,720,COMPUTED
wq101_alpha56,wq101,conditional,1h,2024-10,0.01032772,0.01032772,0.12433011,0.12433011,0.083067,0.083067,0.083067,0.541,0.541,743,COMPUTED
wq101_alpha56,wq101,conditional,1h,2024-11,0.00636027,0.00636027,0.13795204,0.13795204,0.046105,0.046105,0.046105,0.4931,0.4931,720,COMPUTED
wq101_alpha56,wq101,conditional,1h,2024-12,0.01727498,0.01727498,0.13960229,0.13960229,0.123744,0.123744,0.123744,0.5444,0.5444,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-01,0.01299999,0.01299999,0.13727226,0.13727226,0.094702,0.094702,0.094702,0.5417,0.5417,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-02,0.00818027,0.00818027,0.13257971,0.13257971,0.061701,0.061701,0.061701,0.5223,0.5223,672,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-03,0.01570636,0.01570636,0.133469,0.133469,0.117678,0.117678,0.117678,0.5484,0.5484,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-04,0.01559564,0.01559564,0.12369501,0.12369501,0.126081,0.126081,0.126081,0.5722,0.5722,720,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-05,0.01514441,0.01514441,0.12647906,0.12647906,0.119739,0.119739,0.119739,0.5538,0.5538,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-06,0.01080074,0.01080074,0.12043155,0.12043155,0.089684,0.089684,0.089684,0.5194,0.5194,720,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-07,0.01302994,0.01302994,0.11861598,0.11861598,0.10985,0.10985,0.10985,0.5497,0.5497,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-08,0.01567835,0.01567835,0.12089852,0.12089852,0.129682,0.129682,0.129682,0.5659,0.5659,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-09,0.0114551,0.0114551,0.10595819,0.10595819,0.10811,0.10811,0.10811,0.5361,0.5361,720,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-10,0.01723581,0.01723581,0.09620149,0.09620149,0.179164,0.179164,0.179164,0.5981,0.5981,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-11,0.00775228,0.00775228,0.10618569,0.10618569,0.073007,0.073007,0.073007,0.5319,0.5319,720,COMPUTED
wq101_alpha56,wq101,conditional,1h,2025-12,0.00691041,0.00691041,0.10321641,0.10321641,0.066951,0.066951,0.066951,0.5108,0.5108,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2026-01,0.02266457,0.02266457,0.10558818,0.10558818,0.214651,0.214651,0.214651,0.6008,0.6008,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2026-02,0.0092824,0.0092824,0.10623924,0.10623924,0.087373,0.087373,0.087373,0.5312,0.5312,672,COMPUTED
wq101_alpha56,wq101,conditional,1h,2026-03,0.01131605,0.01131605,0.09911928,0.09911928,0.114166,0.114166,0.114166,0.5739,0.5739,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2026-04,0.01740988,0.01740988,0.10008586,0.10008586,0.173949,0.173949,0.173949,0.5722,0.5722,720,COMPUTED
wq101_alpha56,wq101,conditional,1h,2026-05,0.01695032,0.01695032,0.09975521,0.09975521,0.169919,0.169919,0.169919,0.5632,0.5632,744,COMPUTED
wq101_alpha56,wq101,conditional,1h,2026-06,0.02196256,0.02196256,0.10455383,0.10455383,0.21006,0.21006,0.21006,0.566,0.566,288,COMPUTED
wq101_alpha56,wq101,conditional,4h,2024-06,0.01394766,0.01394766,0.12510875,0.12510875,0.111484,0.111484,0.111484,0.5463,0.5463,432,COMPUTED
wq101_alpha56,wq101,conditional,4h,2024-07,0.00538575,0.00538575,0.13620226,0.13620226,0.039542,0.039542,0.039542,0.5255,0.5255,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2024-08,0.01410063,0.01410063,0.13078713,0.13078713,0.107814,0.107814,0.107814,0.5309,0.5309,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2024-09,0.01299011,0.01299011,0.12090094,0.12090094,0.107444,0.107444,0.107444,0.5486,0.5486,720,COMPUTED
wq101_alpha56,wq101,conditional,4h,2024-10,0.00909821,0.00909821,0.12560637,0.12560637,0.072434,0.072434,0.072434,0.5148,0.5148,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2024-11,0.00898294,0.00898294,0.14122225,0.14122225,0.063609,0.063609,0.063609,0.5306,0.5306,720,COMPUTED
wq101_alpha56,wq101,conditional,4h,2024-12,0.01537312,0.01537312,0.14290195,0.14290195,0.107578,0.107578,0.107578,0.5417,0.5417,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-01,0.00790768,0.00790768,0.13482799,0.13482799,0.05865,0.05865,0.05865,0.5269,0.5269,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-02,0.01765344,0.01765344,0.14121165,0.14121165,0.125014,0.125014,0.125014,0.5387,0.5387,672,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-03,0.01750029,0.01750029,0.13633469,0.13633469,0.128363,0.128363,0.128363,0.5484,0.5484,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-04,0.01074333,0.01074333,0.11930323,0.11930323,0.090051,0.090051,0.090051,0.5153,0.5153,720,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-05,0.00275768,0.00275768,0.12767436,0.12767436,0.021599,0.021599,0.021599,0.5054,0.5054,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-06,0.01479987,0.01479987,0.11710572,0.11710572,0.12638,0.12638,0.12638,0.5486,0.5486,720,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-07,0.0142228,0.0142228,0.11854548,0.11854548,0.119978,0.119978,0.119978,0.5403,0.5403,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-08,0.01414517,0.01414517,0.11149897,0.11149897,0.126864,0.126864,0.126864,0.5511,0.5511,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-09,0.0173437,0.0173437,0.10524985,0.10524985,0.164786,0.164786,0.164786,0.5708,0.5708,720,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-10,0.00646303,0.00646303,0.10188507,0.10188507,0.063435,0.063435,0.063435,0.5336,0.5336,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-11,0.00108515,0.00108515,0.1086698,0.1086698,0.009986,0.009986,0.009986,0.5333,0.5333,720,COMPUTED
wq101_alpha56,wq101,conditional,4h,2025-12,0.01489413,0.01489413,0.10334871,0.10334871,0.144115,0.144115,0.144115,0.5645,0.5645,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2026-01,0.01582879,0.01582879,0.11140955,0.11140955,0.142078,0.142078,0.142078,0.5565,0.5565,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2026-02,0.00649415,0.00649415,0.11802701,0.11802701,0.055023,0.055023,0.055023,0.5327,0.5327,672,COMPUTED
wq101_alpha56,wq101,conditional,4h,2026-03,0.01321381,0.01321381,0.10402715,0.10402715,0.127023,0.127023,0.127023,0.5591,0.5591,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2026-04,0.01773579,0.01773579,0.09964149,0.09964149,0.177996,0.177996,0.177996,0.5792,0.5792,720,COMPUTED
wq101_alpha56,wq101,conditional,4h,2026-05,0.01768493,0.01768493,0.10167841,0.10167841,0.17393,0.17393,0.17393,0.578,0.578,744,COMPUTED
wq101_alpha56,wq101,conditional,4h,2026-06,0.02061722,0.02061722,0.09769246,0.09769246,0.211042,0.211042,0.211042,0.5825,0.5825,285,COMPUTED
wq101_alpha56,wq101,conditional,24h,2024-06,-0.0003651,-0.0003651,0.1221056,0.1221056,-0.00299,-0.00299,-0.00299,0.4931,0.4931,432,COMPUTED
wq101_alpha56,wq101,conditional,24h,2024-07,0.00687926,0.00687926,0.1298793,0.1298793,0.052967,0.052967,0.052967,0.5202,0.5202,744,COMPUTED
wq101_alpha56,wq101,conditional,24h,2024-08,-0.00487992,-0.00487992,0.12537182,0.12537182,-0.038924,-0.038924,-0.038924,0.4651,0.4651,744,COMPUTED
wq101_alpha56,wq101,conditional,24h,2024-09,-0.00588293,-0.00588293,0.12326683,0.12326683,-0.047725,-0.047725,-0.047725,0.45,0.45,720,COMPUTED
wq101_alpha56,wq101,conditional,24h,2024-10,0.00506395,0.00506395,0.12861151,0.12861151,0.039374,0.039374,0.039374,0.5081,0.5081,744,COMPUTED
wq101_alpha56,wq101,conditional,24h,2024-11,-0.00333254,-0.00333254,0.14520583,0.14520583,-0.02295,-0.02295,-0.02295,0.4972,0.4972,720,COMPUTED
wq101_alpha56,wq101,conditional,24h,2024-12,0.00048504,0.00048504,0.1444533,0.1444533,0.003358,0.003358,0.003358,0.5,0.5,744,COMPUTED
wq101_alpha56,wq101,conditional,24h,2025-01,0.00719407,0.00719407,0.13952035,0.13952035,0.051563,0.051563,0.051563,0.539,0.539,744,COMPUTED
wq101_alpha56,wq101,conditional,24h,2025-02,-0.0054737,-0.0054737,0.14658655,0.14658655,-0.037341,-0.037341,-0.037341,0.4881,0.4881,672,COMPUTED
wq101_alpha56,wq101,conditional,24h,2025-03,0.00337055,0.00337055,0.13070232,0.13070232,0.025788,0.025788,0.025788,0.5175,0.5175,744,COMPUTED
