factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
wq101_alpha56,wq101,conditional,factor_registry,1h,0.01333487,0.01333487,14.7972,17519,170.6,2989340,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#56: -rank(sum(returns,10)/sum(sum(returns,2),3))*rank(returns*cap); requires market_cap_1h_aligned.parquet merged as cap"
wq101_alpha56,wq101,conditional,factor_registry,4h,0.01220525,0.01220525,13.4083,17517,170.6,2989340,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#56: -rank(sum(returns,10)/sum(sum(returns,2),3))*rank(returns*cap); requires market_cap_1h_aligned.parquet merged as cap"
wq101_alpha56,wq101,conditional,factor_registry,24h,0.00433864,0.00433864,4.726,17497,170.6,2989340,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#56: -rank(sum(returns,10)/sum(sum(returns,2),3))*rank(returns*cap); requires market_cap_1h_aligned.parquet merged as cap"
wq101_alpha56,wq101,conditional,factor_registry,72h,0.00365905,0.00365905,4.0524,17449,170.6,2989340,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#56: -rank(sum(returns,10)/sum(sum(returns,2),3))*rank(returns*cap); requires market_cap_1h_aligned.parquet merged as cap"
