factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_volume_ratio_1h,alpha158_volume,conditional,1h,LONG_SHORT,Long-Short,-2.242e-05,,,17806,DIRECTION_UNKNOWN,9.4e-07,2.336e-05,-2.242e-05,-0.7793,0.5061,0.00014179,-0.1598748,0.00049119,-0.00076105,0.56,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_1h,alpha158_volume,conditional,4h,LONG_SHORT,Long-Short,-7.711e-05,,,17803,DIRECTION_UNKNOWN,-2.598e-05,5.113e-05,-7.711e-05,-1.378,0.5027,0.00025294,-0.16964919,0.00087621,-0.00216785,0.4,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_1h,alpha158_volume,conditional,24h,LONG_SHORT,Long-Short,-0.00027391,,,17783,DIRECTION_UNKNOWN,7.097e-05,0.00034488,-0.00027391,-1.8939,0.4985,0.00047355,-0.1041615,0.00164042,-0.00733108,0.24,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_1h,alpha158_volume,conditional,72h,LONG_SHORT,Long-Short,-0.00093285,,,17735,DIRECTION_UNKNOWN,0.00023496,0.00116781,-0.00093285,-3.3058,0.4908,0.00189201,-0.10598387,0.00655411,-0.02301967,0.28,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_2h,alpha158_volume,conditional,1h,LONG_SHORT,Long-Short,-6.807e-05,,,17805,DIRECTION_UNKNOWN,-1.374e-05,5.433e-05,-6.807e-05,-2.2481,0.4973,0.0001436,-0.57203893,0.00049745,-0.00175447,0.28,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_2h,alpha158_volume,conditional,4h,LONG_SHORT,Long-Short,-0.00013073,,,17802,DIRECTION_UNKNOWN,-1.353e-05,0.00011719,-0.00013073,-2.2448,0.499,0.00038537,-0.28198637,0.00133495,-0.00329461,0.36,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_2h,alpha158_volume,conditional,24h,LONG_SHORT,Long-Short,-0.00038218,,,17782,DIRECTION_UNKNOWN,4.142e-05,0.0004236,-0.00038218,-2.5506,0.4939,0.00077196,-0.14511141,0.00267414,-0.01013997,0.24,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_2h,alpha158_volume,conditional,72h,LONG_SHORT,Long-Short,-0.00099567,,,17734,DIRECTION_UNKNOWN,0.00041332,0.00140899,-0.00099567,-3.3828,0.4924,0.0020509,-0.1112074,0.00710453,-0.02442741,0.2,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_3h,alpha158_volume,conditional,1h,LONG_SHORT,Long-Short,-7.72e-05,,,17804,DIRECTION_UNKNOWN,-2.319e-05,5.4e-05,-7.72e-05,-2.4995,0.4964,0.00014589,-0.67833897,0.00050537,-0.00205073,0.28,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_3h,alpha158_volume,conditional,4h,LONG_SHORT,Long-Short,-8.993e-05,,,17801,DIRECTION_UNKNOWN,1.782e-05,0.00010774,-8.993e-05,-1.4882,0.506,0.0004052,-0.18137743,0.00140364,-0.00218345,0.48,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_3h,alpha158_volume,conditional,24h,LONG_SHORT,Long-Short,-0.0003624,,,17781,DIRECTION_UNKNOWN,0.00012748,0.00048988,-0.0003624,-2.3738,0.4959,0.00080241,-0.14137056,0.00277962,-0.01107323,0.28,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_3h,alpha158_volume,conditional,72h,LONG_SHORT,Long-Short,-0.00111411,,,17733,DIRECTION_UNKNOWN,0.00034992,0.00146402,-0.00111411,-3.7433,0.4881,0.00230866,-0.12110113,0.00799742,-0.02775784,0.36,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_4h,alpha158_volume,conditional,1h,LONG_SHORT,Long-Short,-6.073e-05,,,17803,DIRECTION_UNKNOWN,-1.09e-05,4.983e-05,-6.073e-05,-1.9321,0.4971,0.00013942,-0.50646777,0.00048297,-0.00160909,0.4,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_4h,alpha158_volume,conditional,4h,LONG_SHORT,Long-Short,-8.063e-05,,,17800,DIRECTION_UNKNOWN,4.309e-05,0.00012371,-8.063e-05,-1.3237,0.5015,0.0004316,-0.15312853,0.00149509,-0.0018009,0.44,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_4h,alpha158_volume,conditional,24h,LONG_SHORT,Long-Short,-0.00040212,,,17780,DIRECTION_UNKNOWN,9.655e-05,0.00049867,-0.00040212,-2.5887,0.4984,0.0008508,-0.16363125,0.00294727,-0.01153292,0.2,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_4h,alpha158_volume,conditional,72h,LONG_SHORT,Long-Short,-0.0011486,,,17732,DIRECTION_UNKNOWN,0.00042403,0.00157263,-0.0011486,-3.8252,0.4973,0.00237802,-0.1236168,0.00823769,-0.02818659,0.28,25,per_bar_mean_x_bars_per_year
