factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha36,wq101,conditional,24h,0.01785821,0.01785821,0.10596377,0.10596377,0.168531,0.168531,0.168531,22.348,0.5689,0.5689,17584,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state",open|close|volume|quote_volume,200,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state",-0.00020407,6.537e-05,-0.00026945,-1.9738,0.4995,0.0022257,-0.1744991,0.00771007,-0.01615974,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha36,wq101,conditional,72h,0.01414449,0.01414449,0.10421446,0.10421446,0.135725,0.135725,0.135725,17.9732,0.5565,0.5565,17536,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state",open|close|volume|quote_volume,200,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state",-8.83e-05,-8.885e-05,5.6e-07,0.0021,0.5046,0.00495927,-0.04243615,0.01717943,-0.0229903,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha39,wq101,conditional,1h,0.01421262,0.01421262,0.12121033,0.12121033,0.117256,0.117256,0.117256,15.5363,0.5504,0.5504,17556,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))",close|volume,251,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))",4.08e-06,2.6e-07,3.82e-06,0.1291,0.5021,0.00017627,0.02523972,0.00061062,-0.00141447,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha39,wq101,conditional,4h,0.01844399,0.01844399,0.12340193,0.12340193,0.149463,0.149463,0.149463,19.8025,0.565,0.565,17554,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))",close|volume,251,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))",-2.664e-05,9.133e-05,-0.00011796,-1.9556,0.5035,0.00066494,-0.25605006,0.00230343,-0.00548052,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha39,wq101,conditional,24h,0.013143,0.013143,0.12937482,0.12937482,0.101589,0.101589,0.101589,13.4519,0.5516,0.5516,17534,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))",close|volume,251,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))",-0.00028375,0.00066127,-0.00094501,-5.9753,0.4929,0.00321779,-0.42864844,0.01114675,-0.03723379,0.28,25,per_bar_mean_x_bars_per_year
wq101_alpha39,wq101,conditional,72h,0.00506697,0.00506697,0.12470558,0.12470558,0.040631,0.040631,0.040631,5.3729,0.5196,0.5196,17486,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))",close|volume,251,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))",-0.0009896,0.00203282,-0.00302242,-10.1561,0.4791,0.0068492,-0.38293642,0.02372632,-0.08861958,0.28,25,per_bar_mean_x_bars_per_year
wq101_alpha57,wq101,conditional,1h,0.02079647,0.02079647,0.11591827,0.11591827,0.179406,0.179406,0.179406,23.919,0.5815,0.5815,17775,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume",close|volume|quote_volume,31,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume",4.562e-05,-4.816e-05,9.378e-05,3.111,0.5201,0.00020761,0.92672808,0.00071917,-0.00039918,0.8,25,per_bar_mean_x_bars_per_year
wq101_alpha57,wq101,conditional,4h,0.01416133,0.01416133,0.11680032,0.11680032,0.121244,0.121244,0.121244,16.1637,0.5521,0.5521,17773,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume",close|volume|quote_volume,31,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume",4.485e-05,-6.066e-05,0.00010551,1.7397,0.5156,0.00040622,0.23054448,0.0014072,-0.00158679,0.68,25,per_bar_mean_x_bars_per_year
wq101_alpha57,wq101,conditional,24h,0.0035428,0.0035428,0.11747899,0.11747899,0.030157,0.030157,0.030157,4.0181,0.5156,0.5156,17753,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume",close|volume|quote_volume,31,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume",3.953e-05,0.00019681,-0.00015728,-1.0288,0.5023,0.00124053,-0.08698691,0.00429732,-0.00749539,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha57,wq101,conditional,72h,-0.00020529,-0.00020529,0.1154946,0.1154946,-0.001778,-0.001778,-0.001778,-0.2365,0.5027,0.5027,17705,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume",close|volume|quote_volume,31,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume",0.00031936,0.00068868,-0.00036933,-1.2184,0.496,0.0020606,-0.04981123,0.00713814,-0.01265086,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha62,wq101,conditional,1h,0.00474408,0.00474408,0.09986879,0.09986879,0.047503,0.047503,0.047503,6.3299,0.519,0.519,17756,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition",open|high|low|volume|quote_volume,51,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition",-1.831e-05,-2.696e-05,8.66e-06,0.3925,0.5063,0.00011028,0.10591369,0.00038202,-0.00062116,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha62,wq101,conditional,4h,0.00647054,0.00647054,0.10299306,0.10299306,0.062825,0.062825,0.062825,8.3711,0.5259,0.5259,17754,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition",open|high|low|volume|quote_volume,51,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition",-0.00010142,-8.57e-05,-1.572e-05,-0.3469,0.5105,0.00037675,-0.03330982,0.00130509,-0.00201957,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha62,wq101,conditional,24h,0.00645515,0.00645515,0.10233434,0.10233434,0.063079,0.063079,0.063079,8.4002,0.5246,0.5246,17734,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition",open|high|low|volume|quote_volume,51,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition",-0.00053039,-0.00062474,9.435e-05,0.8041,0.5083,0.00234948,0.01581894,0.00813884,-0.01621212,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha62,wq101,conditional,72h,0.00605969,0.00605969,0.09820054,0.09820054,0.061707,0.061707,0.061707,8.2064,0.5253,0.5253,17686,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition",open|high|low|volume|quote_volume,51,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition",-0.00160622,-0.00161024,4.03e-06,0.0164,0.5141,0.00693472,-0.00735588,0.02402259,-0.0447108,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha64,wq101,conditional,1h,0.00332117,0.00332117,0.10224372,0.10224372,0.032483,0.032483,0.032483,4.3163,0.5174,0.5174,17657,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank,open|high|low|volume|quote_volume,149,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank,-2.412e-05,-1.837e-05,-5.76e-06,-0.2598,0.499,0.00013388,-0.04868718,0.00046378,-0.00086067,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha64,wq101,conditional,4h,0.00295732,0.00295732,0.10382726,0.10382726,0.028483,0.028483,0.028483,3.7846,0.5129,0.5129,17655,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank,open|high|low|volume|quote_volume,149,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank,-7.96e-05,-7.048e-05,-9.12e-06,-0.2024,0.5013,0.00048508,-0.01928062,0.00168037,-0.00317344,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha64,wq101,conditional,24h,-0.00228731,-0.00228731,0.10492012,0.10492012,-0.021801,-0.021801,-0.021801,-2.895,0.4907,0.4907,17635,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank,open|high|low|volume|quote_volume,149,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank,-0.000402,-0.00036912,-3.289e-05,-0.2774,0.5034,0.00219609,-0.01590674,0.00760749,-0.01279332,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha64,wq101,conditional,72h,-0.00556147,-0.00556147,0.10349382,0.10349382,-0.053737,-0.053737,-0.053737,-7.1264,0.477,0.477,17587,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank,open|high|low|volume|quote_volume,149,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank,-0.00137448,-0.00071819,-0.00065629,-2.5837,0.5092,0.00641132,-0.06176911,0.02220948,-0.04545008,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha66,wq101,conditional,1h,0.00835471,0.00835471,0.10502549,0.10502549,0.079549,0.079549,0.079549,10.6052,0.5318,0.5318,17773,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank,open|high|low|volume|quote_volume,17,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank,-1.049e-05,1.505e-05,-2.554e-05,-0.9049,0.4981,0.00016333,-0.17454388,0.0005658,-0.00160379,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha66,wq101,conditional,4h,0.01133343,0.01133343,0.10507966,0.10507966,0.107856,0.107856,0.107856,14.378,0.5465,0.5465,17771,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank,open|high|low|volume|quote_volume,17,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank,-6.861e-05,3.293e-05,-0.00010154,-1.8027,0.4972,0.00060094,-0.25080029,0.00208173,-0.00425971,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha66,wq101,conditional,24h,0.00632249,0.00632249,0.10900293,0.10900293,0.058003,0.058003,0.058003,7.7279,0.5297,0.5297,17751,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank,open|high|low|volume|quote_volume,17,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank,-0.0005667,0.0002148,-0.0007815,-5.2624,0.4897,0.00232012,-0.36314025,0.00803714,-0.02699917,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha66,wq101,conditional,72h,0.00287481,0.00287481,0.10740467,0.10740467,0.026766,0.026766,0.026766,3.5613,0.5158,0.5158,17703,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank,open|high|low|volume|quote_volume,17,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank,-0.001386,0.00080011,-0.00218611,-7.5464,0.4863,0.00423274,-0.29058939,0.01466264,-0.06175208,0.24,25,per_bar_mean_x_bars_per_year
wq101_alpha71,wq101,conditional,1h,0.0055669,0.0055669,0.10704346,0.10704346,0.052006,0.052006,0.052006,6.8919,0.5242,0.5242,17562,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch,open|low|close|volume|quote_volume,229,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch,-2.781e-05,-3.348e-05,5.67e-06,0.2399,0.5046,0.00011577,0.09327926,0.00040105,-0.00033617,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha71,wq101,conditional,4h,0.00569254,0.00569254,0.10778153,0.10778153,0.052816,0.052816,0.052816,6.9988,0.5219,0.5219,17560,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch,open|low|close|volume|quote_volume,229,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch,-7.501e-05,-0.00012631,5.131e-05,1.0698,0.504,0.00037865,0.1184644,0.00131168,-0.00108653,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha71,wq101,conditional,24h,0.00129283,0.00129283,0.10850715,0.10850715,0.011915,0.011915,0.011915,1.578,0.5072,0.5072,17540,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch,open|low|close|volume|quote_volume,229,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch,-0.00044989,-0.00016262,-0.00028727,-2.3605,0.4916,0.00102307,-0.09423534,0.00354402,-0.00912145,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha71,wq101,conditional,72h,-0.00083889,-0.00083889,0.10697937,0.10697937,-0.007842,-0.007842,-0.007842,-1.0371,0.499,0.499,17492,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch,open|low|close|volume|quote_volume,229,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch,-0.00062453,-0.00017369,-0.00045084,-1.8143,0.4957,0.00382371,-0.05675184,0.01324572,-0.0190558,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha72,wq101,conditional,1h,0.00611856,0.00611856,0.09817106,0.09817106,0.062325,0.062325,0.062325,8.3033,0.527,0.527,17749,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank,high|low|volume|quote_volume,49,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank,-7.2e-07,-2.263e-05,2.191e-05,0.9199,0.5034,0.00014434,0.27492026,0.00050002,-0.00048701,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha72,wq101,conditional,4h,0.00815909,0.00815909,0.10068684,0.10068684,0.081034,0.081034,0.081034,10.7952,0.5341,0.5341,17747,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank,high|low|volume|quote_volume,49,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank,-8.455e-05,-7.408e-05,-1.047e-05,-0.2138,0.5077,0.00041795,0.00874505,0.00144784,-0.00263477,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha72,wq101,conditional,24h,0.00729364,0.00729364,0.10080559,0.10080559,0.072354,0.072354,0.072354,9.6334,0.5302,0.5302,17727,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank,high|low|volume|quote_volume,49,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank,-0.0003837,-0.00023468,-0.00014902,-1.1718,0.4992,0.00166342,-0.06659025,0.00576224,-0.01200706,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha72,wq101,conditional,72h,0.00746531,0.00746531,0.09731299,0.09731299,0.076714,0.076714,0.076714,10.2001,0.5227,0.5227,17679,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank,high|low|volume|quote_volume,49,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank,-0.00111236,-0.00153238,0.00042001,1.6952,0.5033,0.00310411,0.05065153,0.01075296,-0.00978993,0.52,25,per_bar_mean_x_bars_per_year
