factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
a101_volume_xs_z_mean_neg_112h,alpha101_curated_volume_crowding,positive,1h,0.01891724,0.01891724,0.14879818,0.14879818,0.127134,0.127134,0.127134,16.9116,0.5541,0.5541,17695,186.7,3304826,0.704513,False,COMPUTED,"-rolling_mean(xs_zscore(volume), 112); low relative-volume / low crowding; migrated from alpha101 volume_zscore_mean_neg_28",volume,112,"-rolling_mean(xs_zscore(volume), 112); low relative-volume / low crowding; migrated from alpha101 volume_zscore_mean_neg_28",7.09e-06,7.26e-06,-1.6e-07,-0.0047,0.5089,0.00015028,1.415e-05,0.00052058,-0.00051977,0.6,25,monthly_x12
a101_volume_xs_z_mean_neg_112h,alpha101_curated_volume_crowding,positive,4h,0.02868574,0.02868574,0.15030974,0.15030974,0.190844,0.190844,0.190844,25.3851,0.5793,0.5793,17693,186.7,3304826,0.704513,False,COMPUTED,"-rolling_mean(xs_zscore(volume), 112); low relative-volume / low crowding; migrated from alpha101 volume_zscore_mean_neg_28",volume,112,"-rolling_mean(xs_zscore(volume), 112); low relative-volume / low crowding; migrated from alpha101 volume_zscore_mean_neg_28",2.653e-05,6.03e-06,2.05e-05,0.2882,0.5201,0.00059094,0.0003594,0.00204709,-0.00192489,0.64,25,monthly_x12
a101_volume_xs_z_mean_neg_112h,alpha101_curated_volume_crowding,positive,24h,0.05396015,0.05396015,0.15521887,0.15521887,0.347639,0.347639,0.347639,46.2151,0.6601,0.6601,17673,186.7,3304826,0.704513,False,COMPUTED,"-rolling_mean(xs_zscore(volume), 112); low relative-volume / low crowding; migrated from alpha101 volume_zscore_mean_neg_28",volume,112,"-rolling_mean(xs_zscore(volume), 112); low relative-volume / low crowding; migrated from alpha101 volume_zscore_mean_neg_28",0.00026929,0.0001089,0.00016038,0.835,0.5613,0.00364023,0.00214709,0.01261013,-0.0123009,0.64,25,monthly_x12
a101_volume_xs_z_mean_neg_112h,alpha101_curated_volume_crowding,positive,72h,0.06835423,0.06835423,0.15454896,0.15454896,0.442282,0.442282,0.442282,58.717,0.6993,0.6993,17625,186.7,3304826,0.704513,False,COMPUTED,"-rolling_mean(xs_zscore(volume), 112); low relative-volume / low crowding; migrated from alpha101 volume_zscore_mean_neg_28",volume,112,"-rolling_mean(xs_zscore(volume), 112); low relative-volume / low crowding; migrated from alpha101 volume_zscore_mean_neg_28",0.00125801,-0.00047654,0.00173454,5.0068,0.589,0.01054237,0.01779507,0.03651983,-0.03183455,0.6,25,monthly_x12
a101_vol_xs_z_product_112h,alpha101_curated_volume_regime,conditional,1h,0.01685688,0.01685688,0.12024199,0.12024199,0.140191,0.140191,0.140191,18.5895,0.5599,0.5599,17583,186.7,3304826,0.704513,False,DIRECTION_UNKNOWN,"rolling_product(xs_zscore(volume), 112); nonlinear persistent volume-regime detector; mathematically awkward; migrated from alpha101 vol_zscore_product_28",volume,112,"rolling_product(xs_zscore(volume), 112); nonlinear persistent volume-regime detector; mathematically awkward; migrated from alpha101 vol_zscore_product_28",2.31e-06,1.576e-05,-1.345e-05,-0.4319,0.5067,0.000174,-0.00013292,0.00060276,-0.00071348,0.56,25,monthly_x12
a101_vol_xs_z_product_112h,alpha101_curated_volume_regime,conditional,4h,0.02547928,0.02547928,0.12098504,0.12098504,0.210599,0.210599,0.210599,27.924,0.5915,0.5915,17581,186.7,3304826,0.704513,False,DIRECTION_UNKNOWN,"rolling_product(xs_zscore(volume), 112); nonlinear persistent volume-regime detector; mathematically awkward; migrated from alpha101 vol_zscore_product_28",volume,112,"rolling_product(xs_zscore(volume), 112); nonlinear persistent volume-regime detector; mathematically awkward; migrated from alpha101 vol_zscore_product_28",-6.1e-07,6.511e-05,-6.571e-05,-1.026,0.5184,0.00070344,-0.00067428,0.00243679,-0.00315238,0.56,25,monthly_x12
a101_vol_xs_z_product_112h,alpha101_curated_volume_regime,conditional,24h,0.04598521,0.04598521,0.12568865,0.12568865,0.365866,0.365866,0.365866,48.4838,0.6655,0.6655,17561,186.7,3304826,0.704513,False,DIRECTION_UNKNOWN,"rolling_product(xs_zscore(volume), 112); nonlinear persistent volume-regime detector; mathematically awkward; migrated from alpha101 vol_zscore_product_28",volume,112,"rolling_product(xs_zscore(volume), 112); nonlinear persistent volume-regime detector; mathematically awkward; migrated from alpha101 vol_zscore_product_28",0.00012195,0.00055329,-0.00043134,-2.4525,0.5383,0.00439351,-0.0048969,0.01521956,-0.0181392,0.6,25,monthly_x12
a101_vol_xs_z_product_112h,alpha101_curated_volume_regime,conditional,72h,0.05671747,0.05671747,0.12640408,0.12640408,0.4487,0.4487,0.4487,59.3794,0.7072,0.7072,17513,186.7,3304826,0.704513,False,DIRECTION_UNKNOWN,"rolling_product(xs_zscore(volume), 112); nonlinear persistent volume-regime detector; mathematically awkward; migrated from alpha101 vol_zscore_product_28",volume,112,"rolling_product(xs_zscore(volume), 112); nonlinear persistent volume-regime detector; mathematically awkward; migrated from alpha101 vol_zscore_product_28",0.00081236,0.00045734,0.00035501,1.0866,0.5702,0.01202413,0.00370152,0.04165281,-0.04499952,0.56,25,monthly_x12
a101_volume_low_alpha_min_84_120,alpha101_curated_volume_price_regression,conditional,1h,0.01850292,0.01850292,0.12367262,0.12367262,0.149612,0.149612,0.149612,19.8505,0.5675,0.5675,17604,184.8,3253246,0.795791,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, xs_winsorize(low), 84), 120); volume-adjusted low-price stress; migrated from alpha101 volume_low_alpha_min_21_30",volume|low,203,"rolling_min(ts_alpha(volume, xs_winsorize(low), 84), 120); volume-adjusted low-price stress; migrated from alpha101 volume_low_alpha_min_21_30",-1.442e-05,-3.098e-05,1.656e-05,0.5745,0.5122,0.00010526,0.00024837,0.00036463,-0.00032491,0.52,25,monthly_x12
a101_volume_low_alpha_min_84_120,alpha101_curated_volume_price_regression,conditional,4h,0.02936516,0.02936516,0.12493031,0.12493031,0.235052,0.235052,0.235052,31.185,0.6023,0.6023,17602,184.8,3253246,0.795791,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, xs_winsorize(low), 84), 120); volume-adjusted low-price stress; migrated from alpha101 volume_low_alpha_min_21_30",volume|low,203,"rolling_min(ts_alpha(volume, xs_winsorize(low), 84), 120); volume-adjusted low-price stress; migrated from alpha101 volume_low_alpha_min_21_30",-6.008e-05,-0.00012093,6.085e-05,1.0305,0.5197,0.0004236,0.00107333,0.00146739,-0.00114904,0.56,25,monthly_x12
a101_volume_low_alpha_min_84_120,alpha101_curated_volume_price_regression,conditional,24h,0.05270925,0.05270925,0.13009561,0.13009561,0.405158,0.405158,0.405158,53.7228,0.6776,0.6776,17582,184.8,3253246,0.795791,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, xs_winsorize(low), 84), 120); volume-adjusted low-price stress; migrated from alpha101 volume_low_alpha_min_21_30",volume|low,203,"rolling_min(ts_alpha(volume, xs_winsorize(low), 84), 120); volume-adjusted low-price stress; migrated from alpha101 volume_low_alpha_min_21_30",-0.00026715,-0.00076872,0.00050157,3.2947,0.5503,0.00297217,0.00891709,0.01029589,-0.00674618,0.6,25,monthly_x12
a101_volume_low_alpha_min_84_120,alpha101_curated_volume_price_regression,conditional,72h,0.06247263,0.06247263,0.13067655,0.13067655,0.478071,0.478071,0.478071,63.3042,0.7087,0.7087,17534,184.8,3253246,0.795791,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, xs_winsorize(low), 84), 120); volume-adjusted low-price stress; migrated from alpha101 volume_low_alpha_min_21_30",volume|low,203,"rolling_min(ts_alpha(volume, xs_winsorize(low), 84), 120); volume-adjusted low-price stress; migrated from alpha101 volume_low_alpha_min_21_30",-0.00094534,-0.00209157,0.00114623,4.2304,0.5699,0.00915684,0.02167077,0.03172024,-0.02570025,0.56,25,monthly_x12
a101_volume_high_alpha_min_84_84,alpha101_curated_volume_price_regression,conditional,1h,0.0166058,0.0166058,0.12533291,0.12533291,0.132493,0.132493,0.132493,17.5972,0.5538,0.5538,17640,185.0,3262930,0.795183,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, high, 84), 84); volume-adjusted high-price compression; migrated from alpha101 volume_high_alpha_min_21_21",volume|high,167,"rolling_min(ts_alpha(volume, high, 84), 84); volume-adjusted high-price compression; migrated from alpha101 volume_high_alpha_min_21_21",6.37e-06,-1.985e-05,2.621e-05,0.9261,0.5139,0.00010388,0.00032245,0.00035984,-0.00026452,0.6,25,monthly_x12
