factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha25,wq101,conditional,1h,0.01962723,0.01962723,0.11850802,0.11850802,0.165619,0.165619,0.165619,22.0877,0.5716,0.5716,17786,185.6,3302102,0.002732,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#25: rank((-returns*adv20*vwap)*(high-close)); vwap derived as quote_volume/volume; rank is cross-sectional per timestamp,high|close|volume|quote_volume,20,WorldQuant 101 Alpha#25: rank((-returns*adv20*vwap)*(high-close)); vwap derived as quote_volume/volume; rank is cross-sectional per timestamp,3.41e-05,-3.024e-05,6.433e-05,2.0205,0.5134,0.00022441,0.60746397,0.00077737,-0.00124644,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha25,wq101,conditional,4h,0.01729464,0.01729464,0.11971928,0.11971928,0.14446,0.14446,0.14446,19.2647,0.5579,0.5579,17784,185.6,3302102,0.002732,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#25: rank((-returns*adv20*vwap)*(high-close)); vwap derived as quote_volume/volume; rank is cross-sectional per timestamp,high|close|volume|quote_volume,20,WorldQuant 101 Alpha#25: rank((-returns*adv20*vwap)*(high-close)); vwap derived as quote_volume/volume; rank is cross-sectional per timestamp,9e-07,-2.538e-05,2.628e-05,0.412,0.5084,0.00045431,0.05560116,0.00157376,-0.00308084,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha25,wq101,conditional,24h,0.00841606,0.00841606,0.1185281,0.1185281,0.071005,0.071005,0.071005,9.4636,0.5304,0.5304,17764,185.6,3302102,0.002732,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#25: rank((-returns*adv20*vwap)*(high-close)); vwap derived as quote_volume/volume; rank is cross-sectional per timestamp,high|close|volume|quote_volume,20,WorldQuant 101 Alpha#25: rank((-returns*adv20*vwap)*(high-close)); vwap derived as quote_volume/volume; rank is cross-sectional per timestamp,-9.468e-05,0.00017377,-0.00026846,-1.6743,0.4996,0.00131062,-0.13271559,0.00454012,-0.01284667,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha25,wq101,conditional,72h,0.00331163,0.00331163,0.11648508,0.11648508,0.02843,0.02843,0.02843,3.784,0.5103,0.5103,17716,185.6,3302102,0.002732,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#25: rank((-returns*adv20*vwap)*(high-close)); vwap derived as quote_volume/volume; rank is cross-sectional per timestamp,high|close|volume|quote_volume,20,WorldQuant 101 Alpha#25: rank((-returns*adv20*vwap)*(high-close)); vwap derived as quote_volume/volume; rank is cross-sectional per timestamp,-0.00060107,0.00068007,-0.00128114,-4.1583,0.4943,0.00305853,-0.16564305,0.01059505,-0.03622194,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha28,wq101,conditional,1h,-0.00677057,-0.00677057,0.10823462,0.10823462,-0.062555,-0.062555,-0.062555,-8.2813,0.4716,0.4716,17526,185.6,3300772,0.003134,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#28: scale(correlation(adv20,low,5)+((high+low)/2)-close); panel scale semantics preserved",high|low|close|volume,24,"WorldQuant 101 Alpha#28: scale(correlation(adv20,low,5)+((high+low)/2)-close); panel scale semantics preserved",2.216e-05,-1.58e-05,3.796e-05,1.2929,0.4971,0.00019176,0.40924598,0.00066427,-0.00077402,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha28,wq101,conditional,4h,-0.00898283,-0.00898283,0.10977165,0.10977165,-0.081832,-0.081832,-0.081832,-10.8328,0.4688,0.4688,17524,185.6,3300772,0.003134,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#28: scale(correlation(adv20,low,5)+((high+low)/2)-close); panel scale semantics preserved",high|low|close|volume,24,"WorldQuant 101 Alpha#28: scale(correlation(adv20,low,5)+((high+low)/2)-close); panel scale semantics preserved",4.377e-05,-4.224e-05,8.601e-05,1.492,0.4993,0.00058733,0.23390572,0.00203456,-0.00263246,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha28,wq101,conditional,24h,-0.01555089,-0.01555089,0.11103844,0.11103844,-0.14005,-0.14005,-0.14005,-18.5289,0.44,0.44,17504,185.6,3300772,0.003134,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#28: scale(correlation(adv20,low,5)+((high+low)/2)-close); panel scale semantics preserved",high|low|close|volume,24,"WorldQuant 101 Alpha#28: scale(correlation(adv20,low,5)+((high+low)/2)-close); panel scale semantics preserved",0.0002748,-5.484e-05,0.00032964,2.2315,0.4883,0.00154315,0.155341,0.00534564,-0.00444074,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha28,wq101,conditional,72h,-0.01353646,-0.01353646,0.10694986,0.10694986,-0.126568,-0.126568,-0.126568,-16.7223,0.446,0.446,17456,185.6,3300772,0.003134,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#28: scale(correlation(adv20,low,5)+((high+low)/2)-close); panel scale semantics preserved",high|low|close|volume,24,"WorldQuant 101 Alpha#28: scale(correlation(adv20,low,5)+((high+low)/2)-close); panel scale semantics preserved",0.00072291,-0.00030715,0.00103006,3.5532,0.4962,0.002958,0.12422154,0.01024682,-0.0069529,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha30,wq101,conditional,1h,0.01516341,0.01516341,0.11094707,0.11094707,0.136673,0.136673,0.136673,18.2277,0.5544,0.5544,17787,185.6,3302281,0.002678,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#30: (1-rank(sum of last three close-delta signs))*sum(volume,5)/sum(volume,20); rank is cross-sectional per timestamp",close|volume,20,"WorldQuant 101 Alpha#30: (1-rank(sum of last three close-delta signs))*sum(volume,5)/sum(volume,20); rank is cross-sectional per timestamp",3.595e-05,-2.59e-05,6.185e-05,2.0851,0.5093,0.00019065,0.53448052,0.00066042,-0.00069915,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha30,wq101,conditional,4h,0.01445885,0.01445885,0.11170339,0.11170339,0.12944,0.12944,0.12944,17.2621,0.5582,0.5582,17785,185.6,3302281,0.002678,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#30: (1-rank(sum of last three close-delta signs))*sum(volume,5)/sum(volume,20); rank is cross-sectional per timestamp",close|volume,20,"WorldQuant 101 Alpha#30: (1-rank(sum of last three close-delta signs))*sum(volume,5)/sum(volume,20); rank is cross-sectional per timestamp",-1.571e-05,1.709e-05,-3.279e-05,-0.5491,0.5061,0.00061697,-0.06986919,0.00213725,-0.00407831,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha30,wq101,conditional,24h,0.00683405,0.00683405,0.11040286,0.11040286,0.061901,0.061901,0.061901,8.2505,0.5255,0.5255,17765,185.6,3302281,0.002678,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#30: (1-rank(sum of last three close-delta signs))*sum(volume,5)/sum(volume,20); rank is cross-sectional per timestamp",close|volume,20,"WorldQuant 101 Alpha#30: (1-rank(sum of last three close-delta signs))*sum(volume,5)/sum(volume,20); rank is cross-sectional per timestamp",-0.000276,0.0004873,-0.0007633,-5.0605,0.4863,0.00169361,-0.30420391,0.00586684,-0.02114929,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha30,wq101,conditional,72h,0.00320088,0.00320088,0.10602535,0.10602535,0.03019,0.03019,0.03019,4.0184,0.5126,0.5126,17717,185.6,3302281,0.002678,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#30: (1-rank(sum of last three close-delta signs))*sum(volume,5)/sum(volume,20); rank is cross-sectional per timestamp",close|volume,20,"WorldQuant 101 Alpha#30: (1-rank(sum of last three close-delta signs))*sum(volume,5)/sum(volume,20); rank is cross-sectional per timestamp",-0.00066248,0.00094627,-0.00160875,-5.4654,0.4833,0.00322391,-0.21237589,0.01116796,-0.0410287,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha35,wq101,conditional,1h,0.02608825,0.02608825,0.12138113,0.12138113,0.214928,0.214928,0.214928,28.6541,0.6014,0.6014,17774,186.1,3307651,0.001056,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#35: ts_rank(volume,32)*(1-ts_rank(close+high-low,16))*(1-ts_rank(returns,32)); adapted to 1h panel",high|low|close|volume,33,"WorldQuant 101 Alpha#35: ts_rank(volume,32)*(1-ts_rank(close+high-low,16))*(1-ts_rank(returns,32)); adapted to 1h panel",2.158e-05,3.44e-06,1.814e-05,0.5617,0.5152,0.00018249,0.17848957,0.00063217,-0.00095188,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha35,wq101,conditional,4h,0.02420373,0.02420373,0.1211496,0.1211496,0.199784,0.199784,0.199784,26.6335,0.586,0.586,17772,186.1,3307651,0.001056,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#35: ts_rank(volume,32)*(1-ts_rank(close+high-low,16))*(1-ts_rank(returns,32)); adapted to 1h panel",high|low|close|volume,33,"WorldQuant 101 Alpha#35: ts_rank(volume,32)*(1-ts_rank(close+high-low,16))*(1-ts_rank(returns,32)); adapted to 1h panel",-3.205e-05,8.871e-05,-0.00012076,-1.8921,0.5024,0.00062074,-0.24948054,0.00215032,-0.00477838,0.44,25,per_bar_mean_x_bars_per_year
