symbol,known_at,effective_from,effective_to,sector,industry,subindustry,taxonomy_version,source,quality_flag
STABLEUSDT,2026-06-28T00:00:00Z,2025-11-06T13:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
STBLUSDT,2026-06-28T00:00:00Z,2025-09-17T06:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
STOUSDT,2026-06-28T00:00:00Z,2025-04-12T15:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
STRKUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
STXUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
SUIUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
SUNUSDT,2026-06-28T00:00:00Z,2024-08-22T14:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
SUSDT,2026-06-28T00:00:00Z,2025-01-16T11:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
SWARMSUSDT,2026-06-28T00:00:00Z,2025-01-07T13:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TAOUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TAUSDT,2026-06-28T00:00:00Z,2025-07-21T08:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TIAUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TNSRUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TONUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TRADOORUSDT,2026-06-28T00:00:00Z,2025-09-19T13:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TRBUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TREEUSDT,2026-06-28T00:00:00Z,2025-07-29T15:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TRUMPUSDT,2026-06-28T00:00:00Z,2025-01-18T14:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TRUSTUSDT,2026-06-28T00:00:00Z,2025-11-05T10:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TRUTHUSDT,2026-06-28T00:00:00Z,2025-10-01T13:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TRXUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TSTUSDT,2026-06-28T00:00:00Z,2025-02-09T14:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
TURBOUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
UAIUSDT,2026-06-28T00:00:00Z,2025-11-06T12:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
UBUSDT,2026-06-28T00:00:00Z,2025-09-12T11:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
UMAUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
UNIUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
USUALUSDT,2026-06-28T00:00:00Z,2024-12-18T14:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
VIRTUALUSDT,2026-06-28T00:00:00Z,2024-12-10T13:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
VVVUSDT,2026-06-28T00:00:00Z,2025-01-29T09:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
WCTUSDT,2026-06-28T00:00:00Z,2025-04-15T12:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
WIFUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
WLDUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
WLFIUSDT,2026-06-28T00:00:00Z,2025-08-23T09:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
WUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
XAUTUSDT,2026-06-28T00:00:00Z,2026-03-26T15:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
XLMUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
XMRUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
XNYUSDT,2026-06-28T00:00:00Z,2025-08-13T12:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
XPINUSDT,2026-06-28T00:00:00Z,2025-09-12T09:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
XPLUSDT,2026-06-28T00:00:00Z,2025-08-22T10:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
XRPUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
ZBTUSDT,2026-06-28T00:00:00Z,2025-10-17T12:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
ZECUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
ZENUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
ZEREBROUSDT,2026-06-28T00:00:00Z,2025-01-02T15:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
ZILUSDT,2026-06-28T00:00:00Z,2024-06-01T01:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
ZKUSDT,2026-06-28T00:00:00Z,2024-06-17T12:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
ZORAUSDT,2026-06-28T00:00:00Z,2025-07-25T12:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
ZROUSDT,2026-06-28T00:00:00Z,2024-06-20T15:00:00Z,,,,,reviewed_v1,manual_review,REVIEW
