factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
funding_rate_level_20h,funding_rate,negative,1h,2024-06,0.02133841,-0.02133841,0.13929963,0.13929963,0.153184,-0.153184,0.153184,0.5886,0.4114,700,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2024-07,0.01575015,-0.01575015,0.12694211,0.12694211,0.124074,-0.124074,0.124074,0.5578,0.4422,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2024-08,0.00665656,-0.00665656,0.10680657,0.10680657,0.062323,-0.062323,0.062323,0.5094,0.4906,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2024-09,0.0101838,-0.0101838,0.11217409,0.11217409,0.090786,-0.090786,0.090786,0.5389,0.4611,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2024-10,0.01420283,-0.01420283,0.11896272,0.11896272,0.119389,-0.119389,0.119389,0.5532,0.4468,743,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2024-11,5.865e-05,-5.865e-05,0.12337388,0.12337388,0.000475,-0.000475,0.000475,0.5167,0.4833,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2024-12,0.00093368,-0.00093368,0.12467481,0.12467481,0.007489,-0.007489,0.007489,0.5081,0.4919,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-01,0.01100035,-0.01100035,0.11993388,0.11993388,0.09172,-0.09172,0.09172,0.5363,0.4637,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-02,0.0101379,-0.0101379,0.11681486,0.11681486,0.086786,-0.086786,0.086786,0.5342,0.4658,672,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-03,0.01081936,-0.01081936,0.10737162,0.10737162,0.100766,-0.100766,0.100766,0.5282,0.4718,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-04,0.01376934,-0.01376934,0.09451135,0.09451135,0.14569,-0.14569,0.14569,0.5389,0.4611,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-05,0.0072335,-0.0072335,0.09600469,0.09600469,0.075345,-0.075345,0.075345,0.5161,0.4839,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-06,0.01795357,-0.01795357,0.09606635,0.09606635,0.186887,-0.186887,0.186887,0.5458,0.4542,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-07,0.01649655,-0.01649655,0.11167965,0.11167965,0.147713,-0.147713,0.147713,0.5457,0.4543,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-08,0.01289325,-0.01289325,0.09627452,0.09627452,0.133922,-0.133922,0.133922,0.5685,0.4315,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-09,0.01400674,-0.01400674,0.08614887,0.08614887,0.162588,-0.162588,0.162588,0.5653,0.4347,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-10,0.00510452,-0.00510452,0.0959207,0.0959207,0.053216,-0.053216,0.053216,0.5282,0.4718,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-11,0.0067878,-0.0067878,0.09837175,0.09837175,0.069002,-0.069002,0.069002,0.525,0.475,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2025-12,0.01059001,-0.01059001,0.08760692,0.08760692,0.120881,-0.120881,0.120881,0.5417,0.4583,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2026-01,0.00755402,-0.00755402,0.09336425,0.09336425,0.080909,-0.080909,0.080909,0.5538,0.4462,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2026-02,0.01108021,-0.01108021,0.09741486,0.09741486,0.113743,-0.113743,0.113743,0.5446,0.4554,672,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2026-03,0.00404322,-0.00404322,0.08811829,0.08811829,0.045884,-0.045884,0.045884,0.5444,0.4556,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2026-04,0.00835836,-0.00835836,0.09653619,0.09653619,0.086583,-0.086583,0.086583,0.5458,0.4542,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,1h,2026-05,0.04849645,-0.04849645,0.0,0.0,,,,1.0,0.0,1,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2024-06,0.03469276,-0.03469276,0.13474778,0.13474778,0.257464,-0.257464,0.257464,0.5943,0.4057,700,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2024-07,0.0218401,-0.0218401,0.1277404,0.1277404,0.170973,-0.170973,0.170973,0.5739,0.4261,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2024-08,0.01072759,-0.01072759,0.11059687,0.11059687,0.096997,-0.096997,0.096997,0.5672,0.4328,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2024-09,0.01737615,-0.01737615,0.11077445,0.11077445,0.156861,-0.156861,0.156861,0.5583,0.4417,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2024-10,0.0226807,-0.0226807,0.11738352,0.11738352,0.193219,-0.193219,0.193219,0.5726,0.4274,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2024-11,0.00266806,-0.00266806,0.13152068,0.13152068,0.020286,-0.020286,0.020286,0.5014,0.4986,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2024-12,-0.00234078,0.00234078,0.12881306,0.12881306,-0.018172,0.018172,-0.018172,0.5121,0.4879,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-01,0.01896545,-0.01896545,0.12437993,0.12437993,0.15248,-0.15248,0.15248,0.5591,0.4409,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-02,0.01619771,-0.01619771,0.11448676,0.11448676,0.141481,-0.141481,0.141481,0.5551,0.4449,672,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-03,0.02146893,-0.02146893,0.10448175,0.10448175,0.20548,-0.20548,0.20548,0.5645,0.4355,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-04,0.02216423,-0.02216423,0.09754934,0.09754934,0.22721,-0.22721,0.22721,0.5472,0.4528,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-05,0.01304751,-0.01304751,0.09791093,0.09791093,0.133259,-0.133259,0.133259,0.5202,0.4798,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-06,0.03188154,-0.03188154,0.10049712,0.10049712,0.317238,-0.317238,0.317238,0.625,0.375,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-07,0.03305108,-0.03305108,0.11151533,0.11151533,0.296382,-0.296382,0.296382,0.5941,0.4059,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-08,0.02591134,-0.02591134,0.09278821,0.09278821,0.279253,-0.279253,0.279253,0.6156,0.3844,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-09,0.02466258,-0.02466258,0.09045839,0.09045839,0.27264,-0.27264,0.27264,0.6139,0.3861,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-10,0.01025521,-0.01025521,0.09804475,0.09804475,0.104597,-0.104597,0.104597,0.5484,0.4516,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-11,0.01328792,-0.01328792,0.10101826,0.10101826,0.13154,-0.13154,0.13154,0.5708,0.4292,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2025-12,0.02224561,-0.02224561,0.08872682,0.08872682,0.25072,-0.25072,0.25072,0.6196,0.3804,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2026-01,0.01481774,-0.01481774,0.0930206,0.0930206,0.159295,-0.159295,0.159295,0.5753,0.4247,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2026-02,0.02552851,-0.02552851,0.10498809,0.10498809,0.243156,-0.243156,0.243156,0.6027,0.3973,672,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2026-03,0.01024998,-0.01024998,0.09213156,0.09213156,0.111254,-0.111254,0.111254,0.5417,0.4583,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2026-04,0.02036955,-0.02036955,0.0910612,0.0910612,0.223691,-0.223691,0.223691,0.5889,0.4111,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,4h,2026-05,-0.04768254,0.04768254,0.0,0.0,,,,0.0,1.0,1,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2024-06,0.06252363,-0.06252363,0.1270612,0.1270612,0.492075,-0.492075,0.492075,0.6471,0.3529,700,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2024-07,0.03239697,-0.03239697,0.12651699,0.12651699,0.256068,-0.256068,0.256068,0.6129,0.3871,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2024-08,0.02856804,-0.02856804,0.1058501,0.1058501,0.269891,-0.269891,0.269891,0.6142,0.3858,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2024-09,0.01554493,-0.01554493,0.10988448,0.10988448,0.141466,-0.141466,0.141466,0.575,0.425,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2024-10,0.0401059,-0.0401059,0.11426723,0.11426723,0.350983,-0.350983,0.350983,0.6062,0.3938,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2024-11,-0.00651009,0.00651009,0.13623067,0.13623067,-0.047787,0.047787,-0.047787,0.4806,0.5194,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2024-12,0.00585674,-0.00585674,0.13579631,0.13579631,0.043129,-0.043129,0.043129,0.5054,0.4946,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2025-01,0.03136143,-0.03136143,0.11700963,0.11700963,0.268024,-0.268024,0.268024,0.6465,0.3535,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2025-02,0.00876619,-0.00876619,0.11832748,0.11832748,0.074084,-0.074084,0.074084,0.5387,0.4613,672,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2025-03,0.03475456,-0.03475456,0.1080203,0.1080203,0.321741,-0.321741,0.321741,0.5954,0.4046,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2025-04,0.0344555,-0.0344555,0.10760907,0.10760907,0.320191,-0.320191,0.320191,0.6278,0.3722,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2025-05,0.03462474,-0.03462474,0.10842608,0.10842608,0.31934,-0.31934,0.31934,0.5887,0.4113,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2025-06,0.06366032,-0.06366032,0.09723478,0.09723478,0.654707,-0.654707,0.654707,0.7181,0.2819,720,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2025-07,0.05763642,-0.05763642,0.12211396,0.12211396,0.471989,-0.471989,0.471989,0.6761,0.3239,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2025-08,0.04521413,-0.04521413,0.08945658,0.08945658,0.505431,-0.505431,0.505431,0.707,0.293,744,COMPUTED
funding_rate_level_20h,funding_rate,negative,24h,2025-09,0.03976603,-0.03976603,0.09043864,0.09043864,0.439702,-0.439702,0.439702,0.6667,0.3333,720,COMPUTED
