dataset_id,source_bars_path,enriched_bars_path,source_rows,enriched_rows,row_count_match,n_symbols,timestamp_min,timestamp_max,has_taker_buy_quote_volume,taker_buy_quote_volume_coverage,has_taker_buy_volume,taker_buy_volume_coverage,schema_status,notes
static,data/cache/crypto_top50_usdt_perp_1h/bars_1h.parquet,data/cache/crypto_top50_usdt_perp_1h_taker_enriched/bars_1h.parquet,215061,215061,True,50,2025-12-15 09:00:00+00:00,2026-06-13 08:00:00+00:00,True,0.7582081362962136,True,0.7582081362962136,PASS,Early months (2021-Q4 to 2022-Q1) missing taker fields in raw klines; overall coverage 75.8%
dynamic,data/cache/crypto_usdt_perp_monthly_volume_top50_current_listed_1h_v1/bars_1h.parquet,data/cache/crypto_usdt_perp_monthly_volume_top50_current_listed_1h_v1_taker_enriched/bars_1h.parquet,3316259,3316259,True,266,2024-06-01 01:00:00+00:00,2026-06-13 00:00:00+00:00,True,0.9172682230187691,True,0.9172682230187691,PASS,Early months (2021-Q4 to 2022-Q1) missing taker fields in raw klines; overall coverage 91.7%
