symbol,horizon,selected_rows,missing_rows,missing_rate
FARTCOINUSDT,72,11640,0,0.0
FETUSDT,72,8063,0,0.0
FFUSDT,72,720,0,0.0
FHEUSDT,72,1416,0,0.0
FOLKSUSDT,72,744,0,0.0
GALAUSDT,72,3599,0,0.0
GASUSDT,72,744,0,0.0
GIGGLEUSDT,72,2208,0,0.0
GOATUSDT,72,3600,0,0.0
GUNUSDT,72,744,0,0.0
HAEDALUSDT,72,720,0,0.0
HBARUSDT,72,6552,0,0.0
HEMIUSDT,72,744,0,0.0
HIVEUSDT,72,672,0,0.0
HMSTRUSDT,72,1464,0,0.0
HOMEUSDT,72,744,0,0.0
HUMAUSDT,72,744,0,0.0
HUSDT,72,2208,0,0.0
HYPERUSDT,72,744,0,0.0
ICPUSDT,72,744,0,0.0
INITUSDT,72,2208,0,0.0
IOUSDT,72,2952,0,0.0
IPUSDT,72,2880,0,0.0
JASMYUSDT,72,2927,0,0.0
JELLYJELLYUSDT,72,1488,0,0.0
JTOUSDT,72,719,0,0.0
JUPUSDT,72,1416,0,0.0
KAITOUSDT,72,2184,0,0.0
KATUSDT,72,744,0,0.0
KERNELUSDT,72,744,0,0.0
KGENUSDT,72,720,0,0.0
KITEUSDT,72,2208,0,0.0
LAUSDT,72,744,0,0.0
LAYERUSDT,72,2928,0,0.0
LDOUSDT,72,3671,0,0.0
LIGHTUSDT,72,1416,0,0.0
LINEAUSDT,72,744,0,0.0
LISTAUSDT,72,1488,0,0.0
LITUSDT,72,672,0,0.0
LPTUSDT,72,1464,0,0.0
LUNA2USDT,72,744,0,0.0
LYNUSDT,72,720,0,0.0
MAGICUSDT,72,1464,0,0.0
MASKUSDT,72,1464,0,0.0
MELANIAUSDT,72,672,0,0.0
MEMEUSDT,72,720,0,0.0
MEUSDT,72,744,0,0.0
MEWUSDT,72,2184,0,0.0
MMTUSDT,72,744,0,0.0
MONUSDT,72,1488,0,0.0
MOODENGUSDT,72,4416,0,0.0
MOVEUSDT,72,2136,0,0.0
MUBARAKUSDT,72,2184,0,0.0
MUSDT,72,1488,0,0.0
MYXUSDT,72,1464,0,0.0
NEIROUSDT,72,7296,0,0.0
NIGHTUSDT,72,744,0,0.0
NMRUSDT,72,1464,0,0.0
NOMUSDT,72,744,0,0.0
NOTUSDT,72,4391,0,0.0
NXPCUSDT,72,1464,0,0.0
ONTUSDT,72,720,0,0.0
OPENUSDT,72,744,0,0.0
OPNUSDT,72,720,0,0.0
OPUSDT,72,7343,0,0.0
ORCAUSDT,72,2208,0,0.0
ORDIUSDT,72,8087,0,0.0
PENDLEUSDT,72,1464,0,0.0
PEOPLEUSDT,72,5855,0,0.0
PHAUSDT,72,720,0,0.0
PIEVERSEUSDT,72,2232,0,0.0
PIPPINUSDT,72,4368,0,0.0
PIXELUSDT,72,720,0,0.0
PNUTUSDT,72,6576,0,0.0
POPCATUSDT,72,4368,0,0.0
POWERUSDT,72,2208,0,0.0
PROMPTUSDT,72,744,0,0.0
PROVEUSDT,72,720,0,0.0
PUMPBTCUSDT,72,744,0,0.0
PUMPUSDT,72,6552,0,0.0
PYTHUSDT,72,1439,0,0.0
RAREUSDT,72,2928,0,0.0
RAVEUSDT,72,1488,0,0.0
REDUSDT,72,1464,0,0.0
RESOLVUSDT,72,1488,0,0.0
REZUSDT,72,1439,0,0.0
RIVERUSDT,72,3624,0,0.0
ROBOUSDT,72,720,0,0.0
RUNEUSDT,72,1416,0,0.0
RVNUSDT,72,744,0,0.0
SAHARAUSDT,72,2208,0,0.0
SANDUSDT,72,1488,0,0.0
SEIUSDT,72,3696,0,0.0
SENTUSDT,72,672,0,0.0
SIGNUSDT,72,720,0,0.0
SIRENUSDT,72,2208,0,0.0
SKLUSDT,72,720,0,0.0
SOMIUSDT,72,744,0,0.0
SOONUSDT,72,1464,0,0.0
SOPHUSDT,72,744,0,0.0
SPACEUSDT,72,744,0,0.0
SPELLUSDT,72,672,0,0.0
SPKUSDT,72,2208,0,0.0
SPXUSDT,72,744,0,0.0
STABLEUSDT,72,744,0,0.0
STBLUSDT,72,744,0,0.0
STOUSDT,72,744,0,0.0
STRKUSDT,72,1488,0,0.0
STXUSDT,72,744,0,0.0
SUNUSDT,72,1464,0,0.0
SUSDT,72,744,0,0.0
SWARMSUSDT,72,1416,0,0.0
TAUSDT,72,744,0,0.0
TIAUSDT,72,9479,0,0.0
TNSRUSDT,72,744,0,0.0
TRADOORUSDT,72,1488,0,0.0
TRBUSDT,72,5135,0,0.0
TREEUSDT,72,720,0,0.0
TRUSTUSDT,72,744,0,0.0
TRUTHUSDT,72,744,0,0.0
TRXUSDT,72,7992,0,0.0
TSTUSDT,72,744,0,0.0
TURBOUSDT,72,4440,0,0.0
UAIUSDT,72,720,0,0.0
UMAUSDT,72,719,0,0.0
USUALUSDT,72,1416,0,0.0
VIRTUALUSDT,72,6504,0,0.0
WCTUSDT,72,2208,0,0.0
WIFUSDT,72,16031,0,0.0
WLFIUSDT,72,4344,0,0.0
WUSDT,72,1463,0,0.0
XAUTUSDT,72,744,0,0.0
XMRUSDT,72,672,0,0.0
XNYUSDT,72,720,0,0.0
XPINUSDT,72,720,0,0.0
XPLUSDT,72,4368,0,0.0
ZBTUSDT,72,1488,0,0.0
ZENUSDT,72,2232,0,0.0
ZEREBROUSDT,72,744,0,0.0
ZILUSDT,72,744,0,0.0
ZKUSDT,72,2232,0,0.0
ZORAUSDT,72,720,0,0.0
ZROUSDT,72,3672,0,0.0
