check_name,status
signal_snapshot_generated,PASS
paper_weights_generated,PASS
gross_exposure_approx_1,PASS
net_exposure_approx_0,PASS
only_core_only_candidate,PASS
allowed_for_real_execution_false,PASS
no_phase12b_artifacts,PASS
no_phase13_artifacts,PASS
candidate_freeze_status_diagnostic_only,PASS
liquidity_overlay_generated,PASS
