variant_id,fee_bps,slippage_bps,total_cost_bps,participation_rate,notional_usd,gross_median_spread,estimated_cost_per_rebalance,net_median_spread,median_capacity_usd,capacity_ok,survives_both
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.01,100000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,578435.2946842685,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.02,1000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,1156870.589368537,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.02,5000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,1156870.589368537,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.02,10000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,1156870.589368537,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.02,50000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,1156870.589368537,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.02,100000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,1156870.589368537,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.05,1000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,2892176.4734213427,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.05,5000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,2892176.4734213427,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.05,10000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,2892176.4734213427,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.05,50000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,2892176.4734213427,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,1,3,0.05,100000,0.00010178146226310714,5.6399999999999995e-05,4.5381462263107145e-05,2892176.4734213427,True,True
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.001,1000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.001,5000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.001,10000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.001,50000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.001,100000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,57843.52946842685,False,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.005,1000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.005,5000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.005,10000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.005,50000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.005,100000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.01,1000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.01,5000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.01,10000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.01,50000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.01,100000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.02,1000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.02,5000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.02,10000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.02,50000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.02,100000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.05,1000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.05,5000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.05,10000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.05,50000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,5,7,0.05,100000,0.00010178146226310714,0.0001316,-2.981853773689286e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.001,1000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.001,5000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.001,10000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.001,50000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.001,100000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,57843.52946842685,False,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.005,1000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.005,5000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.005,10000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.005,50000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.005,100000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.01,1000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.01,5000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.01,10000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.01,50000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.01,100000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.02,1000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.02,5000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.02,10000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.02,50000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.02,100000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.05,1000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.05,5000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.05,10000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.05,50000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,10,12,0.05,100000,0.00010178146226310714,0.00022559999999999998,-0.00012381853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.001,1000,0.00010178146226310714,0.0005076,-0.00040581853773689284,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.001,5000,0.00010178146226310714,0.0005076,-0.00040581853773689284,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.001,10000,0.00010178146226310714,0.0005076,-0.00040581853773689284,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.001,50000,0.00010178146226310714,0.0005076,-0.00040581853773689284,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.001,100000,0.00010178146226310714,0.0005076,-0.00040581853773689284,57843.52946842685,False,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.005,1000,0.00010178146226310714,0.0005076,-0.00040581853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.005,5000,0.00010178146226310714,0.0005076,-0.00040581853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.005,10000,0.00010178146226310714,0.0005076,-0.00040581853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.005,50000,0.00010178146226310714,0.0005076,-0.00040581853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.005,100000,0.00010178146226310714,0.0005076,-0.00040581853773689284,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.01,1000,0.00010178146226310714,0.0005076,-0.00040581853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.01,5000,0.00010178146226310714,0.0005076,-0.00040581853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.01,10000,0.00010178146226310714,0.0005076,-0.00040581853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.01,50000,0.00010178146226310714,0.0005076,-0.00040581853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.01,100000,0.00010178146226310714,0.0005076,-0.00040581853773689284,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.02,1000,0.00010178146226310714,0.0005076,-0.00040581853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.02,5000,0.00010178146226310714,0.0005076,-0.00040581853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.02,10000,0.00010178146226310714,0.0005076,-0.00040581853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.02,50000,0.00010178146226310714,0.0005076,-0.00040581853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.02,100000,0.00010178146226310714,0.0005076,-0.00040581853773689284,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.05,1000,0.00010178146226310714,0.0005076,-0.00040581853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.05,5000,0.00010178146226310714,0.0005076,-0.00040581853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.05,10000,0.00010178146226310714,0.0005076,-0.00040581853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.05,50000,0.00010178146226310714,0.0005076,-0.00040581853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,2,25,27,0.05,100000,0.00010178146226310714,0.0005076,-0.00040581853773689284,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.001,1000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.001,5000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.001,10000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.001,50000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.001,100000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,57843.52946842685,False,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.005,1000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.005,5000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.005,10000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.005,50000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.005,100000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.01,1000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.01,5000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.01,10000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.01,50000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.01,100000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.02,1000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.02,5000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.02,10000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.02,50000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.02,100000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.05,1000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.05,5000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.05,10000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.05,50000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,1,6,0.05,100000,0.00010178146226310714,0.00011279999999999999,-1.101853773689285e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.001,1000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.001,5000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.001,10000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.001,50000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.001,100000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,57843.52946842685,False,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.005,1000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.005,5000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.005,10000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.005,50000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.005,100000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.01,1000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.01,5000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.01,10000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.01,50000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.01,100000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.02,1000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.02,5000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.02,10000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.02,50000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.02,100000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.05,1000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.05,5000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.05,10000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.05,50000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,5,10,0.05,100000,0.00010178146226310714,0.00018800000000000002,-8.621853773689288e-05,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.001,1000,0.00010178146226310714,0.000282,-0.00018021853773689288,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.001,5000,0.00010178146226310714,0.000282,-0.00018021853773689288,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.001,10000,0.00010178146226310714,0.000282,-0.00018021853773689288,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.001,50000,0.00010178146226310714,0.000282,-0.00018021853773689288,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.001,100000,0.00010178146226310714,0.000282,-0.00018021853773689288,57843.52946842685,False,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.005,1000,0.00010178146226310714,0.000282,-0.00018021853773689288,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.005,5000,0.00010178146226310714,0.000282,-0.00018021853773689288,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.005,10000,0.00010178146226310714,0.000282,-0.00018021853773689288,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.005,50000,0.00010178146226310714,0.000282,-0.00018021853773689288,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.005,100000,0.00010178146226310714,0.000282,-0.00018021853773689288,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.01,1000,0.00010178146226310714,0.000282,-0.00018021853773689288,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.01,5000,0.00010178146226310714,0.000282,-0.00018021853773689288,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.01,10000,0.00010178146226310714,0.000282,-0.00018021853773689288,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.01,50000,0.00010178146226310714,0.000282,-0.00018021853773689288,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.01,100000,0.00010178146226310714,0.000282,-0.00018021853773689288,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.02,1000,0.00010178146226310714,0.000282,-0.00018021853773689288,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.02,5000,0.00010178146226310714,0.000282,-0.00018021853773689288,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.02,10000,0.00010178146226310714,0.000282,-0.00018021853773689288,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.02,50000,0.00010178146226310714,0.000282,-0.00018021853773689288,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.02,100000,0.00010178146226310714,0.000282,-0.00018021853773689288,1156870.589368537,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.05,1000,0.00010178146226310714,0.000282,-0.00018021853773689288,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.05,5000,0.00010178146226310714,0.000282,-0.00018021853773689288,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.05,10000,0.00010178146226310714,0.000282,-0.00018021853773689288,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.05,50000,0.00010178146226310714,0.000282,-0.00018021853773689288,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,10,15,0.05,100000,0.00010178146226310714,0.000282,-0.00018021853773689288,2892176.4734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.001,1000,0.00010178146226310714,0.000564,-0.0004622185377368929,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.001,5000,0.00010178146226310714,0.000564,-0.0004622185377368929,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.001,10000,0.00010178146226310714,0.000564,-0.0004622185377368929,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.001,50000,0.00010178146226310714,0.000564,-0.0004622185377368929,57843.52946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.001,100000,0.00010178146226310714,0.000564,-0.0004622185377368929,57843.52946842685,False,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.005,1000,0.00010178146226310714,0.000564,-0.0004622185377368929,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.005,5000,0.00010178146226310714,0.000564,-0.0004622185377368929,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.005,10000,0.00010178146226310714,0.000564,-0.0004622185377368929,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.005,50000,0.00010178146226310714,0.000564,-0.0004622185377368929,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.005,100000,0.00010178146226310714,0.000564,-0.0004622185377368929,289217.64734213427,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.01,1000,0.00010178146226310714,0.000564,-0.0004622185377368929,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.01,5000,0.00010178146226310714,0.000564,-0.0004622185377368929,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.01,10000,0.00010178146226310714,0.000564,-0.0004622185377368929,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.01,50000,0.00010178146226310714,0.000564,-0.0004622185377368929,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.01,100000,0.00010178146226310714,0.000564,-0.0004622185377368929,578435.2946842685,True,False
signal_v0_pm_full_structured__1h__original_no_guard,5,25,30,0.02,1000,0.00010178146226310714,0.000564,-0.0004622185377368929,1156870.589368537,True,False
