signal_id,horizon,mean_rankic,rankic_sign,quantile_mean_spread,quantile_spread_sign,sign_consistent,diagnostic_status,likely_issue,notes
signal_v0_core_only,1h,0.032482,POSITIVE,-0.000306,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_core_only,4h,0.038507,POSITIVE,-0.001232,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_core_only,24h,0.041628,POSITIVE,-0.006742,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_core_only,72h,0.033778,POSITIVE,-0.016623,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_pm_full_structured,1h,0.03144,POSITIVE,-0.000316,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_pm_full_structured,4h,0.036529,POSITIVE,-0.001182,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_pm_full_structured,24h,0.037849,POSITIVE,-0.006594,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_pm_full_structured,72h,0.026726,POSITIVE,-0.016746,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_family_balanced_diagnostic,1h,0.030252,POSITIVE,-0.000318,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_family_balanced_diagnostic,4h,0.035212,POSITIVE,-0.001161,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_family_balanced_diagnostic,24h,0.033955,POSITIVE,-0.006617,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
signal_v0_family_balanced_diagnostic,72h,0.024628,POSITIVE,-0.016461,NEGATIVE,False,INCONSISTENT,non_monotonic_tail_behavior,Bucket_0_lowest_signal_has_extreme_positive_returns;_tail_non-linearity
