latest_signal_timestamp,latest_liquidity_timestamp,lag_hours,stale_data_warning,missing_recent_data_warning,monitoring_window_start,monitoring_window_end,total_timestamps
2026-06-13 00:00:00+00:00,2026-06-13 00:00:00+00:00,0.0,NO,NO,2026-05-14 00:00:00+00:00,2026-06-13 00:00:00+00:00,721
