factor_id,family,dataset_id,rows,n_symbols,timestamp_min,timestamp_max,coverage,missing_rate,gate,notes
taker_buy_ratio_20h,taker_imbalance,crypto_usdt_perp_monthly_volume_top50_current_listed_1h_v1_crypto_native_v1,3316259,266,2024-06-01 01:00:00+00:00,2026-06-13 00:00:00+00:00,0.912306,0.087694,PASS,"rolling_mean(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R can"
taker_buy_zscore_20h,taker_imbalance,crypto_usdt_perp_monthly_volume_top50_current_listed_1h_v1_crypto_native_v1,3316259,266,2024-06-01 01:00:00+00:00,2026-06-13 00:00:00+00:00,0.912306,0.087694,PASS,"zscore(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R canonical"
taker_buy_delta_5h,taker_imbalance,crypto_usdt_perp_monthly_volume_top50_current_listed_1h_v1_crypto_native_v1,3316259,266,2024-06-01 01:00:00+00:00,2026-06-13 00:00:00+00:00,0.9141,0.0859,PASS,"ratio - delay(ratio, 5); lookback=6 for ratio(1)+delay(5); Requires Phase 7L-R c"
funding_rate_level_20h,funding_rate,crypto_usdt_perp_monthly_volume_top50_current_listed_1h_v1_crypto_native_v1,3316259,266,2024-06-01 01:00:00+00:00,2026-06-13 00:00:00+00:00,0.878435,0.121565,PASS,"rolling_mean(funding_rate, 20); high funding = crowded long, mean-revert; Requir"
funding_rate_zscore_80h,funding_rate,crypto_usdt_perp_monthly_volume_top50_current_listed_1h_v1_crypto_native_v1,3316259,266,2024-06-01 01:00:00+00:00,2026-06-13 00:00:00+00:00,0.75482,0.24518,PASS,"zscore(funding_rate, 80); Requires Phase 7L-R canonical crypto-native cache."
funding_rate_change_24h,funding_rate,crypto_usdt_perp_monthly_volume_top50_current_listed_1h_v1_crypto_native_v1,3316259,266,2024-06-01 01:00:00+00:00,2026-06-13 00:00:00+00:00,0.878346,0.121654,PASS,"funding_rate - delay(funding_rate, 24); fast rise = crowded, expect reversal; Re"
