factor_id,family,expected_direction,static_RankIC_mean,dynamic_RankIC_mean,delta_RankIC,rankic_same_sign,static_IC_mean,dynamic_IC_mean,delta_IC,static_direction_adjusted_spread,dynamic_direction_adjusted_spread,delta_direction_adjusted_spread,static_turnover,dynamic_turnover,delta_turnover,static_coverage,dynamic_coverage,delta_coverage,stability_bucket
ema_12_26_gap,,positive,-0.003519,-0.011089,-0.00757,True,0.009261,0.00018,-0.009081,0.00051272,3.087e-05,-0.00048185,0.067956,0.069486,0.00153,1.0,1.0,0.0,STABLE
rsi_28h,,negative,-0.007113,-0.017538,-0.010425,True,0.013578,-0.002983,-0.016561,-0.00045912,-1.302e-05,0.0004461,0.153047,0.155131,0.002084,0.993519,0.998428,0.004909,MODERATE_SHIFT
rsi_7h,,negative,-0.019799,-0.023726,-0.003927,True,0.006234,-0.006775,-0.01301,-0.00043117,-5.155e-05,0.00037962,0.294813,0.294758,-5.6e-05,0.99838,0.999607,0.001227,STABLE
williams_r_14h,,negative,0.018052,0.016476,-0.001576,True,-0.002829,0.002928,0.005758,0.00022997,8.695e-05,-0.00014302,0.347411,0.354115,0.006704,0.996991,0.99927,0.002279,STABLE
downside_vol_20h,,negative,-0.012126,-0.035079,-0.022953,True,0.001554,-0.016597,-0.018151,-0.00044065,0.00012628,0.00056693,0.066543,0.068172,0.001629,0.99537,0.998877,0.003507,MODERATE_SHIFT
vol_of_vol_20h,,negative,-0.011946,-0.03404,-0.022095,True,0.004439,-0.014857,-0.019296,-0.00075274,0.00011406,0.00086681,0.070173,0.076203,0.00603,0.994444,0.998652,0.004208,MODERATE_SHIFT
mom_accel_20h,,positive,-0.017172,-0.022015,-0.004843,True,0.007886,-0.006599,-0.014485,0.00018164,2.533e-05,-0.00015631,0.338549,0.347847,0.009298,0.994213,0.998596,0.004383,STABLE
qvol_ma_ratio_5_20,,positive,0.000589,-0.006197,-0.006786,False,0.002816,-0.006641,-0.009458,0.00024824,-1.761e-05,-0.00026584,0.225991,0.228955,0.002965,0.995602,0.998933,0.003331,SIGN_FLIP
ma_gap_20_80,,positive,0.006839,-0.002609,-0.009448,False,0.009453,0.00243,-0.007023,0.00050395,-1.266e-05,-0.00051661,0.031698,0.03401,0.002313,0.981713,0.995564,0.013851,SIGN_FLIP
