signal_id,horizon,timestamp,symbol,signal_value,forward_return,bucket_id,rank_in_bucket0,contribution_share,is_top_1pct,is_top_5pct,notes
signal_v0_family_balanced_diagnostic,4h,2026-04-17 09:00:00+00:00,SIRENUSDT,-3.478256,1.19265777,0,8,0.026314,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-04 11:00:00+00:00,SIRENUSDT,-4.487828,1.08416959,0,9,0.02392,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-04 13:00:00+00:00,SIRENUSDT,-5.291982,1.06706919,0,10,0.023543,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-10-30 17:00:00+00:00,LABUSDT,-4.185805,1.05985185,0,11,0.023384,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-10-30 16:00:00+00:00,LABUSDT,-2.625716,1.05699815,0,12,0.023321,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-15 16:00:00+00:00,PLAYUSDT,-1.283523,1.0526365,0,13,0.023225,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-08-07 05:00:00+00:00,PLAYUSDT,-0.796376,0.93682956,0,14,0.02067,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-08-07 06:00:00+00:00,PLAYUSDT,-2.624379,0.89948601,0,15,0.019846,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-16 15:00:00+00:00,SIRENUSDT,-0.844668,0.81607329,0,16,0.018005,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-11-20 10:00:00+00:00,BEATUSDT,-1.929782,0.80175287,0,17,0.017689,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-03-25 00:00:00+00:00,SIRENUSDT,-0.83074,0.79500287,0,18,0.01754,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-05-06 14:00:00+00:00,LABUSDT,-3.642684,0.77152825,0,19,0.017022,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-04 14:00:00+00:00,SIRENUSDT,-5.678819,0.77090155,0,20,0.017009,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-11-07 15:00:00+00:00,HUSDT,-0.924215,0.76935874,0,21,0.016975,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-03-28 02:00:00+00:00,SIRENUSDT,-4.420001,0.76613734,0,22,0.016903,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-15 15:00:00+00:00,PLAYUSDT,-1.799814,0.76264266,0,23,0.016826,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-05-02 02:00:00+00:00,LABUSDT,-5.136014,0.75587378,0,24,0.016677,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-10-30 15:00:00+00:00,LABUSDT,-2.461585,0.75322012,0,25,0.016618,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-10-12 23:00:00+00:00,SKYAIUSDT,-5.413578,0.75311355,0,26,0.016616,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-04 00:00:00+00:00,SIRENUSDT,-2.0121,0.73287571,0,27,0.01617,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-05 21:00:00+00:00,PLAYUSDT,-0.716838,0.71374318,0,28,0.015748,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-03-28 03:00:00+00:00,SIRENUSDT,-4.42944,0.67649544,0,29,0.014926,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-06-02 23:00:00+00:00,LABUSDT,-3.663338,0.6649349,0,30,0.014671,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-16 13:00:00+00:00,SIRENUSDT,-1.158721,0.64834407,0,31,0.014305,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-03-24 23:00:00+00:00,SIRENUSDT,-1.598367,0.64791247,0,32,0.014295,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-05-03 15:00:00+00:00,LABUSDT,-4.185215,0.64054848,0,33,0.014133,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-06-06 07:00:00+00:00,ALLOUSDT,-4.297417,0.61539418,0,34,0.013578,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-03-28 21:00:00+00:00,PLAYUSDT,-1.898056,0.61210624,0,35,0.013505,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-05-25 06:00:00+00:00,PLAYUSDT,-1.820969,0.60506912,0,36,0.01335,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-06-09 03:00:00+00:00,HUSDT,-3.330964,0.60314465,0,37,0.013307,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-05-05 06:00:00+00:00,LABUSDT,-2.400399,0.59405941,0,38,0.013107,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-02-08 12:00:00+00:00,SIRENUSDT,-3.594017,0.58170009,0,39,0.012834,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-05-31 22:00:00+00:00,HUSDT,-2.723396,0.57777172,0,40,0.012748,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-11-07 14:00:00+00:00,FILUSDT,-2.134647,0.57749077,0,41,0.012741,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-05-03 16:00:00+00:00,LABUSDT,-4.0634,0.54914122,0,42,0.012116,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-05 22:00:00+00:00,PLAYUSDT,-1.989601,0.54681389,0,43,0.012064,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-06-06 08:00:00+00:00,ALLOUSDT,-4.098218,0.54493051,0,44,0.012023,False,False,
signal_v0_family_balanced_diagnostic,4h,2025-06-29 16:00:00+00:00,HUSDT,-5.036941,0.54056728,0,45,0.011927,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-05-05 05:00:00+00:00,LABUSDT,-2.645715,0.54029304,0,46,0.011921,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-06-06 17:00:00+00:00,LABUSDT,-2.654988,0.53810082,0,47,0.011872,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-04-04 10:00:00+00:00,SIRENUSDT,-4.372065,0.53743022,0,48,0.011857,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-05-25 05:00:00+00:00,PLAYUSDT,-1.936359,0.53099362,0,49,0.011715,False,False,
signal_v0_family_balanced_diagnostic,4h,2026-06-06 09:00:00+00:00,ALLOUSDT,-4.32972,0.52810258,0,50,0.011652,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 03:00:00+00:00,SKYAIUSDT,-0.621518,3.46455224,0,1,0.033779,True,True,
signal_v0_family_balanced_diagnostic,24h,2026-04-03 22:00:00+00:00,SIRENUSDT,-1.756793,3.21265698,0,2,0.031323,False,True,
signal_v0_family_balanced_diagnostic,24h,2026-04-03 23:00:00+00:00,SIRENUSDT,-1.596553,3.12124,0,3,0.030432,False,True,
signal_v0_family_balanced_diagnostic,24h,2026-04-03 18:00:00+00:00,SIRENUSDT,-1.659309,2.86986398,0,4,0.027981,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-03 19:00:00+00:00,SIRENUSDT,-1.943295,2.76148842,0,5,0.026924,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-01 22:00:00+00:00,LABUSDT,-4.378182,2.70701774,0,6,0.026393,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 02:00:00+00:00,SKYAIUSDT,-0.933021,2.70333745,0,7,0.026357,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-03 21:00:00+00:00,SIRENUSDT,-2.099327,2.68960845,0,8,0.026223,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 00:00:00+00:00,SIRENUSDT,-2.0121,2.68606689,0,9,0.026189,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-03 20:00:00+00:00,SIRENUSDT,-2.608418,2.6626358,0,10,0.02596,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 05:00:00+00:00,SKYAIUSDT,-1.173916,2.35370153,0,11,0.022948,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 06:00:00+00:00,SKYAIUSDT,-3.127309,2.34424441,0,12,0.022856,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-03 17:00:00+00:00,SIRENUSDT,-1.204858,2.23550447,0,13,0.021796,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 07:00:00+00:00,SKYAIUSDT,-2.74039,2.18692599,0,14,0.021322,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 09:00:00+00:00,SKYAIUSDT,-2.467904,2.15494393,0,15,0.02101,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-28 11:00:00+00:00,ALLOUSDT,-2.98456,2.14429461,0,16,0.020907,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 08:00:00+00:00,SKYAIUSDT,-2.49512,2.13391934,0,17,0.020805,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-28 08:00:00+00:00,ALLOUSDT,-1.929892,2.110287,0,18,0.020575,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-01 12:00:00+00:00,LABUSDT,-1.037129,2.06200773,0,19,0.020104,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-01 11:00:00+00:00,LABUSDT,-1.196786,2.04916631,0,20,0.019979,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 01:00:00+00:00,SKYAIUSDT,-0.789667,2.04194941,0,21,0.019909,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-28 09:00:00+00:00,ALLOUSDT,-1.38682,2.03758983,0,22,0.019866,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 01:00:00+00:00,SIRENUSDT,-1.484802,2.02656305,0,23,0.019759,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 10:00:00+00:00,SKYAIUSDT,-2.913257,1.97775629,0,24,0.019283,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-28 10:00:00+00:00,ALLOUSDT,-2.866899,1.95863747,0,25,0.019097,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-03-21 18:00:00+00:00,SIRENUSDT,-2.070043,1.93911471,0,26,0.018906,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-01 21:00:00+00:00,LABUSDT,-4.563106,1.88005748,0,27,0.01833,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 04:00:00+00:00,SKYAIUSDT,-1.433679,1.87209994,0,28,0.018253,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 08:00:00+00:00,SIRENUSDT,-4.824376,1.87143069,0,29,0.018246,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 07:00:00+00:00,SIRENUSDT,-5.29168,1.82605138,0,30,0.017804,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-03-22 02:00:00+00:00,SIRENUSDT,-1.450464,1.72011561,0,31,0.016771,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-28 12:00:00+00:00,ALLOUSDT,-3.444752,1.71682668,0,32,0.016739,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-03-21 19:00:00+00:00,SIRENUSDT,-2.634927,1.71431113,0,33,0.016714,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-03-21 17:00:00+00:00,SIRENUSDT,-1.985085,1.70550661,0,34,0.016629,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-28 13:00:00+00:00,ALLOUSDT,-2.913775,1.6701357,0,35,0.016284,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-17 09:00:00+00:00,SIRENUSDT,-3.478256,1.66747573,0,36,0.016258,False,False,
signal_v0_family_balanced_diagnostic,24h,2025-10-12 00:00:00+00:00,SKYAIUSDT,-1.11734,1.66385542,0,37,0.016222,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 10:00:00+00:00,SIRENUSDT,-4.372065,1.64782695,0,38,0.016066,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-01 20:00:00+00:00,LABUSDT,-4.138282,1.63372164,0,39,0.015929,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-28 07:00:00+00:00,ALLOUSDT,-1.645633,1.63125816,0,40,0.015905,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 09:00:00+00:00,SIRENUSDT,-4.517805,1.61986203,0,41,0.015793,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 11:00:00+00:00,SIRENUSDT,-4.487828,1.61914822,0,42,0.015787,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-28 14:00:00+00:00,ALLOUSDT,-2.592218,1.59909865,0,43,0.015591,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 12:00:00+00:00,SIRENUSDT,-3.577125,1.58807871,0,44,0.015484,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 06:00:00+00:00,SIRENUSDT,-4.717531,1.58569125,0,45,0.01546,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-03-22 03:00:00+00:00,SIRENUSDT,-2.712203,1.58104702,0,46,0.015415,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-04 03:00:00+00:00,SIRENUSDT,-4.202772,1.58093821,0,47,0.015414,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-05-28 06:00:00+00:00,ALLOUSDT,-1.609415,1.51914427,0,48,0.014811,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-04-16 00:00:00+00:00,SIRENUSDT,-0.646063,1.51553744,0,49,0.014776,False,False,
signal_v0_family_balanced_diagnostic,24h,2026-06-10 14:00:00+00:00,HUSDT,-2.05404,1.5009046,0,50,0.014634,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-29 17:00:00+00:00,LABUSDT,-0.427827,4.06085193,0,1,0.031251,True,True,
signal_v0_family_balanced_diagnostic,72h,2026-04-29 22:00:00+00:00,LABUSDT,-3.120436,3.76017192,0,2,0.028937,False,True,
signal_v0_family_balanced_diagnostic,72h,2026-04-04 00:00:00+00:00,SIRENUSDT,-2.0121,3.33262743,0,3,0.025646,False,True,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 23:00:00+00:00,SIRENUSDT,-1.596553,3.2794253,0,4,0.025237,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-04 01:00:00+00:00,SIRENUSDT,-1.484802,3.23624161,0,5,0.024905,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-29 16:00:00+00:00,LABUSDT,-0.470823,3.22807815,0,6,0.024842,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 22:00:00+00:00,SIRENUSDT,-1.756793,3.10706518,0,7,0.023911,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 19:00:00+00:00,SIRENUSDT,-1.943295,3.077219,0,8,0.023681,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-29 05:00:00+00:00,HUSDT,-3.345703,3.05771812,0,9,0.023531,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 21:00:00+00:00,SIRENUSDT,-2.099327,2.93435849,0,10,0.022582,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 18:00:00+00:00,SIRENUSDT,-1.659309,2.91541513,0,11,0.022436,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-29 21:00:00+00:00,LABUSDT,-1.968956,2.88039917,0,12,0.022166,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 20:00:00+00:00,SIRENUSDT,-2.608418,2.85217279,0,13,0.021949,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-29 03:00:00+00:00,HUSDT,-2.459656,2.71665133,0,14,0.020906,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-29 04:00:00+00:00,HUSDT,-3.815771,2.63064236,0,15,0.020244,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-30 22:00:00+00:00,LABUSDT,-2.514005,2.62901191,0,16,0.020232,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-05-01 02:00:00+00:00,LABUSDT,-1.033019,2.59847614,0,17,0.019997,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-05-01 01:00:00+00:00,LABUSDT,-1.299336,2.58893395,0,18,0.019923,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 17:00:00+00:00,SIRENUSDT,-1.204858,2.5802682,0,19,0.019857,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-29 23:00:00+00:00,LABUSDT,-2.845204,2.50108743,0,20,0.019247,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-06-09 01:00:00+00:00,HUSDT,-2.869179,2.46505645,0,21,0.01897,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-30 19:00:00+00:00,LABUSDT,-0.819716,2.44144409,0,22,0.018788,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-03-19 18:00:00+00:00,SIRENUSDT,-2.087764,2.40761667,0,23,0.018528,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 13:00:00+00:00,SIRENUSDT,-0.470404,2.39965646,0,24,0.018467,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-28 20:00:00+00:00,HUSDT,-1.489088,2.39689471,0,25,0.018445,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-30 21:00:00+00:00,LABUSDT,-1.424015,2.39510995,0,26,0.018432,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-29 08:00:00+00:00,HUSDT,-3.636063,2.39128648,0,27,0.018402,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-30 20:00:00+00:00,LABUSDT,-0.455417,2.38430613,0,28,0.018349,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-06-09 20:00:00+00:00,HUSDT,-2.673521,2.37708895,0,29,0.018293,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-28 21:00:00+00:00,HUSDT,-1.204876,2.37658537,0,30,0.018289,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-05-27 12:00:00+00:00,ALLOUSDT,-2.331012,2.36002191,0,31,0.018162,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 12:00:00+00:00,SIRENUSDT,-0.686758,2.34857971,0,32,0.018074,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-06-09 04:00:00+00:00,HUSDT,-3.419959,2.34479678,0,33,0.018045,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 04:00:00+00:00,SIRENUSDT,-0.878265,2.33451049,0,34,0.017965,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-29 18:00:00+00:00,LABUSDT,-2.419966,2.31026393,0,35,0.017779,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-06-09 18:00:00+00:00,HUSDT,-2.638409,2.30600886,0,36,0.017746,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-02 19:00:00+00:00,SIRENUSDT,-1.075212,2.29872177,0,37,0.01769,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-29 00:00:00+00:00,HUSDT,-2.007384,2.29827022,0,38,0.017686,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-05-27 11:00:00+00:00,ALLOUSDT,-1.716883,2.29818467,0,39,0.017686,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-06-09 03:00:00+00:00,HUSDT,-3.330964,2.29795597,0,40,0.017684,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-03 11:00:00+00:00,SIRENUSDT,-0.933017,2.29112604,0,41,0.017631,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-30 23:00:00+00:00,LABUSDT,-2.181303,2.28955017,0,42,0.017619,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-29 01:00:00+00:00,HUSDT,-1.802836,2.28805621,0,43,0.017608,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-06-09 19:00:00+00:00,HUSDT,-2.325461,2.28548062,0,44,0.017588,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-03-19 19:00:00+00:00,SIRENUSDT,-2.077933,2.28029901,0,45,0.017548,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-28 23:00:00+00:00,HUSDT,-1.777545,2.2752729,0,46,0.017509,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-04-29 20:00:00+00:00,LABUSDT,-1.467107,2.27408537,0,47,0.0175,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-29 02:00:00+00:00,HUSDT,-2.088372,2.25853202,0,48,0.017381,False,False,
signal_v0_family_balanced_diagnostic,72h,2026-03-20 09:00:00+00:00,SIRENUSDT,-2.385559,2.25355849,0,49,0.017342,False,False,
signal_v0_family_balanced_diagnostic,72h,2025-06-29 07:00:00+00:00,HUSDT,-3.760015,2.25,0,50,0.017315,False,False,
