signal_id,horizon,timestamp,symbol,signal_value,forward_return,bucket_id,rank_in_bucket0,contribution_share,is_top_1pct,is_top_5pct,notes
signal_v0_core_only,1h,2026-04-17 09:00:00+00:00,SIRENUSDT,-3.457635,1.29459951,0,1,0.063175,True,True,
signal_v0_core_only,1h,2026-02-07 16:00:00+00:00,SIRENUSDT,-2.867381,1.04526822,0,2,0.051008,False,True,
signal_v0_core_only,1h,2026-06-02 23:00:00+00:00,LABUSDT,-3.980437,0.92240703,0,3,0.045012,False,True,
signal_v0_core_only,1h,2026-02-07 18:00:00+00:00,SIRENUSDT,-5.778851,0.86512609,0,4,0.042217,False,False,
signal_v0_core_only,1h,2025-10-30 18:00:00+00:00,LABUSDT,-3.521232,0.63055089,0,5,0.03077,False,False,
signal_v0_core_only,1h,2025-08-07 07:00:00+00:00,PLAYUSDT,-6.920636,0.6195279,0,6,0.030232,False,False,
signal_v0_core_only,1h,2026-03-28 21:00:00+00:00,PLAYUSDT,-1.164729,0.60623842,0,7,0.029584,False,False,
signal_v0_core_only,1h,2025-11-20 13:00:00+00:00,BEATUSDT,-1.763268,0.57744911,0,8,0.028179,False,False,
signal_v0_core_only,1h,2026-02-08 15:00:00+00:00,SIRENUSDT,-3.996404,0.5768488,0,9,0.028149,False,False,
signal_v0_core_only,1h,2026-05-06 14:00:00+00:00,LABUSDT,-3.993331,0.57411504,0,10,0.028016,False,False,
signal_v0_core_only,1h,2026-06-09 01:00:00+00:00,HUSDT,-2.990559,0.52250965,0,11,0.025498,False,False,
signal_v0_core_only,1h,2025-10-30 23:00:00+00:00,LABUSDT,-6.014434,0.4470057,0,12,0.021813,False,False,
signal_v0_core_only,1h,2026-05-03 03:00:00+00:00,LABUSDT,-3.62458,0.44324197,0,13,0.02163,False,False,
signal_v0_core_only,1h,2025-06-10 20:00:00+00:00,HOMEUSDT,-5.545037,0.41492266,0,14,0.020248,False,False,
signal_v0_core_only,1h,2026-04-04 14:00:00+00:00,SIRENUSDT,-5.984596,0.40717088,0,15,0.019869,False,False,
signal_v0_core_only,1h,2026-04-16 15:00:00+00:00,SIRENUSDT,-0.784252,0.40078859,0,16,0.019558,False,False,
signal_v0_core_only,1h,2026-02-07 19:00:00+00:00,SIRENUSDT,-7.023157,0.38441607,0,17,0.018759,False,False,
signal_v0_core_only,1h,2026-05-25 07:00:00+00:00,PLAYUSDT,-4.046627,0.37653791,0,18,0.018375,False,False,
signal_v0_core_only,1h,2026-06-04 17:00:00+00:00,LABUSDT,-3.185991,0.37486065,0,19,0.018293,False,False,
signal_v0_core_only,1h,2026-05-11 18:00:00+00:00,LABUSDT,-2.72295,0.37038329,0,20,0.018074,False,False,
signal_v0_core_only,1h,2025-11-07 18:00:00+00:00,HUSDT,-1.734139,0.35868997,0,21,0.017504,False,False,
signal_v0_core_only,1h,2026-06-09 10:00:00+00:00,HUSDT,-3.429794,0.3546982,0,22,0.017309,False,False,
signal_v0_core_only,1h,2026-04-04 01:00:00+00:00,SIRENUSDT,-1.557651,0.3389615,0,23,0.016541,False,False,
signal_v0_core_only,1h,2026-03-28 04:00:00+00:00,SIRENUSDT,-4.930675,0.33383716,0,24,0.016291,False,False,
signal_v0_core_only,1h,2025-08-07 06:00:00+00:00,PLAYUSDT,-2.402513,0.33066819,0,25,0.016136,False,False,
signal_v0_core_only,1h,2024-11-13 13:00:00+00:00,1000PEPEUSDT,-1.093593,0.32802214,0,26,0.016007,False,False,
signal_v0_core_only,1h,2025-07-02 16:00:00+00:00,SKYAIUSDT,-3.532034,0.31983709,0,27,0.015608,False,False,
signal_v0_core_only,1h,2025-05-14 00:00:00+00:00,SKYAIUSDT,-3.445967,0.30095452,0,28,0.014686,False,False,
signal_v0_core_only,1h,2025-10-06 09:00:00+00:00,SKYAIUSDT,-2.209621,0.2972973,0,29,0.014508,False,False,
signal_v0_core_only,1h,2026-03-28 00:00:00+00:00,SIRENUSDT,-3.417171,0.29284821,0,30,0.014291,False,False,
signal_v0_core_only,1h,2025-10-30 21:00:00+00:00,LABUSDT,-6.839497,0.29211018,0,31,0.014255,False,False,
signal_v0_core_only,1h,2025-11-04 20:00:00+00:00,HMSTRUSDT,-0.520001,0.28772636,0,32,0.014041,False,False,
signal_v0_core_only,1h,2026-05-11 18:00:00+00:00,SKYAIUSDT,-1.954581,0.2845457,0,33,0.013885,False,False,
signal_v0_core_only,1h,2026-04-24 09:00:00+00:00,LABUSDT,-3.091709,0.28346331,0,34,0.013833,False,False,
signal_v0_core_only,1h,2026-05-03 09:00:00+00:00,LABUSDT,-4.241252,0.27844813,0,35,0.013588,False,False,
signal_v0_core_only,1h,2025-04-23 16:00:00+00:00,TRUMPUSDT,-1.872171,0.27608331,0,36,0.013472,False,False,
signal_v0_core_only,1h,2026-05-02 21:00:00+00:00,LABUSDT,-4.979596,0.27532338,0,37,0.013435,False,False,
signal_v0_core_only,1h,2026-04-05 23:00:00+00:00,PLAYUSDT,-4.890766,0.27501397,0,38,0.01342,False,False,
signal_v0_core_only,1h,2026-03-16 21:00:00+00:00,SIRENUSDT,-3.228683,0.27035675,0,39,0.013193,False,False,
signal_v0_core_only,1h,2026-03-24 04:00:00+00:00,SIRENUSDT,-3.385906,0.26955379,0,40,0.013154,False,False,
signal_v0_core_only,1h,2026-04-19 05:00:00+00:00,SIRENUSDT,-4.069812,0.26707341,0,41,0.013033,False,False,
signal_v0_core_only,1h,2025-01-19 08:00:00+00:00,TRUMPUSDT,-4.910857,0.262198,0,42,0.012795,False,False,
signal_v0_core_only,1h,2026-02-07 20:00:00+00:00,SIRENUSDT,-6.775275,0.26195256,0,43,0.012783,False,False,
signal_v0_core_only,1h,2026-04-04 03:00:00+00:00,SIRENUSDT,-4.37849,0.26069171,0,44,0.012721,False,False,
signal_v0_core_only,1h,2026-05-04 00:00:00+00:00,SKYAIUSDT,-4.032711,0.2603837,0,45,0.012706,False,False,
signal_v0_core_only,1h,2026-04-04 13:00:00+00:00,SIRENUSDT,-5.517631,0.25844484,0,46,0.012612,False,False,
signal_v0_core_only,1h,2026-06-09 04:00:00+00:00,HUSDT,-3.713795,0.25815096,0,47,0.012597,False,False,
signal_v0_core_only,1h,2026-04-01 04:00:00+00:00,SIRENUSDT,-2.838959,0.25454476,0,48,0.012421,False,False,
signal_v0_core_only,1h,2026-05-01 23:00:00+00:00,LABUSDT,-4.135783,0.25342395,0,49,0.012367,False,False,
signal_v0_core_only,1h,2026-05-31 09:00:00+00:00,PLAYUSDT,-4.236714,0.25309107,0,50,0.012351,False,False,
signal_v0_core_only,4h,2026-02-07 16:00:00+00:00,SIRENUSDT,-2.867381,4.23739084,0,1,0.092745,True,True,
signal_v0_core_only,4h,2026-02-07 17:00:00+00:00,SIRENUSDT,-5.977602,2.23152666,0,2,0.048842,False,True,
signal_v0_core_only,4h,2025-10-30 18:00:00+00:00,LABUSDT,-3.521232,1.74156875,0,3,0.038118,False,True,
signal_v0_core_only,4h,2026-02-07 15:00:00+00:00,SIRENUSDT,-3.946355,1.68934499,0,4,0.036975,False,False,
signal_v0_core_only,4h,2026-02-07 18:00:00+00:00,SIRENUSDT,-5.778851,1.58606449,0,5,0.034715,False,False,
signal_v0_core_only,4h,2026-04-04 12:00:00+00:00,SIRENUSDT,-4.716539,1.33876794,0,6,0.029302,False,False,
signal_v0_core_only,4h,2025-08-07 04:00:00+00:00,PLAYUSDT,-1.241646,1.28627689,0,7,0.028153,False,False,
signal_v0_core_only,4h,2026-04-17 09:00:00+00:00,SIRENUSDT,-3.457635,1.19265777,0,8,0.026104,False,False,
signal_v0_core_only,4h,2026-04-04 11:00:00+00:00,SIRENUSDT,-5.166834,1.08416959,0,9,0.02373,False,False,
signal_v0_core_only,4h,2026-04-04 13:00:00+00:00,SIRENUSDT,-5.517631,1.06706919,0,10,0.023355,False,False,
signal_v0_core_only,4h,2025-10-30 17:00:00+00:00,LABUSDT,-3.736728,1.05985185,0,11,0.023197,False,False,
signal_v0_core_only,4h,2025-10-30 16:00:00+00:00,LABUSDT,-2.943904,1.05699815,0,12,0.023135,False,False,
signal_v0_core_only,4h,2026-04-15 16:00:00+00:00,PLAYUSDT,-1.788186,1.0526365,0,13,0.023039,False,False,
signal_v0_core_only,4h,2025-08-07 05:00:00+00:00,PLAYUSDT,-1.567937,0.93682956,0,14,0.020505,False,False,
signal_v0_core_only,4h,2025-08-07 06:00:00+00:00,PLAYUSDT,-2.402513,0.89948601,0,15,0.019687,False,False,
signal_v0_core_only,4h,2026-04-16 15:00:00+00:00,SIRENUSDT,-0.784252,0.81607329,0,16,0.017862,False,False,
signal_v0_core_only,4h,2025-11-20 10:00:00+00:00,BEATUSDT,-1.320971,0.80175287,0,17,0.017548,False,False,
signal_v0_core_only,4h,2026-03-25 00:00:00+00:00,SIRENUSDT,-2.271493,0.79500287,0,18,0.017401,False,False,
signal_v0_core_only,4h,2026-05-06 14:00:00+00:00,LABUSDT,-3.993331,0.77152825,0,19,0.016887,False,False,
signal_v0_core_only,4h,2026-04-04 14:00:00+00:00,SIRENUSDT,-5.984596,0.77090155,0,20,0.016873,False,False,
signal_v0_core_only,4h,2025-11-07 15:00:00+00:00,HUSDT,-0.500055,0.76935874,0,21,0.016839,False,False,
signal_v0_core_only,4h,2026-03-28 02:00:00+00:00,SIRENUSDT,-4.678656,0.76613734,0,22,0.016769,False,False,
signal_v0_core_only,4h,2026-04-15 15:00:00+00:00,PLAYUSDT,-2.19333,0.76264266,0,23,0.016692,False,False,
signal_v0_core_only,4h,2026-05-02 02:00:00+00:00,LABUSDT,-5.362027,0.75587378,0,24,0.016544,False,False,
signal_v0_core_only,4h,2025-10-30 15:00:00+00:00,LABUSDT,-2.596792,0.75322012,0,25,0.016486,False,False,
signal_v0_core_only,4h,2025-10-12 23:00:00+00:00,SKYAIUSDT,-4.336097,0.75311355,0,26,0.016484,False,False,
signal_v0_core_only,4h,2026-04-04 00:00:00+00:00,SIRENUSDT,-1.990003,0.73287571,0,27,0.016041,False,False,
signal_v0_core_only,4h,2025-01-19 06:00:00+00:00,TRUMPUSDT,-4.877078,0.72233941,0,28,0.01581,False,False,
signal_v0_core_only,4h,2026-04-05 21:00:00+00:00,PLAYUSDT,-0.849607,0.71374318,0,29,0.015622,False,False,
signal_v0_core_only,4h,2026-03-28 03:00:00+00:00,SIRENUSDT,-4.580794,0.67649544,0,30,0.014807,False,False,
signal_v0_core_only,4h,2026-06-02 23:00:00+00:00,LABUSDT,-3.980437,0.6649349,0,31,0.014554,False,False,
signal_v0_core_only,4h,2026-04-16 13:00:00+00:00,SIRENUSDT,-1.006704,0.64834407,0,32,0.014191,False,False,
signal_v0_core_only,4h,2026-03-24 23:00:00+00:00,SIRENUSDT,-3.389448,0.64791247,0,33,0.014181,False,False,
signal_v0_core_only,4h,2026-05-03 15:00:00+00:00,LABUSDT,-4.837553,0.64054848,0,34,0.01402,False,False,
signal_v0_core_only,4h,2026-06-06 07:00:00+00:00,ALLOUSDT,-2.961163,0.61539418,0,35,0.013469,False,False,
signal_v0_core_only,4h,2026-03-28 21:00:00+00:00,PLAYUSDT,-1.164729,0.61210624,0,36,0.013397,False,False,
signal_v0_core_only,4h,2026-05-25 06:00:00+00:00,PLAYUSDT,-2.851142,0.60506912,0,37,0.013243,False,False,
signal_v0_core_only,4h,2026-06-09 03:00:00+00:00,HUSDT,-3.607358,0.60314465,0,38,0.013201,False,False,
signal_v0_core_only,4h,2026-05-05 06:00:00+00:00,LABUSDT,-3.277992,0.59405941,0,39,0.013002,False,False,
signal_v0_core_only,4h,2025-01-19 08:00:00+00:00,TRUMPUSDT,-4.910857,0.58297215,0,40,0.01276,False,False,
signal_v0_core_only,4h,2026-02-08 12:00:00+00:00,SIRENUSDT,-4.720018,0.58170009,0,41,0.012732,False,False,
signal_v0_core_only,4h,2025-01-19 07:00:00+00:00,TRUMPUSDT,-4.840772,0.57887969,0,42,0.01267,False,False,
signal_v0_core_only,4h,2025-01-19 05:00:00+00:00,TRUMPUSDT,-5.034897,0.57782367,0,43,0.012647,False,False,
signal_v0_core_only,4h,2026-05-31 22:00:00+00:00,HUSDT,-2.617084,0.57777172,0,44,0.012646,False,False,
signal_v0_core_only,4h,2025-11-07 14:00:00+00:00,FILUSDT,-2.063417,0.57749077,0,45,0.01264,False,False,
signal_v0_core_only,4h,2025-01-19 03:00:00+00:00,TRUMPUSDT,-3.985717,0.57332549,0,46,0.012549,False,False,
signal_v0_core_only,4h,2026-05-03 16:00:00+00:00,LABUSDT,-4.776863,0.54914122,0,47,0.012019,False,False,
signal_v0_core_only,4h,2026-04-05 22:00:00+00:00,PLAYUSDT,-1.595214,0.54681389,0,48,0.011968,False,False,
signal_v0_core_only,4h,2026-06-06 08:00:00+00:00,ALLOUSDT,-2.978682,0.54493051,0,49,0.011927,False,False,
signal_v0_core_only,4h,2026-04-05 20:00:00+00:00,PLAYUSDT,-0.819957,0.54434665,0,50,0.011914,False,False,
signal_v0_core_only,24h,2025-10-12 03:00:00+00:00,SKYAIUSDT,-0.345391,3.46455224,0,1,0.032687,True,True,
signal_v0_core_only,24h,2026-04-03 22:00:00+00:00,SIRENUSDT,-2.043577,3.21265698,0,2,0.03031,False,True,
signal_v0_core_only,24h,2026-04-03 23:00:00+00:00,SIRENUSDT,-2.117174,3.12124,0,3,0.029448,False,True,
signal_v0_core_only,24h,2026-04-03 18:00:00+00:00,SIRENUSDT,-1.062802,2.86986398,0,4,0.027076,False,False,
signal_v0_core_only,24h,2026-05-01 15:00:00+00:00,LABUSDT,-0.808752,2.83601014,0,5,0.026757,False,False,
signal_v0_core_only,24h,2026-04-03 19:00:00+00:00,SIRENUSDT,-1.499651,2.76148842,0,6,0.026054,False,False,
signal_v0_core_only,24h,2026-05-01 22:00:00+00:00,LABUSDT,-3.748723,2.70701774,0,7,0.02554,False,False,
signal_v0_core_only,24h,2025-10-12 02:00:00+00:00,SKYAIUSDT,-0.510724,2.70333745,0,8,0.025505,False,False,
signal_v0_core_only,24h,2026-04-03 21:00:00+00:00,SIRENUSDT,-2.198917,2.68960845,0,9,0.025376,False,False,
signal_v0_core_only,24h,2026-04-04 00:00:00+00:00,SIRENUSDT,-1.990003,2.68606689,0,10,0.025342,False,False,
signal_v0_core_only,24h,2026-04-03 20:00:00+00:00,SIRENUSDT,-2.252174,2.6626358,0,11,0.025121,False,False,
signal_v0_core_only,24h,2025-10-12 05:00:00+00:00,SKYAIUSDT,-0.952202,2.35370153,0,12,0.022206,False,False,
signal_v0_core_only,24h,2025-10-12 06:00:00+00:00,SKYAIUSDT,-2.00991,2.34424441,0,13,0.022117,False,False,
signal_v0_core_only,24h,2026-05-01 14:00:00+00:00,LABUSDT,-0.727845,2.25990379,0,14,0.021321,False,False,
signal_v0_core_only,24h,2026-04-03 17:00:00+00:00,SIRENUSDT,-0.531245,2.23550447,0,15,0.021091,False,False,
signal_v0_core_only,24h,2025-10-12 07:00:00+00:00,SKYAIUSDT,-1.965804,2.18692599,0,16,0.020633,False,False,
signal_v0_core_only,24h,2025-10-12 09:00:00+00:00,SKYAIUSDT,-2.024099,2.15494393,0,17,0.020331,False,False,
signal_v0_core_only,24h,2026-05-28 11:00:00+00:00,ALLOUSDT,-2.349981,2.14429461,0,18,0.020231,False,False,
signal_v0_core_only,24h,2025-10-12 08:00:00+00:00,SKYAIUSDT,-1.86914,2.13391934,0,19,0.020133,False,False,
signal_v0_core_only,24h,2026-05-28 08:00:00+00:00,ALLOUSDT,-1.392877,2.110287,0,20,0.01991,False,False,
signal_v0_core_only,24h,2026-05-01 13:00:00+00:00,LABUSDT,-0.783694,2.08548851,0,21,0.019676,False,False,
signal_v0_core_only,24h,2026-05-01 12:00:00+00:00,LABUSDT,-0.917211,2.06200773,0,22,0.019454,False,False,
signal_v0_core_only,24h,2026-05-01 11:00:00+00:00,LABUSDT,-1.049762,2.04916631,0,23,0.019333,False,False,
signal_v0_core_only,24h,2025-10-12 01:00:00+00:00,SKYAIUSDT,-0.492814,2.04194941,0,24,0.019265,False,False,
signal_v0_core_only,24h,2026-05-28 09:00:00+00:00,ALLOUSDT,-1.078083,2.03758983,0,25,0.019224,False,False,
signal_v0_core_only,24h,2026-04-04 01:00:00+00:00,SIRENUSDT,-1.557651,2.02656305,0,26,0.01912,False,False,
signal_v0_core_only,24h,2026-05-01 06:00:00+00:00,LABUSDT,-0.352863,1.99021612,0,27,0.018777,False,False,
signal_v0_core_only,24h,2025-10-12 10:00:00+00:00,SKYAIUSDT,-2.091193,1.97775629,0,28,0.018659,False,False,
signal_v0_core_only,24h,2026-05-28 10:00:00+00:00,ALLOUSDT,-2.058254,1.95863747,0,29,0.018479,False,False,
signal_v0_core_only,24h,2025-01-18 21:00:00+00:00,TRUMPUSDT,-6.241415,1.94696939,0,30,0.018369,False,False,
signal_v0_core_only,24h,2026-03-21 18:00:00+00:00,SIRENUSDT,-1.401908,1.93911471,0,31,0.018295,False,False,
signal_v0_core_only,24h,2026-05-01 21:00:00+00:00,LABUSDT,-3.693188,1.88005748,0,32,0.017738,False,False,
signal_v0_core_only,24h,2025-10-12 04:00:00+00:00,SKYAIUSDT,-0.977576,1.87209994,0,33,0.017663,False,False,
signal_v0_core_only,24h,2026-04-04 08:00:00+00:00,SIRENUSDT,-5.12704,1.87143069,0,34,0.017656,False,False,
signal_v0_core_only,24h,2026-04-04 07:00:00+00:00,SIRENUSDT,-5.469424,1.82605138,0,35,0.017228,False,False,
signal_v0_core_only,24h,2026-03-22 02:00:00+00:00,SIRENUSDT,-0.891799,1.72011561,0,36,0.016229,False,False,
signal_v0_core_only,24h,2026-05-28 12:00:00+00:00,ALLOUSDT,-2.659913,1.71682668,0,37,0.016198,False,False,
signal_v0_core_only,24h,2026-03-21 19:00:00+00:00,SIRENUSDT,-1.666859,1.71431113,0,38,0.016174,False,False,
signal_v0_core_only,24h,2026-03-21 17:00:00+00:00,SIRENUSDT,-1.333271,1.70550661,0,39,0.016091,False,False,
signal_v0_core_only,24h,2026-05-28 13:00:00+00:00,ALLOUSDT,-2.590459,1.6701357,0,40,0.015757,False,False,
signal_v0_core_only,24h,2026-04-17 09:00:00+00:00,SIRENUSDT,-3.457635,1.66747573,0,41,0.015732,False,False,
signal_v0_core_only,24h,2025-10-12 00:00:00+00:00,SKYAIUSDT,-0.78259,1.66385542,0,42,0.015698,False,False,
signal_v0_core_only,24h,2026-04-04 10:00:00+00:00,SIRENUSDT,-4.942497,1.64782695,0,43,0.015547,False,False,
signal_v0_core_only,24h,2026-05-01 20:00:00+00:00,LABUSDT,-3.184769,1.63372164,0,44,0.015414,False,False,
signal_v0_core_only,24h,2026-05-28 07:00:00+00:00,ALLOUSDT,-1.324347,1.63125816,0,45,0.01539,False,False,
signal_v0_core_only,24h,2026-04-04 09:00:00+00:00,SIRENUSDT,-5.174743,1.61986203,0,46,0.015283,False,False,
signal_v0_core_only,24h,2026-04-04 11:00:00+00:00,SIRENUSDT,-5.166834,1.61914822,0,47,0.015276,False,False,
signal_v0_core_only,24h,2026-05-28 14:00:00+00:00,ALLOUSDT,-2.169169,1.59909865,0,48,0.015087,False,False,
signal_v0_core_only,24h,2026-05-01 05:00:00+00:00,LABUSDT,-0.344645,1.59144026,0,49,0.015015,False,False,
signal_v0_core_only,24h,2026-04-04 12:00:00+00:00,SIRENUSDT,-4.716539,1.58807871,0,50,0.014983,False,False,
signal_v0_core_only,72h,2026-04-29 17:00:00+00:00,LABUSDT,-0.438964,4.06085193,0,1,0.031105,True,True,
signal_v0_core_only,72h,2026-04-29 22:00:00+00:00,LABUSDT,-2.38161,3.76017192,0,2,0.028802,False,True,
signal_v0_core_only,72h,2026-04-04 00:00:00+00:00,SIRENUSDT,-1.990003,3.33262743,0,3,0.025527,False,True,
signal_v0_core_only,72h,2026-04-03 23:00:00+00:00,SIRENUSDT,-2.117174,3.2794253,0,4,0.025119,False,False,
signal_v0_core_only,72h,2026-04-04 01:00:00+00:00,SIRENUSDT,-1.557651,3.23624161,0,5,0.024788,False,False,
signal_v0_core_only,72h,2026-04-29 16:00:00+00:00,LABUSDT,-0.546828,3.22807815,0,6,0.024726,False,False,
signal_v0_core_only,72h,2026-04-03 22:00:00+00:00,SIRENUSDT,-2.043577,3.10706518,0,7,0.023799,False,False,
signal_v0_core_only,72h,2026-04-03 19:00:00+00:00,SIRENUSDT,-1.499651,3.077219,0,8,0.02357,False,False,
signal_v0_core_only,72h,2025-06-29 05:00:00+00:00,HUSDT,-2.974087,3.05771812,0,9,0.023421,False,False,
signal_v0_core_only,72h,2026-04-03 21:00:00+00:00,SIRENUSDT,-2.198917,2.93435849,0,10,0.022476,False,False,
signal_v0_core_only,72h,2026-04-03 18:00:00+00:00,SIRENUSDT,-1.062802,2.91541513,0,11,0.022331,False,False,
signal_v0_core_only,72h,2026-04-29 21:00:00+00:00,LABUSDT,-2.057059,2.88039917,0,12,0.022063,False,False,
signal_v0_core_only,72h,2026-04-03 20:00:00+00:00,SIRENUSDT,-2.252174,2.85217279,0,13,0.021847,False,False,
signal_v0_core_only,72h,2025-06-29 03:00:00+00:00,HUSDT,-1.877455,2.71665133,0,14,0.020809,False,False,
signal_v0_core_only,72h,2025-06-29 04:00:00+00:00,HUSDT,-3.15687,2.63064236,0,15,0.02015,False,False,
signal_v0_core_only,72h,2026-04-30 22:00:00+00:00,LABUSDT,-1.501989,2.62901191,0,16,0.020137,False,False,
signal_v0_core_only,72h,2026-05-01 02:00:00+00:00,LABUSDT,-1.335453,2.59847614,0,17,0.019903,False,False,
signal_v0_core_only,72h,2026-05-01 01:00:00+00:00,LABUSDT,-1.463843,2.58893395,0,18,0.01983,False,False,
signal_v0_core_only,72h,2026-04-03 17:00:00+00:00,SIRENUSDT,-0.531245,2.5802682,0,19,0.019764,False,False,
signal_v0_core_only,72h,2026-04-03 14:00:00+00:00,SIRENUSDT,-0.487688,2.5271345,0,20,0.019357,False,False,
signal_v0_core_only,72h,2026-04-29 14:00:00+00:00,LABUSDT,-0.434475,2.51341873,0,21,0.019252,False,False,
signal_v0_core_only,72h,2026-04-29 23:00:00+00:00,LABUSDT,-2.083883,2.50108743,0,22,0.019157,False,False,
signal_v0_core_only,72h,2026-06-09 01:00:00+00:00,HUSDT,-2.990559,2.46505645,0,23,0.018881,False,False,
signal_v0_core_only,72h,2026-04-30 19:00:00+00:00,LABUSDT,-0.857925,2.44144409,0,24,0.018701,False,False,
signal_v0_core_only,72h,2026-03-19 18:00:00+00:00,SIRENUSDT,-2.903681,2.40761667,0,25,0.018442,False,False,
signal_v0_core_only,72h,2026-04-03 13:00:00+00:00,SIRENUSDT,-0.671095,2.39965646,0,26,0.018381,False,False,
signal_v0_core_only,72h,2025-06-28 20:00:00+00:00,HUSDT,-1.500094,2.39689471,0,27,0.018359,False,False,
signal_v0_core_only,72h,2026-04-30 21:00:00+00:00,LABUSDT,-1.060706,2.39510995,0,28,0.018346,False,False,
signal_v0_core_only,72h,2025-06-29 08:00:00+00:00,HUSDT,-3.526157,2.39128648,0,29,0.018316,False,False,
signal_v0_core_only,72h,2026-04-30 20:00:00+00:00,LABUSDT,-0.531532,2.38430613,0,30,0.018263,False,False,
signal_v0_core_only,72h,2026-06-09 20:00:00+00:00,HUSDT,-2.912377,2.37708895,0,31,0.018208,False,False,
signal_v0_core_only,72h,2025-06-28 21:00:00+00:00,HUSDT,-1.498908,2.37658537,0,32,0.018204,False,False,
signal_v0_core_only,72h,2026-05-27 12:00:00+00:00,ALLOUSDT,-1.552689,2.36002191,0,33,0.018077,False,False,
signal_v0_core_only,72h,2026-04-03 12:00:00+00:00,SIRENUSDT,-0.63506,2.34857971,0,34,0.017989,False,False,
signal_v0_core_only,72h,2026-06-09 04:00:00+00:00,HUSDT,-3.713795,2.34479678,0,35,0.01796,False,False,
signal_v0_core_only,72h,2026-04-03 04:00:00+00:00,SIRENUSDT,-0.991767,2.33451049,0,36,0.017882,False,False,
signal_v0_core_only,72h,2026-04-03 05:00:00+00:00,SIRENUSDT,-0.890023,2.33056923,0,37,0.017851,False,False,
signal_v0_core_only,72h,2026-04-29 18:00:00+00:00,LABUSDT,-1.991012,2.31026393,0,38,0.017696,False,False,
signal_v0_core_only,72h,2026-06-09 18:00:00+00:00,HUSDT,-2.760264,2.30600886,0,39,0.017663,False,False,
signal_v0_core_only,72h,2026-04-02 19:00:00+00:00,SIRENUSDT,-1.18641,2.29872177,0,40,0.017607,False,False,
signal_v0_core_only,72h,2025-06-29 00:00:00+00:00,HUSDT,-2.239581,2.29827022,0,41,0.017604,False,False,
signal_v0_core_only,72h,2026-05-27 11:00:00+00:00,ALLOUSDT,-1.28028,2.29818467,0,42,0.017603,False,False,
signal_v0_core_only,72h,2026-06-09 03:00:00+00:00,HUSDT,-3.607358,2.29795597,0,43,0.017602,False,False,
signal_v0_core_only,72h,2026-04-03 11:00:00+00:00,SIRENUSDT,-0.587788,2.29112604,0,44,0.017549,False,False,
signal_v0_core_only,72h,2026-04-30 23:00:00+00:00,LABUSDT,-1.627347,2.28955017,0,45,0.017537,False,False,
signal_v0_core_only,72h,2025-06-29 01:00:00+00:00,HUSDT,-2.002385,2.28805621,0,46,0.017526,False,False,
signal_v0_core_only,72h,2026-06-09 19:00:00+00:00,HUSDT,-2.97061,2.28548062,0,47,0.017506,False,False,
signal_v0_core_only,72h,2026-03-19 19:00:00+00:00,SIRENUSDT,-2.818077,2.28029901,0,48,0.017466,False,False,
signal_v0_core_only,72h,2025-06-28 23:00:00+00:00,HUSDT,-1.965971,2.2752729,0,49,0.017428,False,False,
signal_v0_core_only,72h,2026-04-29 20:00:00+00:00,LABUSDT,-1.771961,2.27408537,0,50,0.017419,False,False,
signal_v0_pm_full_structured,1h,2026-04-17 09:00:00+00:00,SIRENUSDT,-3.341813,1.29459951,0,1,0.063467,True,True,
signal_v0_pm_full_structured,1h,2026-02-07 16:00:00+00:00,SIRENUSDT,-2.963489,1.04526822,0,2,0.051243,False,True,
signal_v0_pm_full_structured,1h,2026-06-02 23:00:00+00:00,LABUSDT,-3.483693,0.92240703,0,3,0.04522,False,True,
signal_v0_pm_full_structured,1h,2026-02-07 18:00:00+00:00,SIRENUSDT,-5.847532,0.86512609,0,4,0.042412,False,False,
signal_v0_pm_full_structured,1h,2025-10-30 18:00:00+00:00,LABUSDT,-3.254091,0.63055089,0,5,0.030912,False,False,
signal_v0_pm_full_structured,1h,2025-08-07 07:00:00+00:00,PLAYUSDT,-7.031992,0.6195279,0,6,0.030372,False,False,
signal_v0_pm_full_structured,1h,2026-03-28 21:00:00+00:00,PLAYUSDT,-0.949975,0.60623842,0,7,0.02972,False,False,
signal_v0_pm_full_structured,1h,2025-11-20 13:00:00+00:00,BEATUSDT,-1.642125,0.57744911,0,8,0.028309,False,False,
signal_v0_pm_full_structured,1h,2026-02-08 15:00:00+00:00,SIRENUSDT,-4.259592,0.5768488,0,9,0.028279,False,False,
signal_v0_pm_full_structured,1h,2026-05-06 14:00:00+00:00,LABUSDT,-3.828348,0.57411504,0,10,0.028145,False,False,
signal_v0_pm_full_structured,1h,2026-06-09 01:00:00+00:00,HUSDT,-3.135512,0.52250965,0,11,0.025616,False,False,
signal_v0_pm_full_structured,1h,2025-10-30 23:00:00+00:00,LABUSDT,-6.360538,0.4470057,0,12,0.021914,False,False,
signal_v0_pm_full_structured,1h,2026-05-03 03:00:00+00:00,LABUSDT,-3.735275,0.44324197,0,13,0.02173,False,False,
signal_v0_pm_full_structured,1h,2026-04-04 14:00:00+00:00,SIRENUSDT,-6.191752,0.40717088,0,14,0.019961,False,False,
signal_v0_pm_full_structured,1h,2026-04-16 15:00:00+00:00,SIRENUSDT,-0.705632,0.40078859,0,15,0.019648,False,False,
