dataset_id,bars_path,aligned_path,bars_rows,aligned_rows,row_count_match,n_symbols_bars,n_symbols_with_funding,symbol_coverage,timestamp_min,timestamp_max,funding_rate_coverage,median_funding_age_hours,max_funding_age_hours,schema_status,notes
static,data/cache/crypto_top50_usdt_perp_1h/bars_1h.parquet,data/cache/crypto_funding_rate_1h_contract_v1/funding_rate_1h_aligned_static.parquet,215061,215061,True,50,49,0.98,2025-12-15 09:00:00+00:00,2026-06-13 08:00:00+00:00,0.7429,3.0,8.0,PASS,max_age <= interval; 49/50 symbols have funding
dynamic,data/cache/crypto_usdt_perp_monthly_volume_top50_current_listed_1h_v1/bars_1h.parquet,data/cache/crypto_funding_rate_1h_contract_v1/funding_rate_1h_aligned_dynamic.parquet,3316259,3316259,True,266,258,0.9699,2024-06-01 01:00:00+00:00,2026-06-13 00:00:00+00:00,0.8803,2.0,8.0,PASS,max_age <= interval; 258/266 symbols have funding
