total_timestamps_with_labels,mean_gross_spread,median_gross_spread,cum_gross_spread,mean_low_cost_net,median_low_cost_net,cum_low_cost_net,mean_mid_cost_net,median_mid_cost_net,cum_mid_cost_net,low_cost_hit_rate,mid_cost_hit_rate,low_cost_survival,mid_cost_survival
721,0.0005131489713324799,0.00011267124743490758,0.369980408330718,0.0004089013985169459,-1.8578752565092408e-05,0.29481790833071797,0.0002897613152991926,-0.00016510610561758557,0.20891790833071788,0.49791955617198336,0.49375866851595007,POSITIVE,POSITIVE
