factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
q158_high_close_0h,alpha158_price,conditional,1h,2024-06,-0.01277382,-0.01277382,0.20256785,0.20256785,-0.063059,-0.063059,-0.063059,0.4631,0.4631,719,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2024-07,-0.00220288,-0.00220288,0.18162624,0.18162624,-0.012129,-0.012129,-0.012129,0.4973,0.4973,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2024-08,-0.00642744,-0.00642744,0.21144435,0.21144435,-0.030398,-0.030398,-0.030398,0.4758,0.4758,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2024-09,0.01769865,0.01769865,0.21244146,0.21244146,0.083311,0.083311,0.083311,0.5306,0.5306,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2024-10,-0.0054229,-0.0054229,0.2273532,0.2273532,-0.023852,-0.023852,-0.023852,0.4757,0.4757,742,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2024-11,-0.00614941,-0.00614941,0.19006077,0.19006077,-0.032355,-0.032355,-0.032355,0.4819,0.4819,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2024-12,0.00247075,0.00247075,0.16131534,0.16131534,0.015316,0.015316,0.015316,0.5,0.5,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-01,-0.02083855,-0.02083855,0.21624483,0.21624483,-0.096366,-0.096366,-0.096366,0.4624,0.4624,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-02,-0.01130435,-0.01130435,0.23775406,0.23775406,-0.047546,-0.047546,-0.047546,0.4762,0.4762,672,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-03,-0.00284649,-0.00284649,0.17692489,0.17692489,-0.016089,-0.016089,-0.016089,0.4785,0.4785,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-04,0.01306733,0.01306733,0.17385108,0.17385108,0.075164,0.075164,0.075164,0.5333,0.5333,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-05,0.00641675,0.00641675,0.22493388,0.22493388,0.028527,0.028527,0.028527,0.4906,0.4906,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-06,-0.00503838,-0.00503838,0.19627209,0.19627209,-0.02567,-0.02567,-0.02567,0.4903,0.4903,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-07,0.00814115,0.00814115,0.18942435,0.18942435,0.042978,0.042978,0.042978,0.5336,0.5336,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-08,0.01836652,0.01836652,0.16433053,0.16433053,0.111766,0.111766,0.111766,0.5484,0.5484,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-09,0.00800242,0.00800242,0.16216076,0.16216076,0.049349,0.049349,0.049349,0.4944,0.4944,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-10,0.00152445,0.00152445,0.13799512,0.13799512,0.011047,0.011047,0.011047,0.5121,0.5121,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-11,-0.00509601,-0.00509601,0.12953026,0.12953026,-0.039342,-0.039342,-0.039342,0.4764,0.4764,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2025-12,-0.00150335,-0.00150335,0.11724966,0.11724966,-0.012822,-0.012822,-0.012822,0.4919,0.4919,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2026-01,0.00409363,0.00409363,0.12264298,0.12264298,0.033378,0.033378,0.033378,0.5121,0.5121,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2026-02,0.00857595,0.00857595,0.11018632,0.11018632,0.077831,0.077831,0.077831,0.5268,0.5268,672,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2026-03,0.01349142,0.01349142,0.0964412,0.0964412,0.139893,0.139893,0.139893,0.5551,0.5551,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2026-04,0.01047968,0.01047968,0.10453357,0.10453357,0.100252,0.100252,0.100252,0.5542,0.5542,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2026-05,0.01221105,0.01221105,0.10773126,0.10773126,0.113347,0.113347,0.113347,0.5605,0.5605,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,1h,2026-06,0.02112576,0.02112576,0.13774148,0.13774148,0.153373,0.153373,0.153373,0.5556,0.5556,288,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2024-06,-0.02299158,-0.02299158,0.19761674,0.19761674,-0.116344,-0.116344,-0.116344,0.459,0.459,719,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2024-07,-0.02019184,-0.02019184,0.18686151,0.18686151,-0.108058,-0.108058,-0.108058,0.4476,0.4476,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2024-08,-0.02207531,-0.02207531,0.20539683,0.20539683,-0.107476,-0.107476,-0.107476,0.4341,0.4341,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2024-09,0.0010342,0.0010342,0.20192403,0.20192403,0.005122,0.005122,0.005122,0.5028,0.5028,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2024-10,-0.02323267,-0.02323267,0.21188635,0.21188635,-0.109647,-0.109647,-0.109647,0.4441,0.4441,743,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2024-11,-0.02779881,-0.02779881,0.19533508,0.19533508,-0.142313,-0.142313,-0.142313,0.4431,0.4431,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2024-12,-0.01161227,-0.01161227,0.15765366,0.15765366,-0.073657,-0.073657,-0.073657,0.4556,0.4556,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2025-01,-0.05443367,-0.05443367,0.21874508,0.21874508,-0.248845,-0.248845,-0.248845,0.3763,0.3763,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2025-02,-0.02814374,-0.02814374,0.23777396,0.23777396,-0.118363,-0.118363,-0.118363,0.4524,0.4524,672,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2025-03,-0.02019441,-0.02019441,0.17423106,0.17423106,-0.115906,-0.115906,-0.115906,0.4382,0.4382,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2025-04,-0.00164357,-0.00164357,0.16925209,0.16925209,-0.009711,-0.009711,-0.009711,0.5,0.5,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2025-05,-0.02439919,-0.02439919,0.21844333,0.21844333,-0.111696,-0.111696,-0.111696,0.4355,0.4355,744,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2025-06,-0.0204508,-0.0204508,0.20110626,0.20110626,-0.101691,-0.101691,-0.101691,0.4431,0.4431,720,COMPUTED
q158_high_close_0h,alpha158_price,conditional,4h,2025-07,-0.01151157,-0.01151157,0.18290499,0.18290499,-0.062937,-0.062937,-0.062937,0.461,0.461,744,COMPUTED
