factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_std_20h,alpha158_rolling_price,negative,24h,LONG_SHORT,Long-Short,-0.0018763,,,17765,COMPUTED,-0.00053989,0.00133641,-0.0018763,-8.2667,0.5086,0.00573901,-0.68692692,0.0198805,-0.06521158,0.44,25,per_bar_mean_x_bars_per_year
q158_std_20h,alpha158_rolling_price,negative,72h,LONG_SHORT,Long-Short,-0.00458371,,,17717,COMPUTED,-0.00081662,0.00376709,-0.00458371,-10.7434,0.5192,0.01654072,-0.57486415,0.05729874,-0.16299828,0.32,25,per_bar_mean_x_bars_per_year
q158_max_20h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,3.09e-06,,,17788,DIRECTION_UNKNOWN,-6.3e-06,-9.4e-06,3.09e-06,0.0727,0.4974,0.00024988,0.06666951,0.00086562,-0.00109912,0.48,25,per_bar_mean_x_bars_per_year
q158_max_20h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,2.015e-05,,,17785,DIRECTION_UNKNOWN,3.812e-05,1.797e-05,2.015e-05,0.2383,0.4899,0.00083592,0.01962405,0.0028957,-0.00408938,0.44,25,per_bar_mean_x_bars_per_year
q158_max_20h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,0.00081546,,,17765,DIRECTION_UNKNOWN,0.00072397,-9.149e-05,0.00081546,3.817,0.4844,0.00503021,0.20810535,0.01742515,-0.01758278,0.52,25,per_bar_mean_x_bars_per_year
q158_max_20h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,0.00088387,,,17717,DIRECTION_UNKNOWN,0.00150111,0.00061724,0.00088387,2.2417,0.4562,0.01250891,0.08612858,0.04333215,-0.0425103,0.64,25,per_bar_mean_x_bars_per_year
q158_min_20h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,-5.408e-05,,,17788,DIRECTION_UNKNOWN,1.401e-05,6.809e-05,-5.408e-05,-1.3578,0.5094,0.00025892,-0.53985725,0.00089694,-0.00301407,0.36,25,per_bar_mean_x_bars_per_year
q158_min_20h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,-0.0003653,,,17785,DIRECTION_UNKNOWN,-6.024e-05,0.00030505,-0.0003653,-4.5756,0.5008,0.00104054,-0.85878259,0.00360455,-0.01389589,0.32,25,per_bar_mean_x_bars_per_year
q158_min_20h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,-0.00205152,,,17765,DIRECTION_UNKNOWN,-0.00056973,0.0014818,-0.00205152,-9.8084,0.4988,0.00451485,-0.84319778,0.0156399,-0.06465542,0.32,25,per_bar_mean_x_bars_per_year
q158_min_20h,alpha158_rolling_price,conditional,72h,LONG_SHORT,Long-Short,-0.00609932,,,17717,DIRECTION_UNKNOWN,-0.00152636,0.00457296,-0.00609932,-15.0813,0.4873,0.01457825,-0.7857071,0.05050055,-0.17654731,0.36,25,per_bar_mean_x_bars_per_year
q158_cntd_20h,alpha158_rolling_direction,positive,1h,LONG_SHORT,Long-Short,2.716e-05,,,17787,COMPUTED,2.274e-05,-4.42e-06,2.716e-05,0.896,0.503,0.00020412,0.3237921,0.00070709,-0.00066763,0.48,25,per_bar_mean_x_bars_per_year
q158_cntd_20h,alpha158_rolling_direction,positive,4h,LONG_SHORT,Long-Short,0.00026204,,,17784,COMPUTED,0.00017147,-9.057e-05,0.00026204,4.255,0.5082,0.00078649,0.66759647,0.00272447,-0.00149504,0.56,25,per_bar_mean_x_bars_per_year
q158_cntd_20h,alpha158_rolling_direction,positive,24h,LONG_SHORT,Long-Short,0.00142253,,,17764,COMPUTED,0.00082095,-0.00060157,0.00142253,8.9149,0.5238,0.00349766,0.6078154,0.01211626,-0.00577761,0.64,25,per_bar_mean_x_bars_per_year
q158_cntd_20h,alpha158_rolling_direction,positive,72h,LONG_SHORT,Long-Short,0.00397943,,,17716,COMPUTED,0.00262892,-0.00135051,0.00397943,12.785,0.531,0.00801627,0.49916522,0.02776917,-0.01157663,0.72,25,per_bar_mean_x_bars_per_year
q158_corr_20h,alpha158_rolling_volume_price,conditional,1h,LONG_SHORT,Long-Short,4.619e-05,,,17788,DIRECTION_UNKNOWN,3.128e-05,-1.49e-05,4.619e-05,1.4172,0.5004,0.00019301,0.48328159,0.00066862,-0.00051388,0.52,25,per_bar_mean_x_bars_per_year
q158_corr_20h,alpha158_rolling_volume_price,conditional,4h,LONG_SHORT,Long-Short,8.853e-05,,,17785,DIRECTION_UNKNOWN,2.707e-05,-6.146e-05,8.853e-05,1.3616,0.4951,0.00074656,0.2666275,0.00258615,-0.00300495,0.56,25,per_bar_mean_x_bars_per_year
q158_corr_20h,alpha158_rolling_volume_price,conditional,24h,LONG_SHORT,Long-Short,0.00084551,,,17765,DIRECTION_UNKNOWN,0.00032641,-0.0005191,0.00084551,5.0797,0.499,0.00345896,0.38542451,0.01198219,-0.0088255,0.64,25,per_bar_mean_x_bars_per_year
q158_corr_20h,alpha158_rolling_volume_price,conditional,72h,LONG_SHORT,Long-Short,0.00245476,,,17717,DIRECTION_UNKNOWN,0.00130277,-0.00115199,0.00245476,7.574,0.487,0.00872852,0.30860187,0.03023649,-0.02251814,0.6,25,per_bar_mean_x_bars_per_year
q158_cord_20h,alpha158_rolling_volume_price,conditional,1h,LONG_SHORT,Long-Short,4.372e-05,,,17767,DIRECTION_UNKNOWN,1.266e-05,-3.106e-05,4.372e-05,1.3833,0.4987,0.00016187,0.48571099,0.00056074,-0.00026429,0.64,25,per_bar_mean_x_bars_per_year
q158_cord_20h,alpha158_rolling_volume_price,conditional,4h,LONG_SHORT,Long-Short,0.00016821,,,17764,DIRECTION_UNKNOWN,9.58e-06,-0.00015863,0.00016821,2.6431,0.4965,0.00062552,0.46933517,0.00216688,-0.00136658,0.56,25,per_bar_mean_x_bars_per_year
q158_cord_20h,alpha158_rolling_volume_price,conditional,24h,LONG_SHORT,Long-Short,0.00088246,,,17744,DIRECTION_UNKNOWN,0.00034502,-0.00053744,0.00088246,5.572,0.5016,0.00393327,0.45540004,0.01362525,-0.00787317,0.56,25,per_bar_mean_x_bars_per_year
q158_cord_20h,alpha158_rolling_volume_price,conditional,72h,LONG_SHORT,Long-Short,0.00260385,,,17696,DIRECTION_UNKNOWN,0.0012208,-0.00138305,0.00260385,8.428,0.5015,0.0070094,0.31566748,0.02428126,-0.0149759,0.64,25,per_bar_mean_x_bars_per_year
